Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.C,T.C.M,T.C.F,T.AS,T.AS.M,T.AS.W,T.PI,T.PI.M,T.PI.W,T.MIX,T.MIX.M,T.MIX.W,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2009-2010,228723,Texas A & M University-College Station,First major,English Language and Literature/Letters,'23',Bachelor's degree,211,37,174,1,1,0,5,1,4,8,0,8,26,6,20,169,29,140,5,1,4,0,0,0,2,0,2,0,0,0,0,0,0
2009-2010,228723,Texas A & M University-College Station,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,51,20,31,1,0,1,1,0,1,0,0,0,21,10,11,28,10,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,228723,Texas A & M University-College Station,First major,Natural Resources and Conservation,'03',Bachelor's degree,205,108,97,1,1,0,5,2,3,7,2,5,25,13,12,165,90,75,5,2,3,0,0,0,0,0,0,0,0,0,2,0,2
2009-2010,228723,Texas A & M University-College Station,First major,Psychology,'42',Bachelor's degree,331,91,240,3,1,2,16,5,11,14,0,14,40,11,29,252,72,180,16,5,11,0,0,0,0,0,0,4,2,2,2,0,2
2009-2010,228723,Texas A & M University-College Station,First major,Social Sciences,'45',Bachelor's degree,597,341,256,2,1,1,27,17,10,23,6,17,63,29,34,475,281,194,27,17,10,0,0,0,3,3,0,1,1,0,3,3,0
2009-2010,228723,Texas A & M University-College Station,First major,Visual and Performing Arts,'50',Bachelor's degree,19,8,11,0,0,0,0,0,0,1,0,1,4,3,1,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,228723,Texas A & M University-College Station,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,229,208,21,0,0,0,7,5,2,4,4,0,32,30,2,183,167,16,7,5,2,0,0,0,0,0,0,0,0,0,3,2,1
2009-2010,228723,Texas A & M University-College Station,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,786,165,621,2,0,2,16,3,13,18,8,10,98,18,80,644,135,509,16,3,13,0,0,0,0,0,0,3,1,2,5,0,5
2009-2010,228723,Texas A & M University-College Station,First major,Physical Sciences,'40',Bachelor's degree,138,82,56,0,0,0,4,3,1,2,0,2,12,8,4,117,68,49,4,3,1,0,0,0,1,1,0,0,0,0,2,2,0
2009-2010,100751,The University of Alabama,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1249,773,476,8,3,5,16,11,5,84,41,43,23,16,7,1102,694,408,,,,,,,,,,1,1,0,15,7,8
2009-2010,100751,The University of Alabama,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,501,184,317,1,1,0,3,0,3,45,15,30,12,3,9,438,164,274,,,,,,,,,,0,0,0,2,1,1
2009-2010,100751,The University of Alabama,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,25,22,3,0,0,0,0,0,0,3,2,1,0,0,0,22,20,2,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,79,38,41,0,0,0,2,0,2,6,4,2,5,0,5,66,34,32,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Psychology,'42',Bachelor's degree,152,45,107,0,0,0,2,0,2,30,6,24,5,2,3,115,37,78,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Visual and Performing Arts,'50',Bachelor's degree,167,39,128,0,0,0,0,0,0,12,3,9,0,0,0,155,36,119,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,153,75,78,0,0,0,2,0,2,15,4,11,11,3,8,124,68,56,,,,,,,,,,0,0,0,1,0,1
2009-2010,100751,The University of Alabama,First major,Engineering,'14',Bachelor's degree,288,237,51,0,0,0,6,4,2,23,15,8,6,3,3,247,209,38,,,,,,,,,,0,0,0,6,6,0
2009-2010,100751,The University of Alabama,First major,Health Professions and Related Programs,'51',Bachelor's degree,411,75,336,2,1,1,3,2,1,42,8,34,6,0,6,355,62,293,,,,,,,,,,0,0,0,3,2,1
2009-2010,100751,The University of Alabama,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,89,49,40,0,0,0,1,1,0,23,6,17,2,1,1,63,41,22,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Mathematics and Statistics,'27',Bachelor's degree,19,10,9,0,0,0,0,0,0,2,0,2,2,0,2,15,10,5,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Natural Resources and Conservation,'03',Bachelor's degree,10,4,6,0,0,0,0,0,0,1,0,1,0,0,0,9,4,5,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Education,'13',Bachelor's degree,347,75,272,2,0,2,0,0,0,33,14,19,4,0,4,307,61,246,,,,,,,,,,0,0,0,1,0,1
2009-2010,100751,The University of Alabama,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,301,73,228,0,0,0,1,0,1,56,20,36,5,1,4,239,52,187,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,25,8,17,0,0,0,0,0,0,3,0,3,4,2,2,18,6,12,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,History,'54',Bachelor's degree,85,62,23,3,3,0,1,1,0,3,2,1,2,2,0,76,54,22,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Philosophy and Religious Studies,'38',Bachelor's degree,25,19,6,0,0,0,0,0,0,1,1,0,1,1,0,22,17,5,,,,,,,,,,0,0,0,1,0,1
2009-2010,100751,The University of Alabama,First major,Social Sciences,'45',Bachelor's degree,168,95,73,3,3,0,2,1,1,18,6,12,10,5,5,133,80,53,,,,,,,,,,0,0,0,2,0,2
2009-2010,100751,The University of Alabama,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,9,3,6,0,0,0,0,0,0,1,0,1,0,0,0,8,3,5,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,English Language and Literature/Letters,'23',Bachelor's degree,89,26,63,2,0,2,0,0,0,9,2,7,0,0,0,77,24,53,,,,,,,,,,1,0,1,0,0,0
2009-2010,100751,The University of Alabama,First major,Physical Sciences,'40',Bachelor's degree,52,31,21,1,1,0,0,0,0,2,1,1,1,0,1,48,29,19,,,,,,,,,,0,0,0,0,0,0
2009-2010,100751,The University of Alabama,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,40,2,38,0,0,0,1,0,1,13,0,13,0,0,0,26,2,24,,,,,,,,,,0,0,0,0,0,0
2009-2010,228778,The University of Texas at Austin,First major,Architecture and Related Services,'04',Bachelor's degree,45,26,19,1,1,0,6,2,4,0,0,0,9,7,2,28,15,13,,,,,,,,,,0,0,0,1,1,0
2009-2010,228778,The University of Texas at Austin,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,167,149,18,2,2,0,35,25,10,4,3,1,19,18,1,94,90,4,,,,,,,,,,0,0,0,13,11,2
2009-2010,228778,The University of Texas at Austin,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,284,35,249,2,0,2,31,5,26,26,10,16,66,6,60,156,13,143,,,,,,,,,,1,1,0,2,0,2
2009-2010,228778,The University of Texas at Austin,First major,Philosophy and Religious Studies,'38',Bachelor's degree,81,57,24,1,1,0,12,8,4,3,1,2,10,9,1,54,37,17,,,,,,,,,,0,0,0,1,1,0
2009-2010,228778,The University of Texas at Austin,First major,Physical Sciences,'40',Bachelor's degree,186,115,71,1,1,0,38,18,20,4,1,3,25,16,9,112,75,37,,,,,,,,,,0,0,0,6,4,2
2009-2010,228778,The University of Texas at Austin,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,729,344,385,3,1,2,249,129,120,31,12,19,97,47,50,324,143,181,,,,,,,,,,2,2,0,23,10,13
2009-2010,228778,The University of Texas at Austin,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1058,556,502,3,1,2,275,131,144,27,13,14,113,59,54,583,328,255,,,,,,,,,,2,2,0,55,22,33
2009-2010,228778,The University of Texas at Austin,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,1160,416,744,4,0,4,138,47,91,63,16,47,209,91,118,729,255,474,,,,,,,,,,1,0,1,16,7,9
2009-2010,228778,The University of Texas at Austin,First major,Communications Technologies/Technicians and Support Services,'10',Bachelor's degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,0,0,0,0,0,0
2009-2010,228778,The University of Texas at Austin,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,324,36,288,2,0,2,70,10,60,25,3,22,68,9,59,153,12,141,,,,,,,,,,0,0,0,6,2,4
2009-2010,228778,The University of Texas at Austin,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,261,96,165,0,0,0,37,11,26,4,2,2,71,28,43,145,54,91,,,,,,,,,,0,0,0,4,1,3
2009-2010,228778,The University of Texas at Austin,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,119,52,67,1,1,0,29,15,14,4,0,4,10,5,5,74,31,43,,,,,,,,,,0,0,0,1,0,1
2009-2010,228778,The University of Texas at Austin,First major,Mathematics and Statistics,'27',Bachelor's degree,158,99,59,0,0,0,32,19,13,6,3,3,27,21,6,82,49,33,,,,,,,,,,0,0,0,11,7,4
2009-2010,228778,The University of Texas at Austin,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,162,92,70,1,1,0,8,4,4,12,6,6,30,16,14,109,64,45,,,,,,,,,,1,0,1,1,1,0
2009-2010,228778,The University of Texas at Austin,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,83,13,70,1,0,1,5,0,5,9,1,8,17,6,11,49,5,44,,,,,,,,,,0,0,0,2,1,1
2009-2010,228778,The University of Texas at Austin,First major,Visual and Performing Arts,'50',Bachelor's degree,293,85,208,1,0,1,28,11,17,13,3,10,45,18,27,202,53,149,,,,,,,,,,1,0,1,3,0,3
2009-2010,228778,The University of Texas at Austin,First major,Engineering,'14',Bachelor's degree,981,791,190,5,4,1,203,154,49,16,14,2,120,88,32,549,460,89,,,,,,,,,,0,0,0,88,71,17
2009-2010,228778,The University of Texas at Austin,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,140,53,87,0,0,0,13,4,9,8,1,7,34,8,26,78,34,44,,,,,,,,,,1,1,0,6,5,1
2009-2010,228778,The University of Texas at Austin,First major,English Language and Literature/Letters,'23',Bachelor's degree,374,150,224,3,0,3,45,13,32,7,1,6,64,27,37,251,107,144,,,,,,,,,,2,1,1,2,1,1
2009-2010,228778,The University of Texas at Austin,First major,Health Professions and Related Programs,'51',Bachelor's degree,305,32,273,2,0,2,34,4,30,13,2,11,71,14,57,176,12,164,,,,,,,,,,0,0,0,9,0,9
2009-2010,228778,The University of Texas at Austin,First major,History,'54',Bachelor's degree,252,130,122,2,1,1,15,6,9,6,1,5,33,17,16,194,104,90,,,,,,,,,,0,0,0,2,1,1
2009-2010,228778,The University of Texas at Austin,First major,Psychology,'42',Bachelor's degree,420,113,307,1,0,1,65,17,48,23,6,17,75,24,51,251,65,186,,,,,,,,,,0,0,0,5,1,4
2009-2010,228778,The University of Texas at Austin,First major,Social Sciences,'45',Bachelor's degree,1255,706,549,4,3,1,184,108,76,57,18,39,225,133,92,727,413,314,,,,,,,,,,2,2,0,56,29,27
2009-2010,134130,University of Florida,First major,Architecture and Related Services,'04',Bachelor's degree,124,66,58,1,0,1,10,3,7,6,5,1,31,16,15,71,39,32,,,,,,,,,,4,2,2,1,1,0
2009-2010,134130,University of Florida,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,16,2,14,0,0,0,0,0,0,4,0,4,3,0,3,8,2,6,,,,,,,,,,1,0,1,0,0,0
2009-2010,134130,University of Florida,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,769,173,596,1,1,0,32,12,20,63,12,51,125,24,101,519,119,400,,,,,,,,,,23,4,19,6,1,5
2009-2010,134130,University of Florida,First major,Engineering,'14',Bachelor's degree,1007,789,218,3,3,0,82,57,25,56,43,13,169,122,47,635,514,121,,,,,,,,,,34,26,8,28,24,4
2009-2010,134130,University of Florida,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,587,284,303,4,3,1,77,35,42,36,16,20,86,45,41,357,173,184,,,,,,,,,,25,11,14,2,1,1
2009-2010,134130,University of Florida,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1309,733,576,3,2,1,105,57,48,66,29,37,167,91,76,900,512,388,,,,,,,,,,42,26,16,26,16,10
2009-2010,134130,University of Florida,First major,Education,'13',Bachelor's degree,256,24,232,1,0,1,11,0,11,14,2,12,24,2,22,200,19,181,,,,,,,,,,6,1,5,0,0,0
2009-2010,134130,University of Florida,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,215,30,185,1,1,0,5,2,3,56,7,49,30,2,28,121,18,103,,,,,,,,,,2,0,2,0,0,0
2009-2010,134130,University of Florida,First major,History,'54',Bachelor's degree,241,168,73,2,1,1,10,7,3,6,5,1,32,19,13,184,133,51,,,,,,,,,,7,3,4,0,0,0
2009-2010,134130,University of Florida,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,167,82,85,1,1,0,24,13,11,5,4,1,26,11,15,104,51,53,,,,,,,,,,6,2,4,1,0,1
2009-2010,134130,University of Florida,First major,Psychology,'42',Bachelor's degree,485,127,358,1,0,1,41,10,31,49,12,37,82,17,65,297,85,212,,,,,,,,,,12,3,9,3,0,3
2009-2010,134130,University of Florida,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,271,115,156,1,0,1,10,5,5,36,21,15,30,9,21,189,76,113,,,,,,,,,,5,4,1,0,0,0
2009-2010,134130,University of Florida,First major,Social Sciences,'45',Bachelor's degree,1201,566,635,5,2,3,76,40,36,149,59,90,231,108,123,698,339,359,,,,,,,,,,37,15,22,5,3,2
2009-2010,134130,University of Florida,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,11,11,0,0,0,0,0,0,0,1,1,0,3,3,0,7,7,0,,,,,,,,,,0,0,0,0,0,0
2009-2010,134130,University of Florida,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,156,135,21,0,0,0,0,0,0,3,3,0,10,9,1,140,120,20,,,,,,,,,,3,3,0,0,0,0
2009-2010,134130,University of Florida,First major,English Language and Literature/Letters,'23',Bachelor's degree,300,103,197,3,2,1,11,4,7,26,5,21,40,12,28,209,75,134,,,,,,,,,,11,5,6,0,0,0
2009-2010,134130,University of Florida,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,196,68,128,1,0,1,18,6,12,15,6,9,29,9,20,125,46,79,,,,,,,,,,7,1,6,1,0,1
2009-2010,134130,University of Florida,First major,Health Professions and Related Programs,'51',Bachelor's degree,652,82,570,2,0,2,41,11,30,96,7,89,79,9,70,426,54,372,,,,,,,,,,7,1,6,1,0,1
2009-2010,134130,University of Florida,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,,,,,,,,,,1,1,0,0,0,0
2009-2010,134130,University of Florida,First major,Natural Resources and Conservation,'03',Bachelor's degree,108,52,56,0,0,0,2,0,2,2,1,1,12,4,8,90,45,45,,,,,,,,,,2,2,0,0,0,0
2009-2010,134130,University of Florida,First major,Visual and Performing Arts,'50',Bachelor's degree,292,91,201,1,0,1,14,5,9,18,5,13,57,18,39,184,58,126,,,,,,,,,,14,3,11,4,2,2
2009-2010,134130,University of Florida,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,603,285,318,4,3,1,49,20,29,44,16,28,75,37,38,405,201,204,,,,,,,,,,20,5,15,6,3,3
2009-2010,134130,University of Florida,First major,Mathematics and Statistics,'27',Bachelor's degree,82,55,27,0,0,0,10,8,2,4,3,1,8,3,5,56,40,16,,,,,,,,,,3,1,2,1,0,1
2009-2010,134130,University of Florida,First major,Philosophy and Religious Studies,'38',Bachelor's degree,61,39,22,0,0,0,3,2,1,9,5,4,10,5,5,35,25,10,,,,,,,,,,4,2,2,0,0,0
2009-2010,134130,University of Florida,First major,Physical Sciences,'40',Bachelor's degree,182,117,65,1,0,1,32,18,14,7,4,3,25,20,5,106,68,38,,,,,,,,,,10,7,3,1,0,1
2009-2010,139959,University of Georgia,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,208,118,90,0,0,0,4,3,1,6,2,4,4,2,2,186,107,79,4,3,1,0,0,0,0,0,0,7,3,4,1,1,0
2009-2010,139959,University of Georgia,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,22,2,20,0,0,0,1,0,1,2,0,2,0,0,0,18,2,16,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2009-2010,139959,University of Georgia,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1502,869,633,3,1,2,96,58,38,56,29,27,34,17,17,1253,734,519,96,58,38,0,0,0,2,0,2,42,22,20,16,8,8
2009-2010,139959,University of Georgia,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,570,120,450,1,0,1,18,4,14,30,8,22,12,3,9,493,105,388,18,4,14,0,0,0,4,0,4,9,0,9,3,0,3
2009-2010,139959,University of Georgia,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,525,247,278,2,1,1,95,45,50,25,9,16,20,9,11,355,171,184,95,45,50,0,0,0,3,1,2,14,7,7,11,4,7
2009-2010,139959,University of Georgia,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,340,108,232,0,0,0,11,5,6,30,16,14,7,3,4,277,82,195,11,5,6,0,0,0,0,0,0,12,2,10,3,0,3
2009-2010,139959,University of Georgia,First major,History,'54',Bachelor's degree,172,102,70,0,0,0,2,1,1,6,2,4,3,0,3,153,94,59,1,1,0,1,0,1,4,1,3,4,4,0,0,0,0
2009-2010,139959,University of Georgia,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009-2010,139959,University of Georgia,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,187,87,100,0,0,0,7,6,1,12,6,6,7,5,2,152,66,86,7,6,1,0,0,0,3,1,2,4,2,2,2,1,1
2009-2010,139959,University of Georgia,First major,Philosophy and Religious Studies,'38',Bachelor's degree,57,37,20,1,0,1,3,2,1,0,0,0,1,0,1,49,33,16,3,2,1,0,0,0,1,0,1,2,2,0,0,0,0
2009-2010,139959,University of Georgia,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,47,6,41,0,0,0,1,0,1,7,1,6,0,0,0,37,5,32,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
2009-2010,139959,University of Georgia,First major,Communications Technologies/Technicians and Support Services,'10',Bachelor's degree,92,35,57,0,0,0,6,3,3,6,1,5,2,0,2,75,31,44,6,3,3,0,0,0,1,0,1,2,0,2,0,0,0
2009-2010,139959,University of Georgia,First major,English Language and Literature/Letters,'23',Bachelor's degree,183,50,133,1,0,1,7,3,4,6,1,5,3,1,2,157,44,113,7,3,4,0,0,0,1,0,1,8,1,7,0,0,0
2009-2010,139959,University of Georgia,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,229,72,157,1,1,0,10,1,9,12,5,7,8,3,5,189,59,130,10,1,9,0,0,0,1,0,1,6,3,3,2,0,2
2009-2010,139959,University of Georgia,First major,Health Professions and Related Programs,'51',Bachelor's degree,164,16,148,1,0,1,14,2,12,12,2,10,1,0,1,133,11,122,14,2,12,0,0,0,0,0,0,3,1,2,0,0,0
2009-2010,139959,University of Georgia,First major,Natural Resources and Conservation,'03',Bachelor's degree,70,48,22,0,0,0,0,0,0,0,0,0,1,1,0,67,46,21,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
2009-2010,139959,University of Georgia,First major,Architecture and Related Services,'04',Bachelor's degree,49,36,13,0,0,0,1,1,0,0,0,0,1,1,0,44,32,12,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0
2009-2010,139959,University of Georgia,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,37,31,6,1,1,0,4,2,2,1,1,0,1,1,0,28,24,4,4,2,2,0,0,0,0,0,0,2,2,0,0,0,0
2009-2010,139959,University of Georgia,First major,Mathematics and Statistics,'27',Bachelor's degree,50,30,20,0,0,0,2,0,2,7,3,4,0,0,0,37,24,13,2,0,2,0,0,0,0,0,0,2,1,1,2,2,0
2009-2010,139959,University of Georgia,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,111,39,72,0,0,0,6,0,6,11,2,9,1,1,0,90,34,56,6,0,6,0,0,0,0,0,0,2,2,0,1,0,1
2009-2010,139959,University of Georgia,First major,Physical Sciences,'40',Bachelor's degree,47,29,18,0,0,0,6,2,4,2,0,2,2,2,0,35,24,11,6,2,4,0,0,0,0,0,0,2,1,1,0,0,0
2009-2010,139959,University of Georgia,First major,Visual and Performing Arts,'50',Bachelor's degree,303,68,235,1,1,0,12,2,10,13,4,9,9,1,8,248,55,193,11,2,9,1,0,1,2,1,1,17,4,13,1,0,1
2009-2010,139959,University of Georgia,First major,Education,'13',Bachelor's degree,418,94,324,2,0,2,13,2,11,16,3,13,7,3,4,371,83,288,11,2,9,2,0,2,1,0,1,7,3,4,1,0,1
2009-2010,139959,University of Georgia,First major,Engineering,'14',Bachelor's degree,28,23,5,0,0,0,1,0,1,0,0,0,0,0,0,26,22,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2009-2010,139959,University of Georgia,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,53,20,33,0,0,0,3,1,2,4,0,4,2,0,2,42,17,25,3,1,2,0,0,0,0,0,0,2,2,0,0,0,0
2009-2010,139959,University of Georgia,First major,Psychology,'42',Bachelor's degree,362,120,242,2,1,1,30,10,20,39,11,28,8,3,5,263,90,173,30,10,20,0,0,0,3,1,2,16,4,12,1,0,1
2009-2010,139959,University of Georgia,First major,Social Sciences,'45',Bachelor's degree,655,310,345,3,2,1,29,11,18,45,19,26,18,7,11,522,256,266,29,11,18,0,0,0,3,2,1,28,12,16,7,1,6
2009-2010,157289,University of Louisville,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,115,51,64,0,0,0,17,7,10,9,2,7,1,0,1,88,42,46,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,English Language and Literature/Letters,'23',Bachelor's degree,84,32,52,0,0,0,1,0,1,11,5,6,1,0,1,71,27,44,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,162,64,98,0,0,0,4,3,1,32,12,20,5,3,2,119,45,74,,,,,,,,,,1,0,1,1,1,0
2009-2010,157289,University of Louisville,First major,Education,'13',Bachelor's degree,184,53,131,0,0,0,0,0,0,30,12,18,2,1,1,150,38,112,,,,,,,,,,1,1,0,1,1,0
2009-2010,157289,University of Louisville,First major,Engineering,'14',Bachelor's degree,280,234,46,1,0,1,11,7,4,15,11,4,7,6,1,239,205,34,,,,,,,,,,3,3,0,4,2,2
2009-2010,157289,University of Louisville,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,191,91,100,0,0,0,2,2,0,27,8,19,4,2,2,149,74,75,,,,,,,,,,2,2,0,7,3,4
2009-2010,157289,University of Louisville,First major,Philosophy and Religious Studies,'38',Bachelor's degree,18,14,4,0,0,0,2,2,0,0,0,0,1,1,0,14,10,4,,,,,,,,,,1,1,0,0,0,0
2009-2010,157289,University of Louisville,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,29,8,21,0,0,0,0,0,0,4,1,3,4,1,3,21,6,15,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,Health Professions and Related Programs,'51',Bachelor's degree,183,16,167,1,0,1,5,0,5,12,0,12,2,0,2,159,15,144,,,,,,,,,,4,1,3,0,0,0
2009-2010,157289,University of Louisville,First major,History,'54',Bachelor's degree,54,28,26,0,0,0,1,1,0,2,2,0,0,0,0,51,25,26,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,48,18,30,0,0,0,0,0,0,3,1,2,1,1,0,44,16,28,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,23,0,23,0,0,0,0,0,0,9,0,9,0,0,0,14,0,14,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,Social Sciences,'45',Bachelor's degree,198,102,96,0,0,0,2,1,1,25,9,16,4,2,2,165,88,77,,,,,,,,,,1,1,0,1,1,0
2009-2010,157289,University of Louisville,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,8,2,6,0,0,0,0,0,0,7,2,5,0,0,0,1,0,1,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,137,66,71,0,0,0,0,0,0,28,11,17,7,4,3,101,50,51,,,,,,,,,,1,1,0,0,0,0
2009-2010,157289,University of Louisville,First major,Visual and Performing Arts,'50',Bachelor's degree,103,36,67,1,0,1,1,0,1,2,1,1,1,0,1,94,35,59,,,,,,,,,,4,0,4,0,0,0
2009-2010,157289,University of Louisville,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,521,304,217,1,1,0,18,9,9,43,20,23,9,5,4,429,257,172,,,,,,,,,,1,1,0,20,11,9
2009-2010,157289,University of Louisville,First major,Mathematics and Statistics,'27',Bachelor's degree,26,15,11,0,0,0,1,1,0,0,0,0,0,0,0,25,14,11,,,,,,,,,,0,0,0,0,0,0
2009-2010,157289,University of Louisville,First major,Physical Sciences,'40',Bachelor's degree,25,9,16,0,0,0,1,1,0,2,1,1,1,0,1,20,7,13,,,,,,,,,,0,0,0,1,0,1
2009-2010,157289,University of Louisville,First major,Psychology,'42',Bachelor's degree,161,41,120,1,0,1,7,2,5,30,6,24,6,0,6,116,32,84,,,,,,,,,,1,1,0,0,0,0
2009-2010,135726,University of Miami,First major,Engineering,'14',Bachelor's degree,162,119,43,0,0,0,9,9,0,4,2,2,57,42,15,58,39,19,,,,,,,,,,17,13,4,17,14,3
2009-2010,135726,University of Miami,First major,Legal Professions and Studies,'22',Bachelor's degree,23,7,16,0,0,0,1,0,1,3,1,2,5,3,2,10,3,7,,,,,,,,,,4,0,4,0,0,0
2009-2010,135726,University of Miami,First major,Mathematics and Statistics,'27',Bachelor's degree,10,3,7,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2,,,,,,,,,,1,1,0,4,0,4
2009-2010,135726,University of Miami,First major,Visual and Performing Arts,'50',Bachelor's degree,226,112,114,0,0,0,6,4,2,12,6,6,43,21,22,128,68,60,,,,,,,,,,25,9,16,12,4,8
