Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1988-1999,139959,University of Georgia,Mathematics,'27.0000',Bachelor's degree,19,15,4,14,11,3,5,4,1,0,0,0,0,,,0,0,0,0,,
1988-1999,139959,University of Georgia,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,19,13,6,18,13,5,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,139959,University of Georgia,Philosophy and Religion,'38.0000',Bachelor's degree,11,8,3,11,8,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0
1988-1999,139959,University of Georgia,Physical Sciences,'40.0000',Bachelor's degree,29,21,8,25,19,6,0,,,0,0,0,0,0,0,0,0,0,4,2,2
1988-1999,139959,University of Georgia,Protective Services,'43.0000',Bachelor's degree,32,14,18,30,14,16,2,,2,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,139959,University of Georgia,Psychology,'42.0000',Bachelor's degree,184,80,104,169,76,93,10,3,7,2,1,1,2,,2,1,,1,0,,
1988-1999,139959,University of Georgia,Public Administration and Services,'44.0000',Bachelor's degree,37,10,27,31,8,23,6,2,4,0,,,0,,,0,0,0,0,,
1988-1999,139959,University of Georgia,Social Sciences and History,'45.0000',Bachelor's degree,419,317,102,386,296,90,17,8,9,3,1,2,3,3,,3,3,,7,6,1
1988-1999,139959,University of Georgia,Visual and Performing Arts,'50.0000',Bachelor's degree,167,42,125,162,40,122,2,2,,0,0,0,2,,2,0,0,0,1,,1
1988-1999,139959,University of Georgia,Vocational Home Economics,'20.0000',Bachelor's degree,30,6,24,26,5,21,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Allied Health,'17.0000',Bachelor's degree,38,4,34,33,3,30,1,,1,2,1,1,2,,2,0,0,0,0,,
1988-1999,157289,University of Louisville,Architecture and Related Programs,'04.0000',Bachelor's degree,10,1,9,9,,9,0,0,0,0,0,0,0,0,0,1,1,,0,0,0
1988-1999,157289,University of Louisville,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,1,0,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,54,25,29,46,24,22,5,1,4,1,,1,2,,2,0,0,0,0,,
1988-1999,157289,University of Louisville,Business (Admin Support),'07.0000',Bachelor's degree,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Business and Management,'06.0000',Bachelor's degree,466,262,204,436,243,193,16,6,10,4,4,,3,3,,1,1,,6,5,1
1988-1999,157289,University of Louisville,Communications,'09.0000',Bachelor's degree,103,38,65,89,35,54,12,3,9,1,,1,1,,1,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Computer and Information Sciences,'11.0000',Bachelor's degree,35,20,15,34,19,15,1,1,,0,,,0,,,0,0,0,0,,
1988-1999,157289,University of Louisville,Education,'13.0000',Bachelor's degree,215,53,162,197,48,149,15,4,11,0,,,1,1,,0,0,0,2,,2
1988-1999,157289,University of Louisville,Engineering,'14.0000',Bachelor's degree,203,173,30,174,148,26,5,4,1,2,2,,13,10,3,1,1,,8,8,
1988-1999,157289,University of Louisville,English Language and Literature/Letters,'23.0000',Bachelor's degree,54,8,46,54,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Foreign Languages and Literatures,'16.0000',Bachelor's degree,10,3,7,10,3,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Health Sciences,'18.0000',Bachelor's degree,86,11,75,80,11,69,3,,3,1,,1,1,,1,1,,1,0,0,0
1988-1999,157289,University of Louisville,Home Economics,'19.0000',Bachelor's degree,4,0,4,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,28,4,24,27,4,23,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Mathematics,'27.0000',Bachelor's degree,30,20,10,29,20,9,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,9,3,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1988-1999,157289,University of Louisville,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Philosophy and Religion,'38.0000',Bachelor's degree,3,3,0,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Physical Sciences,'40.0000',Bachelor's degree,29,20,9,27,20,7,0,0,0,0,0,0,1,,1,0,0,0,1,,1
1988-1999,157289,University of Louisville,Protective Services,'43.0000',Bachelor's degree,35,30,5,29,28,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Psychology,'42.0000',Bachelor's degree,53,21,32,50,21,29,3,,3,0,0,0,0,,,0,0,0,0,0,0
1988-1999,157289,University of Louisville,Social Sciences and History,'45.0000',Bachelor's degree,159,90,69,137,81,56,17,6,11,0,0,0,3,2,1,0,0,0,2,1,1
1988-1999,157289,University of Louisville,Visual and Performing Arts,'50.0000',Bachelor's degree,68,26,42,64,24,40,2,1,1,0,0,0,0,0,0,1,1,,1,,1
1988-1999,135726,University of Miami,Allied Health,'17.0000',Bachelor's degree,12,2,10,7,1,6,0,0,0,4,1,3,1,0,1,0,0,0,0,0,0
1988-1999,135726,University of Miami,Architecture and Related Programs,'04.0000',Bachelor's degree,87,57,30,28,22,6,0,0,0,32,19,13,1,0,1,0,0,0,26,16,10
1988-1999,135726,University of Miami,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,135726,University of Miami,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,96,61,35,56,36,20,7,5,2,21,13,8,5,3,2,0,0,0,7,4,3
1988-1999,135726,University of Miami,Business and Management,'06.0000',Bachelor's degree,397,245,152,214,142,72,21,9,12,110,60,50,6,4,2,0,0,0,46,30,16
1988-1999,135726,University of Miami,Communications,'09.0000',Bachelor's degree,115,36,79,83,30,53,9,2,7,18,3,15,0,0,0,0,0,0,5,1,4
1988-1999,135726,University of Miami,Computer and Information Sciences,'11.0000',Bachelor's degree,58,34,24,22,15,7,6,2,4,15,8,7,4,2,2,0,0,0,11,7,4
1988-1999,135726,University of Miami,Education,'13.0000',Bachelor's degree,20,5,15,16,5,11,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
1988-1999,135726,University of Miami,Engineering,'14.0000',Bachelor's degree,266,226,40,60,49,11,12,11,1,65,44,21,14,13,1,0,0,0,115,109,6
1988-1999,135726,University of Miami,English Language and Literature/Letters,'23.0000',Bachelor's degree,64,20,44,39,15,24,7,3,4,14,2,12,3,0,3,0,0,0,1,0,1
1988-1999,135726,University of Miami,Foreign Languages and Literatures,'16.0000',Bachelor's degree,7,2,5,3,1,2,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0
1988-1999,135726,University of Miami,Health Sciences,'18.0000',Bachelor's degree,70,10,60,42,5,37,10,0,10,13,4,9,4,1,3,1,0,1,0,0,0
1988-1999,135726,University of Miami,Law (non-first professional),'22.0000',Bachelor's degree,12,4,8,7,2,5,2,0,2,3,2,1,0,0,0,0,0,0,0,0,0
1988-1999,135726,University of Miami,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,13,6,7,6,4,2,3,2,1,4,0,4,0,0,0,0,0,0,0,0,0
1988-1999,135726,University of Miami,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,46,24,22,22,14,8,3,2,1,12,4,8,1,0,1,0,0,0,8,4,4
1988-1999,135726,University of Miami,Mathematics,'27.0000',Bachelor's degree,18,8,10,13,4,9,1,1,0,1,1,0,0,0,0,0,0,0,3,2,1
1988-1999,135726,University of Miami,Philosophy and Religion,'38.0000',Bachelor's degree,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,135726,University of Miami,Physical Sciences,'40.0000',Bachelor's degree,46,31,15,33,24,9,1,0,1,7,5,2,4,2,2,0,0,0,1,0,1
1988-1999,135726,University of Miami,Protective Services,'43.0000',Bachelor's degree,11,9,2,6,5,1,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0
1988-1999,135726,University of Miami,Psychology,'42.0000',Bachelor's degree,105,25,80,58,19,39,10,1,9,26,4,22,2,1,1,0,0,0,9,0,9
1988-1999,135726,University of Miami,Social Sciences and History,'45.0000',Bachelor's degree,93,52,41,46,26,20,4,2,2,38,21,17,2,2,0,1,0,1,2,1,1
1988-1999,135726,University of Miami,Visual and Performing Arts,'50.0000',Bachelor's degree,163,101,62,111,69,42,4,4,0,31,18,13,6,3,3,2,2,0,9,5,4
1988-1999,170976,University of Michigan-Ann Arbor,Allied Health,'17.0000',Bachelor's degree,15,0,15,14,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1988-1999,170976,University of Michigan-Ann Arbor,Architecture and Related Programs,'04.0000',Bachelor's degree,104,67,37,91,57,34,4,3,1,0,0,0,3,2,1,0,0,0,6,5,1
1988-1999,170976,University of Michigan-Ann Arbor,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,44,24,20,38,21,17,2,0,2,0,0,0,4,3,1,0,0,0,0,0,0
1988-1999,170976,University of Michigan-Ann Arbor,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,290,178,112,215,131,84,9,5,4,6,4,2,58,37,21,0,0,0,2,1,1
1988-1999,170976,University of Michigan-Ann Arbor,Business and Management,'06.0000',Bachelor's degree,303,171,132,276,158,118,12,6,6,5,2,3,6,2,4,0,0,0,4,3,1
1988-1999,170976,University of Michigan-Ann Arbor,Communications,'09.0000',Bachelor's degree,204,62,142,184,54,130,13,4,9,2,1,1,3,3,0,2,0,2,0,0,0
1988-1999,170976,University of Michigan-Ann Arbor,Computer and Information Sciences,'11.0000',Bachelor's degree,60,50,10,49,40,9,0,0,0,0,0,0,5,4,1,0,0,0,6,6,0
1988-1999,170976,University of Michigan-Ann Arbor,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,30,12,18,28,11,17,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1988-1999,170976,University of Michigan-Ann Arbor,Education,'13.0000',Bachelor's degree,123,33,90,114,29,85,7,2,5,0,0,0,1,1,0,0,0,0,1,1,0
1988-1999,170976,University of Michigan-Ann Arbor,Engineering,'14.0000',Bachelor's degree,801,652,149,666,545,121,27,20,7,9,6,3,64,49,15,2,2,0,33,30,3
1988-1999,170976,University of Michigan-Ann Arbor,English Language and Literature/Letters,'23.0000',Bachelor's degree,524,197,327,476,182,294,22,8,14,7,2,5,13,3,10,3,1,2,3,1,2
1988-1999,170976,University of Michigan-Ann Arbor,Foreign Languages and Literatures,'16.0000',Bachelor's degree,120,38,82,104,32,72,2,1,1,9,2,7,1,0,1,1,1,0,3,2,1
1988-1999,170976,University of Michigan-Ann Arbor,Health Sciences,'18.0000',Bachelor's degree,234,12,222,225,12,213,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0
1988-1999,170976,University of Michigan-Ann Arbor,Home Economics,'19.0000',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,170976,University of Michigan-Ann Arbor,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,297,187,110,273,176,97,9,4,5,1,1,0,9,5,4,2,0,2,3,1,2
1988-1999,170976,University of Michigan-Ann Arbor,Mathematics,'27.0000',Bachelor's degree,85,50,35,70,45,25,4,0,4,2,2,0,7,2,5,0,0,0,2,1,1
1988-1999,170976,University of Michigan-Ann Arbor,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,159,52,107,143,47,96,3,0,3,3,0,3,9,5,4,0,0,0,1,0,1
1988-1999,170976,University of Michigan-Ann Arbor,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,11,9,2,9,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,170976,University of Michigan-Ann Arbor,Philosophy and Religion,'38.0000',Bachelor's degree,61,40,21,54,35,19,4,3,1,0,0,0,3,2,1,0,0,0,0,0,0
1988-1999,170976,University of Michigan-Ann Arbor,Physical Sciences,'40.0000',Bachelor's degree,81,59,22,66,49,17,2,1,1,2,1,1,8,5,3,0,0,0,3,3,0
1988-1999,170976,University of Michigan-Ann Arbor,Psychology,'42.0000',Bachelor's degree,463,138,325,414,124,290,17,2,15,5,0,5,21,10,11,2,0,2,4,2,2
1988-1999,170976,University of Michigan-Ann Arbor,Social Sciences and History,'45.0000',Bachelor's degree,1054,613,441,918,532,386,33,13,20,24,17,7,56,38,18,3,2,1,20,11,9
1988-1999,170976,University of Michigan-Ann Arbor,Visual and Performing Arts,'50.0000',Bachelor's degree,292,93,199,265,87,178,8,3,5,5,1,4,9,1,8,2,1,1,3,0,3
1988-1999,181464,University of Nebraska-Lincoln,Agricultural Business and Production,'01.0000',Bachelor's degree,144,124,20,141,122,19,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1988-1999,181464,University of Nebraska-Lincoln,Agricultural Sciences,'02.0000',Bachelor's degree,72,49,23,70,49,21,0,,,0,0,0,0,0,0,0,0,0,2,0,2
1988-1999,181464,University of Nebraska-Lincoln,Allied Health,'17.0000',Bachelor's degree,12,7,5,11,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,181464,University of Nebraska-Lincoln,Architecture and Related Programs,'04.0000',Bachelor's degree,53,42,11,42,31,11,0,,,0,,,2,2,0,0,0,0,9,9,0
1988-1999,181464,University of Nebraska-Lincoln,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,79,50,29,75,47,28,1,1,0,2,1,1,1,1,,0,0,0,0,,
1988-1999,181464,University of Nebraska-Lincoln,Business (Admin Support),'07.0000',Bachelor's degree,5,1,4,4,1,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,181464,University of Nebraska-Lincoln,Business and Management,'06.0000',Bachelor's degree,583,373,210,546,349,197,1,1,0,3,2,1,13,11,2,0,0,0,20,10,10
1988-1999,181464,University of Nebraska-Lincoln,Communications,'09.0000',Bachelor's degree,246,94,152,237,89,148,5,3,2,1,,1,1,,1,0,0,0,2,2,0
1988-1999,181464,University of Nebraska-Lincoln,Computer and Information Sciences,'11.0000',Bachelor's degree,62,52,10,52,44,8,0,0,0,0,0,0,4,3,1,0,0,0,6,5,1
1988-1999,181464,University of Nebraska-Lincoln,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,22,18,4,21,18,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1988-1999,181464,University of Nebraska-Lincoln,Education,'13.0000',Bachelor's degree,415,124,291,402,121,281,5,1,4,3,1,2,2,1,1,1,,1,2,,2
1988-1999,181464,University of Nebraska-Lincoln,Engineering,'14.0000',Bachelor's degree,241,217,24,214,193,21,1,1,0,2,2,,4,4,,0,0,0,20,17,3
1988-1999,181464,University of Nebraska-Lincoln,Engineering-Related Technologies,'15.0000',Bachelor's degree,105,100,5,99,95,4,0,0,0,5,4,1,1,1,0,0,0,0,0,0,0
1988-1999,181464,University of Nebraska-Lincoln,English Language and Literature/Letters,'23.0000',Bachelor's degree,65,24,41,64,24,40,0,,,0,0,0,1,0,1,0,0,0,0,,
1988-1999,181464,University of Nebraska-Lincoln,Foreign Languages and Literatures,'16.0000',Bachelor's degree,17,5,12,14,4,10,1,0,1,1,1,0,0,,,0,0,0,1,0,1
1988-1999,181464,University of Nebraska-Lincoln,Health Sciences,'18.0000',Bachelor's degree,23,3,20,23,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1988-1999,181464,University of Nebraska-Lincoln,Home Economics,'19.0000',Bachelor's degree,200,13,187,194,11,183,5,2,3,0,0,0,1,0,1,0,0,0,0,,
1988-1999,181464,University of Nebraska-Lincoln,Law (non-first professional),'22.0000',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,181464,University of Nebraska-Lincoln,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,9,3,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,181464,University of Nebraska-Lincoln,Mathematics,'27.0000',Bachelor's degree,38,22,16,35,20,15,1,1,,0,,,1,1,,0,0,0,1,,1
1988-1999,181464,University of Nebraska-Lincoln,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,24,6,18,23,6,17,0,0,0,0,0,0,0,0,0,1,,1,0,,
1988-1999,181464,University of Nebraska-Lincoln,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,11,3,8,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,181464,University of Nebraska-Lincoln,Philosophy and Religion,'38.0000',Bachelor's degree,7,5,2,6,4,2,0,0,0,1,1,,0,0,0,0,0,0,0,,
1988-1999,181464,University of Nebraska-Lincoln,Physical Sciences,'40.0000',Bachelor's degree,43,34,9,41,33,8,0,0,0,0,,,1,0,1,0,0,0,1,1,0
1988-1999,181464,University of Nebraska-Lincoln,Psychology,'42.0000',Bachelor's degree,104,33,71,103,33,70,0,0,0,0,,,0,0,0,0,0,0,1,0,1
1988-1999,181464,University of Nebraska-Lincoln,Social Sciences and History,'45.0000',Bachelor's degree,160,89,71,155,89,66,3,,3,1,,1,1,,1,0,0,0,0,,
1988-1999,181464,University of Nebraska-Lincoln,Visual and Performing Arts,'50.0000',Bachelor's degree,42,17,25,41,17,24,0,0,0,1,,1,0,0,0,0,0,0,0,,
1988-1999,199120,University of North Carolina at Chapel Hill,Allied Health,'17.0000',Bachelor's degree,50,5,45,40,5,35,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,99,28,71,91,25,66,3,2,1,2,1,1,2,0,2,0,0,0,1,0,1
1988-1999,199120,University of North Carolina at Chapel Hill,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,195,88,107,163,75,88,23,7,16,1,0,1,5,5,0,3,1,2,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Business and Management,'06.0000',Bachelor's degree,591,289,302,553,276,277,28,10,18,0,0,0,5,1,4,1,0,1,4,2,2
1988-1999,199120,University of North Carolina at Chapel Hill,Communications,'09.0000',Bachelor's degree,382,126,256,360,118,242,19,7,12,1,0,1,0,0,0,1,0,1,1,1,0
1988-1999,199120,University of North Carolina at Chapel Hill,Education,'13.0000',Bachelor's degree,176,24,152,163,21,142,12,2,10,0,0,0,0,0,0,1,1,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,English Language and Literature/Letters,'23.0000',Bachelor's degree,333,99,234,306,94,212,21,2,19,1,1,0,1,0,1,3,1,2,1,1,0
1988-1999,199120,University of North Carolina at Chapel Hill,Foreign Languages and Literatures,'16.0000',Bachelor's degree,36,7,29,33,7,26,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Health Sciences,'18.0000',Bachelor's degree,338,69,269,302,62,240,25,4,21,2,0,2,8,2,6,1,1,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Law (non-first professional),'22.0000',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Mathematics,'27.0000',Bachelor's degree,61,29,32,56,27,29,1,0,1,2,2,0,2,0,2,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,67,27,40,60,23,37,4,1,3,0,0,0,0,0,0,0,0,0,3,3,0
1988-1999,199120,University of North Carolina at Chapel Hill,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,26,4,22,23,3,20,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Philosophy and Religion,'38.0000',Bachelor's degree,20,12,8,17,10,7,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Physical Sciences,'40.0000',Bachelor's degree,105,77,28,91,68,23,4,2,2,3,2,1,6,4,2,0,0,0,1,1,0
1988-1999,199120,University of North Carolina at Chapel Hill,Protective Services,'43.0000',Bachelor's degree,51,22,29,39,20,19,11,2,9,1,0,1,0,0,0,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Psychology,'42.0000',Bachelor's degree,238,52,186,210,46,164,22,5,17,1,1,0,1,0,1,3,0,3,1,0,1
1988-1999,199120,University of North Carolina at Chapel Hill,Public Administration and Services,'44.0000',Bachelor's degree,13,4,9,7,3,4,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,199120,University of North Carolina at Chapel Hill,Social Sciences and History,'45.0000',Bachelor's degree,686,411,275,629,386,243,33,14,19,9,4,5,9,4,5,2,0,2,4,3,1
1988-1999,199120,University of North Carolina at Chapel Hill,Visual and Performing Arts,'50.0000',Bachelor's degree,59,19,40,55,18,37,1,1,0,0,0,0,1,0,1,0,0,0,2,0,2
1988-1999,152080,University of Notre Dame,Architecture and Related Programs,'04.0000',Bachelor's degree,22,19,3,19,16,3,1,1,,1,1,,1,1,,0,0,0,0,0,0
1988-1999,152080,University of Notre Dame,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,98,48,50,92,45,47,2,2,,3,1,2,0,0,0,1,,1,0,0,0
1988-1999,152080,University of Notre Dame,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,42,26,16,40,26,14,0,0,0,0,0,0,2,,2,0,0,0,0,,
1988-1999,152080,University of Notre Dame,Business and Management,'06.0000',Bachelor's degree,498,382,116,464,360,104,12,8,4,13,8,5,8,6,2,1,,1,0,,
1988-1999,152080,University of Notre Dame,Engineering,'14.0000',Bachelor's degree,279,236,43,266,225,41,2,1,1,3,2,1,7,7,,0,0,0,1,1,
1988-1999,152080,University of Notre Dame,English Language and Literature/Letters,'23.0000',Bachelor's degree,128,70,58,125,70,55,2,,2,1,,1,0,0,0,0,0,0,0,0,0
1988-1999,152080,University of Notre Dame,Foreign Languages and Literatures,'16.0000',Bachelor's degree,13,4,9,11,4,7,0,,,1,,1,0,0,0,1,,1,0,0,0
1988-1999,152080,University of Notre Dame,Health Sciences,'18.0000',Bachelor's degree,180,131,49,164,122,42,3,,3,7,6,1,6,3,3,0,0,0,0,0,0
1988-1999,152080,University of Notre Dame,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,53,32,21,52,32,20,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,152080,University of Notre Dame,Mathematics,'27.0000',Bachelor's degree,29,25,4,29,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1988-1999,152080,University of Notre Dame,Philosophy and Religion,'38.0000',Bachelor's degree,20,12,8,17,10,7,1,1,,1,1,,0,0,0,1,,1,0,0,0
1988-1999,152080,University of Notre Dame,Physical Sciences,'40.0000',Bachelor's degree,24,16,8,23,15,8,1,1,,0,0,0,0,0,0,0,0,0,0,,
1988-1999,152080,University of Notre Dame,Psychology,'42.0000',Bachelor's degree,81,41,40,69,33,36,4,3,1,5,3,2,3,2,1,0,0,0,0,0,0
1988-1999,152080,University of Notre Dame,Social Sciences and History,'45.0000',Bachelor's degree,364,257,107,335,241,94,5,2,3,16,9,7,5,3,2,3,2,1,0,0,0
1988-1999,152080,University of Notre Dame,Theological Studies/Religious Vocations,'39.0000',Bachelor's degree,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,152080,University of Notre Dame,Visual and Performing Arts,'50.0000',Bachelor's degree,52,29,23,47,27,20,3,2,1,0,,,2,,2,0,0,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Architecture and Related Programs,'04.0000',Bachelor's degree,134,101,33,108,80,28,2,2,0,2,2,0,5,4,1,0,0,0,17,13,4
1988-1999,207500,University of Oklahoma Norman Campus,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,89,62,27,72,54,18,4,3,1,2,0,2,3,1,2,4,2,2,4,2,2
1988-1999,207500,University of Oklahoma Norman Campus,Business and Management,'06.0000',Bachelor's degree,418,252,166,369,231,138,18,4,14,4,3,1,7,2,5,6,3,3,14,9,5
1988-1999,207500,University of Oklahoma Norman Campus,Communications,'09.0000',Bachelor's degree,224,87,137,215,84,131,3,1,2,3,1,2,0,0,0,3,1,2,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Communications Technologies,'10.0000',Bachelor's degree,57,26,31,46,24,22,6,0,6,2,1,1,0,0,0,3,1,2,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Computer and Information Sciences,'11.0000',Bachelor's degree,33,26,7,22,20,2,2,1,1,1,1,0,1,1,0,0,0,0,7,3,4
1988-1999,207500,University of Oklahoma Norman Campus,Education,'13.0000',Bachelor's degree,183,39,144,170,38,132,2,0,2,3,0,3,1,0,1,4,0,4,3,1,2
1988-1999,207500,University of Oklahoma Norman Campus,Engineering,'14.0000',Bachelor's degree,247,217,30,166,147,19,4,2,2,4,4,0,31,27,4,6,3,3,36,34,2
1988-1999,207500,University of Oklahoma Norman Campus,English Language and Literature/Letters,'23.0000',Bachelor's degree,91,30,61,89,28,61,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Foreign Languages and Literatures,'16.0000',Bachelor's degree,17,3,14,15,3,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Home Economics,'19.0000',Bachelor's degree,44,3,41,38,2,36,3,1,2,1,0,1,2,0,2,0,0,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,17,7,10,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,103,40,63,94,37,57,3,0,3,3,2,1,1,0,1,1,0,1,1,1,0
1988-1999,207500,University of Oklahoma Norman Campus,Mathematics,'27.0000',Bachelor's degree,35,22,13,32,19,13,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0
1988-1999,207500,University of Oklahoma Norman Campus,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,20,6,14,17,5,12,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2
1988-1999,207500,University of Oklahoma Norman Campus,Philosophy and Religion,'38.0000',Bachelor's degree,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,207500,University of Oklahoma Norman Campus,Physical Sciences,'40.0000',Bachelor's degree,65,53,12,59,47,12,0,0,0,0,0,0,5,5,0,0,0,0,1,1,0
