Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Major,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2000-2001,139959,University of Georgia,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,31,21,10,26,18,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Philosophy and Religion,'38',Bachelor's degree,First major,39,26,13,34,22,12,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Protective Services,'43',Bachelor's degree,First major,66,36,30,62,36,26,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Visual and Performing Arts,'50',Bachelor's degree,First major,196,72,124,174,65,109,10,4,6,2,0,2,10,3,7,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Education,'13',Bachelor's degree,First major,557,177,380,515,164,351,28,9,19,2,1,1,9,2,7,0,0,0,0,0,0,3,1,2
2000-2001,139959,University of Georgia,English Language and Literature/Letters,'23',Bachelor's degree,First major,283,100,183,248,94,154,24,5,19,2,0,2,6,0,6,2,1,1,0,0,0,1,0,1
2000-2001,139959,University of Georgia,Health Professions and Related Sciences,'51',Bachelor's degree,First major,100,26,74,95,25,70,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,23,4,19,22,4,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Public Administration and Services,'44',Bachelor's degree,First major,55,3,52,43,2,41,9,1,8,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,139959,University of Georgia,Business Management and Administrative Services,'52',Bachelor's degree,First major,1236,724,512,1101,659,442,52,22,30,14,7,7,37,18,19,5,4,1,0,0,0,27,14,13
2000-2001,139959,University of Georgia,Computer and Information Sciences,'11',Bachelor's degree,First major,49,44,5,44,42,2,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,0,1
2000-2001,139959,University of Georgia,Engineering,'14',Bachelor's degree,First major,32,24,8,30,23,7,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,34,8,26,32,7,25,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Mathematics,'27',Bachelor's degree,First major,35,22,13,32,21,11,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Physical Sciences,'40',Bachelor's degree,First major,41,24,17,39,23,16,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Psychology,'42',Bachelor's degree,First major,270,79,191,232,68,164,25,5,20,10,4,6,2,1,1,0,0,0,0,0,0,1,1,0
2000-2001,139959,University of Georgia,Social Sciences and History,'45',Bachelor's degree,First major,470,253,217,430,234,196,26,11,15,2,1,1,9,5,4,0,0,0,0,0,0,3,2,1
2000-2001,157289,University of Louisville,Business Management and Administrative Services,'52',Bachelor's degree,First major,361,170,191,277,138,139,37,12,25,9,3,6,22,8,14,1,0,1,0,0,0,15,9,6
2000-2001,157289,University of Louisville,Mathematics,'27',Bachelor's degree,First major,16,8,8,13,7,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,80,40,40,66,35,31,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
2000-2001,157289,University of Louisville,Psychology,'42',Bachelor's degree,First major,159,28,131,139,21,118,12,3,9,2,1,1,4,3,1,1,0,1,1,0,1,0,0,0
2000-2001,157289,University of Louisville,Education,'13',Bachelor's degree,First major,76,40,36,60,31,29,12,6,6,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0
2000-2001,157289,University of Louisville,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,71,13,58,63,11,52,6,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Physical Sciences,'40',Bachelor's degree,First major,20,11,9,15,8,7,2,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Social Sciences and History,'45',Bachelor's degree,First major,193,69,124,156,55,101,32,11,21,2,1,1,0,0,0,0,0,0,1,1,0,2,1,1
2000-2001,157289,University of Louisville,Biological Science/Life Sciences,'26',Bachelor's degree,First major,86,34,52,69,25,44,5,2,3,1,0,1,8,5,3,0,0,0,0,0,0,3,2,1
2000-2001,157289,University of Louisville,Communications,'09',Bachelor's degree,First major,84,28,56,65,21,44,12,5,7,4,1,3,1,0,1,0,0,0,1,0,1,1,1,0
2000-2001,157289,University of Louisville,Foreign Languages and Literatures,'16',Bachelor's degree,First major,18,7,11,16,6,10,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,7,4,3,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Engineering,'14',Bachelor's degree,First major,201,156,45,173,139,34,12,5,7,1,0,1,9,7,2,0,0,0,0,0,0,6,5,1
2000-2001,157289,University of Louisville,English Language and Literature/Letters,'23',Bachelor's degree,First major,71,16,55,65,16,49,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,157289,University of Louisville,Health Professions and Related Sciences,'51',Bachelor's degree,First major,186,39,147,158,35,123,18,2,16,2,1,1,4,0,4,1,0,1,2,1,1,1,0,1
2000-2001,157289,University of Louisville,Philosophy and Religion,'38',Bachelor's degree,First major,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Protective Services,'43',Bachelor's degree,First major,94,44,50,77,37,40,13,5,8,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
2000-2001,157289,University of Louisville,Visual and Performing Arts,'50',Bachelor's degree,First major,90,38,52,84,35,49,4,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Communications,'09',Bachelor's degree,First major,128,50,78,57,32,25,15,4,11,40,10,30,4,0,4,0,0,0,1,0,1,11,4,7
2000-2001,135726,University of Miami,Education,'13',Bachelor's degree,First major,69,16,53,30,7,23,6,3,3,29,6,23,1,0,1,0,0,0,0,0,0,3,0,3
2000-2001,135726,University of Miami,English Language and Literature/Letters,'23',Bachelor's degree,First major,40,10,30,21,8,13,2,0,2,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Foreign Languages and Literatures,'16',Bachelor's degree,First major,5,3,2,0,0,0,0,0,0,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,4,1,3,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Computer and Information Sciences,'11',Bachelor's degree,First major,48,33,15,22,16,6,4,2,2,15,9,6,2,2,0,0,0,0,0,0,0,5,4,1
2000-2001,135726,University of Miami,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,36,17,19,14,8,6,9,5,4,11,3,8,0,0,0,0,0,0,0,0,0,2,1,1
2000-2001,135726,University of Miami,Physical Sciences,'40',Bachelor's degree,First major,32,12,20,25,9,16,2,0,2,2,1,1,1,1,0,1,1,0,0,0,0,1,0,1
2000-2001,135726,University of Miami,Public Administration and Services,'44',Bachelor's degree,First major,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Visual and Performing Arts,'50',Bachelor's degree,First major,204,108,96,138,78,60,10,5,5,34,13,21,5,2,3,1,1,0,0,0,0,16,9,7
2000-2001,135726,University of Miami,Law and Legal Studies,'22',Bachelor's degree,First major,16,7,9,8,6,2,4,1,3,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Biological Science/Life Sciences,'26',Bachelor's degree,First major,147,55,92,63,20,43,14,4,10,49,19,30,16,7,9,1,1,0,2,2,0,2,2,0
2000-2001,135726,University of Miami,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,5,0,5,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Psychology,'42',Bachelor's degree,First major,126,20,106,50,11,39,14,3,11,47,5,42,10,1,9,0,0,0,2,0,2,3,0,3
2000-2001,135726,University of Miami,Architecture and Related Programs,'04',Bachelor's degree,First major,34,16,18,7,3,4,1,0,1,18,8,10,1,1,0,0,0,0,0,0,0,7,4,3
2000-2001,135726,University of Miami,Business Management and Administrative Services,'52',Bachelor's degree,First major,421,223,198,158,104,54,49,23,26,121,50,71,13,3,10,1,1,0,0,0,0,79,42,37
2000-2001,135726,University of Miami,Engineering,'14',Bachelor's degree,First major,156,125,31,56,48,8,16,12,4,44,31,13,9,9,0,0,0,0,0,0,0,31,25,6
2000-2001,135726,University of Miami,Health Professions and Related Sciences,'51',Bachelor's degree,First major,133,28,105,40,4,36,28,6,22,48,14,34,8,3,5,1,0,1,2,0,2,6,1,5
2000-2001,135726,University of Miami,Mathematics,'27',Bachelor's degree,First major,7,2,5,4,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,135726,University of Miami,Philosophy and Religion,'38',Bachelor's degree,First major,13,6,7,5,3,2,2,1,1,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0
2000-2001,135726,University of Miami,Social Sciences and History,'45',Bachelor's degree,First major,125,49,76,59,26,33,15,3,12,43,18,25,1,0,1,2,0,2,1,1,0,4,1,3
2000-2001,170976,University of Michigan-Ann Arbor,Architecture and Related Programs,'04',Bachelor's degree,First major,88,42,46,64,35,29,2,1,1,4,1,3,9,3,6,1,0,1,4,2,2,4,0,4
2000-2001,170976,University of Michigan-Ann Arbor,Computer and Information Sciences,'11',Bachelor's degree,First major,125,99,26,67,53,14,1,0,1,6,6,0,27,20,7,0,0,0,14,12,2,10,8,2
2000-2001,170976,University of Michigan-Ann Arbor,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,93,37,56,80,31,49,2,1,1,2,1,1,3,2,1,1,1,0,5,1,4,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Engineering,'14',Bachelor's degree,First major,1036,756,280,655,485,170,60,32,28,39,27,12,131,91,40,6,5,1,40,28,12,105,88,17
2000-2001,170976,University of Michigan-Ann Arbor,English Language and Literature/Letters,'23',Bachelor's degree,First major,347,117,230,259,86,173,20,4,16,13,5,8,27,10,17,1,1,0,25,11,14,2,0,2
2000-2001,170976,University of Michigan-Ann Arbor,Health Professions and Related Sciences,'51',Bachelor's degree,First major,172,10,162,143,8,135,5,1,4,6,1,5,8,0,8,2,0,2,8,0,8,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Mathematics,'27',Bachelor's degree,First major,51,31,20,29,18,11,4,3,1,2,1,1,11,6,5,0,0,0,0,0,0,5,3,2
2000-2001,170976,University of Michigan-Ann Arbor,Philosophy and Religion,'38',Bachelor's degree,First major,49,32,17,35,22,13,1,1,0,2,1,1,4,3,1,0,0,0,7,5,2,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,91,22,69,48,11,37,13,5,8,8,0,8,15,3,12,1,1,0,6,2,4,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Biological Science/Life Sciences,'26',Bachelor's degree,First major,358,163,195,227,100,127,18,6,12,10,5,5,81,41,40,0,0,0,17,9,8,5,2,3
2000-2001,170976,University of Michigan-Ann Arbor,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,302,95,207,231,68,163,20,3,17,9,5,4,27,10,17,1,1,0,10,7,3,4,1,3
2000-2001,170976,University of Michigan-Ann Arbor,Physical Sciences,'40',Bachelor's degree,First major,61,44,17,46,32,14,3,3,0,1,1,0,6,4,2,0,0,0,2,2,0,3,2,1
2000-2001,170976,University of Michigan-Ann Arbor,Psychology,'42',Bachelor's degree,First major,564,160,404,385,114,271,59,13,46,23,5,18,58,22,36,2,0,2,30,4,26,7,2,5
2000-2001,170976,University of Michigan-Ann Arbor,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,128,72,56,83,47,36,20,6,14,11,9,2,3,2,1,0,0,0,8,5,3,3,3,0
2000-2001,170976,University of Michigan-Ann Arbor,Social Sciences and History,'45',Bachelor's degree,First major,888,507,381,572,330,242,67,33,34,34,18,16,117,73,44,5,1,4,44,20,24,49,32,17
2000-2001,170976,University of Michigan-Ann Arbor,Business Management and Administrative Services,'52',Bachelor's degree,First major,316,184,132,205,134,71,18,10,8,4,0,4,43,22,21,0,0,0,2,1,1,44,17,27
2000-2001,170976,University of Michigan-Ann Arbor,Communications,'09',Bachelor's degree,First major,122,41,81,84,27,57,8,5,3,5,1,4,12,5,7,1,0,1,5,1,4,7,2,5
2000-2001,170976,University of Michigan-Ann Arbor,Education,'13',Bachelor's degree,First major,148,49,99,107,33,74,19,5,14,4,1,3,5,1,4,4,4,0,5,3,2,4,2,2
2000-2001,170976,University of Michigan-Ann Arbor,Foreign Languages and Literatures,'16',Bachelor's degree,First major,180,63,117,137,49,88,8,3,5,8,4,4,14,5,9,0,0,0,8,2,6,5,0,5
2000-2001,170976,University of Michigan-Ann Arbor,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,155,60,95,111,42,69,23,7,16,5,4,1,6,2,4,0,0,0,4,3,1,6,2,4
2000-2001,170976,University of Michigan-Ann Arbor,Visual and Performing Arts,'50',Bachelor's degree,First major,332,152,180,252,111,141,18,11,7,8,2,6,27,13,14,0,0,0,17,12,5,10,3,7
2000-2001,181464,University of Nebraska-Lincoln,Computer and Information Sciences,'11',Bachelor's degree,First major,47,42,5,32,29,3,0,0,0,2,2,0,4,4,0,0,0,0,1,1,0,8,6,2
2000-2001,181464,University of Nebraska-Lincoln,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Agricultural Business and Production,'01',Bachelor's degree,First major,109,92,17,101,84,17,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,2,2,0
2000-2001,181464,University of Nebraska-Lincoln,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,8,2,6,7,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Engineering,'14',Bachelor's degree,First major,258,224,34,225,199,26,1,1,0,3,3,0,8,6,2,0,0,0,7,6,1,14,9,5
2000-2001,181464,University of Nebraska-Lincoln,Engineering-Related Technologies,'15',Bachelor's degree,First major,90,86,4,81,77,4,1,1,0,1,1,0,3,3,0,1,1,0,2,2,0,1,1,0
2000-2001,181464,University of Nebraska-Lincoln,English Language and Literature/Letters,'23',Bachelor's degree,First major,91,32,59,83,27,56,0,0,0,3,3,0,0,0,0,2,1,1,2,1,1,1,0,1
2000-2001,181464,University of Nebraska-Lincoln,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,47,24,23,47,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Philosophy and Religion,'38',Bachelor's degree,First major,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Physical Sciences,'40',Bachelor's degree,First major,28,19,9,22,13,9,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,1,1,0
2000-2001,181464,University of Nebraska-Lincoln,Architecture and Related Programs,'04',Bachelor's degree,First major,67,32,35,58,29,29,1,0,1,0,0,0,1,0,1,0,0,0,3,2,1,4,1,3
2000-2001,181464,University of Nebraska-Lincoln,Biological Science/Life Sciences,'26',Bachelor's degree,First major,138,67,71,123,55,68,2,1,1,1,1,0,3,2,1,0,0,0,5,4,1,4,4,0
2000-2001,181464,University of Nebraska-Lincoln,Foreign Languages and Literatures,'16',Bachelor's degree,First major,39,9,30,32,6,26,0,0,0,1,1,0,1,0,1,0,0,0,5,2,3,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Psychology,'42',Bachelor's degree,First major,194,46,148,178,42,136,1,1,0,2,0,2,2,0,2,1,0,1,7,3,4,3,0,3
2000-2001,181464,University of Nebraska-Lincoln,Agricultural Sciences,'02',Bachelor's degree,First major,96,59,37,85,55,30,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,6,1,5
2000-2001,181464,University of Nebraska-Lincoln,Business Management and Administrative Services,'52',Bachelor's degree,First major,619,366,253,528,314,214,7,5,2,3,3,0,11,6,5,2,0,2,19,11,8,49,27,22
2000-2001,181464,University of Nebraska-Lincoln,Communications,'09',Bachelor's degree,First major,299,123,176,272,109,163,11,7,4,0,0,0,2,0,2,0,0,0,10,7,3,4,0,4
2000-2001,181464,University of Nebraska-Lincoln,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,59,32,27,55,31,24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2
2000-2001,181464,University of Nebraska-Lincoln,Education,'13',Bachelor's degree,First major,272,79,193,257,73,184,3,1,2,1,1,0,1,0,1,0,0,0,10,4,6,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Health Professions and Related Sciences,'51',Bachelor's degree,First major,66,14,52,63,12,51,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Home Economics- General,'19',Bachelor's degree,First major,139,8,131,122,5,117,8,3,5,2,0,2,4,0,4,0,0,0,1,0,1,2,0,2
2000-2001,181464,University of Nebraska-Lincoln,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,5,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Mathematics,'27',Bachelor's degree,First major,26,15,11,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2
2000-2001,181464,University of Nebraska-Lincoln,Social Sciences and History,'45',Bachelor's degree,First major,197,112,85,160,93,67,8,4,4,4,2,2,1,1,0,1,0,1,16,8,8,7,4,3
2000-2001,181464,University of Nebraska-Lincoln,Visual and Performing Arts,'50',Bachelor's degree,First major,97,33,64,88,28,60,1,1,0,1,1,0,1,0,1,0,0,0,4,3,1,2,0,2
2000-2001,199120,University of North Carolina at Chapel Hill,Education,'13',Bachelor's degree,First major,67,2,65,61,1,60,3,0,3,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Home Economics- General,'19',Bachelor's degree,First major,15,2,13,12,0,12,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,8,2,6,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Mathematics,'27',Bachelor's degree,First major,93,60,33,71,46,25,5,3,2,1,0,1,13,9,4,1,0,1,0,0,0,2,2,0
2000-2001,199120,University of North Carolina at Chapel Hill,Physical Sciences,'40',Bachelor's degree,First major,105,59,46,81,47,34,5,2,3,1,1,0,16,7,9,1,1,0,0,0,0,1,1,0
2000-2001,199120,University of North Carolina at Chapel Hill,Public Administration and Services,'44',Bachelor's degree,First major,31,12,19,22,8,14,8,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Social Sciences and History,'45',Bachelor's degree,First major,557,324,233,477,288,189,44,17,27,8,6,2,19,9,10,4,3,1,0,0,0,5,1,4
2000-2001,199120,University of North Carolina at Chapel Hill,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,129,36,93,102,28,74,15,6,9,2,1,1,9,1,8,0,0,0,0,0,0,1,0,1
2000-2001,199120,University of North Carolina at Chapel Hill,Biological Science/Life Sciences,'26',Bachelor's degree,First major,298,109,189,238,88,150,25,4,21,5,3,2,26,12,14,1,0,1,0,0,0,3,2,1
2000-2001,199120,University of North Carolina at Chapel Hill,Business Management and Administrative Services,'52',Bachelor's degree,First major,379,200,179,331,184,147,25,7,18,2,2,0,17,5,12,0,0,0,0,0,0,4,2,2
2000-2001,199120,University of North Carolina at Chapel Hill,English Language and Literature/Letters,'23',Bachelor's degree,First major,175,57,118,155,53,102,13,2,11,1,0,1,5,1,4,0,0,0,1,1,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Health Professions and Related Sciences,'51',Bachelor's degree,First major,253,47,206,192,40,152,32,1,31,1,0,1,22,4,18,2,1,1,0,0,0,4,1,3
2000-2001,199120,University of North Carolina at Chapel Hill,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,13,10,3,12,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Philosophy and Religion,'38',Bachelor's degree,First major,44,26,18,38,24,14,4,1,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Visual and Performing Arts,'50',Bachelor's degree,First major,88,43,45,76,37,39,4,3,1,2,0,2,5,3,2,0,0,0,0,0,0,1,0,1
2000-2001,199120,University of North Carolina at Chapel Hill,Foreign Languages and Literatures,'16',Bachelor's degree,First major,75,15,60,66,12,54,8,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,111,25,86,88,18,70,19,6,13,1,0,1,1,0,1,0,0,0,0,0,0,2,1,1
2000-2001,199120,University of North Carolina at Chapel Hill,Psychology,'42',Bachelor's degree,First major,355,92,263,278,76,202,55,8,47,2,1,1,15,6,9,4,1,3,0,0,0,1,0,1
2000-2001,199120,University of North Carolina at Chapel Hill,Communications,'09',Bachelor's degree,First major,599,192,407,509,165,344,61,17,44,4,3,1,17,5,12,4,0,4,0,0,0,4,2,2
2000-2001,199120,University of North Carolina at Chapel Hill,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,12,6,6,11,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Architecture and Related Programs,'04',Bachelor's degree,First major,43,23,20,29,16,13,2,1,1,3,2,1,5,2,3,0,0,0,0,0,0,4,2,2
2000-2001,152080,University of Notre Dame,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,16,4,12,14,4,10,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Psychology,'42',Bachelor's degree,First major,96,24,72,80,21,59,2,0,2,6,2,4,7,0,7,1,1,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Foreign Languages and Literatures,'16',Bachelor's degree,First major,21,5,16,18,5,13,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,41,18,23,39,16,23,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Mathematics,'27',Bachelor's degree,First major,37,17,20,35,15,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Visual and Performing Arts,'50',Bachelor's degree,First major,54,25,29,47,23,24,0,0,0,3,1,2,3,1,2,1,0,1,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,53,18,35,48,17,31,1,1,0,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Biological Science/Life Sciences,'26',Bachelor's degree,First major,94,44,50,82,39,43,0,0,0,4,2,2,7,3,4,0,0,0,0,0,0,1,0,1
2000-2001,152080,University of Notre Dame,Computer and Information Sciences,'11',Bachelor's degree,First major,28,22,6,22,16,6,1,1,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Education,'13',Bachelor's degree,First major,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Engineering,'14',Bachelor's degree,First major,146,116,30,125,98,27,2,2,0,11,10,1,6,4,2,1,1,0,0,0,0,1,1,0
2000-2001,152080,University of Notre Dame,Health Professions and Related Sciences,'51',Bachelor's degree,First major,188,90,98,160,74,86,4,1,3,15,9,6,9,6,3,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Philosophy and Religion,'38',Bachelor's degree,First major,27,20,7,23,18,5,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Physical Sciences,'40',Bachelor's degree,First major,28,20,8,25,18,7,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Theological Studies and Religious Vocations,'39',Bachelor's degree,First major,14,5,9,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Business Management and Administrative Services,'52',Bachelor's degree,First major,621,387,234,528,341,187,20,11,9,40,21,19,19,8,11,2,0,2,0,0,0,12,6,6
2000-2001,152080,University of Notre Dame,English Language and Literature/Letters,'23',Bachelor's degree,First major,91,33,58,81,31,50,6,1,5,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,152080,University of Notre Dame,Social Sciences and History,'45',Bachelor's degree,First major,353,180,173,298,153,145,14,6,8,22,11,11,12,7,5,3,0,3,0,0,0,4,3,1
2000-2001,207500,University of Oklahoma Norman Campus,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,26,4,22,16,1,15,2,1,1,1,0,1,0,0,0,7,2,5,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Education,'13',Bachelor's degree,First major,204,51,153,169,42,127,10,2,8,6,3,3,7,0,7,12,4,8,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,English Language and Literature/Letters,'23',Bachelor's degree,First major,101,50,51,89,44,45,2,1,1,3,2,1,2,1,1,5,2,3,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,152,51,101,131,43,88,9,2,7,3,0,3,1,1,0,8,5,3,0,0,0,0,0,0
