Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Visual and performing arts.,'50',166,68,98,139,54,85,2,1,1,5,3,2,5,3,2,0,0,0,9,4,5,6,3,3
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Architecture and related services.,'04',103,53,50,84,40,44,5,5,0,4,3,1,3,1,2,0,0,0,2,2,0,5,2,3
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Biological and biomedical sciences.,'26',357,157,200,285,126,159,22,6,16,11,3,8,27,18,9,1,0,1,4,2,2,7,2,5
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',940,503,437,775,429,346,46,21,25,23,9,14,33,18,15,2,1,1,13,9,4,48,16,32
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Computer and information sciences and support services.,'11',50,44,6,34,31,3,0,0,0,2,2,0,4,2,2,0,0,0,2,2,0,8,7,1
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Education.,'13',456,118,338,401,102,299,34,11,23,8,1,7,6,3,3,2,0,2,3,1,2,2,0,2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,English language and literature/letters.,'23',183,72,111,148,64,84,20,4,16,6,2,4,0,0,0,1,0,1,8,2,6,0,0,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',95,4,91,84,3,81,5,1,4,1,0,1,2,0,2,0,0,0,2,0,2,1,0,1
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',24,7,17,16,5,11,2,0,2,0,0,0,3,1,2,0,0,0,2,1,1,1,0,1
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Natural resources and conservation.,'03',38,22,16,38,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Psychology.,'42',226,50,176,172,40,132,34,7,27,7,3,4,6,0,6,2,0,2,5,0,5,0,0,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',125,68,57,99,59,40,11,2,9,1,0,1,3,2,1,1,0,1,4,2,2,6,3,3
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',7,0,7,4,0,4,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',32,12,20,27,10,17,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Philosophy and religious studies.,'38',27,19,8,25,17,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Social sciences.,'45',397,196,201,303,163,140,52,16,36,13,8,5,7,3,4,0,0,0,13,3,10,9,3,6
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Education.,'13',19,8,11,16,8,8,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,English language and literature/letters.,'23',71,24,47,51,17,34,3,0,3,2,0,2,6,3,3,0,0,0,8,4,4,1,0,1
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Natural resources and conservation.,'03',6,2,4,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Physical sciences.,'40',28,17,11,18,11,7,0,0,0,0,0,0,6,3,3,1,1,0,2,1,1,1,1,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',99,38,61,54,23,31,1,1,0,2,1,1,35,11,24,1,1,0,4,1,3,2,0,2
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',394,159,235,270,122,148,33,12,21,18,7,11,37,5,32,3,1,2,25,12,13,8,0,8
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Engineering.,'14',286,211,75,147,116,31,12,9,3,14,6,8,59,38,21,0,0,0,11,7,4,43,35,8
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',27,5,22,14,0,14,3,1,2,0,0,0,5,2,3,0,0,0,2,2,0,3,0,3
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Legal professions and studies.,'22',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',16,12,4,7,6,1,1,1,0,0,0,0,3,2,1,0,0,0,4,3,1,1,0,1
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Public administration and social service professions.,'44',59,19,40,41,16,25,2,1,1,2,1,1,8,1,7,0,0,0,4,0,4,2,0,2
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',13,4,9,8,2,6,1,0,1,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',42,39,3,25,22,3,0,0,0,0,0,0,8,8,0,0,0,0,3,3,0,6,6,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,History,'54',105,45,60,67,29,38,4,2,2,6,3,3,14,4,10,0,0,0,12,6,6,2,1,1
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Mathematics and statistics.,'27',37,22,15,22,13,9,1,1,0,3,3,0,7,3,4,0,0,0,4,2,2,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Psychology.,'42',197,45,152,99,22,77,18,5,13,7,2,5,43,9,34,5,1,4,22,6,16,3,0,3
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Social sciences.,'45',350,193,157,185,105,80,18,5,13,16,8,8,73,39,34,2,2,0,31,20,11,25,14,11
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',28,4,24,16,1,15,4,0,4,3,0,3,3,2,1,0,0,0,2,1,1,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',44,14,30,26,8,18,1,1,0,6,4,2,4,0,4,0,0,0,5,1,4,2,0,2
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Philosophy and religious studies.,'38',49,31,18,35,22,13,3,2,1,1,1,0,2,0,2,0,0,0,8,6,2,0,0,0
2004-2005,147767,Northwestern University,Bachelor's degree,First major,Visual and performing arts.,'50',212,84,128,137,50,87,7,4,3,11,6,5,24,10,14,2,1,1,31,13,18,0,0,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',325,157,168,286,146,140,16,3,13,3,2,1,4,0,4,0,0,0,3,2,1,13,4,9
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Biological and biomedical sciences.,'26',363,169,194,263,120,143,22,9,13,6,2,4,48,24,24,4,1,3,8,8,0,12,5,7
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1338,777,561,969,587,382,44,22,22,25,11,14,104,47,57,5,3,2,20,8,12,171,99,72
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Computer and information sciences and support services.,'11',137,121,16,95,87,8,3,2,1,0,0,0,19,16,3,1,1,0,0,0,0,19,15,4
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',201,73,128,155,58,97,11,4,7,13,6,7,12,3,9,3,0,3,4,1,3,3,1,2
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Transportation and materials moving.,'49',42,40,2,36,35,1,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',459,176,283,383,152,231,42,14,28,5,3,2,14,4,10,0,0,0,3,1,2,12,2,10
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',53,6,47,26,1,25,22,4,18,2,1,1,0,0,0,1,0,1,1,0,1,1,0,1
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Engineering technologies/technicians.,'15',11,9,2,10,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Engineering.,'14',753,628,125,572,480,92,33,24,9,15,13,2,49,40,9,1,1,0,8,8,0,75,62,13
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',830,244,586,664,189,475,95,28,67,15,5,10,29,10,19,2,0,2,8,5,3,17,7,10
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Natural resources and conservation.,'03',95,53,42,89,52,37,1,0,1,2,1,1,3,0,3,0,0,0,0,0,0,0,0,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',68,49,19,61,43,18,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Philosophy and religious studies.,'38',41,28,13,35,24,11,1,1,0,1,0,1,2,2,0,0,0,0,2,1,1,0,0,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Visual and performing arts.,'50',298,111,187,242,85,157,24,12,12,5,3,2,13,6,7,0,0,0,10,2,8,4,3,1
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Education.,'13',188,58,130,165,52,113,11,5,6,1,0,1,2,0,2,1,0,1,6,1,5,2,0,2
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,English language and literature/letters.,'23',299,127,172,268,119,149,17,4,13,4,1,3,3,1,2,0,0,0,6,1,5,1,1,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',27,11,16,20,7,13,1,0,1,2,2,0,1,1,0,0,0,0,1,0,1,2,1,1
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Psychology.,'42',425,110,315,336,90,246,38,8,30,10,1,9,17,2,15,3,1,2,11,6,5,10,2,8
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Architecture and related services.,'04',100,74,26,83,62,21,4,4,0,1,1,0,4,2,2,0,0,0,3,1,2,5,4,1
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',464,85,379,375,66,309,39,9,30,5,0,5,29,8,21,4,0,4,5,2,3,7,0,7
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,History,'54',167,125,42,151,117,34,6,4,2,3,2,1,3,1,2,1,0,1,2,1,1,1,0,1
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Mathematics and statistics.,'27',78,58,20,61,45,16,5,5,0,1,1,0,7,4,3,0,0,0,2,1,1,2,2,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',81,44,37,68,38,30,2,0,2,2,1,1,2,0,2,1,0,1,5,4,1,1,1,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Physical sciences.,'40',76,42,34,62,38,24,4,1,3,1,0,1,5,1,4,1,1,0,2,1,1,1,0,1
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Public administration and social service professions.,'44',62,4,58,55,4,51,4,0,4,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
2004-2005,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Social sciences.,'45',1143,617,526,850,475,375,112,35,77,37,19,18,71,39,32,5,0,5,23,14,9,45,35,10
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Engineering.,'14',305,235,70,233,181,52,6,3,3,5,4,1,13,9,4,16,12,4,0,0,0,32,26,6
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,English language and literature/letters.,'23',72,36,36,64,34,30,0,0,0,0,0,0,1,0,1,6,2,4,0,0,0,1,0,1
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Mathematics and statistics.,'27',13,5,8,10,4,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Military technologies.,'29',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',28,12,16,19,9,10,0,0,0,1,0,1,0,0,0,8,3,5,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Psychology.,'42',103,25,78,86,19,67,3,1,2,2,1,1,0,0,0,7,3,4,0,0,0,5,1,4
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',286,146,140,252,126,126,3,0,3,3,2,1,0,0,0,23,15,8,0,0,0,5,3,2
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Architecture and related services.,'04',37,27,10,30,22,8,0,0,0,1,1,0,3,3,0,2,1,1,0,0,0,1,0,1
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',8,3,5,7,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Computer and information sciences and support services.,'11',57,46,11,32,28,4,1,0,1,1,1,0,4,2,2,2,2,0,0,0,0,17,13,4
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,History,'54',42,28,14,32,21,11,2,1,1,3,2,1,0,0,0,5,4,1,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',41,14,27,26,7,19,9,5,4,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Natural resources and conservation.,'03',29,24,5,28,23,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Philosophy and religious studies.,'38',5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',161,45,116,134,37,97,7,2,5,5,0,5,1,1,0,9,4,5,0,0,0,5,1,4
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Education.,'13',295,95,200,252,75,177,10,6,4,4,3,1,4,0,4,24,10,14,0,0,0,1,1,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Engineering technologies/technicians.,'15',89,84,5,73,69,4,1,1,0,1,1,0,2,2,0,6,6,0,0,0,0,6,5,1
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',267,10,257,211,8,203,10,1,9,3,0,3,2,0,2,35,1,34,0,0,0,6,0,6
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',77,15,62,59,13,46,3,0,3,2,0,2,1,1,0,9,0,9,0,0,0,3,1,2
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Social sciences.,'45',173,85,88,141,71,70,7,4,3,0,0,0,3,1,2,15,7,8,0,0,0,7,2,5
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Transportation and materials moving.,'49',69,61,8,63,56,7,0,0,0,3,2,1,0,0,0,3,3,0,0,0,0,0,0,0
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Visual and performing arts.,'50',74,36,38,61,29,32,2,1,1,1,1,0,2,2,0,6,2,4,0,0,0,2,1,1
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Biological and biomedical sciences.,'26',186,87,99,149,71,78,3,1,2,5,1,4,4,1,3,19,11,8,0,0,0,6,2,4
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1047,566,481,795,445,350,31,9,22,24,10,14,26,16,10,89,44,45,0,0,0,82,42,40
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',30,10,20,19,4,15,1,1,0,6,3,3,0,0,0,2,1,1,0,0,0,2,1,1
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Physical sciences.,'40',23,11,12,19,10,9,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1
2004-2005,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Security and protective services.,'43',32,27,5,30,26,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',5,3,2,3,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',214,90,124,169,73,96,4,1,3,6,2,4,21,9,12,3,1,2,6,3,3,5,1,4
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',487,296,191,384,227,157,1,0,1,9,7,2,59,39,20,1,1,0,10,9,1,23,13,10
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Education.,'13',23,11,12,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Mathematics and statistics.,'27',24,18,6,21,15,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Natural resources and conservation.,'03',185,106,79,164,94,70,0,0,0,3,2,1,4,2,2,1,1,0,10,5,5,3,2,1
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',134,64,70,110,56,54,1,1,0,1,0,1,14,7,7,4,0,4,3,0,3,1,0,1
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Visual and performing arts.,'50',114,41,73,98,31,67,2,2,0,1,1,0,5,3,2,1,0,1,7,4,3,0,0,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',195,93,102,173,81,92,1,1,0,5,3,2,4,2,2,0,0,0,11,5,6,1,1,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',93,83,10,66,62,4,0,0,0,2,1,1,9,7,2,0,0,0,11,10,1,5,3,2
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',38,14,24,36,13,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',158,64,94,115,52,63,2,0,2,3,1,2,29,7,22,1,0,1,8,4,4,0,0,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Physical sciences.,'40',53,35,18,39,26,13,0,0,0,0,0,0,6,3,3,1,0,1,4,4,0,3,2,1
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Engineering.,'14',425,379,46,340,304,36,2,2,0,11,9,2,29,23,6,3,3,0,25,25,0,15,13,2
2004-2005,209542,Oregon State University,Bachelor's degree,First major,English language and literature/letters.,'23',135,46,89,122,43,79,2,1,1,3,0,3,3,1,2,0,0,0,4,1,3,1,0,1
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',340,36,304,292,27,265,3,1,2,6,2,4,22,3,19,3,1,2,12,2,10,2,0,2
2004-2005,209542,Oregon State University,Bachelor's degree,First major,History,'54',49,28,21,40,25,15,0,0,0,2,1,1,1,0,1,0,0,0,6,2,4,0,0,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',170,55,115,135,45,90,5,4,1,8,1,7,8,1,7,2,1,1,10,2,8,2,1,1
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',54,19,35,45,13,32,1,1,0,1,0,1,4,3,1,0,0,0,2,1,1,1,1,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Philosophy and religious studies.,'38',25,19,6,21,18,3,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Psychology.,'42',86,35,51,68,29,39,3,1,2,3,0,3,6,4,2,1,0,1,3,1,2,2,0,2
2004-2005,209542,Oregon State University,Bachelor's degree,First major,Social sciences.,'45',170,87,83,135,68,67,6,4,2,11,6,5,9,4,5,0,0,0,6,3,3,3,2,1
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',74,17,57,51,12,39,6,1,5,7,3,4,5,0,5,0,0,0,2,1,1,3,0,3
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Architecture and related services.,'04',38,27,11,34,26,8,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',389,180,209,188,105,83,32,10,22,20,9,11,115,46,69,0,0,0,14,4,10,20,6,14
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',465,110,355,304,77,227,41,11,30,43,10,33,58,9,49,0,0,0,15,2,13,4,1,3
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,History,'54',287,160,127,225,130,95,17,5,12,16,7,9,17,10,7,0,0,0,10,7,3,2,1,1
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Philosophy and religious studies.,'38',87,54,33,54,34,20,3,1,2,7,5,2,11,6,5,1,1,0,8,5,3,3,2,1
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Social sciences.,'45',1186,644,542,629,367,262,104,45,59,79,39,40,267,139,128,5,3,2,68,37,31,34,14,20
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Engineering.,'14',440,338,102,211,167,44,28,17,11,23,17,6,138,103,35,1,1,0,16,14,2,23,19,4
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Natural resources and conservation.,'03',69,32,37,58,24,34,1,0,1,6,6,0,1,1,0,0,0,0,3,1,2,0,0,0
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Physical sciences.,'40',86,51,35,66,40,26,2,1,1,2,1,1,14,7,7,0,0,0,1,1,0,1,1,0
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Security and protective services.,'43',265,133,132,163,92,71,27,11,16,40,16,24,28,11,17,0,0,0,6,3,3,1,0,1
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',118,30,88,66,17,49,24,5,19,13,4,9,9,3,6,1,0,1,5,1,4,0,0,0
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Biological and biomedical sciences.,'26',483,191,292,200,77,123,36,9,27,32,12,20,180,74,106,1,1,0,21,10,11,13,8,5
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Computer and information sciences and support services.,'11',265,214,51,116,106,10,18,13,5,10,9,1,95,72,23,0,0,0,9,3,6,17,11,6
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,English language and literature/letters.,'23',284,85,199,194,58,136,19,2,17,18,7,11,37,14,23,1,0,1,14,3,11,1,1,0
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',131,25,106,67,15,52,5,2,3,36,4,32,11,3,8,1,0,1,6,0,6,5,1,4
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',70,14,56,18,2,16,20,4,16,5,1,4,21,5,16,0,0,0,5,2,3,1,0,1
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Mathematics and statistics.,'27',97,52,45,54,30,24,3,0,3,3,2,1,27,12,15,0,0,0,4,4,0,6,4,2
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',51,7,44,37,6,31,2,0,2,1,0,1,5,0,5,0,0,0,4,1,3,2,0,2
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Visual and performing arts.,'50',295,104,191,199,67,132,19,7,12,22,10,12,35,11,24,0,0,0,17,9,8,3,0,3
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Education.,'13',146,74,72,99,53,46,10,3,7,7,3,4,22,12,10,0,0,0,6,1,5,2,2,0
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Psychology.,'42',599,149,450,398,102,296,40,6,34,46,10,36,81,23,58,0,0,0,31,7,24,3,1,2
2004-2005,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Public administration and social service professions.,'44',23,3,20,13,1,12,4,0,4,3,0,3,2,1,1,0,0,0,1,1,0,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',7,2,5,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1405,661,744,260,140,120,42,22,20,149,56,93,738,341,397,4,1,3,160,78,82,52,23,29
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Education.,'13',167,12,155,63,6,57,5,0,5,29,1,28,36,2,34,2,1,1,29,1,28,3,1,2
2004-2005,122755,San Jose State University,Bachelor's degree,First major,History,'54',42,26,16,21,14,7,3,2,1,7,5,2,3,1,2,0,0,0,8,4,4,0,0,0
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',76,35,41,13,7,6,1,0,1,11,7,4,37,17,20,0,0,0,10,4,6,4,0,4
2004-2005,122755,San Jose State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',242,156,86,34,24,10,1,0,1,6,5,1,132,83,49,0,0,0,35,23,12,34,21,13
