Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',15,14,1,8,7,1,0,0,0,1,1,0,2,2,0,0,0,0,3,3,0,1,1,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',5,0,5,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Public administration and social service professions.,'44',14,8,6,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Visual and performing arts.,'50',67,20,47,51,16,35,3,2,1,2,1,1,3,0,3,1,0,1,7,1,6,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',52,22,30,41,19,22,1,0,1,1,1,0,8,1,7,0,0,0,1,1,0,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,English language and literature/letters.,'23',70,29,41,50,23,27,6,3,3,3,2,1,3,0,3,0,0,0,8,1,7,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',55,17,38,45,16,29,2,0,2,1,0,1,0,0,0,0,0,0,7,1,6,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Mathematics and statistics.,'27',25,14,11,20,12,8,0,0,0,1,0,1,2,2,0,0,0,0,1,0,1,1,0,1
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',79,30,49,56,23,33,10,1,9,3,2,1,8,2,6,0,0,0,2,2,0,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',58,13,45,38,5,33,9,2,7,3,1,2,2,0,2,2,1,1,4,4,0,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Education.,'13',72,8,64,57,7,50,4,0,4,3,0,3,0,0,0,0,0,0,8,1,7,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Physical sciences.,'40',43,27,16,29,19,10,1,1,0,0,0,0,7,4,3,0,0,0,4,2,2,2,1,1
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Psychology.,'42',86,15,71,61,11,50,13,3,10,6,0,6,2,1,1,0,0,0,4,0,4,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Social sciences.,'45',446,195,251,322,138,184,35,14,21,22,13,9,16,5,11,1,1,0,46,23,23,4,1,3
