CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Communications,Bachelor's degree,1994-1995,135726,University of Miami,165,63,102,94,43,51,13,6,7,40,10,30,5,1,4,0,0,0,2,1,1,11,2,9,'09.0000'
Communications,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,192,78,114,182,72,110,3,3,0,1,0,1,1,0,1,1,1,0,0,0,0,4,2,2,'09.0000'
Communications,Bachelor's degree,1994-1995,209542,Oregon State University,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,609,237,372,537,213,324,40,10,30,7,1,6,13,6,7,0,0,0,9,6,3,3,1,2,'09.0000'
Communications,Bachelor's degree,1994-1995,142115,Boise State University,58,24,34,44,14,30,2,2,0,2,1,1,3,3,0,0,0,0,3,2,1,4,2,2,'09.0000'
Communications,Bachelor's degree,1994-1995,228246,Southern Methodist University,143,47,96,125,38,87,7,3,4,7,3,4,1,1,0,0,0,0,0,0,0,3,2,1,'09.0000'
Communications,Bachelor's degree,1994-1995,230728,Utah State University,42,16,26,38,14,24,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,334,119,215,289,106,183,32,10,22,0,0,0,9,2,7,1,0,1,0,0,0,3,1,2,'09.0000'
Communications,Bachelor's degree,1994-1995,155399,Kansas State University,143,70,73,131,65,66,2,1,1,5,1,4,0,0,0,0,0,0,0,0,0,5,3,2,'09.0000'
Communications,Bachelor's degree,1994-1995,134097,Florida State University,236,87,149,198,75,123,21,7,14,12,4,8,4,1,3,1,0,1,0,0,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,591,258,333,441,203,238,23,4,19,80,32,48,31,13,18,3,2,1,0,0,0,13,4,9,'09.0000'
Communications,Bachelor's degree,1994-1995,100751,The University of Alabama,261,118,143,228,108,120,25,4,21,2,1,1,0,0,0,1,1,0,0,0,0,5,4,1,'09.0000'
Communications,Bachelor's degree,1994-1995,134130,University of Florida,609,210,399,508,179,329,42,10,32,33,14,19,17,4,13,2,2,0,3,0,3,4,1,3,'09.0000'
Communications,Bachelor's degree,1994-1995,123961,University of Southern California,149,53,96,104,40,64,6,2,4,10,3,7,24,6,18,3,1,2,1,0,1,1,1,0,'09.0000'
Communications,Bachelor's degree,1994-1995,122755,San Jose State University,216,122,94,127,73,54,14,10,4,26,16,10,21,8,13,1,0,1,25,14,11,2,1,1,'09.0000'
Communications,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,189,52,137,156,39,117,11,4,7,17,7,10,3,1,2,2,1,1,0,0,0,0,0,0,'09.0000'
Communications,Bachelor's degree,1994-1995,139959,University of Georgia,290,102,188,276,99,177,6,1,5,1,0,1,2,0,2,0,0,0,0,0,0,5,2,3,'09.0000'
Communications,Bachelor's degree,1994-1995,243744,Stanford University,30,13,17,19,9,10,4,1,3,0,0,0,5,3,2,0,0,0,0,0,0,2,0,2,'09.0000'
Communications,Bachelor's degree,1994-1995,209551,University of Oregon,221,85,136,172,64,108,3,1,2,6,3,3,10,4,6,2,2,0,8,5,3,20,6,14,'09.0000'
Communications Technologies,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,40,27,13,32,22,10,3,2,1,2,2,0,2,1,1,1,0,1,0,0,0,0,0,0,'10.0000'
Communications Technologies,Bachelor's degree,1994-1995,139959,University of Georgia,88,37,51,69,33,36,12,1,11,1,0,1,1,0,1,0,0,0,0,0,0,5,3,2,'10.0000'
Communications Technologies,Bachelor's degree,1994-1995,123961,University of Southern California,125,92,33,97,80,17,5,3,2,6,2,4,7,2,5,0,0,0,2,2,0,8,3,5,'10.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,155399,Kansas State University,23,21,2,20,18,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,100751,The University of Alabama,17,13,4,14,11,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,243744,Stanford University,67,61,6,39,37,2,2,2,0,3,3,0,18,15,3,0,0,0,1,1,0,4,3,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,142115,Boise State University,46,32,14,30,21,9,0,0,0,4,2,2,2,1,1,0,0,0,5,4,1,5,4,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,100858,Auburn University,7,4,3,6,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,122755,San Jose State University,104,63,41,25,18,7,2,1,1,3,2,1,46,26,20,0,0,0,6,4,2,22,12,10,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,198419,Duke University,20,14,6,16,13,3,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,228246,Southern Methodist University,13,10,3,10,8,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,230728,Utah State University,100,49,51,67,34,33,0,0,0,1,1,0,2,1,1,1,0,1,0,0,0,29,13,16,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,44,40,4,15,14,1,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,24,21,3,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,178,136,42,62,55,7,4,3,1,15,12,3,33,14,19,1,1,0,0,0,0,63,51,12,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,147767,Northwestern University,35,31,4,24,22,2,2,2,0,1,1,0,6,4,2,0,0,0,0,0,0,2,2,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,126,98,28,91,72,19,2,1,1,11,10,1,9,5,4,1,1,0,0,0,0,12,9,3,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,152080,University of Notre Dame,17,15,2,14,12,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,44,33,11,29,22,7,1,1,0,1,1,0,6,5,1,0,0,0,0,0,0,7,4,3,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,131496,Georgetown University,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,123961,University of Southern California,20,17,3,4,4,0,1,1,0,1,1,0,8,7,1,0,0,0,0,0,0,6,4,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,38,28,10,27,20,7,2,2,0,0,0,0,3,2,1,0,0,0,1,0,1,5,4,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,23,18,5,18,16,2,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,134130,University of Florida,30,23,7,23,18,5,1,1,0,4,3,1,1,1,0,0,0,0,0,0,0,1,0,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,139959,University of Georgia,19,14,5,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,157289,University of Louisville,33,22,11,26,17,9,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,135726,University of Miami,31,20,11,12,6,6,4,2,2,7,5,2,2,1,1,0,0,0,0,0,0,6,6,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,221999,Vanderbilt University,29,24,5,23,20,3,1,0,1,1,1,0,3,2,1,1,1,0,0,0,0,0,0,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,209542,Oregon State University,34,30,4,19,17,2,0,0,0,0,0,0,6,4,2,1,1,0,6,6,0,2,2,0,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,209551,University of Oregon,46,36,10,26,22,4,0,0,0,0,0,0,5,3,2,0,0,0,3,3,0,12,8,4,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,147,127,20,95,87,8,2,2,0,3,2,1,20,14,6,0,0,0,2,1,1,25,21,4,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,217882,Clemson University,58,45,13,46,38,8,10,7,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,31,29,2,19,18,1,1,1,0,1,1,0,4,4,0,1,1,0,0,0,0,5,4,1,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,128,96,32,72,63,9,2,2,0,4,3,1,33,19,14,0,0,0,4,2,2,13,7,6,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,30,28,2,21,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,'11.0000'
Computer and Information Sciences,Bachelor's degree,1994-1995,134097,Florida State University,40,37,3,30,30,0,4,3,1,0,0,0,4,2,2,0,0,0,0,0,0,2,2,0,'11.0000'
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,100858,Auburn University,142,104,38,140,103,37,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,81,56,25,75,52,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4,1,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,139959,University of Georgia,63,51,12,62,50,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,122755,San Jose State University,77,38,39,47,21,26,2,2,0,10,6,4,8,3,5,1,0,1,7,6,1,2,0,2,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,45,21,24,41,19,22,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,13,10,3,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,228246,Southern Methodist University,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,72,30,42,61,26,35,1,0,1,2,0,2,6,3,3,1,0,1,1,1,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,34,26,8,33,26,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,134130,University of Florida,54,31,23,51,30,21,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,209542,Oregon State University,76,57,19,61,46,15,1,0,1,1,1,0,1,1,0,1,1,0,8,5,3,3,3,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,135726,University of Miami,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,198419,Duke University,29,11,18,26,8,18,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,145,102,43,141,100,41,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,217882,Clemson University,30,25,5,26,22,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,205,103,102,175,86,89,7,3,4,9,7,2,11,5,6,1,1,0,1,1,0,1,0,1,NA
Conservation and Renewable Natural Resources,Bachelor's degree,1994-1995,230728,Utah State University,60,44,16,52,38,14,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,5,4,1,NA
Construction Trades,Bachelor's degree,1994-1995,142115,Boise State University,15,15,0,12,12,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,'46.0000'
Education,Bachelor's degree,1994-1995,230728,Utah State University,473,117,356,460,115,345,2,0,2,3,0,3,2,0,2,0,0,0,2,1,1,4,1,3,'13.0000'
Education,Bachelor's degree,1994-1995,134130,University of Florida,492,128,364,431,108,323,25,7,18,24,8,16,8,4,4,1,0,1,1,1,0,2,0,2,'13.0000'
Education,Bachelor's degree,1994-1995,209551,University of Oregon,11,4,7,9,4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,139,67,72,117,57,60,5,3,2,6,3,3,9,3,6,0,0,0,2,1,1,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,147767,Northwestern University,45,12,33,39,12,27,4,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,99,28,71,86,24,62,6,1,5,1,1,0,3,0,3,0,0,0,2,1,1,1,1,0,'13.0000'
Education,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,301,75,226,263,62,201,11,5,6,3,1,2,5,2,3,17,5,12,0,0,0,2,0,2,'13.0000'
Education,Bachelor's degree,1994-1995,134097,Florida State University,522,152,370,450,131,319,38,11,27,24,6,18,7,3,4,3,1,2,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,155399,Kansas State University,447,122,325,429,119,310,5,2,3,7,1,6,2,0,2,3,0,3,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1994-1995,100858,Auburn University,389,99,290,361,84,277,20,12,8,1,0,1,4,1,3,1,0,1,0,0,0,2,2,0,'13.0000'
Education,Bachelor's degree,1994-1995,139959,University of Georgia,722,181,541,669,170,499,33,5,28,6,2,4,7,2,5,1,1,0,0,0,0,6,1,5,'13.0000'
Education,Bachelor's degree,1994-1995,157289,University of Louisville,172,28,144,150,23,127,19,4,15,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,228246,Southern Methodist University,9,1,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,209542,Oregon State University,81,41,40,69,35,34,0,0,0,2,0,2,3,3,0,0,0,0,3,0,3,4,3,1,'13.0000'
Education,Bachelor's degree,1994-1995,122755,San Jose State University,182,40,142,123,27,96,2,1,1,19,4,15,23,6,17,0,0,0,12,1,11,3,1,2,'13.0000'
Education,Bachelor's degree,1994-1995,100751,The University of Alabama,316,90,226,276,79,197,32,6,26,0,0,0,2,2,0,0,0,0,2,0,2,4,3,1,'13.0000'
Education,Bachelor's degree,1994-1995,221999,Vanderbilt University,114,9,105,103,7,96,2,1,1,5,1,4,3,0,3,0,0,0,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,314,60,254,290,57,233,12,0,12,5,1,4,3,2,1,1,0,1,3,0,3,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,183,36,147,164,32,132,13,4,9,1,0,1,3,0,3,1,0,1,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1994-1995,217882,Clemson University,338,79,259,308,68,240,28,10,18,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,355,126,229,319,113,206,4,2,2,8,3,5,1,1,0,22,7,15,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,365,116,249,355,111,244,4,2,2,5,3,2,0,0,0,0,0,0,0,0,0,1,0,1,'13.0000'
Education,Bachelor's degree,1994-1995,123961,University of Southern California,54,6,48,29,4,25,3,0,3,7,1,6,11,1,10,0,0,0,3,0,3,1,0,1,'13.0000'
Education,Bachelor's degree,1994-1995,152080,University of Notre Dame,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,135726,University of Miami,29,12,17,19,7,12,2,2,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,783,229,554,722,209,513,20,7,13,5,1,4,7,2,5,1,0,1,24,8,16,4,2,2,'13.0000'
Education,Bachelor's degree,1994-1995,142115,Boise State University,229,54,175,210,48,162,0,0,0,8,2,6,1,0,1,0,0,0,10,4,6,0,0,0,'13.0000'
Education,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,27,15,12,26,14,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'13.0000'
Engineering,Bachelor's degree,1994-1995,221999,Vanderbilt University,232,171,61,191,145,46,16,7,9,4,2,2,12,8,4,0,0,0,2,2,0,7,7,0,'14.0000'
Engineering,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,1121,924,197,829,694,135,20,12,8,93,69,24,99,78,21,2,2,0,0,0,0,78,69,9,'14.0000'
Engineering,Bachelor's degree,1994-1995,139959,University of Georgia,27,25,2,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'14.0000'
Engineering,Bachelor's degree,1994-1995,228246,Southern Methodist University,72,50,22,49,34,15,2,2,0,7,4,3,6,3,3,2,2,0,0,0,0,6,5,1,'14.0000'
Engineering,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,605,507,98,481,416,65,19,9,10,8,5,3,32,24,8,0,0,0,8,7,1,57,46,11,'14.0000'
Engineering,Bachelor's degree,1994-1995,122755,San Jose State University,460,388,72,134,113,21,8,7,1,34,32,2,245,202,43,2,2,0,34,31,3,3,1,2,'14.0000'
Engineering,Bachelor's degree,1994-1995,134130,University of Florida,651,544,107,490,408,82,30,24,6,42,36,6,48,39,9,4,3,1,0,0,0,37,34,3,'14.0000'
Engineering,Bachelor's degree,1994-1995,135726,University of Miami,146,119,27,48,37,11,5,3,2,39,31,8,5,3,2,0,0,0,1,0,1,48,45,3,'14.0000'
Engineering,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,411,333,78,231,193,38,27,17,10,24,18,6,87,70,17,0,0,0,7,7,0,35,28,7,'14.0000'
Engineering,Bachelor's degree,1994-1995,198419,Duke University,187,153,34,126,104,22,13,11,2,11,10,1,32,26,6,0,0,0,0,0,0,5,2,3,'14.0000'
Engineering,Bachelor's degree,1994-1995,100751,The University of Alabama,221,180,41,165,145,20,33,15,18,0,0,0,3,2,1,1,0,1,4,3,1,15,15,0,'14.0000'
Engineering,Bachelor's degree,1994-1995,209542,Oregon State University,306,274,32,213,194,19,0,0,0,6,5,1,29,26,3,3,2,1,15,15,0,40,32,8,'14.0000'
Engineering,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,280,237,43,176,151,25,13,6,7,2,2,0,15,11,4,9,8,1,0,0,0,65,59,6,'14.0000'
Engineering,Bachelor's degree,1994-1995,243744,Stanford University,254,197,57,124,101,23,14,10,4,34,23,11,60,44,16,2,0,2,0,0,0,20,19,1,'14.0000'
Engineering,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,359,296,63,281,232,49,9,6,3,10,9,1,22,18,4,0,0,0,2,2,0,35,29,6,'14.0000'
Engineering,Bachelor's degree,1994-1995,230728,Utah State University,146,135,11,135,125,10,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,7,6,1,'14.0000'
Engineering,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,830,677,153,462,386,76,14,7,7,96,72,24,117,89,28,4,4,0,0,0,0,137,119,18,'14.0000'
Engineering,Bachelor's degree,1994-1995,147767,Northwestern University,281,198,83,181,130,51,17,10,7,2,1,1,55,40,15,1,0,1,1,0,1,24,17,7,'14.0000'
Engineering,Bachelor's degree,1994-1995,155399,Kansas State University,310,264,46,263,222,41,4,2,2,3,2,1,19,18,1,1,1,0,0,0,0,20,19,1,'14.0000'
Engineering,Bachelor's degree,1994-1995,217882,Clemson University,469,387,82,405,345,60,40,21,19,0,0,0,5,3,2,0,0,0,13,12,1,6,6,0,'14.0000'
Engineering,Bachelor's degree,1994-1995,157289,University of Louisville,173,144,29,150,131,19,10,4,6,1,1,0,7,4,3,0,0,0,0,0,0,5,4,1,'14.0000'
Engineering,Bachelor's degree,1994-1995,100858,Auburn University,685,572,113,649,545,104,21,14,7,1,0,1,11,10,1,0,0,0,0,0,0,3,3,0,'14.0000'
Engineering,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,929,728,201,690,542,148,41,28,13,21,17,4,92,67,25,1,0,1,23,17,6,61,57,4,'14.0000'
Engineering,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,224,198,26,197,173,24,1,1,0,1,1,0,5,5,0,2,2,0,0,0,0,18,16,2,'14.0000'
Engineering,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,253,223,30,172,150,22,5,4,1,2,2,0,8,7,1,12,10,2,0,0,0,54,50,4,'14.0000'
Engineering,Bachelor's degree,1994-1995,134097,Florida State University,205,168,37,151,126,25,24,15,9,8,8,0,10,8,2,1,1,0,0,0,0,11,10,1,'14.0000'
Engineering,Bachelor's degree,1994-1995,123961,University of Southern California,261,204,57,103,88,15,20,11,9,29,20,9,62,46,16,0,0,0,6,5,1,41,34,7,'14.0000'
Engineering,Bachelor's degree,1994-1995,152080,University of Notre Dame,195,163,32,173,143,30,0,0,0,9,8,1,7,7,0,1,0,1,0,0,0,5,5,0,'14.0000'
Engineering,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,217,178,39,171,147,24,22,13,9,4,3,1,10,7,3,0,0,0,0,0,0,10,8,2,'14.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,155399,Kansas State University,54,52,2,50,49,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,230728,Utah State University,21,21,0,20,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,51,47,4,45,41,4,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,122755,San Jose State University,204,176,28,87,78,9,7,5,2,17,13,4,59,49,10,1,1,0,29,26,3,4,4,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,94,89,5,91,86,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,213,194,19,168,156,12,9,7,2,23,20,3,8,7,1,1,0,1,0,0,0,4,4,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,123961,University of Southern California,9,6,3,4,2,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,16,15,1,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,135726,University of Miami,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,134130,University of Florida,114,102,12,104,95,9,0,0,0,5,4,1,4,2,2,0,0,0,0,0,0,1,1,0,'15.0000'
Engineering-Related Technologies,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,82,77,5,68,64,4,3,2,1,0,0,0,4,4,0,3,3,0,0,0,0,4,4,0,'15.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,435,148,287,341,123,218,19,5,14,56,14,42,16,4,12,0,0,0,0,0,0,3,2,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,230728,Utah State University,99,31,68,88,26,62,2,2,0,0,0,0,2,0,2,1,0,1,0,0,0,6,3,3,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,348,86,262,307,74,233,11,2,9,21,8,13,6,1,5,1,0,1,0,0,0,2,1,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,122755,San Jose State University,144,34,110,100,25,75,4,0,4,15,3,12,10,2,8,1,0,1,13,3,10,1,1,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,46,23,23,37,17,20,2,2,0,3,2,1,1,0,1,3,2,1,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,143,44,99,124,43,81,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,139959,University of Georgia,339,174,165,312,164,148,17,7,10,1,0,1,7,2,5,1,1,0,0,0,0,1,0,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,350,120,230,259,94,165,26,7,19,29,7,22,24,9,15,1,0,1,9,3,6,2,0,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,100858,Auburn University,110,47,63,108,46,62,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,157289,University of Louisville,71,29,42,64,26,38,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,217882,Clemson University,85,32,53,78,30,48,4,1,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,228246,Southern Methodist University,48,14,34,39,13,26,1,0,1,5,1,4,2,0,2,1,0,1,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1994-1995,147767,Northwestern University,220,86,134,178,76,102,16,3,13,2,1,1,18,5,13,2,1,1,0,0,0,4,0,4,'23.0000'
