Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1996-1997,139959,University of Georgia,Physical Sciences,'40',Bachelor's degree,45,31,14,42,30,12,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1996-1997,139959,University of Georgia,Protective Services,'43',Bachelor's degree,64,28,36,58,27,31,5,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,139959,University of Georgia,Psychology,'42',Bachelor's degree,247,68,179,222,61,161,16,4,12,3,0,3,5,3,2,0,0,0,0,0,0,1,0,1
1996-1997,139959,University of Georgia,Public Administration and Services,'44',Bachelor's degree,68,12,56,60,8,52,7,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,139959,University of Georgia,Social Sciences and History,'45',Bachelor's degree,438,302,136,392,270,122,18,12,6,9,9,0,6,5,1,2,1,1,0,0,0,11,5,6
1996-1997,139959,University of Georgia,Visual and Performing Arts,'50',Bachelor's degree,202,90,112,188,83,105,6,3,3,2,1,1,1,1,0,0,0,0,0,0,0,5,2,3
1996-1997,157289,University of Louisville,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,10,5,5,2,0,2,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Biological Science/Life Sciences,'26',Bachelor's degree,109,49,60,88,39,49,7,4,3,2,1,1,9,5,4,1,0,1,0,0,0,2,0,2
1996-1997,157289,University of Louisville,Business Management and Administrative Services,'52',Bachelor's degree,334,156,178,289,134,155,28,12,16,5,2,3,4,2,2,1,1,0,0,0,0,7,5,2
1996-1997,157289,University of Louisville,Communications,'09',Bachelor's degree,91,38,53,75,32,43,11,4,7,1,1,0,1,0,1,0,0,0,0,0,0,3,1,2
1996-1997,157289,University of Louisville,Computer and Information Sciences,'11',Bachelor's degree,26,17,9,22,16,6,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Education,'13',Bachelor's degree,209,51,158,161,42,119,42,8,34,3,1,2,2,0,2,0,0,0,0,0,0,1,0,1
1996-1997,157289,University of Louisville,Engineering,'14',Bachelor's degree,194,153,41,168,134,34,4,4,0,2,1,1,13,9,4,1,1,0,0,0,0,6,4,2
1996-1997,157289,University of Louisville,English Language and Literature/Letters,'23',Bachelor's degree,75,22,53,70,21,49,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,157289,University of Louisville,Foreign Languages and Literatures,'16',Bachelor's degree,23,11,12,20,9,11,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Health Professions and Related Sciences,'51',Bachelor's degree,151,39,112,139,36,103,7,0,7,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,43,8,35,34,6,28,4,0,4,1,0,1,1,0,1,0,0,0,0,0,0,3,2,1
1996-1997,157289,University of Louisville,Mathematics,'27',Bachelor's degree,16,11,5,15,11,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,21,15,6,15,10,5,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Philosophy and Religion,'38',Bachelor's degree,8,5,3,6,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Physical Sciences,'40',Bachelor's degree,10,6,4,5,3,2,1,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Protective Services,'43',Bachelor's degree,82,51,31,68,42,26,12,8,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Psychology,'42',Bachelor's degree,130,31,99,109,25,84,16,3,13,1,1,0,3,1,2,0,0,0,0,0,0,1,1,0
1996-1997,157289,University of Louisville,Social Sciences and History,'45',Bachelor's degree,228,115,113,187,101,86,28,10,18,6,2,4,4,2,2,0,0,0,0,0,0,3,0,3
1996-1997,157289,University of Louisville,Visual and Performing Arts,'50',Bachelor's degree,76,22,54,65,19,46,3,2,1,2,1,1,4,0,4,0,0,0,0,0,0,2,0,2
1996-1997,135726,University of Miami,Architecture and Related Programs,'04',Bachelor's degree,69,41,28,22,12,10,4,4,0,33,18,15,2,1,1,0,0,0,0,0,0,8,6,2
1996-1997,135726,University of Miami,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,Biological Science/Life Sciences,'26',Bachelor's degree,156,78,78,80,42,38,9,0,9,30,18,12,30,15,15,0,0,0,0,0,0,7,3,4
1996-1997,135726,University of Miami,Business Management and Administrative Services,'52',Bachelor's degree,340,210,130,136,83,53,30,20,10,95,54,41,11,5,6,0,0,0,0,0,0,68,48,20
1996-1997,135726,University of Miami,Communications,'09',Bachelor's degree,121,41,80,65,27,38,11,4,7,31,6,25,3,0,3,0,0,0,0,0,0,11,4,7
1996-1997,135726,University of Miami,Computer and Information Sciences,'11',Bachelor's degree,38,29,9,11,10,1,3,2,1,12,9,3,2,2,0,0,0,0,0,0,0,10,6,4
1996-1997,135726,University of Miami,Education,'13',Bachelor's degree,8,4,4,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
1996-1997,135726,University of Miami,Engineering,'14',Bachelor's degree,111,90,21,40,32,8,4,3,1,17,13,4,7,4,3,0,0,0,1,1,0,42,37,5
1996-1997,135726,University of Miami,Engineering-Related Technologies,'15',Bachelor's degree,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,135726,University of Miami,English Language and Literature/Letters,'23',Bachelor's degree,70,17,53,33,13,20,12,0,12,22,4,18,2,0,2,0,0,0,0,0,0,1,0,1
1996-1997,135726,University of Miami,Foreign Languages and Literatures,'16',Bachelor's degree,7,3,4,4,3,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,Health Professions and Related Sciences,'51',Bachelor's degree,189,54,135,74,20,54,30,6,24,65,16,49,15,9,6,0,0,0,0,0,0,5,3,2
1996-1997,135726,University of Miami,Law and Legal Studies,'22',Bachelor's degree,6,4,2,3,3,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,20,10,10,10,5,5,4,3,1,5,1,4,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,135726,University of Miami,Mathematics,'27',Bachelor's degree,12,7,5,6,5,1,1,1,0,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,Philosophy and Religion,'38',Bachelor's degree,8,3,5,4,2,2,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1
1996-1997,135726,University of Miami,Physical Sciences,'40',Bachelor's degree,32,17,15,18,9,9,3,0,3,3,2,1,4,3,1,0,0,0,0,0,0,4,3,1
1996-1997,135726,University of Miami,Protective Services,'43',Bachelor's degree,41,15,26,20,9,11,12,4,8,8,2,6,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,Psychology,'42',Bachelor's degree,155,27,128,66,13,53,11,1,10,67,12,55,6,1,5,0,0,0,0,0,0,5,0,5
1996-1997,135726,University of Miami,Public Administration and Services,'44',Bachelor's degree,4,2,2,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,Social Sciences and History,'45',Bachelor's degree,118,57,61,42,23,19,10,5,5,53,21,32,4,4,0,1,0,1,1,1,0,7,3,4
1996-1997,135726,University of Miami,Visual and Performing Arts,'50',Bachelor's degree,194,104,90,130,71,59,4,3,1,35,20,15,8,4,4,1,0,1,0,0,0,16,6,10
1996-1997,170976,University of Michigan-Ann Arbor,Architecture and Related Programs,'04',Bachelor's degree,66,39,27,46,28,18,6,3,3,8,3,5,4,3,1,0,0,0,0,0,0,2,2,0
1996-1997,170976,University of Michigan-Ann Arbor,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,74,25,49,44,15,29,8,3,5,6,3,3,11,1,10,0,0,0,4,3,1,1,0,1
1996-1997,170976,University of Michigan-Ann Arbor,Biological Science/Life Sciences,'26',Bachelor's degree,483,269,214,308,162,146,22,8,14,13,8,5,121,77,44,1,0,1,12,8,4,6,6,0
1996-1997,170976,University of Michigan-Ann Arbor,Business Management and Administrative Services,'52',Bachelor's degree,265,149,116,186,109,77,16,7,9,7,6,1,36,17,19,0,0,0,5,2,3,15,8,7
1996-1997,170976,University of Michigan-Ann Arbor,Communications,'09',Bachelor's degree,118,51,67,80,31,49,10,4,6,8,6,2,11,6,5,0,0,0,8,3,5,1,1,0
1996-1997,170976,University of Michigan-Ann Arbor,Computer and Information Sciences,'11',Bachelor's degree,47,34,13,32,24,8,1,1,0,2,2,0,3,1,2,0,0,0,4,2,2,5,4,1
1996-1997,170976,University of Michigan-Ann Arbor,Conservation and Renewable Natural Resources,'03',Bachelor's degree,85,47,38,72,41,31,2,1,1,5,2,3,3,0,3,1,1,0,1,1,0,1,1,0
1996-1997,170976,University of Michigan-Ann Arbor,Education,'13',Bachelor's degree,115,37,78,85,25,60,17,8,9,2,0,2,5,2,3,2,1,1,0,0,0,4,1,3
1996-1997,170976,University of Michigan-Ann Arbor,Engineering,'14',Bachelor's degree,961,724,237,670,511,159,53,33,20,38,32,6,123,90,33,2,1,1,23,16,7,52,41,11
1996-1997,170976,University of Michigan-Ann Arbor,English Language and Literature/Letters,'23',Bachelor's degree,335,132,203,255,98,157,25,8,17,9,2,7,29,15,14,5,3,2,12,6,6,0,0,0
1996-1997,170976,University of Michigan-Ann Arbor,Foreign Languages and Literatures,'16',Bachelor's degree,136,47,89,93,35,58,10,2,8,14,4,10,7,4,3,1,0,1,7,1,6,4,1,3
1996-1997,170976,University of Michigan-Ann Arbor,Health Professions and Related Sciences,'51',Bachelor's degree,198,10,188,164,8,156,13,0,13,6,1,5,9,0,9,2,0,2,3,0,3,1,1,0
1996-1997,170976,University of Michigan-Ann Arbor,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,188,113,75,135,83,52,25,12,13,8,5,3,7,5,2,3,2,1,9,5,4,1,1,0
1996-1997,170976,University of Michigan-Ann Arbor,Mathematics,'27',Bachelor's degree,68,45,23,46,30,16,5,2,3,2,2,0,9,7,2,1,1,0,1,0,1,4,3,1
1996-1997,170976,University of Michigan-Ann Arbor,Multi/Interdisciplinary Studies,'30',Bachelor's degree,162,61,101,121,46,75,4,1,3,7,6,1,22,6,16,0,0,0,3,1,2,5,1,4
1996-1997,170976,University of Michigan-Ann Arbor,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,159,80,79,117,62,55,17,8,9,11,3,8,6,3,3,1,1,0,3,0,3,4,3,1
1996-1997,170976,University of Michigan-Ann Arbor,Philosophy and Religion,'38',Bachelor's degree,47,32,15,37,24,13,2,2,0,2,2,0,6,4,2,0,0,0,0,0,0,0,0,0
1996-1997,170976,University of Michigan-Ann Arbor,Physical Sciences,'40',Bachelor's degree,101,56,45,82,44,38,3,3,0,5,3,2,6,4,2,3,1,2,2,1,1,0,0,0
1996-1997,170976,University of Michigan-Ann Arbor,Psychology,'42',Bachelor's degree,552,156,396,394,98,296,49,10,39,21,10,11,64,32,32,2,1,1,19,4,15,3,1,2
1996-1997,170976,University of Michigan-Ann Arbor,Social Sciences and History,'45',Bachelor's degree,825,460,365,569,325,244,47,15,32,53,24,29,88,50,38,7,2,5,24,17,7,37,27,10
1996-1997,170976,University of Michigan-Ann Arbor,Visual and Performing Arts,'50',Bachelor's degree,299,134,165,239,112,127,11,5,6,12,3,9,18,5,13,5,3,2,2,1,1,12,5,7
1996-1997,181464,University of Nebraska-Lincoln,Agricultural Business and Production,'01',Bachelor's degree,110,87,23,109,86,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Agricultural Sciences,'02',Bachelor's degree,134,94,40,124,87,37,0,0,0,0,0,0,0,0,0,1,1,0,6,3,3,3,3,0
1996-1997,181464,University of Nebraska-Lincoln,Architecture and Related Programs,'04',Bachelor's degree,73,39,34,66,36,30,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,4,2,2
1996-1997,181464,University of Nebraska-Lincoln,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,9,1,8,8,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Biological Science/Life Sciences,'26',Bachelor's degree,167,90,77,150,83,67,1,1,0,0,0,0,13,5,8,1,1,0,2,0,2,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Business Management and Administrative Services,'52',Bachelor's degree,568,329,239,465,278,187,2,1,1,6,1,5,15,6,9,0,0,0,8,6,2,72,37,35
1996-1997,181464,University of Nebraska-Lincoln,Communications,'09',Bachelor's degree,187,80,107,169,69,100,5,1,4,5,5,0,2,1,1,0,0,0,4,2,2,2,2,0
1996-1997,181464,University of Nebraska-Lincoln,Computer and Information Sciences,'11',Bachelor's degree,22,18,4,18,14,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0
1996-1997,181464,University of Nebraska-Lincoln,Conservation and Renewable Natural Resources,'03',Bachelor's degree,70,44,26,64,40,24,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2
1996-1997,181464,University of Nebraska-Lincoln,Education,'13',Bachelor's degree,274,92,182,260,86,174,4,2,2,2,0,2,2,0,2,0,0,0,4,4,0,2,0,2
1996-1997,181464,University of Nebraska-Lincoln,Engineering,'14',Bachelor's degree,243,214,29,215,189,26,1,1,0,2,2,0,1,1,0,0,0,0,4,2,2,20,19,1
1996-1997,181464,University of Nebraska-Lincoln,Engineering-Related Technologies,'15',Bachelor's degree,82,76,6,75,70,5,2,2,0,2,2,0,1,0,1,0,0,0,1,1,0,1,1,0
1996-1997,181464,University of Nebraska-Lincoln,English Language and Literature/Letters,'23',Bachelor's degree,101,39,62,92,37,55,4,1,3,3,1,2,0,0,0,1,0,1,1,0,1,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Foreign Languages and Literatures,'16',Bachelor's degree,27,10,17,27,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Health Professions and Related Sciences,'51',Bachelor's degree,62,9,53,59,9,50,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
1996-1997,181464,University of Nebraska-Lincoln,Home Economics- General,'19',Bachelor's degree,182,19,163,158,13,145,10,6,4,4,0,4,1,0,1,2,0,2,7,0,7,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Mathematics,'27',Bachelor's degree,25,16,9,19,12,7,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,4,2,2
1996-1997,181464,University of Nebraska-Lincoln,Multi/Interdisciplinary Studies,'30',Bachelor's degree,22,13,9,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,13,6,7,12,5,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Philosophy and Religion,'38',Bachelor's degree,7,6,1,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1996-1997,181464,University of Nebraska-Lincoln,Physical Sciences,'40',Bachelor's degree,34,28,6,32,26,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Psychology,'42',Bachelor's degree,205,60,145,183,53,130,5,1,4,5,2,3,3,1,2,1,0,1,4,2,2,4,1,3
1996-1997,181464,University of Nebraska-Lincoln,Social Sciences and History,'45',Bachelor's degree,166,101,65,148,91,57,5,4,1,4,1,3,0,0,0,0,0,0,5,2,3,4,3,1
1996-1997,181464,University of Nebraska-Lincoln,Visual and Performing Arts,'50',Bachelor's degree,62,24,38,51,21,30,1,1,0,3,1,2,1,0,1,0,0,0,3,0,3,3,1,2
1996-1997,199120,University of North Carolina at Chapel Hill,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,134,39,95,107,35,72,17,1,16,1,0,1,7,2,5,0,0,0,0,0,0,2,1,1
1996-1997,199120,University of North Carolina at Chapel Hill,Biological Science/Life Sciences,'26',Bachelor's degree,399,156,243,327,126,201,25,9,16,7,3,4,39,18,21,1,0,1,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Business Management and Administrative Services,'52',Bachelor's degree,376,209,167,326,187,139,25,11,14,2,0,2,18,6,12,1,1,0,0,0,0,4,4,0
1996-1997,199120,University of North Carolina at Chapel Hill,Communications,'09',Bachelor's degree,420,129,291,358,108,250,41,13,28,7,2,5,10,5,5,3,0,3,0,0,0,1,1,0
1996-1997,199120,University of North Carolina at Chapel Hill,Education,'13',Bachelor's degree,146,38,108,135,36,99,8,1,7,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
1996-1997,199120,University of North Carolina at Chapel Hill,English Language and Literature/Letters,'23',Bachelor's degree,189,55,134,163,48,115,16,5,11,1,0,1,4,1,3,4,1,3,0,0,0,1,0,1
1996-1997,199120,University of North Carolina at Chapel Hill,Foreign Languages and Literatures,'16',Bachelor's degree,63,19,44,56,16,40,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,2,2,0
1996-1997,199120,University of North Carolina at Chapel Hill,Health Professions and Related Sciences,'51',Bachelor's degree,384,75,309,324,61,263,20,3,17,5,0,5,29,9,20,5,1,4,0,0,0,1,1,0
1996-1997,199120,University of North Carolina at Chapel Hill,Home Economics- General,'19',Bachelor's degree,10,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,8,4,4,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,199120,University of North Carolina at Chapel Hill,Mathematics,'27',Bachelor's degree,83,45,38,73,40,33,3,1,2,2,1,1,4,3,1,0,0,0,0,0,0,1,0,1
1996-1997,199120,University of North Carolina at Chapel Hill,Multi/Interdisciplinary Studies,'30',Bachelor's degree,7,5,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,26,5,21,24,3,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Philosophy and Religion,'38',Bachelor's degree,44,28,16,39,26,13,3,1,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Physical Sciences,'40',Bachelor's degree,149,97,52,115,81,34,8,3,5,2,1,1,24,12,12,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Protective Services,'43',Bachelor's degree,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Psychology,'42',Bachelor's degree,355,77,278,292,69,223,46,4,42,3,1,2,12,2,10,0,0,0,0,0,0,2,1,1
1996-1997,199120,University of North Carolina at Chapel Hill,Public Administration and Services,'44',Bachelor's degree,38,10,28,27,9,18,7,1,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Social Sciences and History,'45',Bachelor's degree,623,362,261,536,320,216,50,24,26,4,2,2,21,8,13,4,3,1,0,0,0,8,5,3
1996-1997,199120,University of North Carolina at Chapel Hill,Visual and Performing Arts,'50',Bachelor's degree,81,27,54,73,24,49,0,0,0,3,0,3,3,1,2,2,2,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Architecture and Related Programs,'04',Bachelor's degree,41,19,22,33,16,17,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,6,2,4
1996-1997,152080,University of Notre Dame,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,32,14,18,30,14,16,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Biological Science/Life Sciences,'26',Bachelor's degree,133,62,71,118,55,63,1,0,1,9,5,4,3,0,3,0,0,0,0,0,0,2,2,0
1996-1997,152080,University of Notre Dame,Business Management and Administrative Services,'52',Bachelor's degree,587,364,223,492,305,187,22,14,8,34,22,12,21,11,10,4,2,2,0,0,0,14,10,4
1996-1997,152080,University of Notre Dame,Computer and Information Sciences,'11',Bachelor's degree,21,18,3,18,15,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1996-1997,152080,University of Notre Dame,Engineering,'14',Bachelor's degree,236,175,61,205,149,56,5,4,1,13,11,2,5,4,1,1,1,0,0,0,0,7,6,1
1996-1997,152080,University of Notre Dame,English Language and Literature/Letters,'23',Bachelor's degree,99,38,61,88,34,54,2,1,1,7,3,4,2,0,2,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Foreign Languages and Literatures,'16',Bachelor's degree,38,20,18,30,16,14,0,0,0,4,2,2,2,1,1,0,0,0,0,0,0,2,1,1
1996-1997,152080,University of Notre Dame,Health Professions and Related Sciences,'51',Bachelor's degree,182,105,77,158,96,62,2,0,2,8,3,5,11,5,6,1,0,1,0,0,0,2,1,1
1996-1997,152080,University of Notre Dame,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,46,21,25,44,19,25,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Mathematics,'27',Bachelor's degree,43,21,22,41,21,20,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Philosophy and Religion,'38',Bachelor's degree,27,16,11,22,12,10,1,1,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Physical Sciences,'40',Bachelor's degree,29,21,8,25,19,6,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Psychology,'42',Bachelor's degree,113,32,81,96,21,75,6,5,1,6,3,3,3,2,1,1,0,1,0,0,0,1,1,0
1996-1997,152080,University of Notre Dame,Social Sciences and History,'45',Bachelor's degree,315,182,133,263,149,114,14,11,3,27,18,9,10,3,7,0,0,0,0,0,0,1,1,0
1996-1997,152080,University of Notre Dame,Theological Studies and Religious Vocations,'39',Bachelor's degree,10,4,6,9,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Visual and Performing Arts,'50',Bachelor's degree,78,31,47,62,25,37,5,2,3,5,2,3,5,2,3,0,0,0,0,0,0,1,0,1
1996-1997,207500,University of Oklahoma Norman Campus,Architecture and Related Programs,'04',Bachelor's degree,61,48,13,49,39,10,4,4,0,0,0,0,2,0,2,1,0,1,0,0,0,5,5,0
1996-1997,207500,University of Oklahoma Norman Campus,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,15,7,8,7,3,4,2,1,1,0,0,0,0,0,0,4,3,1,0,0,0,2,0,2
1996-1997,207500,University of Oklahoma Norman Campus,Biological Science/Life Sciences,'26',Bachelor's degree,136,72,64,111,61,50,5,2,3,2,0,2,12,8,4,5,1,4,0,0,0,1,0,1
1996-1997,207500,University of Oklahoma Norman Campus,Business Management and Administrative Services,'52',Bachelor's degree,472,278,194,300,177,123,25,17,8,13,8,5,38,18,20,24,15,9,0,0,0,72,43,29
1996-1997,207500,University of Oklahoma Norman Campus,Communications,'09',Bachelor's degree,177,70,107,143,56,87,13,5,8,5,3,2,3,0,3,9,4,5,0,0,0,4,2,2
1996-1997,207500,University of Oklahoma Norman Campus,Communications Technologies,'10',Bachelor's degree,10,6,4,7,5,2,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0
1996-1997,207500,University of Oklahoma Norman Campus,Computer and Information Sciences,'11',Bachelor's degree,26,20,6,13,11,2,1,0,1,1,1,0,3,2,1,2,2,0,0,0,0,6,4,2
1996-1997,207500,University of Oklahoma Norman Campus,Education,'13',Bachelor's degree,236,81,155,198,64,134,10,5,5,4,1,3,6,5,1,16,6,10,0,0,0,2,0,2
1996-1997,207500,University of Oklahoma Norman Campus,Engineering,'14',Bachelor's degree,410,345,65,181,153,28,19,11,8,7,7,0,37,25,12,12,11,1,0,0,0,154,138,16
1996-1997,207500,University of Oklahoma Norman Campus,English Language and Literature/Letters,'23',Bachelor's degree,113,55,58,96,46,50,3,1,2,2,1,1,5,2,3,7,5,2,0,0,0,0,0,0
1996-1997,207500,University of Oklahoma Norman Campus,Foreign Languages and Literatures,'16',Bachelor's degree,36,16,20,32,14,18,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,1
1996-1997,207500,University of Oklahoma Norman Campus,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,18,7,11,17,7,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207500,University of Oklahoma Norman Campus,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,101,54,47,68,39,29,3,1,2,3,3,0,5,1,4,1,0,1,0,0,0,21,10,11
1996-1997,207500,University of Oklahoma Norman Campus,Mathematics,'27',Bachelor's degree,19,12,7,15,12,3,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1996-1997,207500,University of Oklahoma Norman Campus,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207500,University of Oklahoma Norman Campus,Philosophy and Religion,'38',Bachelor's degree,13,12,1,11,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,207500,University of Oklahoma Norman Campus,Physical Sciences,'40',Bachelor's degree,116,78,38,86,64,22,6,1,5,1,1,0,16,7,9,2,2,0,0,0,0,5,3,2
1996-1997,207500,University of Oklahoma Norman Campus,Protective Services,'43',Bachelor's degree,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207500,University of Oklahoma Norman Campus,Psychology,'42',Bachelor's degree,140,54,86,110,45,65,9,2,7,3,1,2,6,2,4,9,3,6,0,0,0,3,1,2
1996-1997,207500,University of Oklahoma Norman Campus,Public Administration and Services,'44',Bachelor's degree,62,19,43,43,14,29,9,1,8,2,1,1,1,0,1,6,2,4,0,0,0,1,1,0
1996-1997,207500,University of Oklahoma Norman Campus,Social Sciences and History,'45',Bachelor's degree,293,154,139,226,117,109,21,11,10,8,6,2,5,4,1,21,8,13,0,0,0,12,8,4
