"","player","season","image_url","color","season_game","opponent","game_location","completions","attempts","passing_yards","passing_touchdowns","interceptions","rushing_touchdowns","qb_rating","team_points","opponent_points","completion_percentage","point_contribution_ratio","interceptions_per_attempt","yards_per_completion","yards_per_attempt","touchdowns_per_attempt","touchdowns_per_completion","player_point_to_opponent_point_ratio","label","detail"
"43","Tom Brady",2007,"http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG","#0D254C",3,"BUF","home",23,29,311,4,0,0,150.9,38,7,79.31,63.16,0,13.52,10.72,13.79,17.39,342.86,"Brady '07","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '07</th></tr><tr><td><img src='http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG' height='125' width='100'></td><td align='left'>Season: 2007<br>Game Number: 3<br>QB Rating: 150.9<br>Passing Touchdowns: 4<br>Passing Yards: 311<br>Interceptions: 0</td></tr></table>"
"44","Tom Brady",2007,"http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG","#0D254C",4,"CIN","away",25,32,231,3,1,0,115,34,13,78.12,52.94,3.12,9.24,7.22,9.38,12,138.46,"Brady '07","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '07</th></tr><tr><td><img src='http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG' height='125' width='100'></td><td align='left'>Season: 2007<br>Game Number: 4<br>QB Rating: 115<br>Passing Touchdowns: 3<br>Passing Yards: 231<br>Interceptions: 1</td></tr></table>"
"45","Tom Brady",2007,"http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG","#0D254C",5,"CLE","home",22,38,265,3,0,0,105.7,34,17,57.89,52.94,0,12.05,6.97,7.89,13.64,105.88,"Brady '07","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '07</th></tr><tr><td><img src='http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG' height='125' width='100'></td><td align='left'>Season: 2007<br>Game Number: 5<br>QB Rating: 105.7<br>Passing Touchdowns: 3<br>Passing Yards: 265<br>Interceptions: 0</td></tr></table>"
"46","Tom Brady",2007,"http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG","#0D254C",6,"DAL","away",31,46,388,5,0,0,129.6,48,27,67.39,62.5,0,12.52,8.43,10.87,16.13,111.11,"Brady '07","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '07</th></tr><tr><td><img src='http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG' height='125' width='100'></td><td align='left'>Season: 2007<br>Game Number: 6<br>QB Rating: 129.6<br>Passing Touchdowns: 5<br>Passing Yards: 388<br>Interceptions: 0</td></tr></table>"
"47","Tom Brady",2007,"http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG","#0D254C",7,"MIA","away",21,25,354,6,0,0,158.3,49,28,84,73.47,0,16.86,14.16,24,28.57,128.57,"Brady '07","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '07</th></tr><tr><td><img src='http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG' height='125' width='100'></td><td align='left'>Season: 2007<br>Game Number: 7<br>QB Rating: 158.3<br>Passing Touchdowns: 6<br>Passing Yards: 354<br>Interceptions: 0</td></tr></table>"
"48","Tom Brady",2007,"http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG","#0D254C",8,"WAS","home",29,38,306,3,0,2,125.5,52,7,76.32,57.69,0,10.55,8.05,7.89,10.34,428.57,"Brady '07","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '07</th></tr><tr><td><img src='http://3.bp.blogspot.com/-V_1dP__CU00/UjM6e5f6_XI/AAAAAAAAKTY/hth-u46579o/s1600/Brady_03.PNG' height='125' width='100'></td><td align='left'>Season: 2007<br>Game Number: 8<br>QB Rating: 125.5<br>Passing Touchdowns: 3<br>Passing Yards: 306<br>Interceptions: 0</td></tr></table>"
"49","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",1,"MIA","away",32,48,517,4,1,0,121.6,38,24,66.67,63.16,2.08,16.16,10.77,8.33,12.5,100,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 1<br>QB Rating: 121.6<br>Passing Touchdowns: 4<br>Passing Yards: 517<br>Interceptions: 1</td></tr></table>"
"50","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",2,"SDG","home",31,40,423,3,0,0,135.7,35,21,77.5,51.43,0,13.65,10.57,7.5,9.68,85.71,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 2<br>QB Rating: 135.7<br>Passing Touchdowns: 3<br>Passing Yards: 423<br>Interceptions: 0</td></tr></table>"
"51","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",3,"BUF","away",30,45,387,4,4,0,86.1,31,34,66.67,77.42,8.89,12.9,8.6,8.89,13.33,70.59,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 3<br>QB Rating: 86.1<br>Passing Touchdowns: 4<br>Passing Yards: 387<br>Interceptions: 4</td></tr></table>"
"52","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",4,"OAK","away",16,30,226,2,0,0,100.1,31,19,53.33,38.71,0,14.12,7.53,6.67,12.5,63.16,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 4<br>QB Rating: 100.1<br>Passing Touchdowns: 2<br>Passing Yards: 226<br>Interceptions: 0</td></tr></table>"
"53","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",5,"NYJ","home",24,33,321,1,1,0,100.7,30,21,72.73,20,3.03,13.38,9.73,3.03,4.17,28.57,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 5<br>QB Rating: 100.7<br>Passing Touchdowns: 1<br>Passing Yards: 321<br>Interceptions: 1</td></tr></table>"
"54","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",6,"DAL","home",27,41,289,2,2,0,82.3,20,16,65.85,60,4.88,10.7,7.05,4.88,7.41,75,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 6<br>QB Rating: 82.3<br>Passing Touchdowns: 2<br>Passing Yards: 289<br>Interceptions: 2</td></tr></table>"
"55","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",7,"PIT","away",24,35,198,2,0,0,101.8,17,25,68.57,70.59,0,8.25,5.66,5.71,8.33,48,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 7<br>QB Rating: 101.8<br>Passing Touchdowns: 2<br>Passing Yards: 198<br>Interceptions: 0</td></tr></table>"
"56","Tom Brady",2011,"http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png","#C80815",8,"NYG","home",28,49,342,2,2,0,75.4,20,24,57.14,60,4.08,12.21,6.98,4.08,7.14,50,"Brady '11","<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brady '11</th></tr><tr><td><img src='http://maizeandgoblue.com/wp-content/uploads/2011/09/Tom-Brady.png' height='125' width='100'></td><td align='left'>Season: 2011<br>Game Number: 8<br>QB Rating: 75.4<br>Passing Touchdowns: 2<br>Passing Yards: 342<br>Interceptions: 2</td></tr></table>"
