Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.C,T.C.M,T.C.F,T.AS,T.AS.M,T.AS.W,T.PI,T.PI.M,T.PI.W,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2008-2009,100751,The University of Alabama,First major,Biological and biomedical sciences.,'26',Bachelor's degree,133,60,73,1,1,0,2,1,1,9,1,8,6,3,3,115,54,61,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,1039,633,406,1,1,0,11,8,3,100,47,53,15,7,8,898,564,334,,,,,,,,,,0,0,0,14,6,8
2008-2009,100751,The University of Alabama,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,39,15,24,1,1,0,1,1,0,2,1,1,6,4,2,29,8,21,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,99,44,55,0,0,0,0,0,0,10,2,8,2,1,1,86,40,46,,,,,,,,,,0,0,0,1,1,0
2008-2009,100751,The University of Alabama,First major,Natural resources and conservation.,'03',Bachelor's degree,5,3,2,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Philosophy and religious studies.,'38',Bachelor's degree,20,12,8,0,0,0,0,0,0,2,1,1,2,2,0,16,9,7,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Physical sciences.,'40',Bachelor's degree,37,17,20,0,0,0,1,1,0,3,0,3,1,0,1,31,16,15,,,,,,,,,,0,0,0,1,0,1
2008-2009,100751,The University of Alabama,First major,Security and protective services.,'43',Bachelor's degree,72,43,29,0,0,0,1,1,0,13,4,9,1,0,1,57,38,19,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Computer and information sciences and support services.,'11',Bachelor's degree,27,23,4,0,0,0,0,0,0,5,4,1,0,0,0,21,19,2,,,,,,,,,,0,0,0,1,0,1
2008-2009,100751,The University of Alabama,First major,Education.,'13',Bachelor's degree,272,55,217,0,0,0,1,0,1,14,5,9,5,1,4,249,48,201,,,,,,,,,,0,0,0,3,1,2
2008-2009,100751,The University of Alabama,First major,Engineering.,'14',Bachelor's degree,231,185,46,5,4,1,5,3,2,19,12,7,9,9,0,189,154,35,,,,,,,,,,0,0,0,4,3,1
2008-2009,100751,The University of Alabama,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,431,150,281,1,0,1,4,0,4,39,9,30,1,0,1,385,140,245,,,,,,,,,,0,0,0,1,1,0
2008-2009,100751,The University of Alabama,First major,English language and literature/letters.,'23',Bachelor's degree,75,27,48,0,0,0,0,0,0,4,2,2,4,0,4,67,25,42,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,349,60,289,3,1,2,3,1,2,48,5,43,1,0,1,289,50,239,,,,,,,,,,0,0,0,5,3,2
2008-2009,100751,The University of Alabama,First major,Mathematics and statistics.,'27',Bachelor's degree,20,8,12,0,0,0,0,0,0,2,1,1,0,0,0,18,7,11,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Psychology.,'42',Bachelor's degree,110,27,83,1,0,1,0,0,0,19,3,16,3,1,2,84,22,62,,,,,,,,,,0,0,0,3,1,2
2008-2009,100751,The University of Alabama,First major,Social sciences.,'45',Bachelor's degree,163,98,65,0,0,0,0,0,0,12,8,4,8,5,3,141,83,58,,,,,,,,,,0,0,0,2,2,0
2008-2009,100751,The University of Alabama,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,297,82,215,2,0,2,1,0,1,54,24,30,4,3,1,233,52,181,,,,,,,,,,0,0,0,3,3,0
2008-2009,100751,The University of Alabama,First major,History,'54',Bachelor's degree,64,44,20,1,1,0,0,0,0,2,2,0,1,1,0,60,40,20,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Public administration and social service professions.,'44',Bachelor's degree,44,5,39,1,0,1,1,0,1,14,2,12,0,0,0,28,3,25,,,,,,,,,,0,0,0,0,0,0
2008-2009,100751,The University of Alabama,First major,Visual and performing arts.,'50',Bachelor's degree,173,28,145,0,0,0,2,0,2,11,4,7,3,2,1,154,22,132,,,,,,,,,,0,0,0,3,0,3
2008-2009,228778,The University of Texas at Austin,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,135,50,85,1,0,1,16,4,12,5,1,4,35,14,21,75,29,46,,,,,,,,,,0,0,0,3,2,1
2008-2009,228778,The University of Texas at Austin,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,1067,549,518,2,2,0,273,129,144,21,12,9,142,76,66,581,298,283,,,,,,,,,,1,1,0,47,31,16
2008-2009,228778,The University of Texas at Austin,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,354,35,319,1,0,1,87,12,75,23,3,20,65,7,58,176,12,164,,,,,,,,,,0,0,0,2,1,1
2008-2009,228778,The University of Texas at Austin,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,302,40,262,3,1,2,25,4,21,10,4,6,69,10,59,184,19,165,,,,,,,,,,2,0,2,9,2,7
2008-2009,228778,The University of Texas at Austin,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,165,79,86,0,0,0,15,4,11,12,4,8,39,21,18,94,47,47,,,,,,,,,,1,1,0,4,2,2
2008-2009,228778,The University of Texas at Austin,First major,Mathematics and statistics.,'27',Bachelor's degree,166,111,55,1,0,1,38,24,14,7,2,5,26,19,7,79,57,22,,,,,,,,,,0,0,0,15,9,6
2008-2009,228778,The University of Texas at Austin,First major,Physical sciences.,'40',Bachelor's degree,153,92,61,1,0,1,30,16,14,4,1,3,22,10,12,89,59,30,,,,,,,,,,0,0,0,7,6,1
2008-2009,228778,The University of Texas at Austin,First major,Public administration and social service professions.,'44',Bachelor's degree,73,9,64,2,1,1,8,0,8,11,1,10,11,2,9,41,5,36,,,,,,,,,,0,0,0,0,0,0
2008-2009,228778,The University of Texas at Austin,First major,Visual and performing arts.,'50',Bachelor's degree,309,84,225,2,0,2,15,3,12,5,4,1,57,20,37,223,57,166,,,,,,,,,,1,0,1,6,0,6
2008-2009,228778,The University of Texas at Austin,First major,Architecture and related services.,'04',Bachelor's degree,53,28,25,0,0,0,12,3,9,1,0,1,4,4,0,34,20,14,,,,,,,,,,1,0,1,1,1,0
2008-2009,228778,The University of Texas at Austin,First major,Engineering.,'14',Bachelor's degree,954,746,208,3,2,1,212,157,55,12,7,5,135,106,29,510,413,97,,,,,,,,,,5,4,1,77,57,20
2008-2009,228778,The University of Texas at Austin,First major,English language and literature/letters.,'23',Bachelor's degree,358,118,240,0,0,0,37,8,29,11,1,10,62,21,41,244,87,157,,,,,,,,,,0,0,0,4,1,3
2008-2009,228778,The University of Texas at Austin,First major,History,'54',Bachelor's degree,269,150,119,0,0,0,18,11,7,6,2,4,34,17,17,209,119,90,,,,,,,,,,0,0,0,2,1,1
2008-2009,228778,The University of Texas at Austin,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,156,57,99,0,0,0,29,9,20,2,0,2,9,3,6,115,45,70,,,,,,,,,,0,0,0,1,0,1
2008-2009,228778,The University of Texas at Austin,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,302,52,250,0,0,0,27,0,27,27,16,11,50,8,42,192,27,165,,,,,,,,,,2,1,1,4,0,4
2008-2009,228778,The University of Texas at Austin,First major,Psychology.,'42',Bachelor's degree,346,77,269,0,0,0,56,9,47,22,5,17,64,11,53,194,48,146,,,,,,,,,,0,0,0,10,4,6
2008-2009,228778,The University of Texas at Austin,First major,Biological and biomedical sciences.,'26',Bachelor's degree,702,339,363,5,3,2,236,110,126,20,9,11,99,54,45,327,158,169,,,,,,,,,,0,0,0,15,5,10
2008-2009,228778,The University of Texas at Austin,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,1186,395,791,6,4,2,117,39,78,50,16,34,177,60,117,806,271,535,,,,,,,,,,0,0,0,30,5,25
2008-2009,228778,The University of Texas at Austin,First major,Computer and information sciences and support services.,'11',Bachelor's degree,138,122,16,2,2,0,29,24,5,3,3,0,12,10,2,78,71,7,,,,,,,,,,0,0,0,14,12,2
2008-2009,228778,The University of Texas at Austin,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,296,95,201,3,1,2,32,12,20,8,3,5,65,25,40,179,54,125,,,,,,,,,,1,0,1,8,0,8
2008-2009,228778,The University of Texas at Austin,First major,Philosophy and religious studies.,'38',Bachelor's degree,97,71,26,0,0,0,11,9,2,4,1,3,12,9,3,67,50,17,,,,,,,,,,0,0,0,3,2,1
2008-2009,228778,The University of Texas at Austin,First major,Social sciences.,'45',Bachelor's degree,1166,650,516,5,0,5,143,83,60,44,16,28,228,117,111,702,407,295,,,,,,,,,,3,3,0,41,24,17
2008-2009,134130,University of Florida,First major,Biological and biomedical sciences.,'26',Bachelor's degree,377,178,199,2,0,2,69,38,31,21,8,13,48,21,27,223,105,118,,,,,,,,,,10,4,6,4,2,2
2008-2009,134130,University of Florida,First major,Computer and information sciences and support services.,'11',Bachelor's degree,31,27,4,0,0,0,4,4,0,2,1,1,2,1,1,20,18,2,,,,,,,,,,1,1,0,2,2,0
2008-2009,134130,University of Florida,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,173,28,145,1,0,1,4,1,3,53,7,46,19,6,13,92,14,78,,,,,,,,,,2,0,2,2,0,2
2008-2009,134130,University of Florida,First major,History,'54',Bachelor's degree,251,154,97,4,2,2,8,4,4,10,6,4,24,16,8,198,121,77,,,,,,,,,,7,5,2,0,0,0
2008-2009,134130,University of Florida,First major,Mathematics and statistics.,'27',Bachelor's degree,88,64,24,0,0,0,9,6,3,7,6,1,7,7,0,59,39,20,,,,,,,,,,6,6,0,0,0,0
2008-2009,134130,University of Florida,First major,Architecture and related services.,'04',Bachelor's degree,134,78,56,0,0,0,14,10,4,4,2,2,26,14,12,89,52,37,,,,,,,,,,1,0,1,0,0,0
2008-2009,134130,University of Florida,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,1338,763,575,6,4,2,96,58,38,55,31,24,152,100,52,975,543,432,,,,,,,,,,37,18,19,17,9,8
2008-2009,134130,University of Florida,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,711,186,525,1,0,1,26,9,17,53,13,40,99,19,80,501,135,366,,,,,,,,,,20,6,14,11,4,7
2008-2009,134130,University of Florida,First major,Education.,'13',Bachelor's degree,258,25,233,1,0,1,3,1,2,9,0,9,27,3,24,215,20,195,,,,,,,,,,3,1,2,0,0,0
2008-2009,134130,University of Florida,First major,Engineering technologies/technicians.,'15',Bachelor's degree,139,124,15,0,0,0,4,3,1,2,2,0,10,9,1,116,104,12,,,,,,,,,,7,6,1,0,0,0
2008-2009,134130,University of Florida,First major,English language and literature/letters.,'23',Bachelor's degree,301,104,197,2,0,2,12,6,6,26,5,21,26,13,13,223,76,147,,,,,,,,,,12,4,8,0,0,0
2008-2009,134130,University of Florida,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,701,109,592,1,0,1,42,7,35,95,13,82,77,12,65,469,73,396,,,,,,,,,,12,2,10,5,2,3
2008-2009,134130,University of Florida,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,225,106,119,3,1,2,38,21,17,11,1,10,37,9,28,129,71,58,,,,,,,,,,6,2,4,1,1,0
2008-2009,134130,University of Florida,First major,Philosophy and religious studies.,'38',Bachelor's degree,68,40,28,0,0,0,4,3,1,3,3,0,9,6,3,50,27,23,,,,,,,,,,2,1,1,0,0,0
2008-2009,134130,University of Florida,First major,Visual and performing arts.,'50',Bachelor's degree,269,89,180,3,1,2,11,2,9,17,9,8,53,17,36,169,56,113,,,,,,,,,,9,2,7,7,2,5
2008-2009,134130,University of Florida,First major,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,591,246,345,4,2,2,53,20,33,38,20,18,92,27,65,384,161,223,,,,,,,,,,4,4,0,16,12,4
2008-2009,134130,University of Florida,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,18,4,14,0,0,0,1,0,1,4,1,3,2,0,2,10,3,7,,,,,,,,,,1,0,1,0,0,0
2008-2009,134130,University of Florida,First major,Physical sciences.,'40',Bachelor's degree,183,124,59,0,0,0,26,16,10,7,4,3,19,13,6,118,81,37,,,,,,,,,,10,8,2,3,2,1
2008-2009,134130,University of Florida,First major,Security and protective services.,'43',Bachelor's degree,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0,4,3,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,134130,University of Florida,First major,Engineering.,'14',Bachelor's degree,982,801,181,1,0,1,90,71,19,48,26,22,142,118,24,663,555,108,,,,,,,,,,16,15,1,22,16,6
2008-2009,134130,University of Florida,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,192,64,128,0,0,0,13,3,10,14,3,11,40,13,27,117,44,73,,,,,,,,,,7,1,6,1,0,1
2008-2009,134130,University of Florida,First major,Natural resources and conservation.,'03',Bachelor's degree,115,43,72,2,1,1,5,2,3,4,1,3,13,5,8,86,33,53,,,,,,,,,,3,1,2,2,0,2
2008-2009,134130,University of Florida,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,349,175,174,1,0,1,11,5,6,43,27,16,48,24,24,240,117,123,,,,,,,,,,3,1,2,3,1,2
2008-2009,134130,University of Florida,First major,Psychology.,'42',Bachelor's degree,493,114,379,0,0,0,36,12,24,35,5,30,75,18,57,331,75,256,,,,,,,,,,12,4,8,4,0,4
2008-2009,134130,University of Florida,First major,Social sciences.,'45',Bachelor's degree,1215,587,628,6,3,3,71,33,38,125,42,83,174,66,108,793,412,381,,,,,,,,,,35,25,10,11,6,5
2008-2009,139959,University of Georgia,First major,Biological and biomedical sciences.,'26',Bachelor's degree,512,247,265,1,0,1,90,43,47,33,11,22,14,5,9,362,183,179,,,,,,,,,,7,3,4,5,2,3
2008-2009,139959,University of Georgia,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,1423,820,603,3,1,2,105,55,50,58,24,34,30,20,10,1184,687,497,,,,,,,,,,27,24,3,16,9,7
2008-2009,139959,University of Georgia,First major,History,'54',Bachelor's degree,149,88,61,1,0,1,2,1,1,5,1,4,4,4,0,130,78,52,,,,,,,,,,6,4,2,1,0,1
2008-2009,139959,University of Georgia,First major,Mathematics and statistics.,'27',Bachelor's degree,55,29,26,0,0,0,3,3,0,7,4,3,0,0,0,44,21,23,,,,,,,,,,1,1,0,0,0,0
2008-2009,139959,University of Georgia,First major,Physical sciences.,'40',Bachelor's degree,55,34,21,0,0,0,7,4,3,2,0,2,1,1,0,45,29,16,,,,,,,,,,0,0,0,0,0,0
2008-2009,139959,University of Georgia,First major,Psychology.,'42',Bachelor's degree,351,91,260,1,1,0,22,8,14,27,6,21,9,2,7,281,71,210,,,,,,,,,,9,2,7,2,1,1
2008-2009,139959,University of Georgia,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,13,2,11,0,0,0,2,0,2,2,1,1,0,0,0,8,1,7,,,,,,,,,,0,0,0,1,0,1
2008-2009,139959,University of Georgia,First major,Family and consumer sciences/human sciences.,'19',Bachelor's degree,384,114,270,0,0,0,11,1,10,38,13,25,4,0,4,324,96,228,,,,,,,,,,3,2,1,4,2,2
2008-2009,139959,University of Georgia,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,14,1,13,0,0,0,1,0,1,0,0,0,0,0,0,12,1,11,,,,,,,,,,1,0,1,0,0,0
2008-2009,139959,University of Georgia,First major,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,206,116,90,1,1,0,8,5,3,4,1,3,5,4,1,184,104,80,,,,,,,,,,2,1,1,2,0,2
2008-2009,139959,University of Georgia,First major,English language and literature/letters.,'23',Bachelor's degree,280,107,173,1,0,1,6,0,6,24,5,19,3,1,2,240,97,143,,,,,,,,,,6,4,2,0,0,0
2008-2009,139959,University of Georgia,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,268,73,195,1,0,1,15,6,9,13,3,10,10,3,7,218,60,158,,,,,,,,,,10,1,9,1,0,1
2008-2009,139959,University of Georgia,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,52,38,14,0,0,0,0,0,0,8,3,5,1,1,0,42,33,9,,,,,,,,,,1,1,0,0,0,0
2008-2009,139959,University of Georgia,First major,Philosophy and religious studies.,'38',Bachelor's degree,72,52,20,1,1,0,10,7,3,3,1,2,0,0,0,53,39,14,,,,,,,,,,5,4,1,0,0,0
2008-2009,139959,University of Georgia,First major,Security and protective services.,'43',Bachelor's degree,58,24,34,0,0,0,2,0,2,8,1,7,2,1,1,46,22,24,,,,,,,,,,0,0,0,0,0,0
2008-2009,139959,University of Georgia,First major,Social sciences.,'45',Bachelor's degree,607,300,307,3,1,2,31,17,14,38,18,20,10,3,7,507,255,252,,,,,,,,,,15,4,11,3,2,1
2008-2009,139959,University of Georgia,First major,Architecture and related services.,'04',Bachelor's degree,79,55,24,0,0,0,0,0,0,2,2,0,1,1,0,75,51,24,,,,,,,,,,1,1,0,0,0,0
2008-2009,139959,University of Georgia,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,399,65,334,2,1,1,13,0,13,28,2,26,4,0,4,338,59,279,,,,,,,,,,12,3,9,2,0,2
2008-2009,139959,University of Georgia,First major,Communications technologies/technicians and support services.,'10',Bachelor's degree,85,39,46,1,0,1,1,0,1,4,1,3,2,1,1,75,36,39,,,,,,,,,,2,1,1,0,0,0
2008-2009,139959,University of Georgia,First major,Computer and information sciences and support services.,'11',Bachelor's degree,50,42,8,0,0,0,3,1,2,7,5,2,1,0,1,35,32,3,,,,,,,,,,2,2,0,2,2,0
2008-2009,139959,University of Georgia,First major,Education.,'13',Bachelor's degree,553,161,392,0,0,0,14,3,11,22,4,18,7,3,4,495,147,348,,,,,,,,,,14,3,11,1,1,0
2008-2009,139959,University of Georgia,First major,Engineering.,'14',Bachelor's degree,36,29,7,1,1,0,1,1,0,1,0,1,0,0,0,32,26,6,,,,,,,,,,1,1,0,0,0,0
2008-2009,139959,University of Georgia,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,149,13,136,1,0,1,10,1,9,8,0,8,1,0,1,127,11,116,,,,,,,,,,0,0,0,2,1,1
2008-2009,139959,University of Georgia,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,85,21,64,0,0,0,7,2,5,8,3,5,2,0,2,66,16,50,,,,,,,,,,1,0,1,1,0,1
2008-2009,139959,University of Georgia,First major,Natural resources and conservation.,'03',Bachelor's degree,72,44,28,0,0,0,2,2,0,1,0,1,0,0,0,68,41,27,,,,,,,,,,1,1,0,0,0,0
2008-2009,139959,University of Georgia,First major,Public administration and social service professions.,'44',Bachelor's degree,46,9,37,0,0,0,3,0,3,5,0,5,1,0,1,35,9,26,,,,,,,,,,0,0,0,2,0,2
2008-2009,139959,University of Georgia,First major,Visual and performing arts.,'50',Bachelor's degree,263,60,203,1,1,0,12,1,11,7,4,3,3,0,3,232,53,179,,,,,,,,,,8,1,7,0,0,0
2008-2009,157289,University of Louisville,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,8,3,5,0,0,0,0,0,0,6,3,3,0,0,0,2,0,2,,,,,,,,,,0,0,0,0,0,0
2008-2009,157289,University of Louisville,First major,Education.,'13',Bachelor's degree,118,37,81,0,0,0,1,0,1,21,8,13,1,0,1,95,29,66,,,,,,,,,,0,0,0,0,0,0
2008-2009,157289,University of Louisville,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,35,9,26,0,0,0,0,0,0,1,0,1,0,0,0,32,9,23,,,,,,,,,,2,0,2,0,0,0
2008-2009,157289,University of Louisville,First major,Biological and biomedical sciences.,'26',Bachelor's degree,88,43,45,0,0,0,14,5,9,7,2,5,4,2,2,59,32,27,,,,,,,,,,1,1,0,3,1,2
2008-2009,157289,University of Louisville,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,534,340,194,2,1,1,17,7,10,37,23,14,10,6,4,424,276,148,,,,,,,,,,3,1,2,41,26,15
2008-2009,157289,University of Louisville,First major,English language and literature/letters.,'23',Bachelor's degree,96,25,71,2,0,2,1,0,1,8,0,8,3,1,2,81,24,57,,,,,,,,,,1,0,1,0,0,0
2008-2009,157289,University of Louisville,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,29,9,20,0,0,0,1,1,0,4,1,3,4,2,2,20,5,15,,,,,,,,,,0,0,0,0,0,0
2008-2009,157289,University of Louisville,First major,Mathematics and statistics.,'27',Bachelor's degree,22,13,9,0,0,0,2,0,2,1,0,1,1,1,0,17,11,6,,,,,,,,,,0,0,0,1,1,0
2008-2009,157289,University of Louisville,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,193,98,95,0,0,0,1,1,0,31,12,19,1,1,0,150,81,69,,,,,,,,,,1,1,0,9,2,7
2008-2009,157289,University of Louisville,First major,Philosophy and religious studies.,'38',Bachelor's degree,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,,,,,,,,,,0,0,0,0,0,0
2008-2009,157289,University of Louisville,First major,Psychology.,'42',Bachelor's degree,181,41,140,0,0,0,8,2,6,32,10,22,2,1,1,133,27,106,,,,,,,,,,2,1,1,4,0,4
2008-2009,157289,University of Louisville,First major,Visual and performing arts.,'50',Bachelor's degree,127,42,85,1,0,1,2,0,2,7,3,4,0,0,0,114,38,76,,,,,,,,,,1,0,1,2,1,1
2008-2009,157289,University of Louisville,First major,Engineering.,'14',Bachelor's degree,253,219,34,0,0,0,12,10,2,5,5,0,2,2,0,230,199,31,,,,,,,,,,2,1,1,2,2,0
2008-2009,157289,University of Louisville,First major,Physical sciences.,'40',Bachelor's degree,31,19,12,0,0,0,2,0,2,1,1,0,0,0,0,26,17,9,,,,,,,,,,1,1,0,1,0,1
2008-2009,157289,University of Louisville,First major,Public administration and social service professions.,'44',Bachelor's degree,6,1,5,1,0,1,0,0,0,1,0,1,0,0,0,3,1,2,,,,,,,,,,1,0,1,0,0,0
2008-2009,157289,University of Louisville,First major,Security and protective services.,'43',Bachelor's degree,128,70,58,1,1,0,1,0,1,20,7,13,1,1,0,105,61,44,,,,,,,,,,0,0,0,0,0,0
2008-2009,157289,University of Louisville,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,197,64,133,1,1,0,2,0,2,38,12,26,4,1,3,150,50,100,,,,,,,,,,1,0,1,1,0,1
2008-2009,157289,University of Louisville,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,184,14,170,0,0,0,5,0,5,9,0,9,2,1,1,164,12,152,,,,,,,,,,0,0,0,4,1,3
2008-2009,157289,University of Louisville,First major,History,'54',Bachelor's degree,57,35,22,0,0,0,1,0,1,5,3,2,0,0,0,51,32,19,,,,,,,,,,0,0,0,0,0,0
2008-2009,157289,University of Louisville,First major,Social sciences.,'45',Bachelor's degree,186,84,102,0,0,0,3,2,1,24,8,16,5,2,3,151,71,80,,,,,,,,,,2,1,1,1,0,1
2008-2009,135726,University of Miami,First major,Architecture and related services.,'04',Bachelor's degree,72,38,34,0,0,0,4,3,1,3,0,3,19,9,10,34,20,14,,,,,,,,,,1,0,1,11,6,5
2008-2009,135726,University of Miami,First major,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,3,0,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,,,,,,,,,,0,0,0,0,0,0
2008-2009,135726,University of Miami,First major,Engineering.,'14',Bachelor's degree,146,103,43,0,0,0,7,3,4,8,6,2,39,26,13,63,47,16,,,,,,,,,,16,8,8,13,13,0
2008-2009,135726,University of Miami,First major,History,'54',Bachelor's degree,27,13,14,0,0,0,2,0,2,0,0,0,7,2,5,16,10,6,,,,,,,,,,2,1,1,0,0,0
2008-2009,135726,University of Miami,First major,Natural resources and conservation.,'03',Bachelor's degree,19,8,11,0,0,0,0,0,0,0,0,0,2,0,2,13,7,6,,,,,,,,,,3,0,3,1,1,0
2008-2009,135726,University of Miami,First major,Business- management- marketing- and related support services.,'52',Bachelor's degree,573,337,236,1,1,0,22,15,7,28,16,12,114,57,57,307,190,117,,,,,,,,,,49,29,20,52,29,23
2008-2009,135726,University of Miami,First major,Communication- journalism- and related programs.,'09',Bachelor's degree,250,64,186,0,0,0,6,2,4,18,0,18,56,8,48,129,40,89,,,,,,,,,,28,11,17,13,3,10
2008-2009,135726,University of Miami,First major,Computer and information sciences and support services.,'11',Bachelor's degree,23,21,2,0,0,0,0,0,0,6,6,0,6,5,1,10,9,1,,,,,,,,,,0,0,0,1,1,0
2008-2009,135726,University of Miami,First major,Education.,'13',Bachelor's degree,45,4,41,0,0,0,1,1,0,3,0,3,19,3,16,20,0,20,,,,,,,,,,1,0,1,1,0,1
2008-2009,135726,University of Miami,First major,Health professions and related clinical sciences.,'51',Bachelor's degree,183,34,149,0,0,0,9,0,9,26,2,24,64,20,44,64,8,56,,,,,,,,,,16,4,12,4,0,4
2008-2009,135726,University of Miami,First major,Mathematics and statistics.,'27',Bachelor's degree,10,4,6,0,0,0,2,1,1,0,0,0,3,1,2,3,1,2,,,,,,,,,,1,0,1,1,1,0
2008-2009,135726,University of Miami,First major,Philosophy and religious studies.,'38',Bachelor's degree,22,11,11,0,0,0,1,1,0,0,0,0,5,2,3,12,6,6,,,,,,,,,,3,2,1,1,0,1
2008-2009,135726,University of Miami,First major,Social sciences.,'45',Bachelor's degree,222,100,122,0,0,0,8,5,3,15,3,12,55,23,32,109,57,52,,,,,,,,,,23,8,15,12,4,8
2008-2009,135726,University of Miami,First major,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,55,35,20,0,0,0,1,0,1,10,5,5,2,2,0,30,20,10,,,,,,,,,,10,7,3,2,1,1
2008-2009,135726,University of Miami,First major,Visual and performing arts.,'50',Bachelor's degree,237,123,114,0,0,0,9,5,4,12,6,6,42,18,24,153,87,66,,,,,,,,,,13,3,10,8,4,4
2008-2009,135726,University of Miami,First major,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,10,2,8,0,0,0,0,0,0,0,0,0,2,0,2,6,1,5,,,,,,,,,,2,1,1,0,0,0
2008-2009,135726,University of Miami,First major,Legal professions and studies.,'22',Bachelor's degree,29,16,13,1,1,0,0,0,0,4,2,2,7,2,5,14,9,5,,,,,,,,,,3,2,1,0,0,0
2008-2009,135726,University of Miami,First major,Multi/interdisciplinary studies.,'30',Bachelor's degree,41,21,20,0,0,0,9,6,3,0,0,0,9,3,6,19,10,9,,,,,,,,,,4,2,2,0,0,0
2008-2009,135726,University of Miami,First major,Psychology.,'42',Bachelor's degree,177,34,143,0,0,0,6,1,5,15,2,13,46,6,40,83,15,68,,,,,,,,,,21,9,12,6,1,5
2008-2009,135726,University of Miami,First major,Biological and biomedical sciences.,'26',Bachelor's degree,286,129,157,0,0,0,49,15,34,27,10,17,74,34,40,85,45,40,,,,,,,,,,43,21,22,8,4,4
2008-2009,135726,University of Miami,First major,English language and literature/letters.,'23',Bachelor's degree,67,22,45,0,0,0,1,0,1,4,0,4,22,5,17,28,13,15,,,,,,,,,,11,4,7,1,0,1
2008-2009,135726,University of Miami,First major,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,36,16,20,0,0,0,1,1,0,14,9,5,15,3,12,6,3,3,,,,,,,,,,0,0,0,0,0,0
