Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2010-2011,170976,University of Michigan-Ann Arbor,First major,Architecture and Related Services,'04',Bachelor's degree,91,49,42,0,0,0,9,4,5,2,1,1,5,2,3,0,0,0,59,31,28,3,2,1,5,3,2,8,6,2,9,4,5
2010-2011,170976,University of Michigan-Ann Arbor,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,542,239,303,2,1,1,127,56,71,11,1,10,15,6,9,1,1,0,313,143,170,18,7,11,27,15,12,28,9,19,128,57,71
2010-2011,170976,University of Michigan-Ann Arbor,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,172,39,133,0,0,0,12,3,9,5,2,3,14,5,9,0,0,0,124,27,97,4,0,4,10,2,8,3,0,3,12,3,9
2010-2011,207500,University of Oklahoma Norman Campus,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,104,31,73,8,3,5,6,2,4,6,3,3,3,0,3,0,0,0,72,19,53,0,0,0,8,3,5,1,1,0,6,2,4
2010-2011,207500,University of Oklahoma Norman Campus,First major,Philosophy and Religious Studies,'38',Bachelor's degree,29,20,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22,15,7,0,0,0,5,5,0,1,0,1,1,0,1
2010-2011,207500,University of Oklahoma Norman Campus,First major,Visual and Performing Arts,'50',Bachelor's degree,208,75,133,9,4,5,6,3,3,7,2,5,1,0,1,0,0,0,153,55,98,2,1,1,28,9,19,2,1,1,6,3,3
2010-2011,209542,Oregon State University,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,64,29,35,2,1,1,4,0,4,0,0,0,1,0,1,1,1,0,48,23,25,0,0,0,8,4,4,0,0,0,5,1,4
2010-2011,209542,Oregon State University,First major,Physical Sciences,'40',Bachelor's degree,62,35,27,0,0,0,3,1,2,0,0,0,1,0,1,0,0,0,46,29,17,1,1,0,7,3,4,4,1,3,3,1,2
2010-2011,209542,Oregon State University,First major,Psychology,'42',Bachelor's degree,107,36,71,1,1,0,11,2,9,0,0,0,2,1,1,0,0,0,79,28,51,2,0,2,12,4,8,0,0,0,11,2,9
2010-2011,209542,Oregon State University,First major,Social Sciences,'45',Bachelor's degree,169,106,63,2,1,1,7,4,3,3,3,0,15,7,8,1,1,0,120,78,42,0,0,0,19,10,9,2,2,0,8,5,3
2010-2011,209551,University of Oregon,First major,English Language and Literature/Letters,'23',Bachelor's degree,144,46,98,3,2,1,5,1,4,1,0,1,4,2,2,0,0,0,119,38,81,1,0,1,7,3,4,4,0,4,5,1,4
2010-2011,209551,University of Oregon,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,182,68,114,0,0,0,12,5,7,3,1,2,8,3,5,0,0,0,133,49,84,1,1,0,13,6,7,12,3,9,12,5,7
2010-2011,209551,University of Oregon,First major,Natural Resources and Conservation,'03',Bachelor's degree,101,42,59,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,82,34,48,0,0,0,10,2,8,3,3,0,3,2,1
2010-2011,209551,University of Oregon,First major,Philosophy and Religious Studies,'38',Bachelor's degree,58,39,19,0,0,0,4,1,3,0,0,0,1,1,0,0,0,0,44,31,13,2,1,1,6,4,2,1,1,0,4,1,3
2010-2011,209551,University of Oregon,First major,Social Sciences,'45',Bachelor's degree,824,501,323,9,6,3,46,28,18,28,20,8,27,18,9,10,9,1,604,356,248,11,11,0,52,29,23,37,24,13,56,37,19
2010-2011,217882,Clemson University,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,209,87,122,2,2,0,1,1,0,5,1,4,1,0,1,0,0,0,186,80,106,2,0,2,12,3,9,0,0,0,1,1,0
2010-2011,217882,Clemson University,First major,Architecture and Related Services,'04',Bachelor's degree,79,47,32,1,1,0,1,0,1,5,2,3,3,1,2,0,0,0,65,41,24,0,0,0,4,2,2,0,0,0,1,0,1
2010-2011,217882,Clemson University,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,654,438,216,2,1,1,9,3,6,39,24,15,5,2,3,1,1,0,552,372,180,2,2,0,40,32,8,4,1,3,10,4,6
2010-2011,217882,Clemson University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,64,59,5,0,0,0,4,4,0,1,1,0,1,1,0,0,0,0,47,45,2,0,0,0,4,3,1,7,5,2,4,4,0
2010-2011,217882,Clemson University,First major,Mathematics and Statistics,'27',Bachelor's degree,36,20,16,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,30,16,14,2,1,1,2,1,1,0,0,0,0,0,0
2010-2011,218663,University of South Carolina-Columbia,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,35,29,6,0,0,0,2,2,0,6,3,3,1,0,1,0,0,0,22,20,2,3,3,0,0,0,0,1,1,0,2,2,0
2010-2011,155399,Kansas State University,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,127,67,60,1,1,0,0,0,0,4,3,1,5,2,3,1,0,1,112,60,52,2,0,2,0,0,0,2,1,1,1,0,1
2010-2011,155399,Kansas State University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,155399,Kansas State University,First major,Social Sciences,'45',Bachelor's degree,337,204,133,1,1,0,1,0,1,31,20,11,21,12,9,0,0,0,269,166,103,8,2,6,3,1,2,3,2,1,1,0,1
2010-2011,157289,University of Louisville,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,11,3,8,0,0,0,0,0,0,5,2,3,0,0,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0
2010-2011,157289,University of Louisville,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,190,72,118,0,0,0,1,0,1,30,10,20,6,3,3,0,0,0,145,57,88,2,0,2,2,1,1,4,1,3,1,0,1
2010-2011,157289,University of Louisville,First major,Education,'13',Bachelor's degree,223,70,153,1,0,1,3,0,3,29,10,19,10,4,6,1,0,1,176,55,121,2,1,1,1,0,1,0,0,0,4,0,4
2010-2011,157289,University of Louisville,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,20,9,11,0,0,0,2,0,2,3,2,1,2,0,2,0,0,0,13,7,6,0,0,0,0,0,0,0,0,0,2,0,2
2010-2011,157289,University of Louisville,First major,Physical Sciences,'40',Bachelor's degree,41,20,21,0,0,0,5,1,4,3,1,2,0,0,0,0,0,0,32,18,14,0,0,0,0,0,0,1,0,1,5,1,4
2010-2011,157289,University of Louisville,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,20,2,18,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,209,124,85,1,1,0,6,2,4,18,10,8,7,4,3,0,0,0,171,102,69,0,0,0,3,3,0,3,2,1,6,2,4
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,336,160,176,0,0,0,42,17,25,20,6,14,9,2,7,0,0,0,258,133,125,2,1,1,2,1,1,3,0,3,42,17,25
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,376,114,262,3,0,3,12,4,8,38,12,26,17,5,12,0,0,0,298,89,209,1,1,0,5,1,4,2,2,0,12,4,8
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,19,1,18,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,1,15,0,0,0,1,0,1,0,0,0,0,0,0
2010-2011,170976,University of Michigan-Ann Arbor,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,378,233,145,0,0,0,80,45,35,8,3,5,14,9,5,0,0,0,219,141,78,11,5,6,20,15,5,26,15,11,80,45,35
2010-2011,170976,University of Michigan-Ann Arbor,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,177,151,26,0,0,0,22,19,3,5,5,0,8,8,0,0,0,0,110,95,15,3,3,0,6,3,3,23,18,5,22,19,3
2010-2011,170976,University of Michigan-Ann Arbor,First major,English Language and Literature/Letters,'23',Bachelor's degree,303,95,208,1,0,1,21,5,16,13,2,11,30,10,20,0,0,0,205,66,139,11,2,9,20,9,11,2,1,1,21,5,16
2010-2011,170976,University of Michigan-Ann Arbor,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,266,67,199,0,0,0,8,3,5,10,3,7,19,5,14,0,0,0,208,51,157,8,3,5,13,2,11,0,0,0,8,3,5
2010-2011,170976,University of Michigan-Ann Arbor,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,53,21,32,0,0,0,6,1,5,4,1,3,2,1,1,0,0,0,37,16,21,1,0,1,1,1,0,2,1,1,6,1,5
2010-2011,170976,University of Michigan-Ann Arbor,First major,Education,'13',Bachelor's degree,110,28,82,0,0,0,4,2,2,4,0,4,7,0,7,0,0,0,85,24,61,3,0,3,7,2,5,0,0,0,4,2,2
2010-2011,170976,University of Michigan-Ann Arbor,First major,History,'54',Bachelor's degree,162,98,64,0,0,0,9,2,7,3,1,2,7,4,3,0,0,0,126,82,44,6,2,4,9,6,3,2,1,1,9,2,7
2010-2011,170976,University of Michigan-Ann Arbor,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,76,49,27,0,0,0,3,2,1,13,10,3,2,1,1,0,0,0,52,33,19,2,1,1,0,0,0,4,2,2,3,2,1
2010-2011,170976,University of Michigan-Ann Arbor,First major,Natural Resources and Conservation,'03',Bachelor's degree,104,37,67,0,0,0,3,0,3,1,1,0,6,1,5,0,0,0,81,29,52,3,0,3,9,5,4,1,1,0,3,0,3
2010-2011,170976,University of Michigan-Ann Arbor,First major,Philosophy and Religious Studies,'38',Bachelor's degree,37,32,5,1,1,0,1,0,1,2,2,0,1,1,0,0,0,0,28,25,3,0,0,0,4,3,1,0,0,0,1,0,1
2010-2011,170976,University of Michigan-Ann Arbor,First major,Physical Sciences,'40',Bachelor's degree,92,57,35,0,0,0,11,6,5,0,0,0,3,1,2,0,0,0,69,43,26,1,1,0,3,3,0,5,3,2,11,6,5
2010-2011,181464,University of Nebraska-Lincoln,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,181,87,94,0,0,0,15,5,10,2,2,0,9,4,5,0,0,0,140,69,71,1,1,0,5,2,3,9,4,5,15,5,10
2010-2011,181464,University of Nebraska-Lincoln,First major,Education,'13',Bachelor's degree,294,84,210,2,0,2,1,1,0,1,0,1,5,1,4,0,0,0,272,79,193,6,1,5,6,2,4,1,0,1,1,1,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,83,77,6,2,2,0,1,0,1,1,1,0,5,5,0,0,0,0,69,65,4,0,0,0,3,3,0,2,1,1,1,0,1
2010-2011,181464,University of Nebraska-Lincoln,First major,English Language and Literature/Letters,'23',Bachelor's degree,81,37,44,0,0,0,2,2,0,1,0,1,5,3,2,0,0,0,68,29,39,2,1,1,3,2,1,0,0,0,2,2,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,46,10,36,0,0,0,1,0,1,0,0,0,5,1,4,0,0,0,35,8,27,1,0,1,4,1,3,0,0,0,1,0,1
2010-2011,181464,University of Nebraska-Lincoln,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,15,5,10,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,12,4,8,0,0,0,1,0,1,0,0,0,2,1,1
2010-2011,181464,University of Nebraska-Lincoln,First major,Mathematics and Statistics,'27',Bachelor's degree,33,25,8,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,27,20,7,0,0,0,0,0,0,2,2,0,3,2,1
2010-2011,181464,University of Nebraska-Lincoln,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Philosophy and Religious Studies,'38',Bachelor's degree,7,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Psychology,'42',Bachelor's degree,185,61,124,0,0,0,5,0,5,6,4,2,11,4,7,0,0,0,148,49,99,2,0,2,8,3,5,5,1,4,5,0,5
2010-2011,186380,Rutgers University-New Brunswick,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,97,31,66,0,0,0,15,3,12,1,0,1,7,2,5,0,0,0,74,26,48,0,0,0,0,0,0,0,0,0,15,3,12
2010-2011,186380,Rutgers University-New Brunswick,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,590,281,309,0,0,0,244,118,126,40,16,24,42,17,25,4,2,2,211,109,102,15,6,9,14,6,8,20,7,13,248,120,128
2010-2011,218663,University of South Carolina-Columbia,First major,English Language and Literature/Letters,'23',Bachelor's degree,98,38,60,1,0,1,0,0,0,9,2,7,6,1,5,0,0,0,74,30,44,6,3,3,2,2,0,0,0,0,0,0,0
2010-2011,218663,University of South Carolina-Columbia,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,80,21,59,0,0,0,0,0,0,26,4,22,1,0,1,0,0,0,50,16,34,2,1,1,0,0,0,1,0,1,0,0,0
2010-2011,221999,Vanderbilt University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,21,16,5,2,1,1,3,3,0,1,0,1,0,0,0,0,0,0,13,10,3,1,1,0,1,1,0,0,0,0,3,3,0
2010-2011,221999,Vanderbilt University,First major,Education,'13',Bachelor's degree,67,9,58,0,0,0,0,0,0,7,2,5,1,0,1,0,0,0,58,7,51,0,0,0,1,0,1,0,0,0,0,0,0
2010-2011,221999,Vanderbilt University,First major,Mathematics and Statistics,'27',Bachelor's degree,21,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,6,0,0,0,0,0,0,1,0,1,0,0,0
2010-2011,221999,Vanderbilt University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,38,28,10,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,32,25,7,0,0,0,3,1,2,0,0,0,0,0,0
2010-2011,221999,Vanderbilt University,First major,Psychology,'42',Bachelor's degree,101,13,88,0,0,0,5,0,5,23,2,21,4,0,4,0,0,0,63,10,53,4,1,3,1,0,1,1,0,1,5,0,5
2010-2011,221999,Vanderbilt University,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,17,3,14,0,0,0,1,1,0,5,1,4,1,0,1,0,0,0,8,0,8,0,0,0,2,1,1,0,0,0,1,1,0
2010-2011,221999,Vanderbilt University,First major,Visual and Performing Arts,'50',Bachelor's degree,94,34,60,0,0,0,3,1,2,6,2,4,8,5,3,0,0,0,72,25,47,3,0,3,2,1,1,0,0,0,3,1,2
2010-2011,228246,Southern Methodist University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,67,15,52,0,0,0,3,1,2,1,1,0,9,2,7,0,0,0,50,9,41,0,0,0,0,0,0,4,2,2,3,1,2
2010-2011,228246,Southern Methodist University,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,60,23,37,0,0,0,1,1,0,2,2,0,4,0,4,0,0,0,50,20,30,1,0,1,0,0,0,2,0,2,1,1,0
2010-2011,228723,Texas A & M University-College Station,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,104,85,19,0,0,0,8,7,1,4,4,0,11,7,4,0,0,0,75,63,12,0,0,0,0,0,0,6,4,2,8,7,1
2010-2011,228723,Texas A & M University-College Station,First major,Health Professions and Related Programs,'51',Bachelor's degree,264,20,244,3,0,3,6,0,6,7,0,7,39,5,34,0,0,0,204,15,189,5,0,5,0,0,0,0,0,0,6,0,6
2010-2011,228723,Texas A & M University-College Station,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228723,Texas A & M University-College Station,First major,Mathematics and Statistics,'27',Bachelor's degree,72,32,40,0,0,0,2,1,1,1,0,1,12,7,5,0,0,0,54,23,31,0,0,0,0,0,0,3,1,2,2,1,1
2010-2011,228778,The University of Texas at Austin,First major,Architecture and Related Services,'04',Bachelor's degree,55,24,31,0,0,0,10,1,9,2,0,2,7,5,2,0,0,0,34,16,18,0,0,0,0,0,0,2,2,0,10,1,9
2010-2011,228778,The University of Texas at Austin,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,271,86,185,2,2,0,39,7,32,9,2,7,66,26,40,0,0,0,146,46,100,3,1,2,0,0,0,6,2,4,39,7,32
2010-2011,228778,The University of Texas at Austin,First major,Mathematics and Statistics,'27',Bachelor's degree,201,124,77,2,1,1,45,29,16,8,4,4,34,22,12,0,0,0,94,57,37,1,1,0,0,0,0,17,10,7,45,29,16
2010-2011,186380,Rutgers University-New Brunswick,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,502,272,230,1,0,1,159,101,58,29,9,20,40,15,25,17,8,9,229,132,97,7,3,4,7,2,5,13,2,11,176,109,67
2010-2011,186380,Rutgers University-New Brunswick,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,164,135,29,0,0,0,42,29,13,11,9,2,10,10,0,0,0,0,84,75,9,5,4,1,5,3,2,7,5,2,42,29,13
2010-2011,186380,Rutgers University-New Brunswick,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,118,34,84,0,0,0,15,6,9,6,2,4,25,6,19,0,0,0,69,19,50,2,1,1,0,0,0,1,0,1,15,6,9
2010-2011,186380,Rutgers University-New Brunswick,First major,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',Bachelor's degree,238,161,77,0,0,0,19,15,4,39,16,23,29,15,14,2,2,0,145,111,34,3,1,2,1,1,0,0,0,0,21,17,4
2010-2011,186380,Rutgers University-New Brunswick,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,90,16,74,1,1,0,27,5,22,2,0,2,3,1,2,0,0,0,46,7,39,3,1,2,7,1,6,1,0,1,27,5,22
2010-2011,186380,Rutgers University-New Brunswick,First major,Natural Resources and Conservation,'03',Bachelor's degree,116,55,61,0,0,0,9,4,5,2,1,1,4,2,2,2,0,2,93,47,46,2,0,2,4,1,3,0,0,0,11,4,7
2010-2011,186380,Rutgers University-New Brunswick,First major,Physical Sciences,'40',Bachelor's degree,123,90,33,0,0,0,25,16,9,7,3,4,4,4,0,1,0,1,70,56,14,4,4,0,9,4,5,3,3,0,26,16,10
2010-2011,186380,Rutgers University-New Brunswick,First major,Psychology,'42',Bachelor's degree,626,186,440,0,0,0,123,38,85,48,9,39,70,19,51,1,0,1,351,108,243,13,2,11,13,7,6,7,3,4,124,38,86
2010-2011,186380,Rutgers University-New Brunswick,First major,Social Sciences,'45',Bachelor's degree,960,579,381,3,3,0,209,133,76,70,28,42,90,43,47,7,5,2,532,333,199,10,6,4,24,14,10,15,14,1,216,138,78
2010-2011,198419,Duke University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,60,11,49,0,0,0,11,1,10,18,5,13,7,1,6,0,0,0,17,3,14,3,0,3,1,1,0,3,0,3,11,1,10
2010-2011,198419,Duke University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,26,23,3,0,0,0,11,9,2,0,0,0,1,1,0,0,0,0,11,10,1,0,0,0,2,2,0,1,1,0,11,9,2
2010-2011,198419,Duke University,First major,English Language and Literature/Letters,'23',Bachelor's degree,76,25,51,0,0,0,13,5,8,13,5,8,5,2,3,0,0,0,39,10,29,0,0,0,4,3,1,2,0,2,13,5,8
2010-2011,198419,Duke University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,24,19,5,0,0,0,5,4,1,3,2,1,1,1,0,0,0,0,14,11,3,0,0,0,1,1,0,0,0,0,5,4,1
2010-2011,198419,Duke University,First major,Psychology,'42',Bachelor's degree,128,34,94,1,0,1,16,5,11,21,8,13,5,2,3,0,0,0,76,15,61,4,3,1,3,1,2,2,0,2,16,5,11
2010-2011,199120,University of North Carolina at Chapel Hill,First major,English Language and Literature/Letters,'23',Bachelor's degree,165,57,108,1,1,0,6,1,5,8,2,6,7,3,4,2,0,2,133,49,84,2,0,2,4,0,4,2,1,1,8,1,7
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Physical Sciences,'40',Bachelor's degree,179,108,71,0,0,0,21,10,11,12,6,6,9,6,3,3,3,0,119,73,46,6,4,2,4,3,1,5,3,2,24,13,11
2010-2011,204796,Ohio State University-Main Campus,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,656,300,356,4,2,2,79,42,37,36,14,22,19,5,14,0,0,0,467,212,255,7,1,6,15,10,5,29,14,15,79,42,37
2010-2011,204796,Ohio State University-Main Campus,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,204796,Ohio State University-Main Campus,First major,English Language and Literature/Letters,'23',Bachelor's degree,286,120,166,0,0,0,5,3,2,8,4,4,5,2,3,0,0,0,260,109,151,0,0,0,6,1,5,2,1,1,5,3,2
2010-2011,204796,Ohio State University-Main Campus,First major,History,'54',Bachelor's degree,206,146,60,0,0,0,3,1,2,5,5,0,4,3,1,0,0,0,192,136,56,1,0,1,1,1,0,0,0,0,3,1,2
2010-2011,204796,Ohio State University-Main Campus,First major,Mathematics and Statistics,'27',Bachelor's degree,62,43,19,0,0,0,4,3,1,1,1,0,1,1,0,0,0,0,44,30,14,0,0,0,3,3,0,9,5,4,4,3,1
2010-2011,204796,Ohio State University-Main Campus,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,91,38,53,0,0,0,6,3,3,8,6,2,1,0,1,0,0,0,71,26,45,1,0,1,3,2,1,1,1,0,6,3,3
2010-2011,204796,Ohio State University-Main Campus,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,148,115,33,1,1,0,4,4,0,11,7,4,2,2,0,0,0,0,124,98,26,0,0,0,3,2,1,3,1,2,4,4,0
2010-2011,204796,Ohio State University-Main Campus,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,101,10,91,0,0,0,1,0,1,18,2,16,5,0,5,0,0,0,76,8,68,0,0,0,1,0,1,0,0,0,1,0,1
2010-2011,207388,Oklahoma State University-Main Campus,First major,Architecture and Related Services,'04',Bachelor's degree,50,30,20,2,2,0,1,0,1,0,0,0,2,1,1,0,0,0,43,27,16,1,0,1,0,0,0,1,0,1,1,0,1
2010-2011,207388,Oklahoma State University-Main Campus,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,8,4,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,178,81,97,13,8,5,1,0,1,5,2,3,12,6,6,0,0,0,124,55,69,17,9,8,4,1,3,2,0,2,1,0,1
2010-2011,207388,Oklahoma State University-Main Campus,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,116,108,8,5,5,0,2,2,0,2,2,0,5,4,1,0,0,0,92,88,4,7,5,2,1,1,0,2,1,1,2,2,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,English Language and Literature/Letters,'23',Bachelor's degree,73,28,45,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,58,20,38,5,2,3,3,2,1,1,1,0,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,21,2,19,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,16,1,15,0,0,0,0,0,0,1,0,1,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,113,57,56,9,8,1,1,1,0,6,2,4,4,2,2,0,0,0,88,42,46,4,1,3,1,1,0,0,0,0,1,1,0
2010-2011,207500,University of Oklahoma Norman Campus,First major,Education,'13',Bachelor's degree,167,29,138,11,4,7,3,0,3,2,1,1,3,0,3,0,0,0,138,22,116,0,0,0,10,2,8,0,0,0,3,0,3
2010-2011,207500,University of Oklahoma Norman Campus,First major,English Language and Literature/Letters,'23',Bachelor's degree,56,29,27,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,45,24,21,1,1,0,5,4,1,0,0,0,1,0,1
2010-2011,207500,University of Oklahoma Norman Campus,First major,History,'54',Bachelor's degree,50,30,20,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,40,22,18,1,1,0,2,1,1,0,0,0,2,2,0
2010-2011,207500,University of Oklahoma Norman Campus,First major,Mathematics and Statistics,'27',Bachelor's degree,27,16,11,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,20,12,8,0,0,0,2,2,0,3,1,2,1,1,0
2010-2011,207500,University of Oklahoma Norman Campus,First major,Transportation and Materials Moving,'49',Bachelor's degree,51,42,9,3,1,2,4,4,0,1,1,0,0,0,0,0,0,0,39,32,7,1,1,0,2,2,0,1,1,0,4,4,0
2010-2011,170976,University of Michigan-Ann Arbor,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,190,92,98,0,0,0,11,5,6,10,6,4,14,5,9,0,0,0,135,69,66,7,1,6,12,5,7,1,1,0,11,5,6
2010-2011,170976,University of Michigan-Ann Arbor,First major,Psychology,'42',Bachelor's degree,688,182,506,4,1,3,87,20,67,47,10,37,46,11,35,0,0,0,412,110,302,25,11,14,36,13,23,31,6,25,87,20,67
2010-2011,170976,University of Michigan-Ann Arbor,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,58,30,28,0,0,0,4,3,1,1,1,0,2,1,1,0,0,0,44,22,22,4,1,3,3,2,1,0,0,0,4,3,1
2010-2011,181464,University of Nebraska-Lincoln,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,9,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,1,6,1,1,0,0,0,0,0,0,0,1,0,1
2010-2011,181464,University of Nebraska-Lincoln,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,750,426,324,2,1,1,19,9,10,12,9,3,19,11,8,3,3,0,591,340,251,7,3,4,34,19,15,63,31,32,22,12,10
2010-2011,181464,University of Nebraska-Lincoln,First major,Health Professions and Related Programs,'51',Bachelor's degree,73,8,65,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,65,8,57,2,0,2,2,0,2,0,0,0,1,0,1
2010-2011,181464,University of Nebraska-Lincoln,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,10,4,6,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
