Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Public Affairs,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Renewable Natural Resources,13,12,1,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences,291,182,109,270,168,102,5,2,3,8,6,2,2,1,1,0,0,0,0,0,0,6,5,1
1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,78,32,46,71,29,42,2,2,0,1,0,1,2,1,1,1,0,1,0,0,0,1,0,1
1989-1990,147767,Northwestern University,Bachelor's degree,Allied Health,84,15,69,79,14,65,0,0,0,1,0,1,3,1,2,1,0,1,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Area and Ethnic Studies,10,6,4,9,6,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Business and Management,29,11,18,25,9,16,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Communications,300,116,184,253,102,151,24,4,20,10,5,5,12,5,7,0,0,0,0,0,0,1,0,1
1989-1990,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences,25,23,2,20,19,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0
1989-1990,147767,Northwestern University,Bachelor's degree,Education,30,10,20,23,8,15,2,1,1,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Engineering,197,147,50,143,105,38,12,8,4,3,3,0,29,22,7,0,0,0,0,0,0,10,9,1
1989-1990,147767,Northwestern University,Bachelor's degree,Foreign Languages,29,7,22,25,4,21,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Health Sciences,58,31,27,31,15,16,1,0,1,0,0,0,25,16,9,0,0,0,0,0,0,1,0,1
1989-1990,147767,Northwestern University,Bachelor's degree,Letters,126,46,80,105,40,65,3,0,3,2,0,2,15,5,10,1,1,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Life Sciences,66,41,25,39,24,15,2,1,1,1,1,0,24,15,9,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Mathematics,23,14,9,16,11,5,2,1,1,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,21,8,13,19,7,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,23,15,8,17,11,6,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Physical Sciences,29,20,9,21,14,7,1,0,1,1,0,1,6,6,0,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Psychology,71,23,48,56,17,39,8,3,5,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0
1989-1990,147767,Northwestern University,Bachelor's degree,Public Affairs,86,42,44,63,34,29,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,18,7,11
1989-1990,147767,Northwestern University,Bachelor's degree,Social Sciences,565,319,246,460,266,194,32,15,17,16,9,7,47,24,23,0,0,0,0,0,0,10,5,5
1989-1990,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,174,72,102,161,66,95,5,1,4,0,0,0,6,3,3,0,0,0,0,0,0,2,2,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Agribusiness and Agricultural Production,61,49,12,58,46,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,172,122,50,160,114,46,3,1,2,1,1,,1,,1,0,0,0,5,5,,2,1,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Allied Health,247,42,205,230,36,194,6,3,3,1,1,,5,1,4,0,0,0,5,1,4,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Environmental Design,115,95,20,103,84,19,4,3,1,2,2,,1,1,,0,0,0,1,1,,4,4,
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Area and Ethnic Studies,2,,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Business (Administrative Support),77,56,21,60,44,16,5,3,2,0,0,0,7,5,2,0,0,0,1,1,,4,3,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Business and Management,1033,662,371,914,599,315,19,5,14,6,3,3,31,16,15,0,0,0,36,20,16,27,19,8
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,580,226,354,530,205,325,23,12,11,7,1,6,7,3,4,0,0,0,10,3,7,3,2,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,158,127,31,122,102,20,2,2,,1,,1,12,7,5,0,0,0,7,6,1,14,10,4
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Education,848,248,600,768,226,542,12,6,6,4,1,3,2,2,,1,1,,58,10,48,3,2,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,671,572,99,566,485,81,9,5,4,6,5,1,28,24,4,0,0,0,20,17,3,42,36,6
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages,74,28,46,62,21,41,2,1,1,2,1,1,0,0,0,0,0,0,5,2,3,4,4,
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Health Sciences,302,69,233,273,63,210,11,1,10,3,1,2,7,1,6,0,0,0,4,1,3,4,2,2
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics,238,17,221,213,15,198,10,1,9,3,1,2,5,,5,0,0,0,6,,6,1,,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Letters,195,61,134,179,56,123,5,1,4,2,1,1,4,2,2,1,1,,3,,3,1,,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Life Sciences,207,109,98,179,92,87,6,3,3,4,3,1,12,7,5,0,0,0,5,3,2,1,1,
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Marketing and Distribution,432,255,177,382,234,148,15,2,13,2,1,1,11,6,5,2,1,1,13,7,6,7,4,3
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,63,44,19,51,36,15,2,1,1,1,1,,4,2,2,0,0,0,4,3,1,1,1,
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,16,5,11,13,4,9,1,,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Parks and Recreation,25,17,8,25,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,18,13,5,15,11,4,1,,1,0,0,0,0,0,0,0,0,0,2,2,,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,88,65,23,70,55,15,3,1,2,1,1,,8,3,5,0,0,0,4,3,1,2,2,
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,282,85,197,254,79,175,11,1,10,2,,2,4,1,3,2,,2,8,4,4,1,,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Public Affairs,74,11,63,64,9,55,8,2,6,0,0,0,0,0,0,0,0,0,2,,2,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Renewable Natural Resources,46,26,20,44,26,18,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,0,0,0
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences,574,360,214,515,326,189,25,13,12,8,6,2,4,2,2,1,,1,17,10,7,4,3,1
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Transportation and Material Moving,115,100,15,104,91,13,2,1,1,0,0,0,3,3,,0,0,0,5,4,1,1,1,
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,197,100,97,183,93,90,2,1,1,1,,1,2,2,,0,0,0,7,4,3,2,,2
1989-1990,204796,Ohio State University-Main Campus,Bachelor's degree,Vocational Home Economics,73,34,39,66,29,37,1,,1,1,1,,2,2,,0,0,0,2,1,1,1,1,
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agribusiness and Agricultural Production,87,61,26,82,57,25,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,1
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,138,96,42,130,88,42,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Allied Health,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Environmental Design,45,38,7,29,26,3,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,12,9,3
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business (Administrative Support),8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business and Management,916,525,391,791,451,340,16,7,9,10,6,4,9,6,3,31,17,14,0,0,0,59,38,21
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,122,60,62,119,59,60,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,33,25,8,20,18,2,2,2,0,0,0,0,1,0,1,1,0,1,0,0,0,9,5,4
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,353,101,252,340,98,242,2,1,1,3,0,3,1,0,1,4,1,3,0,0,0,3,1,2
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,244,217,27,159,144,15,9,4,5,0,0,0,14,13,1,5,4,1,0,0,0,57,52,5
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering and Engineering Related Tech,157,150,7,122,116,6,6,5,1,1,1,0,8,8,0,1,1,0,0,0,0,19,19,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages,13,2,11,12,2,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Sciences,30,0,30,29,0,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics,133,11,122,122,11,111,2,0,2,1,0,1,0,0,0,5,0,5,0,0,0,3,0,3
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Letters,65,17,48,61,16,45,2,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal/General Studies,12,8,4,9,6,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Life Sciences,93,52,41,79,46,33,1,0,1,1,0,1,4,2,2,4,2,2,0,0,0,4,2,2
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,23,10,13,18,5,13,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Military Sciences,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks and Recreation,29,11,18,27,11,16,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,15,12,3,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Protective Services,20,19,1,18,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,81,29,52,79,29,50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Renewable Natural Resources,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences,132,72,60,120,67,53,4,2,2,1,0,1,1,0,1,5,3,2,0,0,0,1,0,1
1989-1990,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,27,10,17,24,9,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1
1989-1990,209542,Oregon State University,Bachelor's degree,Agribusiness and Agricultural Production,58,41,17,49,35,14,0,0,0,0,0,0,1,1,,0,0,0,4,3,1,4,2,2
1989-1990,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,70,41,29,48,22,26,0,0,0,0,0,0,2,2,,3,1,2,3,2,1,14,14,
1989-1990,209542,Oregon State University,Bachelor's degree,Area and Ethnic Studies,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,209542,Oregon State University,Bachelor's degree,Business and Management,507,315,192,399,249,150,2,,2,8,5,3,21,14,7,8,5,3,17,10,7,52,32,20
1989-1990,209542,Oregon State University,Bachelor's degree,Communications,72,35,37,64,29,35,0,0,0,1,1,,2,1,1,2,1,1,1,1,,2,2,
1989-1990,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,108,95,13,60,54,6,0,0,0,0,0,0,7,5,2,1,1,,7,7,,33,28,5
1989-1990,209542,Oregon State University,Bachelor's degree,Education,318,120,198,276,105,171,3,3,,2,1,1,5,1,4,10,3,7,20,5,15,2,2,
1989-1990,209542,Oregon State University,Bachelor's degree,Engineering,304,270,34,228,205,23,0,0,0,3,3,,35,29,6,4,4,,10,9,1,24,20,4
1989-1990,209542,Oregon State University,Bachelor's degree,Engineering and Engineering Related Tech,48,43,5,45,42,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1989-1990,209542,Oregon State University,Bachelor's degree,Foreign Languages,22,10,12,19,8,11,0,0,0,2,2,,1,,1,0,0,0,0,0,0,0,0,0
1989-1990,209542,Oregon State University,Bachelor's degree,Health Sciences,93,29,64,77,24,53,1,,1,0,0,0,5,,5,2,1,1,3,1,2,5,3,2
1989-1990,209542,Oregon State University,Bachelor's degree,Home Economics,141,9,132,126,7,119,2,,2,0,0,0,6,1,5,1,,1,5,1,4,1,,1
1989-1990,209542,Oregon State University,Bachelor's degree,Letters,167,70,97,147,64,83,6,3,3,1,1,,2,2,,2,,2,6,,6,3,,3
1989-1990,209542,Oregon State University,Bachelor's degree,Liberal/General Studies,73,34,39,55,25,30,3,2,1,2,2,,2,1,1,5,2,3,5,2,3,1,,1
1989-1990,209542,Oregon State University,Bachelor's degree,Life Sciences,118,59,59,99,49,50,0,0,0,2,1,1,6,4,2,0,0,0,6,3,3,5,2,3
1989-1990,209542,Oregon State University,Bachelor's degree,Mathematics,32,27,5,24,19,5,0,0,0,0,0,0,5,5,,0,0,0,0,0,0,3,3,
1989-1990,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,57,37,20,46,31,15,2,2,,1,1,,4,1,3,2,2,,1,,1,1,,1
1989-1990,209542,Oregon State University,Bachelor's degree,Parks and Recreation,14,7,7,10,4,6,0,0,0,1,,1,1,1,,2,2,,0,0,0,0,0,0
1989-1990,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,11,8,3,8,6,2,0,0,0,0,0,0,0,0,0,1,,1,2,2,,0,0,0
1989-1990,209542,Oregon State University,Bachelor's degree,Physical Sciences,27,22,5,23,18,5,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,3,3,
1989-1990,209542,Oregon State University,Bachelor's degree,Psychology,60,23,37,50,18,32,1,,1,2,1,1,2,2,,0,0,0,3,1,2,2,1,1
1989-1990,209542,Oregon State University,Bachelor's degree,Renewable Natural Resources,75,60,15,60,48,12,0,0,0,2,2,,0,0,0,5,4,1,4,3,1,4,3,1
1989-1990,209542,Oregon State University,Bachelor's degree,Social Sciences,257,158,99,207,129,78,9,4,5,7,4,3,2,2,,3,1,2,11,6,5,18,12,6
1989-1990,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,56,29,27,47,22,25,0,0,0,1,1,,0,0,0,2,1,1,5,4,1,1,1,
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,90,35,55,78,30,48,2,1,1,2,0,2,3,2,1,1,0,1,1,0,1,3,2,1
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Allied Health,25,3,22,22,2,20,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Environmental Design,56,39,17,51,37,14,2,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Area and Ethnic Studies,40,13,27,10,3,7,22,7,15,4,2,2,1,0,1,2,1,1,1,0,1,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Business and Management,438,189,249,377,167,210,23,6,17,11,5,6,14,4,10,0,0,0,5,3,2,8,4,4
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,398,108,290,331,92,239,28,10,18,13,3,10,19,2,17,0,0,0,3,1,2,4,0,4
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences,164,111,53,94,66,28,4,4,0,4,3,1,37,23,14,0,0,0,5,4,1,20,11,9
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,111,46,65,93,40,53,7,3,4,7,3,4,3,0,3,0,0,0,1,0,1,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,484,397,87,343,285,58,11,6,5,10,9,1,83,66,17,0,0,0,12,10,2,25,21,4
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages,112,22,90,74,13,61,13,3,10,17,4,13,5,2,3,1,0,1,0,0,0,2,0,2
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Sciences,157,52,105,118,40,78,12,1,11,8,3,5,15,6,9,0,0,0,2,1,1,2,1,1
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Home Economics,48,0,48,44,0,44,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Letters,428,146,282,358,123,235,31,9,22,8,4,4,18,6,12,1,1,0,8,1,7,4,2,2
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Life Sciences,427,220,207,308,161,147,23,9,14,19,10,9,58,27,31,0,0,0,12,8,4,7,5,2
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,62,30,32,54,26,28,1,0,1,2,1,1,5,3,2,0,0,0,0,0,0,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,16,7,9,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,43,29,14,37,26,11,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,87,67,20,72,60,12,1,0,1,2,2,0,5,0,5,0,0,0,3,2,1,4,3,1
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,54,34,20,35,20,15,14,9,5,1,1,0,3,3,0,0,0,0,1,1,0,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,465,101,364,375,75,300,29,6,23,22,5,17,31,10,21,1,0,1,6,4,2,1,1,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Affairs,23,1,22,10,0,10,7,0,7,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Renewable Natural Resources,13,8,5,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences,1478,778,700,1099,607,492,134,54,80,68,35,33,134,59,75,1,1,0,27,16,11,15,6,9
1989-1990,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,196,74,122,161,63,98,11,5,6,5,2,3,12,2,10,0,0,0,6,2,4,1,0,1
1989-1990,122755,San Jose State University,Bachelor's degree,Allied Health,72,6,66,41,5,36,2,0,2,6,1,5,20,0,20,0,0,0,3,0,3,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Architecture and Environmental Design,36,7,29,25,4,21,0,0,0,2,0,2,4,2,2,0,0,0,1,0,1,4,1,3
1989-1990,122755,San Jose State University,Bachelor's degree,Area and Ethnic Studies,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Business and Management,932,390,542,562,254,308,17,7,10,46,23,23,205,65,140,9,6,3,52,22,30,41,13,28
1989-1990,122755,San Jose State University,Bachelor's degree,Communications,275,102,173,189,72,117,6,2,4,27,10,17,25,6,19,1,1,0,21,9,12,6,2,4
1989-1990,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences,102,63,39,26,21,5,3,3,0,2,1,1,49,23,26,1,1,0,4,4,0,17,10,7
1989-1990,122755,San Jose State University,Bachelor's degree,Education,100,25,75,76,19,57,0,0,0,9,3,6,9,3,6,0,0,0,5,0,5,1,0,1
1989-1990,122755,San Jose State University,Bachelor's degree,Engineering,288,246,42,99,88,11,7,7,0,10,4,6,153,132,21,1,1,0,14,12,2,4,2,2
1989-1990,122755,San Jose State University,Bachelor's degree,Engineering and Engineering Related Tech,91,82,9,68,61,7,0,0,0,5,5,0,11,9,2,0,0,0,6,6,0,1,1,0
1989-1990,122755,San Jose State University,Bachelor's degree,Foreign Languages,24,4,20,14,2,12,1,0,1,7,1,6,0,0,0,0,0,0,2,1,1,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Health Sciences,200,22,178,114,8,106,13,3,10,19,4,15,36,4,32,0,0,0,16,2,14,2,1,1
1989-1990,122755,San Jose State University,Bachelor's degree,Home Economics,13,1,12,8,1,7,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,1,0,1
1989-1990,122755,San Jose State University,Bachelor's degree,Letters,107,31,76,87,27,60,2,1,1,5,2,3,3,0,3,1,0,1,7,1,6,2,0,2
1989-1990,122755,San Jose State University,Bachelor's degree,Liberal/General Studies,171,26,145,130,18,112,4,0,4,20,4,16,6,1,5,2,1,1,9,2,7,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Life Sciences,78,37,41,54,23,31,3,3,0,4,3,1,9,4,5,1,1,0,4,3,1,3,0,3
1989-1990,122755,San Jose State University,Bachelor's degree,Mathematics,39,18,21,20,11,9,0,0,0,1,0,1,8,2,6,0,0,0,5,4,1,5,1,4
1989-1990,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,35,9,26,28,7,21,1,1,0,2,0,2,1,0,1,1,1,0,2,0,2,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Parks and Recreation,18,5,13,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Philosophy and Religion,17,10,7,13,7,6,0,0,0,1,1,0,0,0,0,1,0,1,2,2,0,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Physical Sciences,59,41,18,26,22,4,2,2,0,5,4,1,14,5,9,1,1,0,7,5,2,4,2,2
1989-1990,122755,San Jose State University,Bachelor's degree,Protective Services,90,57,33,54,32,22,5,1,4,12,8,4,12,9,3,2,2,0,4,4,0,1,1,0
1989-1990,122755,San Jose State University,Bachelor's degree,Psychology,151,40,111,107,28,79,4,1,3,9,2,7,21,4,17,0,0,0,7,3,4,3,2,1
1989-1990,122755,San Jose State University,Bachelor's degree,Public Affairs,15,1,14,10,0,10,1,0,1,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0
1989-1990,122755,San Jose State University,Bachelor's degree,Social Sciences,328,153,175,231,100,131,15,8,7,21,10,11,26,16,10,4,3,1,23,13,10,8,3,5
1989-1990,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,209,88,121,150,57,93,2,1,1,9,5,4,24,13,11,3,2,1,19,9,10,2,1,1
1989-1990,228246,Southern Methodist University,Bachelor's degree,Allied Health,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Area and Ethnic Studies,11,3,8,10,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Business and Management,268,153,115,245,143,102,2,1,1,9,5,4,4,1,3,0,0,0,0,0,0,8,3,5
1989-1990,228246,Southern Methodist University,Bachelor's degree,Communications,208,52,156,191,48,143,6,2,4,6,0,6,3,1,2,0,0,0,0,0,0,2,1,1
1989-1990,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences,10,9,1,8,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Education,14,5,9,12,4,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Engineering,88,76,12,63,53,10,2,1,1,11,10,1,7,7,0,0,0,0,0,0,0,5,5,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Engineering and Engineering Related Tech,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Foreign Languages,26,6,20,18,3,15,0,0,0,5,2,3,1,1,0,0,0,0,1,0,1,1,0,1
1989-1990,228246,Southern Methodist University,Bachelor's degree,Letters,51,20,31,49,20,29,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,228246,Southern Methodist University,Bachelor's degree,Life Sciences,18,10,8,12,8,4,1,0,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
