Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Natural Resources and Conservation,'03',First major,279,129,150,2,1,1,5,1,4,7,5,2,54,18,36,1,0,1,202,103,99,6,0,6,0,0,0,2,1,1,6,1,5
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,383,190,193,3,1,2,5,3,2,8,3,5,43,19,24,0,0,0,317,162,155,6,2,4,0,0,0,1,0,1,5,3,2
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Related Services,'04',First major,133,79,54,1,1,0,6,3,3,3,3,0,32,20,12,0,0,0,88,50,38,2,2,0,0,0,0,1,0,1,6,3,3
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,286,68,218,0,0,0,10,3,7,6,2,4,33,6,27,1,0,1,228,54,174,7,3,4,1,0,1,0,0,0,11,3,8
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,55,16,39,0,0,0,1,0,1,0,0,0,14,3,11,0,0,0,39,13,26,0,0,0,1,0,1,0,0,0,1,0,1
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics and Statistics,'27',First major,70,35,35,1,1,0,1,1,0,2,1,1,12,5,7,0,0,0,49,22,27,1,1,0,0,0,0,4,4,0,1,1,0
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religious Studies,'38',First major,17,10,7,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,12,8,4,1,1,0,0,0,0,0,0,0,1,0,1
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,'14',First major,1324,1064,260,5,4,1,84,62,22,26,23,3,181,142,39,0,0,0,924,746,178,26,21,5,1,1,0,77,65,12,84,62,22
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,'40',First major,149,99,50,0,0,0,4,3,1,8,2,6,18,13,5,0,0,0,113,78,35,2,1,1,0,0,0,4,2,2,4,3,1
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences,'45',First major,685,383,302,1,0,1,27,11,16,23,8,15,113,59,54,4,1,3,493,287,206,15,11,4,0,0,0,9,6,3,31,12,19
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,1026,506,520,9,2,7,6,3,3,23,14,9,98,49,49,0,0,0,874,429,445,14,8,6,0,0,0,2,1,1,6,3,3
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1515,748,767,3,2,1,68,36,32,39,13,26,175,87,88,3,3,0,1180,583,597,21,8,13,2,1,1,24,15,9,71,39,32
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,139,25,114,1,0,1,10,2,8,1,1,0,21,4,17,0,0,0,105,17,88,0,0,0,0,0,0,1,1,0,10,2,8
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Health Professions and Related Programs,'51',First major,216,18,198,3,0,3,5,2,3,9,0,9,32,4,28,0,0,0,164,12,152,3,0,3,0,0,0,0,0,0,5,2,3
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,History,'54',First major,206,135,71,2,1,1,0,0,0,4,3,1,29,17,12,0,0,0,163,109,54,8,5,3,0,0,0,0,0,0,0,0,0
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,816,203,613,0,0,0,14,5,9,16,5,11,130,32,98,2,1,1,631,150,481,18,8,10,1,0,1,4,2,2,16,6,10
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,'42',First major,420,107,313,2,1,1,23,8,15,21,4,17,87,27,60,0,0,0,282,65,217,3,1,2,0,0,0,2,1,1,23,8,15
2011-2012,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,'50',First major,23,9,14,0,0,0,1,0,1,2,1,1,5,4,1,0,0,0,15,4,11,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,100751,The University of Alabama,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,157,63,94,0,0,0,6,4,2,15,4,11,2,0,2,0,0,0,133,55,78,0,0,0,0,0,0,1,0,1,6,4,2
2011-2012,100751,The University of Alabama,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1225,763,462,3,2,1,16,7,9,93,40,53,20,12,8,1,0,1,1062,683,379,3,2,1,0,0,0,27,17,10,17,7,10
2011-2012,100751,The University of Alabama,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,487,160,327,4,2,2,4,0,4,57,13,44,11,2,9,0,0,0,409,142,267,0,0,0,0,0,0,2,1,1,4,0,4
2011-2012,100751,The University of Alabama,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,39,11,28,0,0,0,1,0,1,2,1,1,2,1,1,0,0,0,34,9,25,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,100751,The University of Alabama,Bachelor's degree,Natural Resources and Conservation,'03',First major,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Philosophy and Religious Studies,'38',First major,20,17,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,16,3,0,0,0,0,0,0,0,0,0,1,1,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Social Sciences,'45',First major,234,137,97,2,1,1,1,1,0,19,9,10,4,3,1,0,0,0,207,123,84,0,0,0,0,0,0,1,0,1,1,1,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Visual and Performing Arts,'50',First major,164,35,129,1,0,1,0,0,0,13,2,11,1,0,1,0,0,0,148,33,115,0,0,0,0,0,0,1,0,1,0,0,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Education,'13',First major,367,92,275,1,0,1,2,1,1,27,11,16,2,0,2,0,0,0,334,80,254,1,0,1,0,0,0,0,0,0,2,1,1
2011-2012,100751,The University of Alabama,Bachelor's degree,Engineering,'14',First major,334,271,63,1,1,0,6,6,0,22,18,4,6,4,2,0,0,0,285,230,55,1,0,1,0,0,0,13,12,1,6,6,0
2011-2012,100751,The University of Alabama,Bachelor's degree,English Language and Literature/Letters,'23',First major,77,24,53,0,0,0,2,1,1,6,0,6,2,0,2,0,0,0,66,22,44,0,0,0,1,1,0,0,0,0,2,1,1
2011-2012,100751,The University of Alabama,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,93,48,45,0,0,0,0,0,0,26,3,23,1,0,1,0,0,0,65,45,20,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Psychology,'42',First major,178,44,134,0,0,0,1,1,0,23,4,19,2,1,1,0,0,0,150,38,112,1,0,1,0,0,0,1,0,1,1,1,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,25,22,3,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Health Professions and Related Programs,'51',First major,427,73,354,2,1,1,6,1,5,50,9,41,5,0,5,0,0,0,356,58,298,2,1,1,0,0,0,6,3,3,6,1,5
2011-2012,100751,The University of Alabama,Bachelor's degree,Physical Sciences,'40',First major,48,36,12,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,44,32,12,0,0,0,0,0,0,0,0,0,2,2,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,59,11,48,0,0,0,1,0,1,20,2,18,3,3,0,0,0,0,34,6,28,1,0,1,0,0,0,0,0,0,1,0,1
2011-2012,100751,The University of Alabama,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,15,5,10,0,0,0,0,0,0,5,2,3,2,0,2,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,295,54,241,1,0,1,2,0,2,64,16,48,4,1,3,0,0,0,221,37,184,1,0,1,0,0,0,2,0,2,2,0,2
2011-2012,100751,The University of Alabama,Bachelor's degree,History,'54',First major,106,84,22,0,0,0,0,0,0,9,6,3,2,0,2,0,0,0,95,78,17,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Mathematics and Statistics,'27',First major,30,15,15,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,26,14,12,1,1,0,0,0,0,0,0,0,0,0,0
2011-2012,100751,The University of Alabama,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,86,43,43,0,0,0,0,0,0,9,5,4,3,2,1,0,0,0,72,35,37,0,0,0,1,0,1,1,1,0,0,0,0
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,195,172,23,0,0,0,50,39,11,5,4,1,23,21,2,0,0,0,103,97,6,1,1,0,0,0,0,13,10,3,50,39,11
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Mathematics and Statistics,'27',First major,189,122,67,1,0,1,32,22,10,4,3,1,32,21,11,0,0,0,103,66,37,0,0,0,0,0,0,17,10,7,32,22,10
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,169,80,89,0,0,0,14,7,7,14,5,9,27,15,12,0,0,0,111,51,60,0,0,0,1,0,1,2,2,0,14,7,7
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religious Studies,'38',First major,82,51,31,1,0,1,11,6,5,4,1,3,13,7,6,0,0,0,50,36,14,2,0,2,1,1,0,0,0,0,11,6,5
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,81,14,67,0,0,0,7,3,4,5,0,5,32,5,27,0,0,0,34,5,29,0,0,0,1,0,1,2,1,1,7,3,4
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,'50',First major,273,82,191,4,1,3,15,4,11,8,2,6,53,18,35,0,0,0,184,53,131,2,1,1,1,1,0,6,2,4,15,4,11
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Related Services,'04',First major,65,34,31,1,0,1,9,5,4,3,1,2,8,6,2,0,0,0,40,21,19,0,0,0,0,0,0,4,1,3,9,5,4
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,History,'54',First major,250,152,98,0,0,0,23,14,9,5,4,1,46,28,18,0,0,0,171,102,69,0,0,0,3,2,1,2,2,0,23,14,9
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences,'45',First major,1083,634,449,7,3,4,163,90,73,52,21,31,209,120,89,0,0,0,600,365,235,6,3,3,2,1,1,44,31,13,163,90,73
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,151,49,102,0,0,0,18,5,13,9,2,7,38,11,27,0,0,0,81,30,51,2,1,1,1,0,1,2,0,2,18,5,13
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,833,402,431,4,3,1,293,161,132,30,9,21,129,60,69,0,0,0,338,151,187,2,1,1,5,4,1,32,13,19,293,161,132
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,1061,367,694,6,2,4,126,38,88,52,18,34,216,77,139,0,0,0,633,222,411,4,1,3,4,2,2,20,7,13,126,38,88
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,English Language and Literature/Letters,'23',First major,316,96,220,1,0,1,24,8,16,17,3,14,66,23,43,0,0,0,199,59,140,2,0,2,3,0,3,4,3,1,24,8,16
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Health Professions and Related Programs,'51',First major,362,64,298,3,0,3,52,12,40,19,2,17,82,15,67,0,0,0,197,33,164,1,0,1,0,0,0,8,2,6,52,12,40
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,126,56,70,1,1,0,35,15,20,1,1,0,10,3,7,0,0,0,75,36,39,1,0,1,1,0,1,2,0,2,35,15,20
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,'40',First major,234,139,95,2,1,1,41,26,15,7,3,4,19,11,8,0,0,0,152,93,59,0,0,0,1,0,1,12,5,7,41,26,15
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Psychology,'42',First major,336,76,260,0,0,0,57,15,42,23,2,21,86,26,60,0,0,0,156,30,126,1,0,1,2,0,2,11,3,8,57,15,42
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1074,538,536,2,0,2,286,141,145,38,9,29,144,78,66,0,0,0,544,283,261,2,1,1,3,1,2,55,25,30,286,141,145
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Engineering,'14',First major,1065,833,232,6,4,2,245,187,58,25,23,2,163,131,32,0,0,0,544,424,120,2,1,1,2,1,1,78,62,16,245,187,58
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,290,47,243,1,0,1,79,19,60,27,3,24,57,9,48,0,0,0,119,14,105,1,0,1,1,1,0,5,1,4,79,19,60
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,248,69,179,1,0,1,26,9,17,5,3,2,63,9,54,0,0,0,147,47,100,3,0,3,0,0,0,3,1,2,26,9,17
2011-2012,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,338,58,280,2,0,2,33,4,29,24,11,13,83,17,66,0,0,0,182,24,158,3,1,2,1,0,1,10,1,9,33,4,29
2011-2012,134130,University of Florida,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,786,328,458,5,3,2,132,58,74,58,27,31,135,53,82,11,2,9,403,165,238,10,6,4,30,13,17,2,1,1,143,60,83
2011-2012,134130,University of Florida,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1065,598,467,3,2,1,78,43,35,49,24,25,152,83,69,1,1,0,714,400,314,10,5,5,34,24,10,24,16,8,79,44,35
2011-2012,134130,University of Florida,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,175,33,142,1,0,1,6,4,2,48,7,41,27,5,22,1,0,1,77,12,65,5,2,3,9,3,6,1,0,1,7,4,3
2011-2012,134130,University of Florida,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,7,3,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0
2011-2012,134130,University of Florida,Bachelor's degree,Physical Sciences,'40',First major,173,107,66,2,1,1,24,15,9,9,3,6,31,16,15,0,0,0,97,67,30,4,2,2,6,3,3,0,0,0,24,15,9
2011-2012,134130,University of Florida,Bachelor's degree,Psychology,'42',First major,462,94,368,5,2,3,34,8,26,38,7,31,87,15,72,3,1,2,271,55,216,6,2,4,18,4,14,0,0,0,37,9,28
2011-2012,134130,University of Florida,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,22,1,21,0,0,0,1,0,1,7,0,7,4,0,4,0,0,0,10,1,9,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,134130,University of Florida,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,630,159,471,4,1,3,20,4,16,60,19,41,125,30,95,4,2,2,387,93,294,8,1,7,18,7,11,4,2,2,24,6,18
2011-2012,134130,University of Florida,Bachelor's degree,Engineering,'14',First major,1062,839,223,2,1,1,100,72,28,46,32,14,188,145,43,1,1,0,655,530,125,10,10,0,38,31,7,22,17,5,101,73,28
2011-2012,134130,University of Florida,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,98,87,11,0,0,0,2,2,0,3,2,1,12,11,1,0,0,0,79,71,8,0,0,0,1,0,1,1,1,0,2,2,0
2011-2012,134130,University of Florida,Bachelor's degree,Natural Resources and Conservation,'03',First major,138,64,74,1,1,0,4,2,2,3,2,1,15,6,9,0,0,0,109,52,57,2,0,2,3,0,3,1,1,0,4,2,2
2011-2012,134130,University of Florida,Bachelor's degree,Philosophy and Religious Studies,'38',First major,58,30,28,0,0,0,5,3,2,10,5,5,7,5,2,0,0,0,33,17,16,0,0,0,3,0,3,0,0,0,5,3,2
2011-2012,134130,University of Florida,Bachelor's degree,Social Sciences,'45',First major,1111,452,659,8,4,4,55,22,33,179,46,133,203,80,123,3,1,2,597,267,330,13,4,9,40,24,16,13,4,9,58,23,35
2011-2012,134130,University of Florida,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,522,226,296,2,0,2,39,13,26,30,10,20,80,28,52,4,0,4,326,160,166,7,4,3,20,4,16,14,7,7,43,13,30
2011-2012,134130,University of Florida,Bachelor's degree,Architecture and Related Services,'04',First major,114,57,57,0,0,0,15,7,8,4,1,3,30,15,15,0,0,0,59,31,28,0,0,0,2,2,0,4,1,3,15,7,8
2011-2012,134130,University of Florida,Bachelor's degree,Education,'13',First major,231,28,203,2,0,2,6,0,6,8,1,7,21,4,17,2,0,2,187,22,165,2,0,2,3,1,2,0,0,0,8,0,8
2011-2012,134130,University of Florida,Bachelor's degree,English Language and Literature/Letters,'23',First major,266,67,199,2,1,1,10,1,9,30,3,27,44,10,34,1,0,1,169,51,118,3,0,3,7,1,6,0,0,0,11,1,10
2011-2012,134130,University of Florida,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,7,7,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,0
2011-2012,134130,University of Florida,Bachelor's degree,History,'54',First major,176,107,69,1,1,0,8,6,2,8,3,5,27,16,11,0,0,0,120,75,45,3,0,3,9,6,3,0,0,0,8,6,2
2011-2012,134130,University of Florida,Bachelor's degree,Mathematics and Statistics,'27',First major,101,55,46,0,0,0,12,7,5,7,2,5,5,4,1,0,0,0,73,39,34,0,0,0,4,3,1,0,0,0,12,7,5
2011-2012,134130,University of Florida,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,79,37,42,0,0,0,8,4,4,2,0,2,13,3,10,0,0,0,51,27,24,0,0,0,3,2,1,2,1,1,8,4,4
2011-2012,134130,University of Florida,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,220,118,102,1,0,1,10,3,7,34,21,13,34,18,16,0,0,0,132,71,61,1,0,1,6,4,2,2,1,1,10,3,7
2011-2012,134130,University of Florida,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,204,68,136,0,0,0,25,9,16,17,3,14,51,10,41,0,0,0,106,45,61,2,0,2,3,1,2,0,0,0,25,9,16
2011-2012,134130,University of Florida,Bachelor's degree,Health Professions and Related Programs,'51',First major,658,76,582,1,0,1,55,11,44,84,11,73,95,6,89,3,0,3,394,43,351,5,0,5,20,5,15,1,0,1,58,11,47
2011-2012,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,'50',First major,236,68,168,1,0,1,13,4,9,19,9,10,49,19,30,1,0,1,139,32,107,0,0,0,10,2,8,4,2,2,14,4,10
2011-2012,139959,University of Georgia,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,312,73,239,0,0,0,7,2,5,36,14,22,6,3,3,0,0,0,254,53,201,3,0,3,5,1,4,1,0,1,7,2,5
2011-2012,139959,University of Georgia,Bachelor's degree,History,'54',First major,172,109,63,1,0,1,3,2,1,5,1,4,6,3,3,0,0,0,155,102,53,2,1,1,0,0,0,0,0,0,3,2,1
2011-2012,139959,University of Georgia,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,590,295,295,1,1,0,126,69,57,46,20,26,19,8,11,0,0,0,375,186,189,6,4,2,16,7,9,1,0,1,126,69,57
2011-2012,139959,University of Georgia,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,42,35,7,0,0,0,5,4,1,5,3,2,2,2,0,0,0,0,27,23,4,1,1,0,2,2,0,0,0,0,5,4,1
2011-2012,139959,University of Georgia,Bachelor's degree,Natural Resources and Conservation,'03',First major,84,49,35,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,78,49,29,2,0,2,0,0,0,0,0,0,0,0,0
2011-2012,139959,University of Georgia,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,208,112,96,0,0,0,8,4,4,13,10,3,3,2,1,0,0,0,177,93,84,2,1,1,5,2,3,0,0,0,8,4,4
2011-2012,139959,University of Georgia,Bachelor's degree,Psychology,'42',First major,459,114,345,1,0,1,37,8,29,49,10,39,23,6,17,1,0,1,328,83,245,10,4,6,8,3,5,2,0,2,38,8,30
2011-2012,139959,University of Georgia,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,246,114,132,0,0,0,9,2,7,7,1,6,1,0,1,0,0,0,223,106,117,2,2,0,3,2,1,1,1,0,9,2,7
2011-2012,139959,University of Georgia,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1436,858,578,4,3,1,89,44,45,70,24,46,43,19,24,0,0,0,1178,736,442,10,6,4,24,14,10,18,12,6,89,44,45
2011-2012,139959,University of Georgia,Bachelor's degree,Education,'13',First major,400,70,330,1,0,1,11,3,8,18,2,16,10,3,7,0,0,0,355,62,293,1,0,1,4,0,4,0,0,0,11,3,8
2011-2012,139959,University of Georgia,Bachelor's degree,English Language and Literature/Letters,'23',First major,206,46,160,0,0,0,8,1,7,4,1,3,1,1,0,0,0,0,187,42,145,1,0,1,5,1,4,0,0,0,8,1,7
2011-2012,139959,University of Georgia,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,230,63,167,0,0,0,17,4,13,11,2,9,13,3,10,0,0,0,174,51,123,3,0,3,11,3,8,1,0,1,17,4,13
2011-2012,139959,University of Georgia,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,139959,University of Georgia,Bachelor's degree,Mathematics and Statistics,'27',First major,47,30,17,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,41,27,14,0,0,0,2,2,0,0,0,0,3,1,2
2011-2012,139959,University of Georgia,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,157,51,106,0,0,0,9,1,8,21,3,18,4,1,3,0,0,0,119,44,75,1,1,0,3,1,2,0,0,0,9,1,8
2011-2012,139959,University of Georgia,Bachelor's degree,Architecture and Related Services,'04',First major,65,41,24,0,0,0,1,1,0,2,0,2,4,2,2,0,0,0,53,35,18,0,0,0,4,2,2,1,1,0,1,1,0
2011-2012,139959,University of Georgia,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,11,1,10,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,139959,University of Georgia,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,684,159,525,1,0,1,33,10,23,48,15,33,26,3,23,0,0,0,558,129,429,2,0,2,15,2,13,1,0,1,33,10,23
2011-2012,139959,University of Georgia,Bachelor's degree,Engineering,'14',First major,52,46,6,1,1,0,2,2,0,2,1,1,2,2,0,0,0,0,42,38,4,0,0,0,2,1,1,1,1,0,2,2,0
2011-2012,139959,University of Georgia,Bachelor's degree,Health Professions and Related Programs,'51',First major,254,31,223,0,0,0,17,2,15,20,2,18,5,0,5,0,0,0,205,26,179,2,0,2,4,0,4,1,1,0,17,2,15
2011-2012,139959,University of Georgia,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,44,19,25,0,0,0,2,0,2,5,0,5,4,3,1,0,0,0,31,15,16,0,0,0,2,1,1,0,0,0,2,0,2
2011-2012,139959,University of Georgia,Bachelor's degree,Philosophy and Religious Studies,'38',First major,62,36,26,0,0,0,2,1,1,4,3,1,0,0,0,0,0,0,52,31,21,0,0,0,4,1,3,0,0,0,2,1,1
2011-2012,139959,University of Georgia,Bachelor's degree,Physical Sciences,'40',First major,82,58,24,0,0,0,7,3,4,4,2,2,1,1,0,0,0,0,65,47,18,2,2,0,1,1,0,2,2,0,7,3,4
2011-2012,139959,University of Georgia,Bachelor's degree,Social Sciences,'45',First major,672,340,332,3,2,1,35,15,20,43,17,26,34,14,20,0,0,0,524,271,253,6,3,3,25,17,8,2,1,1,35,15,20
2011-2012,139959,University of Georgia,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,59,6,53,0,0,0,1,0,1,3,0,3,4,0,4,0,0,0,47,5,42,0,0,0,4,1,3,0,0,0,1,0,1
2011-2012,139959,University of Georgia,Bachelor's degree,Visual and Performing Arts,'50',First major,282,63,219,0,0,0,12,3,9,12,4,8,11,2,9,0,0,0,235,51,184,2,1,1,9,1,8,1,1,0,12,3,9
2011-2012,157289,University of Louisville,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,220,88,132,1,0,1,4,4,0,35,12,23,5,2,3,0,0,0,167,66,101,2,2,0,2,1,1,4,1,3,4,4,0
2011-2012,157289,University of Louisville,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,37,11,26,0,0,0,0,0,0,4,0,4,4,2,2,0,0,0,27,8,19,0,0,0,2,1,1,0,0,0,0,0,0
2011-2012,157289,University of Louisville,Bachelor's degree,History,'54',First major,63,40,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,62,39,23,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,157289,University of Louisville,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,30,12,18,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,27,11,16,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,157289,University of Louisville,Bachelor's degree,Philosophy and Religious Studies,'38',First major,16,13,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,157289,University of Louisville,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,48,7,41,0,0,0,0,0,0,11,1,10,2,0,2,0,0,0,33,6,27,2,0,2,0,0,0,0,0,0,0,0,0
2011-2012,157289,University of Louisville,Bachelor's degree,Visual and Performing Arts,'50',First major,108,42,66,0,0,0,1,0,1,5,2,3,3,2,1,0,0,0,95,37,58,2,0,2,0,0,0,2,1,1,1,0,1
2011-2012,157289,University of Louisville,Bachelor's degree,Mathematics and Statistics,'27',First major,22,11,11,0,0,0,2,0,2,3,1,2,0,0,0,0,0,0,17,10,7,0,0,0,0,0,0,0,0,0,2,0,2
2011-2012,157289,University of Louisville,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,9,1,8,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0
