Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2011-2012,155399,Kansas State University,Bachelor's degree,Health Professions and Related Programs,'51',First major,129,14,115,0,0,0,1,0,1,6,0,6,4,0,4,0,0,0,110,12,98,2,0,2,3,0,3,3,2,1,1,0,1
2011-2012,155399,Kansas State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,122,61,61,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,114,54,60,1,1,0,2,2,0,1,1,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Physical Sciences,'40',First major,29,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,6,1,1,0,1,1,0,4,3,1,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Education,'13',First major,303,81,222,2,0,2,1,0,1,2,2,0,21,4,17,0,0,0,267,70,197,6,4,2,3,1,2,1,0,1,1,0,1
2011-2012,155399,Kansas State University,Bachelor's degree,Engineering,'14',First major,355,294,61,0,0,0,6,6,0,3,1,2,7,6,1,0,0,0,299,245,54,6,5,1,7,5,2,27,26,1,6,6,0
2011-2012,155399,Kansas State University,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,290,20,270,2,0,2,3,0,3,19,4,15,17,0,17,0,0,0,239,15,224,1,0,1,5,0,5,4,1,3,3,0,3
2011-2012,155399,Kansas State University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,22,7,15,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Transportation and Materials Moving,'49',First major,23,20,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Visual and Performing Arts,'50',First major,109,33,76,1,1,0,1,0,1,1,1,0,2,0,2,0,0,0,96,29,67,6,1,5,0,0,0,2,1,1,1,0,1
2011-2012,155399,Kansas State University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,80,73,7,1,1,0,4,3,1,0,0,0,5,5,0,0,0,0,62,56,6,2,2,0,0,0,0,6,6,0,4,3,1
2011-2012,155399,Kansas State University,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,152,138,14,0,0,0,2,2,0,4,4,0,4,4,0,0,0,0,132,118,14,3,3,0,5,5,0,2,2,0,2,2,0
2011-2012,155399,Kansas State University,Bachelor's degree,English Language and Literature/Letters,'23',First major,46,10,36,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,39,8,31,0,0,0,1,1,0,0,0,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Mathematics and Statistics,'27',First major,21,10,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,7,8,1,1,0,0,0,0,4,2,2,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,70,16,54,0,0,0,1,0,1,1,0,1,3,0,3,0,0,0,61,15,46,3,0,3,1,1,0,0,0,0,1,0,1
2011-2012,155399,Kansas State University,Bachelor's degree,Psychology,'42',First major,74,15,59,0,0,0,0,0,0,2,0,2,3,1,2,0,0,0,65,14,51,2,0,2,0,0,0,2,0,2,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,33,3,30,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,28,3,25,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Architecture and Related Services,'04',First major,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,155399,Kansas State University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,6,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,1,0,1
2011-2012,155399,Kansas State University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,136,70,66,1,0,1,2,1,1,1,1,0,7,4,3,0,0,0,115,62,53,2,0,2,6,1,5,2,1,1,2,1,1
2011-2012,155399,Kansas State University,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,539,308,231,2,2,0,5,2,3,11,10,1,24,13,11,0,0,0,437,248,189,8,7,1,4,2,2,48,24,24,5,2,3
2011-2012,155399,Kansas State University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,127,45,82,2,0,2,2,0,2,5,3,2,3,2,1,1,1,0,110,37,73,2,1,1,1,0,1,1,1,0,3,1,2
2011-2012,155399,Kansas State University,Bachelor's degree,History,'54',First major,34,22,12,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,27,20,7,2,0,2,0,0,0,1,0,1,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Mechanic and Repair Technologies/Technicians,'47',First major,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,155399,Kansas State University,Bachelor's degree,Social Sciences,'45',First major,377,228,149,0,0,0,3,2,1,42,31,11,20,12,8,3,2,1,288,172,116,7,3,4,9,2,7,5,4,1,6,4,2
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,60,19,41,1,1,0,0,0,0,0,0,0,8,3,5,0,0,0,45,15,30,0,0,0,4,0,4,2,0,2,0,0,0
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Health Professions and Related Programs,'51',First major,80,1,79,1,0,1,0,0,0,3,0,3,2,0,2,0,0,0,74,1,73,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,History,'54',First major,139,79,60,1,1,0,1,0,1,7,3,4,1,0,1,0,0,0,124,73,51,3,1,2,2,1,1,0,0,0,1,0,1
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,212,110,102,1,1,0,4,3,1,25,8,17,13,7,6,1,0,1,162,87,75,1,1,0,4,2,2,1,1,0,5,3,2
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,322,109,213,2,0,2,5,1,4,33,12,21,18,6,12,1,0,1,252,84,168,1,1,0,7,3,4,3,2,1,6,1,5
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,35,32,3,0,0,0,2,2,0,5,3,2,2,2,0,0,0,0,20,19,1,0,0,0,2,2,0,4,4,0,2,2,0
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,28,0,28,0,0,0,0,0,0,5,0,5,1,0,1,0,0,0,21,0,21,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religious Studies,'38',First major,16,10,6,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,1,1,0
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,'50',First major,145,56,89,0,0,0,3,0,3,12,5,7,6,1,5,0,0,0,112,44,68,0,0,0,7,4,3,5,2,3,3,0,3
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Architecture and Related Services,'04',First major,86,30,56,0,0,0,3,1,2,4,3,1,4,1,3,0,0,0,73,25,48,0,0,0,1,0,1,1,0,1,3,1,2
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,802,445,357,3,3,0,28,16,12,53,16,37,29,19,10,1,0,1,650,372,278,1,1,0,18,7,11,19,11,8,29,16,13
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,English Language and Literature/Letters,'23',First major,143,42,101,1,1,0,2,0,2,25,10,15,6,0,6,0,0,0,101,27,74,1,0,1,7,4,3,0,0,0,2,0,2
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics and Statistics,'27',First major,50,25,25,0,0,0,4,2,2,8,6,2,1,1,0,0,0,0,37,16,21,0,0,0,0,0,0,0,0,0,4,2,2
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,151,60,91,1,1,0,3,0,3,9,2,7,11,4,7,0,0,0,124,51,73,0,0,0,0,0,0,3,2,1,3,0,3
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Physical Sciences,'40',First major,62,41,21,0,0,0,3,1,2,4,1,3,3,2,1,0,0,0,48,34,14,0,0,0,2,2,0,2,1,1,3,1,2
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences,'45',First major,338,169,169,3,1,2,4,2,2,48,16,32,12,7,5,0,0,0,256,137,119,2,1,1,11,5,6,2,0,2,4,2,2
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,361,164,197,1,0,1,37,14,23,23,7,16,9,3,6,0,0,0,264,127,137,3,2,1,18,7,11,6,4,2,37,14,23
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,'13',First major,458,103,355,1,0,1,10,4,6,24,2,22,15,7,8,0,0,0,398,87,311,1,0,1,8,3,5,1,0,1,10,4,6
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering,'14',First major,484,386,98,1,1,0,20,14,6,22,15,7,20,13,7,0,0,0,378,308,70,1,1,0,12,11,1,30,23,7,20,14,6
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,242,131,111,3,2,1,2,1,1,33,16,17,7,3,4,0,0,0,186,102,84,0,0,0,4,3,1,7,4,3,2,1,1
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Natural Resources and Conservation,'03',First major,69,40,29,0,0,0,4,1,3,3,1,2,1,1,0,0,0,0,60,37,23,0,0,0,1,0,1,0,0,0,4,1,3
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,134,90,44,0,0,0,3,2,1,25,12,13,2,2,0,0,0,0,99,73,26,1,0,1,2,1,1,2,0,2,3,2,1
2011-2012,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,'42',First major,183,42,141,1,0,1,7,1,6,25,3,22,7,2,5,0,0,0,138,35,103,1,0,1,2,1,1,2,0,2,7,1,6
2011-2012,147767,Northwestern University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,107,46,61,0,0,0,53,24,29,1,0,1,3,0,3,0,0,0,42,19,23,2,0,2,5,3,2,1,0,1,53,24,29
2011-2012,147767,Northwestern University,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,23,12,11,0,0,0,3,1,2,1,1,0,2,2,0,0,0,0,10,4,6,1,1,0,6,3,3,0,0,0,3,1,2
2011-2012,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,29,27,2,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0,22,21,1,0,0,0,2,2,0,0,0,0,4,4,0
2011-2012,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,23,15,8,0,0,0,3,1,2,0,0,0,1,0,1,0,0,0,17,12,5,0,0,0,1,1,0,1,1,0,3,1,2
2011-2012,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,'50',First major,216,96,120,0,0,0,14,5,9,3,2,1,9,3,6,0,0,0,175,81,94,2,1,1,12,3,9,1,1,0,14,5,9
2011-2012,147767,Northwestern University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,24,11,13,0,0,0,4,2,2,3,1,2,1,1,0,0,0,0,16,7,9,0,0,0,0,0,0,0,0,0,4,2,2
2011-2012,147767,Northwestern University,Bachelor's degree,Physical Sciences,'40',First major,30,21,9,0,0,0,11,8,3,0,0,0,2,1,1,0,0,0,13,10,3,2,1,1,1,1,0,1,0,1,11,8,3
2011-2012,147767,Northwestern University,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,93,29,64,0,0,0,19,4,15,8,6,2,9,2,7,0,0,0,47,12,35,1,0,1,6,4,2,3,1,2,19,4,15
2011-2012,147767,Northwestern University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,13,6,7,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,147767,Northwestern University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,360,133,227,1,0,1,46,15,31,28,8,20,25,11,14,1,0,1,225,89,136,6,1,5,16,4,12,12,5,7,47,15,32
2011-2012,147767,Northwestern University,Bachelor's degree,Education,'13',First major,13,2,11,0,0,0,4,2,2,1,0,1,2,0,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,2,2
2011-2012,147767,Northwestern University,Bachelor's degree,Engineering,'14',First major,304,197,107,0,0,0,71,50,21,6,4,2,21,10,11,0,0,0,159,105,54,6,4,2,7,3,4,34,21,13,71,50,21
2011-2012,147767,Northwestern University,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2011-2012,147767,Northwestern University,Bachelor's degree,Natural Resources and Conservation,'03',First major,20,8,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,16,8,8,0,0,0,2,0,2,0,0,0,2,0,2
2011-2012,147767,Northwestern University,Bachelor's degree,Psychology,'42',First major,199,59,140,0,0,0,40,14,26,11,3,8,9,4,5,0,0,0,119,34,85,3,0,3,11,3,8,6,1,5,40,14,26
2011-2012,147767,Northwestern University,Bachelor's degree,Social Sciences,'45',First major,450,260,190,1,1,0,115,66,49,12,4,8,38,22,16,0,0,0,216,128,88,5,4,1,25,17,8,38,18,20,115,66,49
2011-2012,147767,Northwestern University,Bachelor's degree,English Language and Literature/Letters,'23',First major,70,20,50,0,0,0,10,2,8,0,0,0,3,1,2,0,0,0,49,14,35,1,0,1,5,3,2,2,0,2,10,2,8
2011-2012,147767,Northwestern University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,48,15,33,0,0,0,3,1,2,6,0,6,4,1,3,0,0,0,28,10,18,0,0,0,4,1,3,3,2,1,3,1,2
2011-2012,147767,Northwestern University,Bachelor's degree,Health Professions and Related Programs,'51',First major,42,14,28,0,0,0,11,5,6,7,3,4,5,1,4,0,0,0,11,2,9,2,0,2,2,1,1,4,2,2,11,5,6
2011-2012,147767,Northwestern University,Bachelor's degree,History,'54',First major,65,32,33,0,0,0,7,5,2,1,1,0,6,3,3,0,0,0,44,20,24,0,0,0,6,2,4,1,1,0,7,5,2
2011-2012,147767,Northwestern University,Bachelor's degree,Mathematics and Statistics,'27',First major,54,37,17,0,0,0,16,9,7,1,1,0,3,2,1,0,0,0,25,20,5,0,0,0,0,0,0,9,5,4,16,9,7
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1914,1117,797,2,2,0,113,68,45,54,27,27,40,25,15,0,0,0,1310,813,497,8,3,5,20,11,9,367,168,199,113,68,45
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,541,217,324,0,0,0,14,4,10,33,12,21,14,9,5,0,0,0,456,187,269,3,0,3,7,2,5,14,3,11,14,4,10
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,'14',First major,1128,956,172,2,1,1,61,54,7,32,24,8,28,21,7,0,0,0,919,791,128,9,6,3,13,13,0,64,46,18,61,54,7
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,330,140,190,2,0,2,20,8,12,11,3,8,14,8,6,0,0,0,267,117,150,8,2,6,4,1,3,4,1,3,20,8,12
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,History,'54',First major,180,126,54,0,0,0,3,2,1,6,2,4,4,2,2,0,0,0,160,116,44,3,2,1,4,2,2,0,0,0,3,2,1
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics and Statistics,'27',First major,117,73,44,0,0,0,11,7,4,4,4,0,2,1,1,0,0,0,69,43,26,0,0,0,1,1,0,30,17,13,11,7,4
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,93,46,47,0,0,0,8,5,3,4,1,3,1,1,0,0,0,0,74,36,38,1,0,1,5,3,2,0,0,0,8,5,3
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,'40',First major,118,92,26,1,1,0,1,1,0,4,3,1,3,0,3,0,0,0,96,79,17,1,1,0,4,2,2,8,5,3,1,1,0
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,'42',First major,632,186,446,1,1,0,25,8,17,49,9,40,21,7,14,0,0,0,499,152,347,9,1,8,8,2,6,20,6,14,25,8,17
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Transportation and Materials Moving,'49',First major,50,42,8,1,1,0,1,0,1,2,2,0,0,0,0,0,0,0,43,37,6,0,0,0,2,2,0,1,0,1,1,0,1
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,470,274,196,3,2,1,10,5,5,11,5,6,10,7,3,0,0,0,422,249,173,0,0,0,9,4,5,5,2,3,10,5,5
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Natural Resources and Conservation,'03',First major,125,71,54,0,0,0,3,1,2,6,1,5,1,0,1,0,0,0,107,66,41,1,0,1,4,2,2,3,1,2,3,1,2
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50',First major,321,127,194,0,0,0,18,6,12,16,7,9,10,4,6,0,0,0,258,102,156,8,3,5,6,4,2,5,1,4,18,6,12
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Services,'04',First major,138,89,49,0,0,0,8,3,5,6,5,1,11,8,3,0,0,0,95,60,35,0,0,0,4,3,1,14,10,4,8,3,5
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,30,6,24,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,20,1,19,0,0,0,1,0,1,0,0,0,0,0,0
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,73,68,5,0,0,0,5,4,1,0,0,0,4,4,0,0,0,0,55,53,2,2,1,1,4,4,0,3,2,1,5,4,1
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Education,'13',First major,230,89,141,0,0,0,6,2,4,7,5,2,7,1,6,0,0,0,204,81,123,1,0,1,4,0,4,1,0,1,6,2,4
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23',First major,322,128,194,0,0,0,14,3,11,21,8,13,4,2,2,0,0,0,274,112,162,7,3,4,1,0,1,1,0,1,14,3,11
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,869,211,658,3,1,2,28,6,22,80,18,62,19,3,16,0,0,0,711,173,538,5,2,3,12,4,8,11,4,7,28,6,22
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Programs,'51',First major,833,150,683,3,0,3,45,13,32,45,9,36,19,4,15,0,0,0,695,122,573,7,1,6,10,1,9,9,0,9,45,13,32
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,126,93,33,1,1,0,2,1,1,12,6,6,0,0,0,0,0,0,106,82,24,2,2,0,2,1,1,1,0,1,2,1,1
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religious Studies,'38',First major,44,34,10,0,0,0,3,3,0,4,2,2,2,1,1,0,0,0,32,25,7,0,0,0,3,3,0,0,0,0,3,3,0
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences,'45',First major,1337,782,555,6,3,3,56,37,19,113,46,67,55,34,21,0,0,0,1019,615,404,6,4,2,25,14,11,57,29,28,56,37,19
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,710,341,369,2,1,1,106,58,48,43,21,22,17,8,9,0,0,0,501,235,266,10,2,8,15,8,7,16,8,8,106,58,48
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,33,19,14,0,0,0,1,1,0,3,2,1,2,0,2,0,0,0,24,14,10,1,1,0,0,0,0,2,1,1,1,1,0
2011-2012,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,159,30,129,0,0,0,1,0,1,25,2,23,3,1,2,0,0,0,125,25,100,2,0,2,1,1,0,2,1,1,1,0,1
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,337,150,187,21,11,10,1,0,1,3,2,1,8,4,4,0,0,0,278,122,156,24,9,15,1,1,0,1,1,0,1,0,1
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1032,575,457,59,31,28,25,16,9,36,21,15,47,37,10,0,0,0,761,413,348,60,31,29,17,10,7,27,16,11,25,16,9
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,153,44,109,11,5,6,1,0,1,3,1,2,5,0,5,0,0,0,114,34,80,15,4,11,3,0,3,1,0,1,1,0,1
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics and Statistics,'27',First major,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,1,1,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences,'45',First major,167,86,81,12,5,7,0,0,0,15,7,8,6,2,4,0,0,0,117,63,54,10,4,6,4,3,1,3,2,1,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Services,'04',First major,42,33,9,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,31,27,4,3,1,2,1,0,1,2,2,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,117,102,15,4,3,1,2,2,0,1,0,1,4,4,0,0,0,0,92,81,11,6,5,1,2,1,1,6,6,0,2,2,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,'14',First major,309,238,71,13,11,2,6,5,1,6,4,2,9,8,1,0,0,0,241,185,56,13,9,4,2,1,1,19,15,4,6,5,1
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,109,53,56,11,4,7,0,0,0,10,3,7,4,3,1,0,0,0,83,43,40,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,'40',First major,38,31,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,29,25,4,4,3,1,0,0,0,1,0,1,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50',First major,76,27,49,5,2,3,2,1,1,3,2,1,2,0,2,0,0,0,57,20,37,6,2,4,0,0,0,1,0,1,2,1,1
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,210,97,113,22,9,13,3,0,3,3,2,1,5,2,3,0,0,0,154,76,78,17,7,10,4,1,3,2,0,2,3,0,3
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,'13',First major,275,94,181,17,7,10,0,0,0,10,6,4,9,4,5,0,0,0,219,71,148,18,5,13,2,1,1,0,0,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering Technologies and Engineering-related Fields,'15',First major,95,93,2,5,5,0,3,3,0,3,2,1,1,1,0,0,0,0,80,79,1,1,1,0,1,1,0,1,1,0,3,3,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,24,5,19,3,2,1,0,0,0,0,0,0,4,3,1,0,0,0,14,0,14,2,0,2,1,0,1,0,0,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,History,'54',First major,41,23,18,4,3,1,0,0,0,1,0,1,1,1,0,0,0,0,32,17,15,2,1,1,1,1,0,0,0,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,45,41,4,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,37,34,3,1,1,0,2,2,0,1,0,1,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Natural Resources and Conservation,'03',First major,14,9,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,7,4,2,1,1,0,0,0,0,0,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,22,4,18,4,1,3,0,0,0,1,0,1,1,0,1,0,0,0,15,3,12,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religious Studies,'38',First major,14,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,2,2,0,0,0,0,0,0,0,0,0,0
