Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Social Sciences and History,346,190,156,280,166,114,51,17,34,7,1,6,5,5,0,0,0,0,0,0,0,3,1,2
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Computer and Information Sciences,35,25,10,20,17,3,9,3,6,0,0,0,5,4,1,0,0,0,0,0,0,1,1,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,78,31,47,64,27,37,12,4,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Philosophy and Religion,14,7,7,13,7,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Education,22,10,12,20,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Area- Ethnic and Cultural Studies,5,3,2,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Health Professions and Related Sciences,189,39,150,164,36,128,19,2,17,0,0,0,4,0,4,1,0,1,0,0,0,1,1,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Protective Services,168,99,69,121,81,40,45,17,28,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,285,70,215,207,41,166,43,8,35,3,0,3,3,0,3,2,1,1,2,1,1,25,19,6
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Marketing Operations/Marketing and Distribution,74,38,36,59,28,31,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Biological Science/Life Sciences,238,107,131,184,80,104,32,12,20,3,2,1,16,11,5,1,1,0,0,0,0,2,1,1
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Business Management and Administrative Services,558,307,251,415,252,163,86,25,61,6,3,3,17,8,9,0,0,0,2,1,1,32,18,14
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,English Language and Literature/Letters,152,51,101,117,42,75,32,8,24,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,123961,University of Southern California,Bachelor's degree,Philosophy and Religion,32,23,9,22,16,6,1,1,0,5,4,1,3,2,1,0,0,0,0,0,0,1,0,1
1995-1996,123961,University of Southern California,Bachelor's degree,Public Administration and Services,71,40,31,38,27,11,13,6,7,14,4,10,5,3,2,0,0,0,1,0,1,0,0,0
1995-1996,123961,University of Southern California,Bachelor's degree,Area- Ethnic and Cultural Studies,13,8,5,6,5,1,0,0,0,0,0,0,5,1,4,0,0,0,1,1,0,1,1,0
1995-1996,123961,University of Southern California,Bachelor's degree,Architecture and Related Programs,88,57,31,45,34,11,3,2,1,9,6,3,19,7,12,2,2,0,2,1,1,8,5,3
1995-1996,123961,University of Southern California,Bachelor's degree,Engineering,261,204,57,103,88,15,20,11,9,29,20,9,62,46,16,0,0,0,6,5,1,41,34,7
1995-1996,123961,University of Southern California,Bachelor's degree,Psychology,141,37,104,93,21,72,3,2,1,22,6,16,15,5,10,1,0,1,1,1,0,6,2,4
1995-1996,123961,University of Southern California,Bachelor's degree,Business Management and Administrative Services,1068,643,425,456,326,130,34,18,16,107,61,46,280,144,136,2,2,0,7,6,1,182,86,96
1995-1996,123961,University of Southern California,Bachelor's degree,Biological Science/Life Sciences,162,78,84,82,43,39,5,0,5,19,12,7,49,17,32,0,0,0,3,3,0,4,3,1
1995-1996,123961,University of Southern California,Bachelor's degree,English Language and Literature/Letters,147,64,83,96,43,53,12,5,7,20,10,10,11,1,10,2,1,1,3,3,0,3,1,2
1995-1996,123961,University of Southern California,Bachelor's degree,Engineering-Related Technologies,9,6,3,4,2,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1995-1996,123961,University of Southern California,Bachelor's degree,Education,54,6,48,29,4,25,3,0,3,7,1,6,11,1,10,0,0,0,3,0,3,1,0,1
1995-1996,123961,University of Southern California,Bachelor's degree,Visual and Performing Arts,208,94,114,147,65,82,8,3,5,14,9,5,21,8,13,1,1,0,6,5,1,11,3,8
1995-1996,123961,University of Southern California,Bachelor's degree,Computer and Information Sciences,20,17,3,4,4,0,1,1,0,1,1,0,8,7,1,0,0,0,0,0,0,6,4,2
1995-1996,123961,University of Southern California,Bachelor's degree,Communications,149,53,96,104,40,64,6,2,4,10,3,7,24,6,18,3,1,2,1,0,1,1,1,0
1995-1996,123961,University of Southern California,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,69,34,35,45,24,21,6,3,3,6,2,4,9,2,7,1,1,0,0,0,0,2,2,0
1995-1996,123961,University of Southern California,Bachelor's degree,Physical Sciences,51,24,27,13,8,5,16,2,14,3,3,0,8,4,4,0,0,0,0,0,0,11,7,4
1995-1996,123961,University of Southern California,Bachelor's degree,Communications Technologies,125,92,33,97,80,17,5,3,2,6,2,4,7,2,5,0,0,0,2,2,0,8,3,5
1995-1996,123961,University of Southern California,Bachelor's degree,Foreign Languages and Literatures,53,17,36,26,12,14,2,0,2,7,2,5,8,0,8,0,0,0,2,0,2,8,3,5
1995-1996,123961,University of Southern California,Bachelor's degree,Health Professions and Related Sciences,169,12,157,90,2,88,23,4,19,18,1,17,38,5,33,0,0,0,0,0,0,0,0,0
1995-1996,123961,University of Southern California,Bachelor's degree,Social Sciences and History,471,289,182,251,149,102,29,18,11,77,49,28,65,40,25,10,8,2,9,7,2,30,18,12
1995-1996,123961,University of Southern California,Bachelor's degree,Mathematics,13,10,3,4,4,0,1,1,0,3,2,1,3,1,2,0,0,0,0,0,0,2,2,0
1995-1996,123961,University of Southern California,Bachelor's degree,Home Economics- General,14,5,9,6,2,4,1,0,1,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Computer and Information Sciences,79,45,34,55,31,24,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,20,13,7
1995-1996,230728,Utah State University,Bachelor's degree,Area- Ethnic and Cultural Studies,3,0,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Law and Legal Studies,8,7,1,7,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Psychology,87,32,55,82,30,52,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1
1995-1996,230728,Utah State University,Bachelor's degree,Engineering-Related Technologies,27,26,1,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
1995-1996,230728,Utah State University,Bachelor's degree,Agricultural Sciences,98,76,22,92,71,21,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,3,2,1
1995-1996,230728,Utah State University,Bachelor's degree,Architecture and Related Programs,18,13,5,16,12,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1995-1996,230728,Utah State University,Bachelor's degree,Engineering,138,120,18,127,114,13,0,0,0,1,0,1,3,3,0,1,0,1,0,0,0,6,3,3
1995-1996,230728,Utah State University,Bachelor's degree,English Language and Literature/Letters,87,24,63,81,22,59,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,1,3
1995-1996,230728,Utah State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,82,49,33,72,45,27,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,6,3,3
1995-1996,230728,Utah State University,Bachelor's degree,Social Sciences and History,172,97,75,155,87,68,2,2,0,4,2,2,5,2,3,0,0,0,0,0,0,6,4,2
1995-1996,230728,Utah State University,Bachelor's degree,Conservation and Renewable Natural Resources,73,51,22,70,49,21,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,230728,Utah State University,Bachelor's degree,Business Management and Administrative Services,326,200,126,276,176,100,1,1,0,3,2,1,6,3,3,0,0,0,0,0,0,40,18,22
1995-1996,230728,Utah State University,Bachelor's degree,Precision Production Trades,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Biological Science/Life Sciences,46,30,16,44,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1995-1996,230728,Utah State University,Bachelor's degree,Physical Sciences,27,22,5,24,20,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0
1995-1996,230728,Utah State University,Bachelor's degree,Communications,42,27,15,40,26,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1995-1996,230728,Utah State University,Bachelor's degree,Mathematics,18,11,7,17,11,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,37,21,16,34,19,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,230728,Utah State University,Bachelor's degree,Public Administration and Services,28,5,23,26,5,21,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Philosophy and Religion,13,8,5,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Home Economics- General,167,25,142,158,23,135,1,1,0,1,0,1,3,1,2,0,0,0,0,0,0,4,0,4
1995-1996,230728,Utah State University,Bachelor's degree,Visual and Performing Arts,113,45,68,102,42,60,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,7,1,6
1995-1996,230728,Utah State University,Bachelor's degree,Foreign Languages and Literatures,39,27,12,35,25,10,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,230728,Utah State University,Bachelor's degree,Marketing Operations/Marketing and Distribution,15,1,14,13,1,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1995-1996,230728,Utah State University,Bachelor's degree,Agricultural Business and Production,28,19,9,27,18,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1995-1996,230728,Utah State University,Bachelor's degree,Health Professions and Related Sciences,73,31,42,68,29,39,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,1,1
1995-1996,230728,Utah State University,Bachelor's degree,Education,466,107,359,448,103,345,2,1,1,4,1,3,6,1,5,0,0,0,1,0,1,5,1,4
1995-1996,221999,Vanderbilt University,Bachelor's degree,Biological Science/Life Sciences,90,44,46,65,30,35,2,1,1,4,2,2,15,10,5,0,0,0,4,1,3,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Mathematics,48,27,21,44,24,20,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Psychology,123,50,73,107,44,63,2,0,2,3,0,3,8,4,4,0,0,0,3,2,1,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Physical Sciences,45,33,12,32,24,8,2,1,1,2,2,0,6,4,2,0,0,0,3,2,1,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Visual and Performing Arts,40,16,24,32,11,21,1,1,0,2,0,2,3,2,1,0,0,0,2,2,0,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Foreign Languages and Literatures,47,17,30,43,15,28,0,0,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Social Sciences and History,392,225,167,338,193,145,21,9,12,4,4,0,9,4,5,0,0,0,14,10,4,6,5,1
1995-1996,221999,Vanderbilt University,Bachelor's degree,English Language and Literature/Letters,97,44,53,90,41,49,3,0,3,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Engineering,231,180,51,187,143,44,12,5,7,6,6,0,14,14,0,0,0,0,3,3,0,9,9,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Philosophy and Religion,23,18,5,20,15,5,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Area- Ethnic and Cultural Studies,16,4,12,15,4,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Multi/Interdisciplinary Studies,49,26,23,44,22,22,2,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Education,81,12,69,71,10,61,6,1,5,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0
1995-1996,221999,Vanderbilt University,Bachelor's degree,Computer and Information Sciences,14,12,2,11,11,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
