Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,186,63,123,151,51,100,14,3,11,6,1,5,5,4,1,3,2,1,5,2,3,2,0,2
1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Biological Science/Life Sciences,199,113,86,163,96,67,12,3,9,7,4,3,11,7,4,1,1,0,1,0,1,4,2,2
1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Architecture and Related Programs,91,56,35,77,46,31,2,2,0,5,3,2,2,2,0,0,0,0,2,1,1,3,2,1
1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages and Literatures,37,13,24,27,9,18,2,1,1,5,1,4,1,1,0,1,0,1,0,0,0,1,1,0
1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Computer and Information Sciences,40,29,11,29,23,6,2,1,1,0,0,0,4,3,1,0,0,0,1,0,1,4,2,2
1995-1996,147767,Northwestern University,Bachelor's degree,Area- Ethnic and Cultural Studies,15,7,8,11,5,6,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1995-1996,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,165,61,104,140,51,89,9,4,5,5,2,3,7,2,5,1,1,0,0,0,0,3,1,2
1995-1996,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,28,15,13,22,12,10,2,0,2,1,0,1,2,2,0,0,0,0,0,0,0,1,1,0
1995-1996,147767,Northwestern University,Bachelor's degree,Communications,227,90,137,186,80,106,13,3,10,6,2,4,16,3,13,1,0,1,1,0,1,4,2,2
1995-1996,147767,Northwestern University,Bachelor's degree,Physical Sciences,28,14,14,17,8,9,2,1,1,1,0,1,7,5,2,0,0,0,0,0,0,1,0,1
1995-1996,147767,Northwestern University,Bachelor's degree,Psychology,154,53,101,106,35,71,8,4,4,4,2,2,32,11,21,0,0,0,1,1,0,3,0,3
1995-1996,147767,Northwestern University,Bachelor's degree,Business Management and Administrative Services,69,30,39,44,18,26,16,9,7,0,0,0,7,2,5,2,1,1,0,0,0,0,0,0
1995-1996,147767,Northwestern University,Bachelor's degree,Foreign Languages and Literatures,32,13,19,29,13,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
1995-1996,147767,Northwestern University,Bachelor's degree,Social Sciences and History,392,228,164,288,172,116,15,7,8,4,3,1,69,37,32,0,0,0,6,3,3,10,6,4
1995-1996,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences,27,19,8,18,15,3,0,0,0,2,1,1,5,3,2,0,0,0,0,0,0,2,0,2
1995-1996,147767,Northwestern University,Bachelor's degree,Education,30,14,16,26,13,13,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,147767,Northwestern University,Bachelor's degree,English Language and Literature/Letters,222,84,138,178,76,102,8,1,7,5,2,3,24,3,21,0,0,0,3,2,1,4,0,4
1995-1996,147767,Northwestern University,Bachelor's degree,Biological Science/Life Sciences,116,61,55,60,39,21,3,0,3,1,0,1,51,22,29,0,0,0,1,0,1,0,0,0
1995-1996,147767,Northwestern University,Bachelor's degree,Mathematics,37,24,13,26,16,10,3,3,0,1,1,0,6,3,3,0,0,0,1,1,0,0,0,0
1995-1996,147767,Northwestern University,Bachelor's degree,Health Professions and Related Sciences,56,15,41,34,9,25,3,1,2,0,0,0,18,4,14,0,0,0,0,0,0,1,1,0
1995-1996,147767,Northwestern University,Bachelor's degree,Engineering,304,202,102,179,126,53,22,8,14,5,3,2,76,46,30,0,0,0,2,2,0,20,17,3
1995-1996,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,26,17,9,15,10,5,1,0,1,0,0,0,9,6,3,0,0,0,0,0,0,1,1,0
1995-1996,147767,Northwestern University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,5,3,2,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,147767,Northwestern University,Bachelor's degree,Public Administration and Services,22,6,16,16,3,13,5,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,80,58,22,64,50,14,9,3,6,2,2,0,2,2,0,0,0,0,3,1,2,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,228,93,135,199,82,117,16,6,10,4,1,3,4,1,3,0,0,0,5,3,2,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,107,48,59,85,41,44,4,0,4,7,3,4,5,2,3,0,0,0,4,2,2,2,0,2
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,584,146,438,514,129,385,23,6,17,5,3,2,33,7,26,0,0,0,3,0,3,6,1,5
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences and History,793,459,334,659,393,266,66,26,40,10,6,4,33,18,15,4,2,2,5,5,0,16,9,7
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,39,22,17,35,18,17,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,172,122,50,158,114,44,1,1,0,2,1,1,4,4,0,2,0,2,0,0,0,5,2,3
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics- General,386,93,293,325,84,241,29,5,24,7,1,6,12,2,10,1,0,1,7,1,6,5,0,5
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,588,480,108,475,391,84,19,12,7,9,8,1,27,18,9,0,0,0,8,8,0,50,43,7
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,145,121,24,101,87,14,4,3,1,2,2,0,17,13,4,1,1,0,4,3,1,16,12,4
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Education,581,200,381,541,192,349,14,1,13,6,2,4,6,1,5,1,0,1,10,3,7,3,1,2
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,537,203,334,461,183,278,42,10,32,8,4,4,9,2,7,3,1,2,7,1,6,7,2,5
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,246,136,110,200,112,88,12,4,8,3,1,2,25,16,9,1,1,0,1,0,1,4,2,2
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,358,119,239,308,104,204,27,9,18,3,1,2,12,3,9,3,0,3,3,1,2,2,1,1
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,37,6,31,20,1,19,15,5,10,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,762,464,298,570,366,204,38,15,23,7,5,2,35,18,17,2,1,1,22,13,9,88,46,42
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,197,95,102,175,85,90,4,2,2,6,5,1,4,2,2,0,0,0,2,1,1,6,0,6
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,80,54,26,69,46,23,1,0,1,0,0,0,7,6,1,0,0,0,1,1,0,2,1,1
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,167,101,66,161,96,65,1,1,0,1,1,0,0,0,0,0,0,0,3,2,1,1,1,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Programs,82,69,13,68,58,10,3,3,0,2,1,1,2,1,1,0,0,0,0,0,0,7,6,1
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,66,55,11,56,47,9,2,0,2,4,4,0,1,1,0,0,0,0,0,0,0,3,3,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,20,17,3,16,14,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,73,45,28,61,38,23,4,1,3,0,0,0,5,4,1,0,0,0,1,1,0,2,1,1
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,12,9,3,9,9,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Marketing Operations/Marketing and Distribution,201,124,77,154,103,51,8,4,4,2,1,1,4,2,2,0,0,0,3,3,0,30,11,19
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Services,61,7,54,48,5,43,7,2,5,1,0,1,3,0,3,1,0,1,1,0,1,0,0,0
1995-1996,204796,Ohio State University-Main Campus,Bachelor's degree,Vocational Home Economics,24,13,11,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,16,10,6,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Protective Services,52,48,4,40,37,3,0,0,0,4,4,0,0,0,0,4,3,1,0,0,0,4,4,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,87,32,55,73,27,46,1,0,1,0,0,0,6,1,5,7,4,3,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,36,17,19,31,14,17,0,0,0,1,0,1,1,1,0,3,2,1,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,22,5,17,20,4,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,99,53,46,82,46,36,0,0,0,3,1,2,3,2,1,10,3,7,0,0,0,1,1,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics- General,127,9,118,110,6,104,1,0,1,2,0,2,2,0,2,7,2,5,0,0,0,5,1,4
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Programs,30,24,6,26,20,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,313,106,207,281,96,185,3,2,1,3,1,2,3,0,3,20,6,14,0,0,0,3,1,2
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,91,84,7,75,70,5,0,0,0,1,1,0,6,4,2,5,5,0,0,0,0,4,4,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,74,29,45,59,24,35,1,0,1,4,2,2,1,0,1,6,2,4,0,0,0,3,1,2
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,58,54,4,51,48,3,1,1,0,2,2,0,4,3,1,0,0,0,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,256,209,47,188,153,35,1,1,0,0,0,0,13,11,2,11,6,5,0,0,0,43,38,5
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,19,3,16,18,3,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,26,12,14,24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,24,21,3,14,14,0,0,0,0,0,0,0,1,1,0,3,0,3,0,0,0,6,6,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,9,7,2,8,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Business and Production,58,39,19,52,36,16,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,39,3,36,37,3,34,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,138,86,52,125,76,49,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,1,1,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,18,15,3,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,48,18,30,42,16,26,1,0,1,1,0,1,0,0,0,3,2,1,0,0,0,1,0,1
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences and History,130,64,66,103,47,56,11,6,5,0,0,0,0,0,0,10,5,5,0,0,0,6,6,0
1995-1996,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,529,280,249,343,172,171,10,6,4,3,1,2,8,4,4,26,15,11,0,0,0,139,82,57
1995-1996,209542,Oregon State University,Bachelor's degree,Education,84,36,48,71,29,42,0,0,0,3,1,2,7,4,3,0,0,0,3,2,1,0,0,0
1995-1996,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,85,52,33,64,40,24,0,0,0,4,3,1,9,4,5,0,0,0,6,4,2,2,1,1
1995-1996,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,91,48,43,81,46,35,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,7,1,6
1995-1996,209542,Oregon State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,137,44,93,113,34,79,4,2,2,5,1,4,5,2,3,1,0,1,8,4,4,1,1,0
1995-1996,209542,Oregon State University,Bachelor's degree,Foreign Languages and Literatures,17,6,11,14,6,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
1995-1996,209542,Oregon State University,Bachelor's degree,Mathematics,27,20,7,21,15,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,1
1995-1996,209542,Oregon State University,Bachelor's degree,Agricultural Business and Production,64,48,16,59,44,15,1,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0
1995-1996,209542,Oregon State University,Bachelor's degree,Social Sciences and History,187,113,74,142,85,57,3,3,0,9,4,5,12,6,6,4,1,3,10,8,2,7,6,1
1995-1996,209542,Oregon State University,Bachelor's degree,Physical Sciences,39,24,15,30,16,14,0,0,0,2,2,0,3,2,1,0,0,0,4,4,0,0,0,0
1995-1996,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,43,23,20,35,18,17,0,0,0,1,1,0,3,3,0,1,0,1,1,1,0,2,0,2
1995-1996,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,18,11,7,15,9,6,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1995-1996,209542,Oregon State University,Bachelor's degree,Conservation and Renewable Natural Resources,109,78,31,90,65,25,1,1,0,4,3,1,1,1,0,3,3,0,7,3,4,3,2,1
1995-1996,209542,Oregon State University,Bachelor's degree,Biological Science/Life Sciences,143,74,69,113,60,53,0,0,0,4,2,2,14,6,8,2,2,0,4,1,3,6,3,3
1995-1996,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,41,36,5,26,23,3,0,0,0,1,1,0,4,3,1,0,0,0,3,2,1,7,7,0
1995-1996,209542,Oregon State University,Bachelor's degree,Marketing Operations/Marketing and Distribution,27,1,26,19,0,19,0,0,0,1,0,1,2,0,2,0,0,0,4,1,3,1,0,1
1995-1996,209542,Oregon State University,Bachelor's degree,Engineering,349,312,37,261,239,22,1,1,0,5,5,0,32,25,7,3,3,0,11,10,1,36,29,7
1995-1996,209542,Oregon State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,18,13,5,16,11,5,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1995-1996,209542,Oregon State University,Bachelor's degree,English Language and Literature/Letters,118,47,71,101,38,63,2,2,0,4,2,2,4,2,2,1,0,1,5,2,3,1,1,0
1995-1996,209542,Oregon State University,Bachelor's degree,Home Economics- General,185,22,163,159,16,143,2,1,1,5,0,5,11,3,8,3,2,1,1,0,1,4,0,4
1995-1996,209542,Oregon State University,Bachelor's degree,Communications,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,209542,Oregon State University,Bachelor's degree,Psychology,89,28,61,76,25,51,0,0,0,1,0,1,5,0,5,2,2,0,0,0,0,5,1,4
1995-1996,209542,Oregon State University,Bachelor's degree,Health Professions and Related Sciences,155,62,93,123,44,79,1,1,0,1,0,1,14,7,7,2,1,1,10,7,3,4,2,2
1995-1996,209542,Oregon State University,Bachelor's degree,Business Management and Administrative Services,328,207,121,264,169,95,0,0,0,6,5,1,19,6,13,2,2,0,8,8,0,29,17,12
1995-1996,209542,Oregon State University,Bachelor's degree,Area- Ethnic and Cultural Studies,19,8,11,12,8,4,0,0,0,1,0,1,1,0,1,3,0,3,0,0,0,2,0,2
1995-1996,209542,Oregon State University,Bachelor's degree,Science Technologies,4,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Business Management and Administrative Services,373,198,175,246,134,112,21,11,10,20,12,8,60,27,33,0,0,0,6,2,4,20,12,8
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,519,135,384,381,101,280,33,6,27,45,12,33,46,16,30,0,0,0,11,0,11,3,0,3
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,116,84,32,77,61,16,8,6,2,2,1,1,23,12,11,0,0,0,1,0,1,5,4,1
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Sciences,229,65,164,119,37,82,12,1,11,22,5,17,65,19,46,2,1,1,8,2,6,1,0,1
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences,159,116,43,81,66,15,5,4,1,7,6,1,50,29,21,0,0,0,5,4,1,11,7,4
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,65,20,45,50,17,33,1,0,1,6,1,5,6,2,4,0,0,0,1,0,1,1,0,1
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Biological Science/Life Sciences,428,194,234,247,115,132,17,7,10,20,7,13,121,50,71,1,0,1,14,11,3,8,4,4
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,English Language and Literature/Letters,284,85,199,224,74,150,19,3,16,13,3,10,16,3,13,0,0,0,10,2,8,2,0,2
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,170,106,64,105,74,31,25,11,14,25,13,12,8,3,5,0,0,0,6,5,1,1,0,1
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,332,114,218,242,89,153,36,8,28,16,5,11,27,9,18,0,0,0,8,2,6,3,1,2
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,120,47,73,90,38,52,6,3,3,7,2,5,12,4,8,1,0,1,1,0,1,3,0,3
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Services,20,0,20,13,0,13,4,0,4,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,5,3,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Related Programs,36,25,11,32,22,10,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences and History,1032,557,475,728,402,326,90,37,53,44,25,19,112,64,48,1,1,0,37,15,22,20,13,7
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,467,390,77,267,225,42,20,18,2,21,19,2,105,80,25,0,0,0,14,12,2,40,36,4
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Conservation and Renewable Natural Resources,212,110,102,177,93,84,6,2,4,11,3,8,10,8,2,0,0,0,6,2,4,2,2,0
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages and Literatures,102,23,79,59,11,48,8,3,5,26,7,19,6,2,4,0,0,0,2,0,2,1,0,1
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic and Cultural Studies,80,24,56,40,10,30,22,6,16,9,7,2,4,0,4,1,0,1,3,1,2,1,0,1
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,38,23,15,27,18,9,2,0,2,3,1,2,3,2,1,0,0,0,3,2,1,0,0,0
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,80,40,40,56,31,25,7,2,5,2,2,0,13,5,8,0,0,0,1,0,1,1,0,1
1995-1996,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,173,61,112,125,43,82,10,3,7,15,9,6,14,4,10,0,0,0,6,2,4,3,0,3
1995-1996,122755,San Jose State University,Bachelor's degree,Engineering-Related Technologies,163,143,20,71,66,5,10,8,2,13,11,2,47,40,7,0,0,0,21,17,4,1,1,0
1995-1996,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,18,3,15,9,0,9,0,0,0,2,1,1,3,1,2,1,1,0,3,0,3,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,Social Sciences and History,287,143,144,139,72,67,13,5,8,57,24,33,25,17,8,4,2,2,38,15,23,11,8,3
1995-1996,122755,San Jose State University,Bachelor's degree,Education,176,37,139,102,19,83,5,2,3,15,3,12,31,7,24,2,2,0,19,3,16,2,1,1
1995-1996,122755,San Jose State University,Bachelor's degree,Protective Services,115,69,46,46,26,20,13,8,5,33,21,12,13,7,6,0,0,0,10,7,3,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,Foreign Languages and Literatures,42,10,32,14,3,11,0,0,0,19,4,15,3,1,2,0,0,0,3,1,2,3,1,2
1995-1996,122755,San Jose State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,35,13,22,24,9,15,1,0,1,5,3,2,3,0,3,1,1,0,1,0,1,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,Home Economics- General,41,3,38,20,1,19,1,0,1,1,0,1,9,1,8,1,0,1,9,1,8,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,Psychology,215,57,158,121,30,91,5,1,4,31,4,27,27,15,12,2,0,2,28,6,22,1,1,0
1995-1996,122755,San Jose State University,Bachelor's degree,Business Management and Administrative Services,883,379,504,309,147,162,30,10,20,85,41,44,315,115,200,6,1,5,87,47,40,51,18,33
1995-1996,122755,San Jose State University,Bachelor's degree,Physical Sciences,57,36,21,25,17,8,0,0,0,2,1,1,19,11,8,2,2,0,5,3,2,4,2,2
1995-1996,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,272,113,159,130,47,83,2,0,2,25,12,13,62,32,30,4,1,3,36,20,16,13,1,12
1995-1996,122755,San Jose State University,Bachelor's degree,Philosophy and Religion,15,7,8,7,3,4,0,0,0,3,1,2,4,2,2,0,0,0,1,1,0,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,English Language and Literature/Letters,125,49,76,74,25,49,5,1,4,17,8,9,10,6,4,0,0,0,18,9,9,1,0,1
1995-1996,122755,San Jose State University,Bachelor's degree,Health Professions and Related Sciences,329,46,283,164,21,143,12,2,10,30,1,29,95,20,75,1,0,1,24,2,22,3,0,3
1995-1996,122755,San Jose State University,Bachelor's degree,Communications,211,106,105,97,43,54,11,6,5,28,14,14,33,21,12,1,1,0,36,19,17,5,2,3
1995-1996,122755,San Jose State University,Bachelor's degree,Public Administration and Services,48,7,41,21,1,20,4,2,2,8,0,8,12,4,8,0,0,0,3,0,3,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,133,28,105,86,17,69,6,2,4,19,4,15,7,0,7,0,0,0,15,5,10,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,Conservation and Renewable Natural Resources,65,32,33,41,20,21,1,0,1,6,1,5,5,4,1,1,0,1,11,7,4,0,0,0
1995-1996,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences,86,56,30,16,14,2,1,1,0,3,1,2,43,22,21,0,0,0,8,5,3,15,13,2
1995-1996,122755,San Jose State University,Bachelor's degree,Engineering,368,309,59,124,102,22,4,4,0,33,29,4,174,145,29,1,1,0,31,27,4,1,1,0
1995-1996,122755,San Jose State University,Bachelor's degree,Biological Science/Life Sciences,108,43,65,44,18,26,3,1,2,10,6,4,39,14,25,0,0,0,9,2,7,3,2,1
1995-1996,122755,San Jose State University,Bachelor's degree,Mathematics,24,12,12,11,5,6,0,0,0,2,2,0,7,3,4,0,0,0,3,1,2,1,1,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,124,54,70,109,46,63,7,3,4,3,3,0,4,2,2,0,0,0,0,0,0,1,0,1
1995-1996,228246,Southern Methodist University,Bachelor's degree,Business Management and Administrative Services,349,193,156,286,168,118,11,3,8,24,10,14,16,6,10,1,0,1,0,0,0,11,6,5
1995-1996,228246,Southern Methodist University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,4,2,2,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,16,11,5,11,9,2,1,1,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Psychology,107,23,84,90,19,71,8,2,6,6,2,4,3,0,3,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences,12,8,4,8,7,1,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Area- Ethnic and Cultural Studies,6,1,5,2,0,2,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religion,11,7,4,10,6,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1995-1996,228246,Southern Methodist University,Bachelor's degree,Mathematics,15,8,7,10,6,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,0,1
1995-1996,228246,Southern Methodist University,Bachelor's degree,Biological Science/Life Sciences,62,30,32,42,24,18,2,0,2,6,4,2,12,2,10,0,0,0,0,0,0,0,0,0
