,team,season,player,position,age,salary_millions,salary_2013_millions,sources,notes_other,table_name,player_bref_url,disputed_salary,tm,pst_team
1083,New York Yankees,1994,Don Mattingly,"First Baseman, Outfielder",33,4.02,6.331,1996 Joint Exhibit 1,"Incl. $400,000 signing bonus",salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1084,New York Yankees,1984,Don Mattingly,"First Baseman, Outfielder",23,0.13,0.292,1/4/85 TSN,,salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1085,New York Yankees,1998,Jorge Posada,Catcher,26,0.25,0.358,4/3/98 USA Today,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1086,New York Yankees,1987,Don Mattingly,"First Baseman, Outfielder",26,1.975,4.058,"G. Scully, Business of MLB, p. 163","Arbitration win; $1,700,000 offer",salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1087,New York Yankees,2001,Derek Jeter,Shortstop,27,12.6,16.611,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1088,New York Yankees,2008,Jorge Posada,Catcher,36,13.1,14.203,,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1089,New York Yankees,2010,Nick Swisher,"Rightfielder, First Baseman",29,6.85,7.333,,,salaries,http://www.baseball-reference.com/players/s/swishni01.shtml,FALSE,NYY,Yankees
1090,New York Yankees,2012,Eric Chavez,Third Baseman,34,0.9,0.915,contracts,,salaries,http://www.baseball-reference.com/players/c/chaveer01.shtml,FALSE,NYY,Yankees
1091,New York Yankees,2011,A.J. Burnett,Pitcher,34,16.5,17.122,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,NYY,Yankees
1092,New York Yankees,2005,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",34,13.429,16.051,,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,FALSE,NYY,Yankees
1093,New York Yankees,1988,Dave Winfield,Rightfielder,36,1.959,3.866,,,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,TRUE,NYY,Yankees
1094,New York Yankees,2009,Kei Igawa,Pitcher,29,4,4.352,,,salaries,http://www.baseball-reference.com/players/i/igawake01.shtml,FALSE,NYY,Yankees
1095,New York Yankees,2006,Mike Mussina,Pitcher,37,19,22.001,,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1096,New York Yankees,2007,Derek Jeter,Shortstop,33,21.6,24.318,,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1097,New York Yankees,2006,Jorge Posada,Catcher,34,12,13.896,,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1098,New York Yankees,2005,Derek Jeter,Shortstop,31,19.6,23.427,,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1099,New York Yankees,2003,Mike Mussina,Pitcher,34,12,15.228,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1100,New York Yankees,2012,CC Sabathia,Pitcher,31,23,23.387,contracts,,salaries,http://www.baseball-reference.com/players/s/sabatc.01.shtml,FALSE,NYY,Yankees
1101,New York Yankees,2010,Alex Rodriguez,"Shortstop, Third Baseman",34,33,35.327,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1102,New York Yankees,2009,Jorge Posada,Catcher,37,13.1,14.254,,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1103,New York Yankees,2008,Kei Igawa,Pitcher,28,4,4.337,,,salaries,http://www.baseball-reference.com/players/i/igawake01.shtml,FALSE,NYY,Yankees
1104,New York Yankees,2011,Eric Chavez,Third Baseman,33,1.5,1.557,,,salaries,http://www.baseball-reference.com/players/c/chaveer01.shtml,FALSE,NYY,Yankees
1105,New York Yankees,2011,Curtis Granderson,Centerfielder,30,8.25,8.561,,,salaries,http://www.baseball-reference.com/players/g/grandcu01.shtml,FALSE,NYY,Yankees
1106,New York Yankees,2010,Chan Ho Park,Pitcher,37,1.2,1.285,,,salaries,http://www.baseball-reference.com/players/p/parkch01.shtml,FALSE,NYY,Yankees
1107,New York Yankees,1986,Dave Winfield,Rightfielder,34,1.887,4.018,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1108,New York Yankees,1996,Darryl Strawberry,Rightfielder,34,0.3,0.447,1997 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYY,Yankees
1109,New York Yankees,1977,Reggie Jackson,Rightfielder,31,0.525,2.022,9/20/81 NY Times,"$200K salary, $400K bonus, $660K def., PR job",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,NYY,Yankees
1110,New York Yankees,2005,Jorge Posada,Catcher,33,11,13.148,,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1111,New York Yankees,2011,Nick Swisher,"Rightfielder, First Baseman",30,9.1,9.443,,,salaries,http://www.baseball-reference.com/players/s/swishni01.shtml,FALSE,NYY,Yankees
1112,New York Yankees,2009,Nick Swisher,"Rightfielder, First Baseman",28,5.4,5.876,,,salaries,http://www.baseball-reference.com/players/s/swishni01.shtml,FALSE,NYY,Yankees
1113,New York Yankees,2007,Mike Mussina,Pitcher,38,11.07,12.463,,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1114,New York Yankees,2005,Mike Mussina,Pitcher,36,19,22.71,,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1115,New York Yankees,2008,Mike Mussina,Pitcher,39,11.071,12.004,,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1116,New York Yankees,2003,Derek Jeter,Shortstop,29,15.6,19.796,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1117,New York Yankees,2007,Bobby Abreu,Rightfielder,33,15,16.887,,,salaries,http://www.baseball-reference.com/players/a/abreubo01.shtml,FALSE,NYY,Yankees
1118,New York Yankees,1999,Derek Jeter,Shortstop,25,5,7.007,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1119,New York Yankees,2011,A.J. Burnett,Pitcher,34,16.5,17.122,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,NYY,Yankees
1120,New York Yankees,2010,Curtis Granderson,Centerfielder,29,5.5,5.888,,,salaries,http://www.baseball-reference.com/players/g/grandcu01.shtml,FALSE,NYY,Yankees
1121,New York Yankees,2001,Mike Mussina,Pitcher,32,10,13.184,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1122,New York Yankees,2005,Alex Rodriguez,"Shortstop, Third Baseman",29,26,31.077,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1123,New York Yankees,2002,Mike Mussina,Pitcher,33,11,14.277,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1124,New York Yankees,2009,A.J. Burnett,Pitcher,32,16.5,17.954,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,NYY,Yankees
1125,New York Yankees,2004,Mike Mussina,Pitcher,35,16,19.774,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,NYY,Yankees
1126,New York Yankees,2004,Jorge Posada,Catcher,32,9,11.123,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1127,New York Yankees,2002,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",31,10.429,13.535,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,FALSE,NYY,Yankees
1128,New York Yankees,2010,CC Sabathia,Pitcher,29,24.286,25.998,,,salaries,http://www.baseball-reference.com/players/s/sabatc.01.shtml,FALSE,NYY,Yankees
1129,New York Yankees,2008,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",37,23.429,25.402,,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,FALSE,NYY,Yankees
1130,New York Yankees,1989,Dave Winfield,Rightfielder,37,1.959,3.689,1989 USA Today survey,Missed entire season with injury,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1131,New York Yankees,2010,A.J. Burnett,Pitcher,33,16.5,17.663,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,NYY,Yankees
1132,New York Yankees,2006,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",35,20.429,23.656,,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,FALSE,NYY,Yankees
1133,New York Yankees,2009,Alex Rodriguez,"Shortstop, Third Baseman",33,33,35.907,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1134,New York Yankees,2003,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",32,11.429,14.503,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,FALSE,NYY,Yankees
1135,New York Yankees,1996,Derek Jeter,Shortstop,22,0.13,0.193,1997 Joint Exhibit 1,"Includes $10,000 earned bonus",salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1136,New York Yankees,1990,Don Mattingly,"First Baseman, Outfielder",29,2.5,4.467,USA Today,,salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1137,New York Yankees,1997,Darryl Strawberry,Rightfielder,35,0.75,1.091,1997 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYY,Yankees
1138,New York Yankees,2004,Derek Jeter,Shortstop,30,18.6,22.988,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1139,New York Yankees,2006,Derek Jeter,Shortstop,32,20.6,23.854,,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1140,New York Yankees,1973,Rick Dempsey,Catcher,23,0.012,0.066,Noll/Fort/Hylan database,,salaries,http://www.baseball-reference.com/players/d/dempsri01.shtml,FALSE,NYY,Yankees
1141,New York Yankees,2012,Alex Rodriguez,"Shortstop, Third Baseman",36,29,29.488,contracts,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1142,New York Yankees,2011,Derek Jeter,Shortstop,37,14.729,15.285,,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1143,New York Yankees,1998,Derek Jeter,Shortstop,24,0.75,1.074,4/3/98 USA Today,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1144,New York Yankees,1986,Don Mattingly,"First Baseman, Outfielder",25,1.375,2.928,"Scully, Business of MLB, p. 163",,salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1145,New York Yankees,2012,Andruw Jones,Centerfielder,35,2,2.034,contracts,$3.2M paid by Los Angeles Dodgers (released),salaries,http://www.baseball-reference.com/players/j/jonesan01.shtml,FALSE,NYY,Yankees
1146,New York Yankees,2009,CC Sabathia,Pitcher,28,15.286,16.632,,,salaries,http://www.baseball-reference.com/players/s/sabatc.01.shtml,FALSE,NYY,Yankees
1147,New York Yankees,2008,Derek Jeter,Shortstop,34,21.6,23.419,,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1148,New York Yankees,2011,Jorge Posada,Catcher,39,13.1,13.594,,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1149,New York Yankees,2008,Bobby Abreu,Rightfielder,34,16,17.348,,,salaries,http://www.baseball-reference.com/players/a/abreubo01.shtml,FALSE,NYY,Yankees
1150,New York Yankees,2011,CC Sabathia,Pitcher,30,24.286,25.202,,,salaries,http://www.baseball-reference.com/players/s/sabatc.01.shtml,FALSE,NYY,Yankees
1151,New York Yankees,1993,Don Mattingly,"First Baseman, Outfielder",32,3.82,6.173,1996 Joint Exhibit 1,"Incl. $400,000 signing bonus",salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1152,New York Yankees,2004,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",33,12.429,15.361,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,FALSE,NYY,Yankees
1153,New York Yankees,1992,Don Mattingly,"First Baseman, Outfielder",31,3.62,6.022,1996 Joint Exhibit 1,"Incl. $400,000 signing bonus",salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1154,New York Yankees,2011,Andruw Jones,Centerfielder,34,1.5,1.557,,$3.2M paid by Los Angeles Dodgers (released),salaries,http://www.baseball-reference.com/players/j/jonesan01.shtml,FALSE,NYY,Yankees
1155,New York Yankees,2001,Jorge Posada,Catcher,29,4.05,5.339,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1156,New York Yankees,1986,Omar Moreno,Centerfielder,33,0.5,1.065,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/m/morenom01.shtml,FALSE,NYY,Yankees
1157,New York Yankees,2002,Jorge Posada,Catcher,30,7,9.085,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1158,New York Yankees,1999,Jorge Posada,Catcher,27,0.35,0.49,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1159,New York Yankees,1989,Don Mattingly,"First Baseman, Outfielder",28,2.2,4.143,2/27/89 TSN,,salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1160,New York Yankees,1997,Derek Jeter,Shortstop,23,0.55,0.8,1997 postseason AP survey,"Includes $10,000 earned bonus",salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1161,New York Yankees,2009,A.J. Burnett,Pitcher,32,16.5,17.954,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,NYY,Yankees
1162,New York Yankees,2012,Derek Jeter,Shortstop,38,16,16.269,contracts,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1163,New York Yankees,2010,Jorge Posada,Catcher,38,13.1,14.024,,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1164,New York Yankees,1990,Dave Winfield,Rightfielder,38,1.959,3.5,USA Today,,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1165,New York Yankees,1998,Darryl Strawberry,Rightfielder,36,0.875,1.253,11/23/98 USA Today,"Includes $125,000 earned bonus",salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYY,Yankees
1166,New York Yankees,1988,Don Mattingly,"First Baseman, Outfielder",27,2,3.948,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1167,New York Yankees,2010,Derek Jeter,Shortstop,36,22.6,24.193,,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1168,Oakland Athletics,2006,Jason Kendall,Catcher,32,11.492,13.308,,,salaries,http://www.baseball-reference.com/players/k/kendaja01.shtml,FALSE,OAK,Athletics
1169,Oakland Athletics,1998,Miguel Tejada,"Shortstop, Third Baseman",24,0.172,0.246,4/3/98 USA Today,,salaries,http://www.baseball-reference.com/players/t/tejadmi01.shtml,FALSE,OAK,Athletics
1170,Oakland Athletics,1969,Reggie Jackson,Rightfielder,23,0.02,0.127,Michael Haupert research of HOF contracts,"4/11/70 TSN:20000.00,Plus rent-free apartment; 1971 TSN Guide says $25K",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,TRUE,OAK,Athletics
1171,Oakland Athletics,1987,Alfredo Griffin,Shortstop,29,0.608,1.249,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/g/griffal01.shtml,FALSE,OAK,Athletics
1172,Oakland Athletics,1972,Reggie Jackson,Rightfielder,26,0.055,0.307,Bill James Historical Abstract,,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,OAK,Athletics
1173,Oakland Athletics,2004,Eric Chavez,Third Baseman,26,5.325,6.581,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/c/chaveer01.shtml,FALSE,OAK,Athletics
1174,Oakland Athletics,1968,Reggie Jackson,Rightfielder,22,0.008,0.054,Michael Haupert research of HOF contracts,,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,OAK,Athletics
1175,Oakland Athletics,2011,David DeJesus,Outfielder,31,6,6.226,,,salaries,http://www.baseball-reference.com/players/d/dejesda01.shtml,FALSE,OAK,Athletics
1176,Oakland Athletics,2007,Eric Chavez,Third Baseman,29,9.5,10.695,,,salaries,http://www.baseball-reference.com/players/c/chaveer01.shtml,FALSE,OAK,Athletics
1177,Oakland Athletics,2006,Barry Zito,Pitcher,28,7.9,9.148,,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,FALSE,OAK,Athletics
1178,Oakland Athletics,1985,Alfredo Griffin,Shortstop,27,0.61,1.324,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/g/griffal01.shtml,FALSE,OAK,Athletics
1179,Oakland Athletics,2002,Miguel Tejada,"Shortstop, Third Baseman",28,3.625,4.705,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/t/tejadmi01.shtml,FALSE,OAK,Athletics
1180,Oakland Athletics,1970,Reggie Jackson,Rightfielder,24,0.047,0.283,BJHA (includes rent),"4/11/70 TSN: $40,000 plus free rent",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,OAK,Athletics
1181,Oakland Athletics,2010,Trevor Cahill,Pitcher,22,0.41,0.439,,,salaries,http://www.baseball-reference.com/players/c/cahiltr01.shtml,FALSE,OAK,Athletics
1182,Oakland Athletics,1999,Eric Chavez,Third Baseman,21,0.201,0.282,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/c/chaveer01.shtml,FALSE,OAK,Athletics
1183,Oakland Athletics,2000,Miguel Tejada,"Shortstop, Third Baseman",26,0.29,0.393,,,salaries,http://www.baseball-reference.com/players/t/tejadmi01.shtml,TRUE,OAK,Athletics
1184,Oakland Athletics,2011,Trevor Cahill,Pitcher,23,0.44,0.457,,,salaries,http://www.baseball-reference.com/players/c/cahiltr01.shtml,FALSE,OAK,Athletics
1185,Oakland Athletics,2009,Matt Holliday,Leftfielder,29,13.5,14.689,,,salaries,http://www.baseball-reference.com/players/h/hollima01.shtml,FALSE,OAK,Athletics
1186,Oakland Athletics,2003,Barry Zito,Pitcher,25,1,1.269,,,salaries,http://www.baseball-reference.com/players/z/zitoba01.shtml,TRUE,OAK,Athletics
1187,Oakland Athletics,1971,Reggie Jackson,Rightfielder,25,0.045,0.259,3/13/71 TSN,"BJHA says $40,000",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,OAK,Athletics
1188,Oakland Athletics,2000,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",29,3.103,4.207,,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,TRUE,OAK,Athletics
1189,Oakland Athletics,2011,Gio Gonzalez,Pitcher,25,0.42,0.436,,,salaries,http://www.baseball-reference.com/players/g/gonzagi01.shtml,FALSE,OAK,Athletics
1190,Oakland Athletics,1986,Alfredo Griffin,Shortstop,28,0.578,1.23,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/g/griffal01.shtml,FALSE,OAK,Athletics
1191,Oakland Athletics,2012,Stephen Drew,Shortstop,29,7.75,7.88,contracts,,salaries,http://www.baseball-reference.com/players/d/drewst01.shtml,FALSE,OAK,Athletics
1192,Oakland Athletics,1999,Miguel Tejada,"Shortstop, Third Baseman",25,0.23,0.322,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/t/tejadmi01.shtml,FALSE,OAK,Athletics
1193,Oakland Athletics,1974,Reggie Jackson,Rightfielder,28,0.135,0.639,1975 TSN Guide,Player win; $100K offer,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,OAK,Athletics
1194,Oakland Athletics,2000,Eric Chavez,Third Baseman,22,0.24,0.325,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/c/chaveer01.shtml,FALSE,OAK,Athletics
1195,Oakland Athletics,2001,Eric Chavez,Third Baseman,23,0.625,0.824,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/c/chaveer01.shtml,FALSE,OAK,Athletics
