,player,tm,season,age,lg,ip,g,gs,r,ra9,ra9opp,ra9def,ra9role,ppfp,ra9avg,raa,waa,gmli,waaadj,war,rar,waawl,wl162,salary,awards,table_name,disputed_salary,salary_2013,team,pst_team,position
118,CC Sabathia,NYY,2010,29,AL,237.2,34,34,92,3.48,4.38,0.27,0.16,102,4.36,21,2.3,NA,-0.1,4.6,48,0.569,0.514,24.286,"AS,CYA-3,MVP-13",pitching value,FALSE,25.998,New York Yankees,Yankees,Pitcher
120,CC Sabathia,NYY,2011,30,AL,237.1,33,33,87,3.3,4.54,0.02,0.16,107.6,5.04,45,5.2,NA,-0.2,7.5,70,0.658,0.532,24.286,"AS,CYA-4,MVP-14",pitching value,FALSE,25.202,New York Yankees,Yankees,Pitcher
124,CC Sabathia,NYY,2009,28,AL,230,34,34,96,3.76,4.84,-0.14,0.19,102.5,5.3,37,4,NA,-0.2,6.2,65,0.618,0.525,15.286,"CYA-4,MVP-21",pitching value,FALSE,16.632,New York Yankees,Yankees,Pitcher
125,CC Sabathia,NYY,2012,31,AL,200,28,28,89,4.01,4.4,-0.05,0.17,101.5,4.69,15,1.7,NA,-0.1,3.5,36,0.559,0.51,23,AS,pitching value,FALSE,23.387,New York Yankees,Yankees,Pitcher
139,Chan Ho Park,NYY,2010,37,AL,35.1,27,0,25,6.37,4.44,0.3,-0.34,102.2,3.89,-10,-1,0.5,0.2,-0.5,-6,0.462,0.494,1.2,,pitching value,FALSE,1.285,New York Yankees,Yankees,Pitcher
223,Denny Neagle,NYY,2000,31,AL,91.1,16,15,61,6.01,5.18,-0.14,0.2,97.6,5.39,-7,-0.6,0.3,-0.1,0.3,5,0.462,0.496,NA,,pitching value,FALSE,NA,New York Yankees,Yankees,Pitcher
397,Kei Igawa,NYY,2008,28,AL,4,2,1,6,13.5,4.97,-0.47,0.05,104.3,5.72,-4,-0.3,0,0,-0.2,-3,0.347,0.498,4,,pitching value,FALSE,4.337,New York Yankees,Yankees,Pitcher
398,Kei Igawa,NYY,2007,27,AL,67.2,14,12,48,6.38,4.83,-0.09,0.13,99.4,5.03,-11,-1,1.8,-0.1,-0.4,-3,0.429,0.494,4,,pitching value,FALSE,4.503,New York Yankees,Yankees,Pitcher
439,Lee Smith,NYY,1993,35,AL,8,8,0,0,0,4.69,0.16,-0.36,97.2,4.05,4,0.4,1,0,0.4,4,0.547,0.502,NA,AS,pitching value,FALSE,NA,New York Yankees,Yankees,Pitcher
472,Mike Mussina,NYY,2008,39,AL,200.1,34,34,85,3.82,4.8,-0.25,0.19,102.4,5.36,31,3.3,NA,-0.1,5.2,56,0.596,0.52,11.071,"CYA-6,MVP-19,GG",pitching value,FALSE,12.004,New York Yankees,Yankees,Pitcher
474,Mike Mussina,NYY,2002,33,AL,215.2,33,33,103,4.3,4.86,-0.33,0.18,99.1,5.32,23,2.4,NA,-0.1,4.5,49,0.574,0.515,11,,pitching value,FALSE,14.277,New York Yankees,Yankees,Pitcher
475,Mike Mussina,NYY,2006,37,AL,197.1,32,32,88,4.01,5.01,-0.32,0.19,99.4,5.49,30,3.1,NA,-0.1,5,55,0.597,0.519,19,,pitching value,FALSE,22.001,New York Yankees,Yankees,Pitcher
477,Mike Mussina,NYY,2007,38,AL,152,28,27,90,5.33,4.75,-0.1,0.17,101.8,5.11,-5,-0.5,0.3,-0.1,1,13,0.483,0.497,11.07,,pitching value,FALSE,12.463,New York Yankees,Yankees,Pitcher
478,Mike Mussina,NYY,2001,32,AL,228.2,34,34,87,3.42,4.79,-0.33,0.18,99.9,5.3,46,4.9,NA,-0.1,7.1,73,0.643,0.53,10,"CYA-5,GG",pitching value,FALSE,13.184,New York Yankees,Yankees,Pitcher
481,Mike Mussina,NYY,2005,36,AL,179.2,30,30,93,4.66,4.82,-0.67,0.18,97.4,5.52,16,1.6,NA,-0.1,3.4,37,0.554,0.51,19,,pitching value,FALSE,22.71,New York Yankees,Yankees,Pitcher
482,Mike Mussina,NYY,2004,35,AL,164.2,27,27,91,4.97,5,-0.49,0.19,97.4,5.53,8,0.8,NA,-0.1,2.4,29,0.529,0.505,16,,pitching value,FALSE,19.774,New York Yankees,Yankees,Pitcher
486,Mike Mussina,NYY,2003,34,AL,214.2,31,31,86,3.61,5.04,-0.24,0.19,98.3,5.38,43,4.5,NA,-0.1,6.6,67,0.647,0.528,12,GG,pitching value,FALSE,15.228,New York Yankees,Yankees,Pitcher
561,Scott Erickson,NYY,2006,38,AL,11.1,9,0,12,9.53,5.14,-0.42,-0.38,99.2,5.15,-6,-0.5,0.8,0,-0.4,-4,0.442,0.497,NA,,pitching value,FALSE,NA,New York Yankees,Yankees,Pitcher
567,Steve Trout,NYY,1987,29,AL,46.1,14,9,36,6.99,4.97,0.13,0.06,99.1,4.85,-11,-1,0.4,0,-0.5,-6,0.427,0.494,NA,,pitching value,FALSE,NA,New York Yankees,Yankees,Pitcher
600,Tippy Martinez,NYY,1975,25,AL,37,23,2,15,3.65,4.3,0.24,-0.22,97.4,3.74,0,0,2,0,0.4,4,0.502,0.5,NA,,pitching value,FALSE,NA,New York Yankees,Yankees,Pitcher
607,Tippy Martinez,NYY,1974,24,AL,12.2,10,0,7,4.97,4.21,0.14,-0.35,95.4,3.55,-2,-0.2,0.7,0,-0.1,-1,0.478,0.499,NA,,pitching value,FALSE,NA,New York Yankees,Yankees,Pitcher
608,Tippy Martinez,NYY,1976,26,AL,28,11,0,6,1.93,3.96,0.51,-0.33,101.7,3.18,4,0.5,1.7,0.1,0.9,6,0.542,0.503,NA,,pitching value,FALSE,NA,New York Yankees,Yankees,Pitcher
133,Chan Ho Park,NYM,2007,34,NL,4,1,1,7,15.75,4.99,0.22,0.2,94,4.67,-5,-0.3,NA,0,-0.3,-5,0.181,0.498,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
187,Craig Swan,NYM,1978,27,NL,207.1,29,28,62,2.69,4.06,-0.12,0.12,96.8,4.16,32,3.9,0.3,-0.1,5.6,50,0.635,0.524,0.08,,pitching value,FALSE,0.286,New York Mets,Mets,Pitcher
188,Craig Swan,NYM,1980,29,NL,128.1,21,21,59,4.14,4,-0.17,0.14,98.4,4.24,1,0.1,NA,-0.1,1.2,12,0.506,0.501,0.56,,pitching value,FALSE,1.587,New York Mets,Mets,Pitcher
189,Craig Swan,NYM,1975,24,NL,31,6,6,22,6.39,3.98,0,0.12,98.7,4.05,-8,-0.8,NA,0,-0.6,-6,0.365,0.495,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
190,Craig Swan,NYM,1983,32,NL,96.1,27,18,63,5.89,4.17,0.03,0.07,101.3,4.27,-18,-1.9,0.2,0.1,-0.9,-9,0.431,0.489,0.66,,pitching value,FALSE,1.547,New York Mets,Mets,Pitcher
191,Craig Swan,NYM,1981,30,NL,13.2,5,3,6,3.95,3.95,-0.22,0.01,97.8,4.09,0,0,1,0,0.1,1,0.501,0.5,0.56,,pitching value,FALSE,1.438,New York Mets,Mets,Pitcher
192,Craig Swan,NYM,1982,31,NL,166.1,37,21,70,3.79,4.03,-0.45,0.05,101.1,4.57,13,1.4,1.2,-0.1,2.9,29,0.539,0.509,0.585,,pitching value,FALSE,1.415,New York Mets,Mets,Pitcher
193,Craig Swan,NYM,1974,23,NL,30.1,7,5,19,5.64,4.03,-0.44,0.11,100.8,4.62,-4,-0.4,1.1,0,-0.1,-1,0.445,0.498,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
194,Craig Swan,NYM,1977,26,NL,146.2,26,24,76,4.66,4.5,-0.04,0.15,94.3,4.42,-5,-0.5,0.7,-0.1,0.7,9,0.48,0.497,0.07,,pitching value,FALSE,0.27,New York Mets,Mets,Pitcher
195,Craig Swan,NYM,1976,25,NL,132.1,23,22,64,4.35,3.92,0.07,0.12,97.5,3.87,-8,-0.9,0,-0.1,0.2,3,0.46,0.494,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
196,Craig Swan,NYM,1979,28,NL,251.1,35,35,102,3.65,4.26,-0.2,0.14,98.6,4.54,22,2.5,NA,-0.1,4.6,45,0.572,0.516,0.09,,pitching value,FALSE,0.289,New York Mets,Mets,Pitcher
197,Craig Swan,NYM,1973,22,NL,8.1,3,1,9,9.72,3.95,-0.02,-0.09,96.3,3.73,-6,-0.5,0.3,0.1,-0.4,-5,0.328,0.497,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
199,Craig Swan,NYM,1984,33,NL,18.2,10,0,17,8.2,4.09,-0.14,-0.32,103.1,4.04,-9,-0.9,0.5,0.2,-0.5,-7,0.409,0.494,0.76,,pitching value,FALSE,1.708,New York Mets,Mets,Pitcher
328,Johan Santana,NYM,2012,33,NL,117,21,21,65,5,4.28,-0.26,0.16,95.9,4.51,-7,-0.8,NA,-0.1,0.2,3,0.464,0.495,24,,pitching value,FALSE,24.404,New York Mets,Mets,Pitcher
329,Johan Santana,NYM,2010,31,NL,199,29,29,67,3.03,4.49,0.16,0.17,95.2,4.29,27,3.1,NA,-0.1,4.6,44,0.606,0.519,20.145,,pitching value,FALSE,21.565,New York Mets,Mets,Pitcher
332,Johan Santana,NYM,2008,29,NL,234.1,34,34,74,2.84,4.6,0.09,0.18,98,4.6,47,5.2,NA,-0.2,7.1,66,0.654,0.532,16.984,"CYA-3,MVP-14",pitching value,FALSE,18.415,New York Mets,Mets,Pitcher
334,Johan Santana,NYM,2009,30,NL,166.2,25,25,67,3.62,4.63,-0.01,0.18,96.1,4.63,19,2,NA,-0.1,3.3,33,0.581,0.513,18.876,AS,pitching value,FALSE,20.539,New York Mets,Mets,Pitcher
384,Jonathon Niese,NYM,2012,25,NL,190.1,30,30,77,3.64,4.28,-0.27,0.16,95.6,4.5,17,1.9,NA,-0.1,3.4,34,0.562,0.512,0.77,,pitching value,FALSE,0.782,New York Mets,Mets,Pitcher
385,Jonathon Niese,NYM,2010,23,NL,173.2,30,30,97,5.03,4.44,0.16,0.17,98.1,4.36,-13,-1.4,NA,-0.1,0,1,0.454,0.492,0.402,,pitching value,FALSE,0.43,New York Mets,Mets,Pitcher
386,Jonathon Niese,NYM,2009,22,NL,25.2,5,5,12,4.21,4.34,-0.01,0.17,94.5,4.27,0,0,NA,0,0.2,2,0.503,0.5,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
387,Jonathon Niese,NYM,2011,24,NL,157.1,27,26,88,5.03,4.21,-0.39,0.16,98.7,4.69,-7,-0.8,0.3,-0.1,0.5,6,0.472,0.495,0.452,,pitching value,FALSE,0.469,New York Mets,Mets,Pitcher
388,Jonathon Niese,NYM,2008,21,NL,14,3,3,11,7.07,4.86,0.11,0.19,96,4.74,-4,-0.3,NA,0,-0.2,-2,0.391,0.498,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
490,Nolan Ryan,NYM,1966,19,NL,3,2,1,5,15,4.47,-0.16,-0.1,93.6,4.24,-4,-0.3,0.1,0.1,-0.2,-3,0.33,0.498,0.004,,pitching value,FALSE,0.026,New York Mets,Mets,Pitcher
494,Nolan Ryan,NYM,1970,23,NL,131.2,27,19,59,4.03,4.59,0.24,0.06,99.4,4.38,3,0.4,2,-0.1,1.5,17,0.513,0.502,NA,,pitching value,FALSE,NA,New York Mets,Mets,Pitcher
495,Nolan Ryan,NYM,1969,22,NL,89.1,25,10,38,3.83,4.07,0.28,-0.02,102.8,3.87,0,-0.1,0.9,-0.1,0.7,8,0.498,0.5,0.012,,pitching value,FALSE,0.076,New York Mets,Mets,Pitcher
503,Nolan Ryan,NYM,1968,21,NL,134,21,18,50,3.36,3.4,0.04,0.04,101,3.43,-1,-0.1,0.4,-0.1,1.1,11,0.496,0.499,0.008,,pitching value,FALSE,0.057,New York Mets,Mets,Pitcher
514,Nolan Ryan,NYM,1971,24,NL,152,30,26,78,4.62,3.9,0.02,0.05,99.7,3.92,-13,-1.5,0.9,-0.1,-0.2,0,0.451,0.491,0.02,,pitching value,FALSE,0.115,New York Mets,Mets,Pitcher
551,Scott Erickson,NYM,2004,36,NL,8,2,2,9,10.13,4.47,-0.31,0.18,102.3,5.07,-5,-0.4,NA,0,-0.3,-4,0.311,0.498,0.7,,pitching value,FALSE,0.865,New York Mets,Mets,Pitcher
234,Don Stanhouse,MON,1977,26,NL,158.1,47,16,72,4.09,4.43,0.16,-0.07,98.3,4.13,0,0,1.7,-0.2,1.1,14,0.499,0.5,NA,,pitching value,FALSE,NA,Montreal Expos,Expos,Pitcher
236,Don Stanhouse,MON,1976,25,NL,184,34,26,84,4.11,4.09,-0.14,0.08,107.3,4.64,9,1,0.8,-0.1,2.6,25,0.53,0.506,NA,,pitching value,FALSE,NA,Montreal Expos,Expos,Pitcher
239,Don Stanhouse,MON,1975,24,NL,13,4,3,12,8.31,4.24,0.06,0.08,110.2,4.69,-5,-0.5,0.2,0,-0.4,-4,0.37,0.497,NA,,pitching value,FALSE,NA,Montreal Expos,Expos,Pitcher
434,Lee Smith,MON,1997,39,NL,21.2,25,0,16,6.65,4.8,0.15,-0.36,101.5,4.34,-6,-0.6,1.1,-0.1,-0.4,-4,0.478,0.497,0.4,,pitching value,FALSE,0.582,Montreal Expos,Expos,Pitcher
219,Denny Neagle,MIN,1991,22,AL,20,7,3,9,4.05,4.5,0.24,-0.04,107.5,4.54,1,0.1,0.2,0,0.3,3,0.516,0.501,NA,,pitching value,FALSE,NA,Minnesota Twins,Twins,Pitcher
326,Johan Santana,MIN,2003,24,AL,158.1,45,18,56,3.18,4.63,-0.02,0.02,99.1,4.62,26,2.6,1.2,-0.1,4.2,43,0.558,0.516,0.335,CYA-7,pitching value,FALSE,0.425,Minnesota Twins,Twins,Pitcher
327,Johan Santana,MIN,2004,25,AL,228,34,34,70,2.76,4.9,0,0.19,103,5.25,60,6.4,NA,-0.1,8.6,89,0.688,0.539,1.6,"CYA-1,MVP-6",pitching value,FALSE,1.977,Minnesota Twins,Twins,Pitcher
330,Johan Santana,MIN,2006,27,AL,233.2,34,34,79,3.04,4.99,0.06,0.19,99,5.07,50,5.3,NA,-0.1,7.5,79,0.656,0.533,8.75,"AS,CYA-1,MVP-7",pitching value,FALSE,10.132,Minnesota Twins,Twins,Pitcher
331,Johan Santana,MIN,2001,22,AL,43.2,15,4,25,5.15,5.01,0.19,-0.12,103.6,4.87,-2,-0.2,0.4,0,0.2,4,0.488,0.499,0.212,,pitching value,FALSE,0.28,Minnesota Twins,Twins,Pitcher
333,Johan Santana,MIN,2005,26,AL,231.2,33,33,77,2.99,4.71,0.17,0.17,102.2,4.83,45,5,NA,-0.1,7.2,72,0.651,0.531,4.75,"AS,CYA-3",pitching value,FALSE,5.678,Minnesota Twins,Twins,Pitcher
335,Johan Santana,MIN,2007,28,AL,219,33,33,88,3.62,4.98,0.07,0.19,95.1,4.84,28,2.9,NA,-0.1,5,54,0.588,0.518,13,"AS,CYA-5,GG",pitching value,FALSE,14.636,Minnesota Twins,Twins,Pitcher
336,Johan Santana,MIN,2000,21,AL,86,30,5,64,6.7,5.53,-0.28,-0.25,104.3,5.8,-9,-0.8,0.3,0,0.1,2,0.473,0.495,0.2,,pitching value,FALSE,0.271,Minnesota Twins,Twins,Pitcher
337,Johan Santana,MIN,2002,23,AL,108.1,27,14,41,3.41,4.83,0.1,0.04,99.1,4.72,15,1.6,1.2,-0.1,2.6,28,0.558,0.51,NA,,pitching value,FALSE,NA,Minnesota Twins,Twins,Pitcher
550,Scott Erickson,MIN,1994,26,AL,144,23,23,95,5.94,5.17,0.08,0.18,102.1,5.38,-9,-0.9,NA,-0.1,0.5,9,0.463,0.495,1.325,,pitching value,FALSE,2.087,Minnesota Twins,Twins,Pitcher
553,Scott Erickson,MIN,1993,25,AL,218.2,34,34,138,5.68,4.79,-0.28,0.17,101.1,5.3,-8,-0.8,NA,-0.1,1.3,15,0.477,0.495,0.535,,pitching value,FALSE,0.865,Minnesota Twins,Twins,Pitcher
554,Scott Erickson,MIN,1990,22,AL,113,19,17,49,3.9,4.42,-0.01,0.13,109.4,4.99,14,1.6,0.8,-0.1,2.6,24,0.584,0.51,0.1,,pitching value,FALSE,0.179,Minnesota Twins,Twins,Pitcher
558,Scott Erickson,MIN,1991,23,AL,204,32,32,80,3.53,4.46,0.22,0.16,103.8,4.57,24,2.6,NA,-0.1,4.4,44,0.582,0.516,0.144,"AS,CYA-2,MVP-17",pitching value,FALSE,0.246,Minnesota Twins,Twins,Pitcher
562,Scott Erickson,MIN,1992,24,AL,212,32,32,86,3.65,4.27,0.22,0.15,102.2,4.29,15,1.6,NA,-0.1,3.7,36,0.551,0.51,0.425,,pitching value,FALSE,0.707,Minnesota Twins,Twins,Pitcher
566,Scott Erickson,MIN,1995,27,AL,87.2,15,15,61,6.26,5.21,0.03,0.2,101,5.43,-8,-0.7,NA,-0.1,0.1,2,0.452,0.496,1.862,,pitching value,FALSE,2.853,Minnesota Twins,Twins,Pitcher
596,Tippy Martinez,MIN,1988,38,AL,4,3,0,9,20.25,4.82,0.09,-0.38,103.2,4.48,-7,-0.6,0.1,0.3,-0.3,-7,0.299,0.496,0.09,,pitching value,FALSE,0.178,Minnesota Twins,Twins,Pitcher
122,CC Sabathia,MIL,2008,27,NL,130.2,17,17,31,2.14,4.56,0.21,0.18,97.1,4.4,34,3.9,NA,-0.1,4.9,44,0.727,0.524,NA,"CYA-5,MVP-6",pitching value,FALSE,NA,Milwaukee Brewers,Brewers,Pitcher
615,Yovani Gallardo,MIL,2011,25,NL,207.1,33,33,92,3.99,4.17,0.07,0.16,101.6,4.32,6,0.7,NA,-0.1,2.3,24,0.52,0.504,3.5,CYA-7,pitching value,FALSE,3.632,Milwaukee Brewers,Brewers,Pitcher
616,Yovani Gallardo,MIL,2012,26,NL,204,33,33,86,3.79,4.14,0.03,0.16,102.7,4.38,12,1.3,NA,-0.1,2.9,30,0.539,0.508,5.5,,pitching value,FALSE,5.592,Milwaukee Brewers,Brewers,Pitcher
617,Yovani Gallardo,MIL,2010,24,NL,185,31,31,89,4.33,4.34,0.05,0.16,99.9,4.46,2,0.2,NA,-0.1,1.7,18,0.507,0.501,0.45,"AS,SS",pitching value,FALSE,0.482,Milwaukee Brewers,Brewers,Pitcher
618,Yovani Gallardo,MIL,2007,21,NL,110.1,20,17,48,3.92,4.58,-0.08,0.14,101.7,4.89,13,1.3,1,-0.1,2.2,22,0.565,0.508,NA,,pitching value,FALSE,NA,Milwaukee Brewers,Brewers,Pitcher
619,Yovani Gallardo,MIL,2008,22,NL,24,4,4,5,1.88,4.71,0.22,0.19,103.4,4.84,8,0.9,NA,0,1.1,10,0.73,0.506,0.404,,pitching value,FALSE,0.438,Milwaukee Brewers,Brewers,Pitcher
620,Yovani Gallardo,MIL,2009,23,NL,185.2,30,30,78,3.78,4.34,0.01,0.17,97.2,4.38,12,1.3,NA,-0.1,2.7,28,0.543,0.508,0.414,,pitching value,FALSE,0.45,Milwaukee Brewers,Brewers,Pitcher
623,Zack Greinke,MIL,2011,27,NL,171.2,28,28,82,4.3,4.16,0.07,0.16,103.8,4.41,1,0.1,NA,-0.1,1.5,16,0.504,0.501,13.5,,pitching value,FALSE,14.009,Milwaukee Brewers,Brewers,Pitcher
630,Zack Greinke,MIL,2012,28,NL,123,21,21,49,3.59,4.24,0.03,0.16,101.9,4.45,11,1.2,NA,-0.1,2.2,22,0.558,0.507,13.5,,pitching value,FALSE,13.727,Milwaukee Brewers,Brewers,Pitcher
51,Anibal Sanchez,MIA,2012,28,NL,121,19,19,59,4.39,4.42,-0.31,0.17,94.2,4.61,2,0.2,NA,-0.1,1.2,13,0.511,0.501,8,,pitching value,FALSE,8.135,Miami Marlins,Marlins,Pitcher
105,Carlos Zambrano,MIA,2012,31,NL,132.1,35,20,75,5.1,4.35,-0.32,0.1,98.6,4.71,-7,-0.7,1,-0.1,0.3,5,0.479,0.496,18,,pitching value,FALSE,18.303,Miami Marlins,Marlins,Pitcher
131,Chan Ho Park,LAD,1998,25,NL,220.2,34,34,101,4.12,4.63,-0.09,0.17,94.5,4.61,12,1.3,NA,-0.1,3,31,0.538,0.508,0.7,,pitching value,FALSE,1.003,Los Angeles Dodgers,Dodgers,Pitcher
132,Chan Ho Park,LAD,1995,22,NL,4,2,1,2,4.5,4.84,-0.1,0.05,94.8,4.72,0,0,0,0,0,0,0.502,0.5,0.114,,pitching value,FALSE,0.175,Los Angeles Dodgers,Dodgers,Pitcher
135,Chan Ho Park,LAD,2000,27,NL,226,34,34,92,3.66,5.05,0.03,0.18,95.3,4.96,32,3.2,NA,-0.1,5,54,0.595,0.52,3.85,,pitching value,FALSE,5.219,Los Angeles Dodgers,Dodgers,Pitcher
136,Chan Ho Park,LAD,1999,26,NL,194.1,33,33,120,5.56,4.94,0.03,0.18,96.3,4.9,-15,-1.4,NA,-0.1,0.2,4,0.457,0.491,2.3,,pitching value,FALSE,3.223,Los Angeles Dodgers,Dodgers,Pitcher
138,Chan Ho Park,LAD,2008,35,NL,95.1,54,5,43,4.06,4.52,-0.08,-0.19,100.3,4.41,4,0.4,1,-0.1,1.1,12,0.508,0.503,NA,,pitching value,FALSE,NA,Los Angeles Dodgers,Dodgers,Pitcher
145,Chan Ho Park,LAD,1994,21,NL,4,2,0,5,11.25,4.78,-0.53,-0.36,95.4,4.72,-3,-0.3,0.1,0.1,-0.1,-3,0.368,0.498,0.109,,pitching value,FALSE,0.172,Los Angeles Dodgers,Dodgers,Pitcher
146,Chan Ho Park,LAD,1996,23,NL,108.2,48,10,48,3.98,4.69,-0.17,-0.11,93.7,4.45,6,0.7,0.8,-0.2,1.4,15,0.514,0.504,0.124,,pitching value,FALSE,0.185,Los Angeles Dodgers,Dodgers,Pitcher
147,Chan Ho Park,LAD,1997,24,NL,192,32,29,80,3.75,4.67,-0.21,0.16,92.1,4.65,19,2,1,-0.1,3.5,36,0.563,0.512,0.27,,pitching value,FALSE,0.393,Los Angeles Dodgers,Dodgers,Pitcher
148,Chan Ho Park,LAD,2001,28,NL,234,36,35,98,3.77,4.78,-0.19,0.18,90.1,4.64,22,2.3,1.5,-0.1,4.1,43,0.563,0.514,9.9,AS,pitching value,FALSE,13.052,Los Angeles Dodgers,Dodgers,Pitcher
206,Darren Dreifort,LAD,1998,26,NL,180,32,26,84,4.2,4.77,-0.09,0.13,96.1,4.78,12,1.2,1.2,-0.1,2.6,27,0.539,0.508,0.685,,pitching value,FALSE,0.981,Los Angeles Dodgers,Dodgers,Pitcher
207,Darren Dreifort,LAD,1999,27,NL,178.2,30,29,105,5.29,5.01,0.03,0.18,94.5,4.87,-9,-0.9,0.8,-0.1,0.6,8,0.471,0.495,1.9,,pitching value,FALSE,2.663,Los Angeles Dodgers,Dodgers,Pitcher
208,Darren Dreifort,LAD,1996,24,NL,23.2,19,0,13,4.94,4.64,-0.2,-0.35,93.5,4.19,-2,-0.2,1.5,-0.1,-0.1,0,0.49,0.499,0.134,,pitching value,FALSE,0.199,Los Angeles Dodgers,Dodgers,Pitcher
209,Darren Dreifort,LAD,2003,31,NL,60.1,10,10,29,4.33,4.61,0.37,0.18,93.5,4.14,-2,-0.2,NA,0,0.3,4,0.485,0.499,12.4,,pitching value,FALSE,15.736,Los Angeles Dodgers,Dodgers,Pitcher
210,Darren Dreifort,LAD,1997,25,NL,63,48,0,21,3,4.66,-0.2,-0.35,93.5,4.21,8,0.9,1.3,0,1.4,14,0.518,0.505,0.22,,pitching value,FALSE,0.32,Los Angeles Dodgers,Dodgers,Pitcher
211,Darren Dreifort,LAD,2004,32,NL,50.2,60,0,25,4.44,4.83,0.28,-0.35,97.4,4.09,-2,-0.2,1.1,-0.1,0.1,2,0.496,0.499,12.4,,pitching value,FALSE,15.325,Los Angeles Dodgers,Dodgers,Pitcher
212,Darren Dreifort,LAD,2000,28,NL,192.2,32,32,105,4.9,5.15,0.04,0.19,93.9,4.98,1,0.1,NA,-0.1,1.6,20,0.503,0.501,3.7,,pitching value,FALSE,5.016,Los Angeles Dodgers,Dodgers,Pitcher
213,Darren Dreifort,LAD,1994,22,NL,29,27,0,21,6.52,4.79,-0.71,-0.37,97,4.98,-5,-0.5,1.6,-0.2,-0.5,-2,0.481,0.497,0.109,,pitching value,FALSE,0.172,Los Angeles Dodgers,Dodgers,Pitcher
214,Darren Dreifort,LAD,2001,29,NL,94.2,16,16,62,5.89,4.96,-0.19,0.19,93.6,4.99,-10,-0.9,NA,-0.1,-0.2,-1,0.442,0.494,9.4,,pitching value,FALSE,12.393,Los Angeles Dodgers,Dodgers,Pitcher
243,Don Stanhouse,LAD,1980,29,NL,25,21,0,14,5.04,4.18,0.16,-0.33,94.2,3.48,-4,-0.5,2.7,-0.5,-0.7,-2,0.477,0.497,0.42,,pitching value,FALSE,1.19,Los Angeles Dodgers,Dodgers,Pitcher
552,Scott Erickson,LAD,2005,37,NL,55.1,19,8,37,6.02,4.45,0.03,0.01,96.2,4.26,-11,-1.1,0.2,0.1,-0.5,-6,0.444,0.493,0.525,,pitching value,FALSE,0.628,Los Angeles Dodgers,Dodgers,Pitcher
580,Terry Forster,LAD,1979,27,NL,16.1,17,0,11,6.06,4.34,-0.22,-0.34,99.6,4.2,-4,-0.4,1.9,-0.2,-0.4,-2,0.478,0.498,0.17,,pitching value,FALSE,0.547,Los Angeles Dodgers,Dodgers,Pitcher
583,Terry Forster,LAD,1981,29,NL,30.2,21,0,14,4.11,4.05,-0.05,-0.31,96,3.64,-2,-0.2,0.9,0,0,1,0.489,0.499,0.17,,pitching value,FALSE,0.437,Los Angeles Dodgers,Dodgers,Pitcher
585,Terry Forster,LAD,1982,30,NL,83,56,0,38,4.12,4.09,0.01,-0.32,96.9,3.65,-5,-0.6,1.7,-0.4,-0.2,3,0.489,0.496,0.17,,pitching value,FALSE,0.411,Los Angeles Dodgers,Dodgers,Pitcher
591,Terry Forster,LAD,1978,26,NL,65.1,47,0,19,2.62,3.88,0.03,-0.32,99.2,3.51,6,0.7,2.4,0.4,1.6,12,0.514,0.504,0.17,,pitching value,FALSE,0.608,Los Angeles Dodgers,Dodgers,Pitcher
593,Terry Forster,LAD,1980,28,NL,11.2,9,0,4,3.09,4.13,0.16,-0.32,98.2,3.59,1,0.1,0.1,0,0.1,2,0.508,0.5,0.17,,pitching value,FALSE,0.482,Los Angeles Dodgers,Dodgers,Pitcher
104,C.J. Wilson,LAA,2012,31,AL,202.1,34,34,102,4.54,4.43,0.34,0.17,94.4,4.03,-12,-1.2,NA,-0.2,0.7,9,0.465,0.493,10,AS,pitching value,FALSE,10.168,Los Angeles Angels of Anaheim,Angels,Pitcher
319,Jered Weaver,LAA,2008,25,AL,176.2,30,30,88,4.48,4.77,0.05,0.18,102.1,5,7,0.7,NA,-0.1,2.4,29,0.523,0.504,0.435,,pitching value,FALSE,0.472,Los Angeles Angels of Anaheim,Angels,Pitcher
320,Jered Weaver,LAA,2006,23,AL,123,19,19,36,2.63,5.02,0,0.19,99.2,5.17,33,3.6,NA,-0.1,4.8,49,0.689,0.522,NA,RoY-5,pitching value,FALSE,NA,Los Angeles Angels of Anaheim,Angels,Pitcher
321,Jered Weaver,LAA,2012,29,AL,188.2,30,30,63,3.01,4.47,0.33,0.17,92.3,3.98,20,2.2,NA,-0.1,4,40,0.575,0.514,14,"AS,CYA-3,MVP-22",pitching value,FALSE,14.235,Los Angeles Angels of Anaheim,Angels,Pitcher
322,Jered Weaver,LAA,2010,27,AL,224.1,34,34,83,3.33,4.38,-0.09,0.16,98.8,4.57,29,3.2,NA,-0.1,5.4,54,0.595,0.52,4.265,"AS,CYA-5",pitching value,FALSE,4.566,Los Angeles Angels of Anaheim,Angels,Pitcher
