ID_School,CIPF.Code,Category,CIPFamily,School_Label,CIPFamilyTitle,Value_Type,Value,Percentage
STAN,GENSTUD,Football,30,Stanford,MULTI/INTERDISCIPLINARY STUDIES.,College Major,16,0.253968254
SJ.ST,GENSTUD,School,30,San Jose State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,7,0.001429447
ORE,GENSTUD,School,30,Oregon,MULTI/INTERDISCIPLINARY STUDIES.,College Major,235,0.050031935
KAN.ST,GENSTUD,School,30,Kansas State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,69,0.018956044
UM,GENSTUD,Football,30,Michigan,MULTI/INTERDISCIPLINARY STUDIES.,College Major,2,0.025974026
RUT,GENSTUD,School,30,Rutgers,MULTI/INTERDISCIPLINARY STUDIES.,College Major,93,0.015043675
UTA.ST,GENSTUD,School,30,Utah State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,172,0.050993181
FLA,GENSTUD,School,30,Florida,MULTI/INTERDISCIPLINARY STUDIES.,College Major,79,0.009184978
VANDY,GENSTUD,School,30,Vanderbilt,MULTI/INTERDISCIPLINARY STUDIES.,College Major,136,0.081291094
STAN,GENSTUD,School,30,Stanford,MULTI/INTERDISCIPLINARY STUDIES.,College Major,241,0.140606768
BOS.ST,GENSTUD,School,30,Boise State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,52,0.020069471
UTA.ST,GENSTUD,Football,30,Utah State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,1,0.009803922
NEB,GENSTUD,Football,30,Nebraska,MULTI/INTERDISCIPLINARY STUDIES.,College Major,2,0.019607843
UT,GENSTUD,School,30,Texas,MULTI/INTERDISCIPLINARY STUDIES.,College Major,335,0.038059532
OSU,GENSTUD,School,30,Ohio State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,93,0.008222085
UM,GENSTUD,School,30,Michigan,MULTI/INTERDISCIPLINARY STUDIES.,College Major,130,0.020024646
TAM,PARKS,School,31,Texas A&M,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,361,0.04002661
ORE.ST,PARKS,School,31,Oregon State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,153,0.038891713
KAN.ST,PARKS,Football,31,Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,11,0.123595506
UTA.ST,PARKS,School,31,Utah State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,24,0.007115328
SJ.ST,PARKS,School,31,San Jose State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,173,0.035327752
LOUIS,PARKS,School,31,Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,226,0.083672714
SCAR,PARKS,Football,31,South Carolina,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,12,0.244897959
RUT,PARKS,Football,31,Rutgers,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.020408163
FLA,PARKS,School,31,Florida,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,220,0.025578421
UTA.ST,PARKS,Football,31,Utah State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,14,0.137254902
UGA,PARKS,School,31,Georgia,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,208,0.03031628
SJ.ST,PARKS,Football,31,San Jose State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,18,0.168224299
ORE,PARKS,Football,31,Oregon,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,7,0.07
RUT,PARKS,School,31,Rutgers,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,216,0.034940149
LSU,PARKS,School,31,Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,133,0.02891933
FSU,PARKS,Football,31,Florida State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,11,0.166666667
TAM,PARKS,Football,31,Texas A&M,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,20,0.24691358
SCAR,PARKS,School,31,South Carolina,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,127,0.027814279
FLA,PARKS,Football,31,Florida,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,3,0.063829787
ORE.ST,PARKS,Football,31,Oregon State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,8,0.076923077
UT,PARKS,Football,31,Texas,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,7,0.24137931
OK,PARKS,School,31,Oklahoma,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,122,0.029894634
KAN.ST,PARKS,School,31,Kansas State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,124,0.034065934
UGA,PARKS,Football,31,Georgia,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,20,0.172413793
NO.ILL,PARKS,Football,31,Northern Illinois,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,13,0.135416667
LSU,PARKS,Football,31,Louisiana State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,26,0.317073171
CLEM,PARKS,School,31,Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,103,0.02994186
LOUIS,PARKS,Football,31,Louisville,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,19,0.31147541
OSU,PARKS,Football,31,Ohio State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,10,0.153846154
UT,PARKS,School,31,Texas,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,168,0.019086571
UM,PARKS,School,31,Michigan,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,195,0.030036969
BAMA,PARKS,Football,31,Alabama,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,3,0.111111111
NO.ILL,PARKS,School,31,Northern Illinois,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,52,0.013261923
OSU,PARKS,School,31,Ohio State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,126,0.011139599
CLEM,PARKS,Football,31,Clemson,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,17,0.193181818
BOS.ST,PARKS,School,31,Boise State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,28,0.010806638
NEB,PARKS,Football,31,Nebraska,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,3,0.029411765
FSU,PARKS,School,31,Florida State,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,346,0.044098904
UM,PARKS,Football,31,Michigan,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,10,0.12987013
UT,CTZ,Football,33,Texas,CITIZENSHIP ACTIVITIES.,College Major,5,0.172413793
SJ.ST,PHIL,Football,38,San Jose State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,1,0.009345794
RUT,PHIL,School,38,Rutgers,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,80,0.012940796
CLEM,PHIL,School,38,Clemson,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,34,0.009883721
UGA,PHIL,School,38,Georgia,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,62,0.009036584
SJ.ST,PHIL,School,38,San Jose State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,17,0.003471513
SCAR,PHIL,School,38,South Carolina,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,17,0.003723171
LSU,PHIL,School,38,Louisiana State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,21,0.00456621
ORE.ST,PHIL,School,38,Oregon State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,12,0.00305033
UT,PHIL,School,38,Texas,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,79,0.008975233
FLA,PHIL,School,38,Florida,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,58,0.006743402
ORE,PHIL,School,38,Oregon,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,94,0.020012774
BOS.ST,PHIL,Football,38,Boise State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,1,0.014285714
KAN.ST,PHIL,School,38,Kansas State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,7,0.001923077
OK,PHIL,School,38,Oklahoma,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,41,0.010046557
BOS.ST,PHIL,School,38,Boise State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,13,0.005017368
ND,PHIL,School,38,Notre Dame,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,29,0.013962446
NWST,PHIL,Football,38,Northwestern,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,2,0.020408163
FSU,PHIL,School,38,Florida State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,71,0.009049197
CLEM,PHIL,Football,38,Clemson,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,2,0.022727273
UTA.ST,PHIL,School,38,Utah State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,17,0.005040024
NO.ILL,PHIL,School,38,Northern Illinois,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,16,0.004080592
LSU,PHIL,Football,38,Louisiana State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,1,0.012195122
VANDY,PHIL,School,38,Vanderbilt,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,38,0.022713688
LOUIS,PHIL,School,38,Louisville,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,19,0.007034432
OSU,PHIL,School,38,Ohio State,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,44,0.003890019
BAMA,PHIL,School,38,Alabama,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,18,0.004033162
STAN,PHIL,School,38,Stanford,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,21,0.012252042
NEB,PHIL,School,38,Nebraska,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,4,0.001075847
STAN,PHIL,Football,38,Stanford,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,2,0.031746032
UM,PHIL,School,38,Michigan,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,65,0.010012323
ND,RELIG,School,39,Notre Dame,THEOLOGY AND RELIGIOUS VOCATIONS.,College Major,48,0.023110255
LOUIS,PHYSSCI,School,40,Louisville,PHYSICAL SCIENCES.,College Major,42,0.015549796
FLA,PHYSSCI,School,40,Florida,PHYSICAL SCIENCES.,College Major,173,0.02011394
ORE,PHYSSCI,School,40,Oregon,PHYSICAL SCIENCES.,College Major,47,0.010006387
UT,PHYSSCI,School,40,Texas,PHYSICAL SCIENCES.,College Major,238,0.027039309
UGA,PHYSSCI,School,40,Georgia,PHYSICAL SCIENCES.,College Major,82,0.011951611
SCAR,PHYSSCI,School,40,South Carolina,PHYSICAL SCIENCES.,College Major,69,0.015111695
SJ.ST,PHYSSCI,School,40,San Jose State,PHYSICAL SCIENCES.,College Major,34,0.006943026
TAM,PHYSSCI,School,40,Texas A&M,PHYSICAL SCIENCES.,College Major,180,0.019957867
NO.ILL,PHYSSCI,School,40,Northern Illinois,PHYSICAL SCIENCES.,College Major,63,0.01606733
KAN.ST,PHYSSCI,Football,40,Kansas State,PHYSICAL SCIENCES.,College Major,1,0.011235955
UM,PHYSSCI,School,40,Michigan,PHYSICAL SCIENCES.,College Major,65,0.010012323
ND,PHYSSCI,School,40,Notre Dame,PHYSICAL SCIENCES.,College Major,37,0.017814155
ORE.ST,PHYSSCI,School,40,Oregon State,PHYSICAL SCIENCES.,College Major,63,0.016014235
UTA.ST,PHYSSCI,School,40,Utah State,PHYSICAL SCIENCES.,College Major,27,0.008004744
UT,PHYSSCI,Football,40,Texas,PHYSICAL SCIENCES.,College Major,1,0.034482759
BOS.ST,PHYSSCI,School,40,Boise State,PHYSICAL SCIENCES.,College Major,26,0.010034736
SJ.ST,PHYSSCI,Football,40,San Jose State,PHYSICAL SCIENCES.,College Major,1,0.009345794
OK,PHYSSCI,School,40,Oklahoma,PHYSICAL SCIENCES.,College Major,122,0.029894634
LSU,PHYSSCI,School,40,Louisiana State,PHYSICAL SCIENCES.,College Major,61,0.013263753
UM,PHYSSCI,Football,40,Michigan,PHYSICAL SCIENCES.,College Major,1,0.012987013
FSU,PHYSSCI,School,40,Florida State,PHYSICAL SCIENCES.,College Major,102,0.013000255
BAMA,PHYSSCI,School,40,Alabama,PHYSICAL SCIENCES.,College Major,54,0.012099485
OSU,PHYSSCI,School,40,Ohio State,PHYSICAL SCIENCES.,College Major,118,0.010432323
RUT,PHYSSCI,School,40,Rutgers,PHYSICAL SCIENCES.,College Major,123,0.019896474
CLEM,PHYSSCI,School,40,Clemson,PHYSICAL SCIENCES.,College Major,69,0.02005814
VANDY,PHYSSCI,School,40,Vanderbilt,PHYSICAL SCIENCES.,College Major,48,0.028690974
KAN.ST,PHYSSCI,School,40,Kansas State,PHYSICAL SCIENCES.,College Major,33,0.009065934
NEB,PHYSSCI,School,40,Nebraska,PHYSICAL SCIENCES.,College Major,52,0.013986014
STAN,PHYSSCI,School,40,Stanford,PHYSICAL SCIENCES.,College Major,104,0.060676779
LSU,SCI,School,41,Louisiana State,SCIENCE TECHNOLOGIES/TECHNICIANS.,College Major,181,0.039356382
NWST,SCI,School,41,Northwestern,SCIENCE TECHNOLOGIES/TECHNICIANS.,College Major,85,0.039812646
ORE,PSYC,Football,42,Oregon,PSYCHOLOGY.,College Major,4,0.04
FLA,PSYC,Football,42,Florida,PSYCHOLOGY.,College Major,1,0.021276596
FLA,PSYC,School,42,Florida,PSYCHOLOGY.,College Major,462,0.053714684
SCAR,PSYC,School,42,South Carolina,PSYCHOLOGY.,College Major,273,0.05978975
UTA.ST,PSYC,Football,42,Utah State,PSYCHOLOGY.,College Major,2,0.019607843
ORE,PSYC,School,42,Oregon,PSYCHOLOGY.,College Major,376,0.080051096
NWST,PSYC,Football,42,Northwestern,PSYCHOLOGY.,College Major,5,0.051020408
UTA.ST,PSYC,School,42,Utah State,PSYCHOLOGY.,College Major,108,0.032018974
ORE.ST,PSYC,Football,42,Oregon State,PSYCHOLOGY.,College Major,5,0.048076923
LOUIS,PSYC,School,42,Louisville,PSYCHOLOGY.,College Major,208,0.077008515
BAMA,PSYC,School,42,Alabama,PSYCHOLOGY.,College Major,143,0.032041228
ND,PSYC,Football,42,Notre Dame,PSYCHOLOGY.,College Major,2,0.051282051
OSU,PSYC,School,42,Ohio State,PSYCHOLOGY.,College Major,719,0.06356644
ORE.ST,PSYC,School,42,Oregon State,PSYCHOLOGY.,College Major,130,0.033045247
NO.ILL,PSYC,School,42,Northern Illinois,PSYCHOLOGY.,College Major,646,0.164753889
VANDY,PSYC,School,42,Vanderbilt,PSYCHOLOGY.,College Major,93,0.055588763
KAN.ST,PSYC,School,42,Kansas State,PSYCHOLOGY.,College Major,80,0.021978022
BOS.ST,PSYC,Football,42,Boise State,PSYCHOLOGY.,College Major,2,0.028571429
LSU,PSYC,School,42,Louisiana State,PSYCHOLOGY.,College Major,356,0.077408132
ND,PSYC,School,42,Notre Dame,PSYCHOLOGY.,College Major,100,0.048146365
NO.ILL,PSYC,Football,42,Northern Illinois,PSYCHOLOGY.,College Major,5,0.052083333
FSU,PSYC,School,42,Florida State,PSYCHOLOGY.,College Major,417,0.053148101
STAN,PSYC,Football,42,Stanford,PSYCHOLOGY.,College Major,6,0.095238095
SJ.ST,PSYC,Football,42,San Jose State,PSYCHOLOGY.,College Major,3,0.028037383
NEB,PSYC,School,42,Nebraska,PSYCHOLOGY.,College Major,202,0.054330285
UGA,PSYC,School,42,Georgia,PSYCHOLOGY.,College Major,459,0.066899869
OK,PSYC,School,42,Oklahoma,PSYCHOLOGY.,College Major,143,0.035040431
RUT,PSYC,School,42,Rutgers,PSYCHOLOGY.,College Major,623,0.100776448
LSU,PSYC,Football,42,Louisiana State,PSYCHOLOGY.,College Major,2,0.024390244
UM,PSYC,School,42,Michigan,PSYCHOLOGY.,College Major,649,0.099969193
NEB,PSYC,Football,42,Nebraska,PSYCHOLOGY.,College Major,3,0.029411765
OK,PSYC,Football,42,Oklahoma,PSYCHOLOGY.,College Major,1,0.01754386
STAN,PSYC,School,42,Stanford,PSYCHOLOGY.,College Major,90,0.052508751
CLEM,PSYC,School,42,Clemson,PSYCHOLOGY.,College Major,172,0.05
UGA,PSYC,Football,42,Georgia,PSYCHOLOGY.,College Major,5,0.043103448
SJ.ST,PSYC,School,42,San Jose State,PSYCHOLOGY.,College Major,345,0.070451297
TAM,PSYC,School,42,Texas A&M,PSYCHOLOGY.,College Major,451,0.050005544
UT,PSYC,School,42,Texas,PSYCHOLOGY.,College Major,335,0.038059532
BOS.ST,PSYC,School,42,Boise State,PSYCHOLOGY.,College Major,132,0.050945581
RUT,PSYC,Football,42,Rutgers,PSYCHOLOGY.,College Major,1,0.010204082
CLEM,PSYC,Football,42,Clemson,PSYCHOLOGY.,College Major,1,0.011363636
BAMA,SECURITY,Football,43,Alabama,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,2,0.074074074
SCAR,SECURITY,Football,43,South Carolina,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,8,0.163265306
FLA,SECURITY,School,43,Florida,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,7,0.000813859
SCAR,SECURITY,School,43,South Carolina,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,188,0.041173894
ORE.ST,SECURITY,Football,43,Oregon State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.009615385
BAMA,SECURITY,School,43,Alabama,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,70,0.015684517
UGA,SECURITY,School,43,Georgia,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,44,0.006413059
RUT,SECURITY,Football,43,Rutgers,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,5,0.051020408
RUT,SECURITY,School,43,Rutgers,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,241,0.038984148
NWST,SECURITY,Football,43,Northwestern,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.010204082
ORE,SECURITY,Football,43,Oregon,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.01
SJ.ST,SECURITY,School,43,San Jose State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,202,0.041249745
SJ.ST,SECURITY,Football,43,San Jose State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,10,0.093457944
LOUIS,SECURITY,School,43,Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,136,0.050351722
LOUIS,SECURITY,Football,43,Louisville,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,8,0.131147541
NEB,SECURITY,Football,43,Nebraska,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.009803922
NEB,SECURITY,School,43,Nebraska,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,18,0.004841313
FSU,SECURITY,School,43,Florida State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,479,0.061050217
UGA,SECURITY,Football,43,Georgia,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,2,0.017241379
BOS.ST,SECURITY,Football,43,Boise State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,3,0.042857143
BOS.ST,SECURITY,School,43,Boise State,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,116,0.044770359
NO.ILL,SECURITY,Football,43,Northern Illinois,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.010416667
OK,SECURITY,School,43,Oklahoma,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,41,0.010046557
BAMA,PUBADMIN,School,44,Alabama,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,48,0.010755097
UTA.ST,PUBADMIN,School,44,Utah State,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,54,0.016009487
KAN.ST,PUBADMIN,School,44,Kansas State,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,33,0.009065934
STAN,PUBADMIN,Football,44,Stanford,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,2,0.031746032
ORE,PUBADMIN,School,44,Oregon,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,141,0.030019161
NWST,PUBADMIN,Football,44,Northwestern,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,8,0.081632653
SCAR,PUBADMIN,School,44,South Carolina,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,20,0.004380201
UT,PUBADMIN,School,44,Texas,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,79,0.008975233
FSU,PUBADMIN,School,44,Florida State,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,110,0.014019883
LOUIS,PUBADMIN,School,44,Louisville,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,46,0.017030729
UGA,PUBADMIN,School,44,Georgia,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,59,0.00859933
STAN,PUBADMIN,School,44,Stanford,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,24,0.014002334
BOS.ST,PUBADMIN,School,44,Boise State,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,65,0.025086839
UGA,PUBADMIN,Football,44,Georgia,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,1,0.00862069
SJ.ST,PUBADMIN,School,44,San Jose State,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,74,0.015111293
OSU,PUBADMIN,School,44,Ohio State,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,159,0.014057113
UM,PUBADMIN,School,44,Michigan,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,65,0.010012323
VANDY,PUBADMIN,School,44,Vanderbilt,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,16,0.009563658
RUT,PUBADMIN,School,44,Rutgers,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,49,0.007926237
OK,PUBADMIN,School,44,Oklahoma,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,College Major,41,0.010046557
ORE,SOCI,School,45,Oregon,SOCIAL SCIENCES.,College Major,986,0.209921226
ORE,SOCI,Football,45,Oregon,SOCIAL SCIENCES.,College Major,6,0.06
UTA.ST,SOCI,School,45,Utah State,SOCIAL SCIENCES.,College Major,405,0.120071153
FLA,SOCI,School,45,Florida,SOCIAL SCIENCES.,College Major,1111,0.129171027
LSU,SOCI,Football,45,Louisiana State,SOCIAL SCIENCES.,College Major,1,0.012195122
NWST,SOCI,Football,45,Northwestern,SOCIAL SCIENCES.,College Major,33,0.336734694
FLA,SOCI,Football,45,Florida,SOCIAL SCIENCES.,College Major,38,0.808510638
TAM,SOCI,Football,45,Texas A&M,SOCIAL SCIENCES.,College Major,3,0.037037037
UGA,SOCI,School,45,Georgia,SOCIAL SCIENCES.,College Major,672,0.097944906
OSU,SOCI,School,45,Ohio State,SOCIAL SCIENCES.,College Major,1337,0.118203519
UGA,SOCI,Football,45,Georgia,SOCIAL SCIENCES.,College Major,9,0.077586207
KAN.ST,SOCI,Football,45,Kansas State,SOCIAL SCIENCES.,College Major,26,0.292134831
UTA.ST,SOCI,Football,45,Utah State,SOCIAL SCIENCES.,College Major,10,0.098039216
ND,SOCI,Football,45,Notre Dame,SOCIAL SCIENCES.,College Major,5,0.128205128
RUT,SOCI,Football,45,Rutgers,SOCIAL SCIENCES.,College Major,7,0.071428571
LOUIS,SOCI,Football,45,Louisville,SOCIAL SCIENCES.,College Major,2,0.032786885
KAN.ST,SOCI,School,45,Kansas State,SOCIAL SCIENCES.,College Major,397,0.109065934
ORE.ST,SOCI,Football,45,Oregon State,SOCIAL SCIENCES.,College Major,13,0.125
TAM,SOCI,School,45,Texas A&M,SOCIAL SCIENCES.,College Major,722,0.080053221
SCAR,SOCI,Football,45,South Carolina,SOCIAL SCIENCES.,College Major,7,0.142857143
ORE.ST,SOCI,School,45,Oregon State,SOCIAL SCIENCES.,College Major,220,0.055922725
BOS.ST,SOCI,School,45,Boise State,SOCIAL SCIENCES.,College Major,179,0.069085295
UM,SOCI,Football,45,Michigan,SOCIAL SCIENCES.,College Major,7,0.090909091
NEB,SOCI,School,45,Nebraska,SOCIAL SCIENCES.,College Major,216,0.05809575
STAN,SOCI,School,45,Stanford,SOCIAL SCIENCES.,College Major,317,0.184947491
RUT,SOCI,School,45,Rutgers,SOCIAL SCIENCES.,College Major,957,0.15480427
SJ.ST,SOCI,School,45,San Jose State,SOCIAL SCIENCES.,College Major,339,0.069226057
VANDY,SOCI,School,45,Vanderbilt,SOCIAL SCIENCES.,College Major,473,0.282725643
SJ.ST,SOCI,Football,45,San Jose State,SOCIAL SCIENCES.,College Major,10,0.093457944
OK,SOCI,School,45,Oklahoma,SOCIAL SCIENCES.,College Major,265,0.064935065
BAMA,SOCI,School,45,Alabama,SOCIAL SCIENCES.,College Major,202,0.045261035
UT,SOCI,Football,45,Texas,SOCIAL SCIENCES.,College Major,2,0.068965517
LOUIS,SOCI,School,45,Louisville,SOCIAL SCIENCES.,College Major,222,0.082191781
UM,SOCI,School,45,Michigan,SOCIAL SCIENCES.,College Major,1038,0.159889094
BOS.ST,SOCI,Football,45,Boise State,SOCIAL SCIENCES.,College Major,2,0.028571429
CLEM,SOCI,School,45,Clemson,SOCIAL SCIENCES.,College Major,241,0.07005814
OSU,SOCI,Football,45,Ohio State,SOCIAL SCIENCES.,College Major,13,0.2
NO.ILL,SOCI,School,45,Northern Illinois,SOCIAL SCIENCES.,College Major,143,0.036470288
FSU,SOCI,School,45,Florida State,SOCIAL SCIENCES.,College Major,1478,0.188376243
FSU,SOCI,Football,45,Florida State,SOCIAL SCIENCES.,College Major,24,0.363636364
