Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Kelvin Cato,Houston Rockets,"$6,696,000.00 ",2002-2003,2005-2006,,6,"$6,000,000 ",
Kelvin Cato,Houston Rockets,"$7,344,000.00 ",2003-2004,2005-2006,,6,"$42,000,000 ",
Kelvin Cato,Orlando Magic,"$7,992,000.00 ",2004-2005,2005-2006,,6,"$42,000,000 ",
Kelvin Cato,Detroit Pistons,"$8,640,000.00 ",2005-2006,2005-2006,,6,"$42,000,000 ",
Kelvin Cato,New York Knicks,"$1,071,000.00 ",2006-2007,2006-2007,,1,"$1,071,000 ",
Kemba Walker,Charlotte Bobcats,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1417
Kemba Walker,Charlotte Bobcats,"$2,356,320.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1417
Kemba Walker,Charlotte Bobcats,"$2,462,400.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1417
Kemba Walker,Charlotte Bobcats,"$2,568,360.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1417
Kemba Walker,Charlotte Bobcats,"$3,272,091.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1417
Kemba Walker,Charlotte Bobcats,"$4,267,426.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1417
Ken Johnson,Miami Heat,"$349,458.00 ",2002-2003,2002-2003 ,Team,2,"$2,000,000 ",
Ken Norman,Los Angeles Clippers,"$300,000.00 ",1988-1989,,,,,
Ken Norman,Los Angeles Clippers,"$300,000.00 ",1989-1990,,,,,
Ken Norman,Los Angeles Clippers,"$1,150,000.00 ",1991-1992,,,,,
Ken Norman,Los Angeles Clippers,"$1,275,000.00 ",1992-1993,,,,,
Ken Norman,Los Angeles Clippers,"$1,275,000.00 ",1993-1994,,,,,
Ken Norman,Milwaukee Bucks,"$1,510,000.00 ",1993-1994,,,,,
Ken Norman,Atlanta Hawks,"$1,963,000.00 ",1994-1995,,,,,
Ken Norman,Atlanta Hawks,"$2,416,000.00 ",1995-1996,,,,,
Ken Norman,Atlanta Hawks,"$2,869,000.00 ",1996-1997,,,,,
Ken Williams,Indiana Pacers,"$375,000.00 ",1993-1994,,,,,
Kendall Gill,Charlotte Hornets,"$1,908,000.00 ",1991-1992,,,,,
Kendall Gill,Charlotte Hornets,"$1,908,000.00 ",1992-1993,,,,,
Kendall Gill,Seattle Supersonics,"$2,000,000.00 ",1993-1994,,,,,
Kendall Gill,Seattle Supersonics,"$2,600,000.00 ",1994-1995,,,,,
Kendall Gill,New Jersey Nets,"$3,200,000.00 ",1995-1996,,,,,
Kendall Gill,New Jersey Nets,"$3,800,000.00 ",1996-1997,,,,,
Kendall Gill,New Jersey Nets,"$4,400,000.00 ",1997-1998,,,,,
Kendall Gill,New Jersey Nets,"$3,049,000.00 ",1998-1999,,,,,
Kendall Gill,New Jersey Nets,"$5,600,000.00 ",1999-2000,,,,,
Kendall Gill,New Jersey Nets,"$7,000,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Kendall Gill,Miami Heat,"$1,538,000.00 ",2001-2002,2001-2002,,1,"$1,000,000 ",
Kendall Gill,Minnesota Timberwolves,"$1,030,000.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Kendall Gill,Chicago Bulls,"$1,070,000.00 ",2003-2004,2003-2004,,1,"$1,070,000 ",
Kendrick Perkins,Boston Celtics,"$678,600.00 ",2003-2004,2006-2007,,4,"$3,600,000 ",
Kendrick Perkins,Boston Celtics,"$875,400.00 ",2004-2005,2006-2007 ,Team,4,"$4,320,000 ",
Kendrick Perkins,Boston Celtics,"$936,480.00 ",2005-2006,2006-2007,,4,"$4,320,000 ",
Kendrick Perkins,Boston Celtics,"$1,689,410.00 ",2006-2007,2010-2011,,5,"$16,000,000 ",
Kendrick Perkins,Boston Celtics,"$4,230,912.00 ",2007-2008,2010-2011,,5,"$16,000,000 ",
Kendrick Perkins,Boston Celtics,"$4,500,000.00 ",2009-2010,,,,,
Kendrick Perkins,Oklahoma City Thunder,"$6,696,720.00 ",2010-2011,,,,,
Kendrick Perkins,Oklahoma City Thunder,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=26
Kendrick Perkins,Oklahoma City Thunder,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=26
Kendrick Perkins,Oklahoma City Thunder,"$7,123,626.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=26
Kendrick Perkins,Oklahoma City Thunder,"$7,800,531.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=26
Kendrick Perkins,Oklahoma City Thunder,"$8,477,437.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=26
Kendrick Perkins,Oklahoma City Thunder,"$9,154,342.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=26
Kendrick Perkins,Boston Celtics,"$4,078,880.00 ",2008-2009,2010-2011,,5,"$16,000,000 ",
Kennard Winchester,New York Knicks,"$10,000.00 ",1991-1992,,,,,
Kennard Winchester,Houston Rockets,"$140,000.00 ",1992-1993,,,,,
Kenneth Faried,Denver Nuggets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1236
Kenneth Faried,Denver Nuggets,"$1,254,720.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1236
Kenneth Faried,Denver Nuggets,"$1,311,240.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1236
Kenneth Faried,Denver Nuggets,"$1,367,640.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1236
Kenneth Faried,Denver Nuggets,"$2,249,768.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1236
Kenneth Faried,Denver Nuggets,"$3,257,664.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1236
Kenny Anderson,New Jersey Nets,"$1,828,000.00 ",1991-1992,,,,,
Kenny Anderson,New Jersey Nets,"$2,376,000.00 ",1992-1993,,,,,
Kenny Anderson,New Jersey Nets,"$2,925,000.00 ",1993-1994,,,,,
Kenny Anderson,New Jersey Nets,"$3,463,200.00 ",1994-1995,,,,,
Kenny Anderson,New Jersey Nets,"$3,898,000.00 ",1995-1996,,,,,
Kenny Anderson,Portland Trail Blazers,"$4,175,000.00 ",1996-1997,,,,,
Kenny Anderson,Portland Trail Blazers,"$5,010,000.00 ",1997-1998,,,,,
Kenny Anderson,Boston Celtics,"$3,564,000.00 ",1998-1999,,,,,
Kenny Anderson,Boston Celtics,"$6,680,000.00 ",1999-2000,,,,,
Kenny Anderson,Boston Celtics,"$7,520,000.00 ",2000-2001,2002-2003,,7,"$7,000,000 ",
Kenny Anderson,Boston Celtics,"$8,350,000.00 ",2001-2002,2002-2003,,7,"$7,000,000 ",
Kenny Anderson,New Orleans Hornets,"$9,185,000.00 ",2002-2003,2002-2003,,7,"$7,000,000 ",
Kenny Anderson,Indiana Pacers,"$1,070,000.00 ",2003-2004,2003-2004,,1,"$1,070,000 ",
Kenny Anderson,Los Angeles Clippers,"$1,100,000.00 ",2004-2005,2004-2005,,1,"$1,100,000 ",
Kenny Battle,Golden State Warriors,,1991-1992,,,,,
Kenny Battle,Boston Celtics,"$140,000.00 ",1992-1993,,,,,
Kenny Gattison,Charlotte Hornets,"$456,000.00 ",1991-1992,,,,,
Kenny Gattison,Charlotte Hornets,"$598,000.00 ",1992-1993,,,,,
Kenny Gattison,Charlotte Hornets,"$1,250,000.00 ",1993-1994,,,,,
Kenny Gattison,Charlotte Hornets,"$1,250,000.00 ",1994-1995,,,,,
Kenny Gattison,Vancouver Grizzlies,"$1,450,000.00 ",1995-1996,,,,,
Kenny Hasbrouck,Miami Heat,"$78,059.00 ",2009-2010,,,,,
Kenny Hasbrouck,Miami Heat,"$250,000.00 ",2010-2011,,,,,
Kenny Payne,Philadelphia 76ers,"$410,000.00 ",1991-1992,,,,,
Kenny Payne,Philadelphia 76ers,"$500,000.00 ",1992-1993,,,,,
Kenny Satterfield,Denver Nuggets,"$332,817.00 ",2001-2002,2001-2002,,1,"$1,000,000 ",
Kenny Smith,Sacramento Kings,"$600,000.00 ",1988-1989,,,,,
Kenny Smith,Sacramento Kings,"$600,000.00 ",1989-1990,,,,,
Kenny Smith,Houston Rockets,"$1,633,000.00 ",1991-1992,,,,,
Kenny Smith,Houston Rockets,"$1,983,000.00 ",1992-1993,,,,,
Kenny Smith,Houston Rockets,"$2,150,000.00 ",1993-1994,,,,,
Kenny Smith,Houston Rockets,"$2,633,000.00 ",1994-1995,,,,,
Kenny Smith,Houston Rockets,"$2,683,000.00 ",1995-1996,,,,,
Kenny Smith,Orlando Magic,"$190,100.00 ",1996-1997,,,,,
Kenny Thomas,Houston Rockets,"$823,440.00 ",1999-2000,,,,,
Kenny Thomas,Houston Rockets,"$890,000.00 ",2000-2001,2002-2003,,4,"$4,000,000 ",
Kenny Thomas,Houston Rockets,"$946,920.00 ",2001-2002,2002-2003,,4,"$4,000,000 ",
Kenny Thomas,Philadelphia 76ers,"$1,557,684.00 ",2002-2003,2002-2003 ,Team,4,"$4,000,000 ",
Kenny Thomas,Philadelphia 76ers,"$4,250,000.00 ",2003-2004,2009-2010,,7,"$40,000,000 ",
Kenny Thomas,Sacramento Kings,"$6,000,000.00 ",2004-2005,2007-2008 ,Player,7,"$50,000,000 ",
Kenny Thomas,Sacramento Kings,"$6,120,000.00 ",2005-2006,2009-2010,,7,"$50,000,000 ",
Kenny Thomas,Sacramento Kings,"$7,187,500.00 ",2006-2007,2009-2010,,7,"$50,000,000 ",
Kenny Thomas,Sacramento Kings,"$7,875,000.00 ",2007-2008,2009-2010,,7,"$50,000,000 ",
Kenny Thomas,Sacramento Kings,"$8,775,000.00 ",2009-2010,,,,,
Kenny Thomas,Sacramento Kings,"$8,562,000.00 ",2008-2009,2009-2010,,7,"$50,000,000 ",
Kenny Walker,New York Knicks,"$680,000.00 ",1988-1989,,,,,
Kenny Walker,New York Knicks,"$680,000.00 ",1989-1990,,,,,
Kenny Walker,Washington Bullets,"$400,000.00 ",1993-1994,,,,,
Kenny Walker,Washington Bullets,"$150,000.00 ",1994-1995,,,,,
Kenny Williams,Indiana Pacers,"$275,000.00 ",1991-1992,,,,,
Kenny Williams,Indiana Pacers,"$325,000.00 ",1992-1993,,,,,
Kenyon Martin,New Jersey Nets,"$3,540,000.00 ",2000-2001,2003-2004,,4,"$4,000,000 ",
Kenyon Martin,New Jersey Nets,"$3,801,960.00 ",2001-2002,2003-2004,,4,"$4,000,000 ",
Kenyon Martin,New Jersey Nets,"$4,067,160.00 ",2002-2003,2003-2004 ,Team,4,"$4,000,000 ",
Kenyon Martin,New Jersey Nets,"$5,128,689.00 ",2003-2004,2003-2004,,4,"$16,530,000 ",
Kenyon Martin,Denver Nuggets,"$9,454,546.00 ",2004-2005,2010-2011,,7,"$91,000,000 ",
Kenyon Martin,Denver Nuggets,"$10,640,000.00 ",2005-2006,2010-2011,,7,"$91,000,000 ",
Kenyon Martin,Denver Nuggets,"$12,068,182.00 ",2006-2007,2010-2011,,7,"$91,000,000 ",
Kenyon Martin,Denver Nuggets,"$13,000,000.00 ",2007-2008,2010-2011,,7,"$91,000,000 ",
Kenyon Martin,Denver Nuggets,"$15,613,636.00 ",2009-2010,,,,,
Kenyon Martin,Denver Nuggets,"$16,545,454.00 ",2010-2011,,,,,
Kenyon Martin,Los Angeles Clippers,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=96
Kenyon Martin,Los Angeles Clippers,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=96
Kenyon Martin,Los Angeles Clippers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=96
Kenyon Martin,Los Angeles Clippers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=96
Kenyon Martin,Los Angeles Clippers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=96
Kenyon Martin,Los Angeles Clippers,"$2,500,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=96
Kenyon  Martin,Denver Nuggets,"$14,431,818.00 ",2008-2009,2010-2011,,7,"$91,000,000 ",
Keon Clark,Denver Nuggets,"$609,700.00 ",1998-1999,,,,,
Keon Clark,Denver Nuggets,"$1,289,400.00 ",1999-2000,,,,,
Keon Clark,Denver Nuggets,"$1,380,000.00 ",2000-2001,2001-2002,,4,"$4,000,000 ",
Keon Clark,Toronto Raptors,"$1,971,116.00 ",2001-2002,2001-2002,,4,"$4,000,000 ",
Keon Clark,Sacramento Kings,"$4,546,000.00 ",2002-2003,2002-2003 ,Player,2,"$2,000,000 ",
Keon Clark,Utah Jazz,"$5,000,000.00 ",2003-2004,2003-2004,,2,"$9,540,000 ",
Kerry Kittles,New Jersey Nets,"$1,356,000.00 ",1996-1997,,,,,
Kerry Kittles,New Jersey Nets,"$1,559,040.00 ",1997-1998,,,,,
Kerry Kittles,New Jersey Nets,"$1,075,000.00 ",1998-1999,,,,,
Kerry Kittles,New Jersey Nets,"$7,166,666.00 ",1999-2000,,,,,
Kerry Kittles,New Jersey Nets,"$7,770,000.00 ",2000-2001,2004-2005,,6,"$6,000,000 ",
Kerry Kittles,New Jersey Nets,"$8,166,666.00 ",2001-2002,2004-2005,,6,"$6,000,000 ",
Kerry Kittles,New Jersey Nets,"$8,966,667.00 ",2002-2003,2004-2005,,6,"$6,000,000 ",
Kerry Kittles,New Jersey Nets,"$9,266,666.00 ",2003-2004,2004-2005,,6,"$52,000,000 ",
Kerry Kittles,Los Angeles Clippers,"$9,566,667.00 ",2004-2005,2004-2005,,6,"$52,000,000 ",
Kevin Brooks,Denver Nuggets,"$625,000.00 ",1991-1992,,,,,
Kevin Brooks,Denver Nuggets,"$800,000.00 ",1992-1993,,,,,
Kevin Brooks,Denver Nuggets,"$975,000.00 ",1993-1994,,,,,
Kevin Burleson,Charlotte Bobcats,"$398,762.00 ",2005-2006,2006-2007 ,Team,2,"$1,062,971 ",
Kevin Duckworth,Portland Trail Blazers,"$2,000,000.00 ",1988-1989,,,,,
Kevin Duckworth,Portland Trail Blazers,"$2,000,000.00 ",1989-1990,,,,,
Kevin Duckworth,Portland Trail Blazers,"$2,013,000.00 ",1991-1992,,,,,
Kevin Duckworth,Portland Trail Blazers,"$2,215,000.00 ",1992-1993,,,,,
Kevin Duckworth,Washington Bullets,"$2,313,000.00 ",1993-1994,,,,,
Kevin Duckworth,Washington Bullets,"$2,612,500.00 ",1994-1995,,,,,
Kevin Duckworth,Milwaukee Bucks,"$2,863,000.00 ",1995-1996,,,,,
Kevin Duckworth,Los Angeles Clippers,"$247,500.00 ",1996-1997,,,,,
Kevin Durant,Seattle Supersonics,"$4,171,200.00 ",2007-2008,2010-2011 ,Team,5,"$21,352,150 ",
Kevin Durant,Oklahoma City Thunder,"$4,796,880.00 ",2009-2010,,,,,
Kevin Durant,Oklahoma City Thunder,"$6,053,663.00 ",2010-2011,,,,,
Kevin Durant,Oklahoma City Thunder,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=829
Kevin Durant,Oklahoma City Thunder,"$15,506,632.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=829
Kevin Durant,Oklahoma City Thunder,"$16,669,629.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=829
Kevin Durant,Oklahoma City Thunder,"$17,832,627.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=829
Kevin Durant,Oklahoma City Thunder,"$18,995,624.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=829
Kevin Durant,Oklahoma City Thunder,"$20,158,622.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=829
Kevin Durant,Oklahoma City Thunder,"$4,484,040.00 ",2008-2009,2010-2011 ,Team,5,"$21,352,150 ",
Kevin Edwards,Miami Heat,"$300,000.00 ",1988-1989,,,,,
Kevin Edwards,Miami Heat,"$300,000.00 ",1989-1990,,,,,
Kevin Edwards,Miami Heat,"$600,000.00 ",1991-1992,,,,,
Kevin Edwards,Miami Heat,"$750,000.00 ",1992-1993,,,,,
Kevin Edwards,New Jersey Nets,"$1,200,000.00 ",1993-1994,,,,,
Kevin Edwards,New Jersey Nets,"$1,560,000.00 ",1994-1995,,,,,
Kevin Edwards,New Jersey Nets,"$1,920,000.00 ",1995-1996,,,,,
Kevin Edwards,New Jersey Nets,"$2,280,000.00 ",1996-1997,,,,,
Kevin Edwards,Orlando Magic,"$2,640,000.00 ",1997-1998,,,,,
Kevin Edwards,Vancouver Grizzlies,"$550,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Kevin Gamble,Boston Celtics,"$100,000.00 ",1988-1989,,,,,
Kevin Gamble,Boston Celtics,"$100,000.00 ",1989-1990,,,,,
Kevin Gamble,Boston Celtics,"$1,400,000.00 ",1991-1992,,,,,
Kevin Gamble,Boston Celtics,"$1,200,000.00 ",1992-1993,,,,,
Kevin Gamble,Boston Celtics,"$1,100,000.00 ",1993-1994,,,,,
Kevin Gamble,Miami Heat,"$650,000.00 ",1994-1995,,,,,
Kevin Gamble,Sacramento Kings,"$845,000.00 ",1995-1996,,,,,
Kevin Gamble,Sacramento Kings,"$1,196,000.00 ",1996-1997,,,,,
Kevin Gamble,Sacramento Kings,"$1,868,750.00 ",1999-2000,,,,,
Kevin Garnett,Minnesota Timberwolves,"$1,622,000.00 ",1995-1996,,,,,
Kevin Garnett,Minnesota Timberwolves,"$1,666,000.00 ",1996-1997,,,,,
Kevin Garnett,Minnesota Timberwolves,"$2,109,120.00 ",1997-1998,,,,,
Kevin Garnett,Minnesota Timberwolves,"$8,537,000.00 ",1998-1999,,,,,
Kevin Garnett,Minnesota Timberwolves,"$16,806,300.00 ",1999-2000,,,,,
Kevin Garnett,Minnesota Timberwolves,"$19,610,000.00 ",2000-2001,2003-2004,,6,"$6,000,000 ",
Kevin Garnett,Minnesota Timberwolves,"$22,400,000.00 ",2001-2002,2003-2004,,6,"$6,000,000 ",
Kevin Garnett,Minnesota Timberwolves,"$25,200,000.00 ",2002-2003,2003-2004,,6,"$6,000,000 ",
Kevin Garnett,Minnesota Timberwolves,"$28,000,000.00 ",2003-2004,2008-2009,,11,"$226,000,000 ",
Kevin Garnett,Minnesota Timberwolves,"$16,000,000.00 ",2004-2005,2008-2009,,5,"$100,000,000 ",
Kevin Garnett,Minnesota Timberwolves,"$18,000,000.00 ",2005-2006,2008-2009,,5,"$100,000,000 ",
Kevin Garnett,Minnesota Timberwolves,"$21,000,000.00 ",2006-2007,2008-2009 ,Player,5,"$100,000,000 ",
Kevin Garnett,Boston Celtics,"$23,751,934.00 ",2007-2008,2008-2009 ,Player,5,"$100,000,000 ",
Kevin Garnett,Boston Celtics,"$16,417,044.00 ",2009-2010,,,,,
Kevin Garnett,Boston Celtics,"$18,832,044.00 ",2010-2011,,,,,
Kevin Garnett,Boston Celtics,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=231
Kevin Garnett,Boston Celtics,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=231
Kevin Garnett,Boston Celtics,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=231
Kevin Garnett,Boston Celtics,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=231
Kevin Garnett,Boston Celtics,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=231
Kevin Garnett,Boston Celtics,"$21,247,044.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=231
Kevin Garnett,Boston Celtics,"$24,751,934.00 ",2008-2009,2008-2009 ,Player,5,"$100,000,000 ",
Kevin Johnson,Phoenix Suns,"$532,000.00 ",1988-1989,,,,,
Kevin Johnson,Phoenix Suns,"$532,000.00 ",1989-1990,,,,,
Kevin Johnson,Phoenix Suns,"$1,950,000.00 ",1991-1992,,,,,
Kevin Johnson,Phoenix Suns,"$1,850,000.00 ",1992-1993,,,,,
Kevin Johnson,Phoenix Suns,"$2,300,000.00 ",1993-1994,,,,,
Kevin Johnson,Phoenix Suns,"$2,750,000.00 ",1994-1995,,,,,
Kevin Johnson,Phoenix Suns,"$2,900,000.00 ",1995-1996,,,,,
Kevin Johnson,Phoenix Suns,"$7,000,000.00 ",1996-1997,,,,,
Kevin Johnson,Phoenix Suns,"$8,000,000.00 ",1997-1998,,,,,
Kevin Love,Minnesota Timberwolves,"$3,401,040.00 ",2009-2010,,,,,
Kevin Love,Minnesota Timberwolves,"$3,638,280.00 ",2010-2011,,,,,
Kevin Love,Minnesota Timberwolves,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=966
Kevin Love,Minnesota Timberwolves,"$4,609,701.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=966
Kevin Love,Minnesota Timberwolves,"$12,922,194.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=966
Kevin Love,Minnesota Timberwolves,"$13,891,359.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=966
Kevin Love,Minnesota Timberwolves,"$14,860,523.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=966
Kevin Love,Minnesota Timberwolves,"$15,829,688.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=966
Kevin Love,Minnesota Timberwolves,"$3,163,680.00 ",2008-2009,2012-2013,,5,"$20,925,164 ",
Kevin Lynch,Charlotte Hornets,,1991-1992,,,,,
Kevin Lynch,Charlotte Hornets,"$250,000.00 ",1992-1993,,,,,
Kevin Lynch,Charlotte Hornets,"$325,000.00 ",1993-1994,,,,,
Kevin Martin,Sacramento Kings,"$872,046.00 ",2004-2005,2007-2008 ,Team,4,"$4,620,000 ",
Kevin Martin,Sacramento Kings,"$937,440.00 ",2005-2006,2007-2008 ,Team,4,"$4,620,000 ",
Kevin Martin,Sacramento Kings,"$1,002,840.00 ",2006-2007,2007-2008,,4,"$4,620,000 ",
Kevin Martin,Sacramento Kings,"$1,808,121.00 ",2007-2008,2011-2012,,5,"$50,000,000 ",
Kevin Martin,Houston Rockets,"$9,680,170.00 ",2009-2010,,,,,
Kevin Martin,Houston Rockets,"$10,600,005.00 ",2010-2011,,,,,
Kevin Martin,Houston Rockets,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=341
Kevin Martin,Houston Rockets,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=341
Kevin Martin,Houston Rockets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=341
Kevin Martin,Houston Rockets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=341
Kevin Martin,Houston Rockets,"$11,519,840.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=341
Kevin Martin,Houston Rockets,"$12,439,675.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=341
Kevin Martin,Sacramento Kings,"$9,260,335.00 ",2008-2009,2011-2012,,5,"$50,000,000 ",
Kevin McHale,Boston Celtics,"$1,300,000.00 ",1988-1989,,,,,
Kevin McHale,Boston Celtics,"$1,300,000.00 ",1989-1990,,,,,
Kevin McHale,Boston Celtics,"$3,500,000.00 ",1991-1992,,,,,
Kevin McHale,Boston Celtics,"$3,500,000.00 ",1992-1993,,,,,
Kevin Ollie,Orlando Magic,"$272,250.00 ",1997-1998,,,,,
Kevin Ollie,Dallas Mavericks,"$2,853.00 ",1999-2000,,,,,
Kevin Ollie,Philadelphia 76ers,"$422,235.00 ",1999-2000,,,,,
Kevin Ollie,New Jersey Nets,"$520,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Kevin Ollie,Chicago Bulls,"$590,850.00 ",2001-2002,2001-2002,,1,"$1,000,000 ",
Kevin Ollie,Seattle Supersonics,"$1,000,000.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Kevin Ollie,Cleveland Cavaliers,"$2,458,500.00 ",2003-2004,2007-2008,,5,"$15,000,000 ",
Kevin Ollie,Philadelphia 76ers,"$2,704,350.00 ",2004-2005,2007-2008,,5,"$15,000,000 ",
Kevin Ollie,Philadelphia 76ers,"$2,950,000.00 ",2005-2006,2007-2008,,5,"$15,000,000 ",
Kevin Ollie,Philadelphia 76ers,"$3,196,050.00 ",2006-2007,2007-2008,,5,"$15,000,000 ",
Kevin Ollie,Philadelphia 76ers,"$3,441,900.00 ",2007-2008,2007-2008,,5,"$15,000,000 ",
Kevin Ollie,Oklahoma City Thunder,"$1,306,455.00 ",2009-2010,,,,,
Kevin Ollie,Minnesota Timberwolves,"$797,581.00 ",2008-2009,2007-2008,,5,"$15,000,000 ",
Kevin Pritchard,Boston Celtics,"$130,000.00 ",1991-1992,,,,,
Kevin Pritchard,Washington Bullets,"$275,000.00 ",1995-1996,,,,,
Kevin Salvadori,Sacramento Kings,"$247,500.00 ",1996-1997,,,,,
Kevin Salvadori,Sacramento Kings,"$300,000.00 ",1997-1998,,,,,
Kevin Seraphin,Washington Wizards,"$1,563,120.00 ",2010-2011,,,,,
Kevin Seraphin,Washington Wizards,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1463
Kevin Seraphin,Washington Wizards,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1463
Kevin Seraphin,Washington Wizards,"$1,680,360.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1463
Kevin Seraphin,Washington Wizards,"$1,797,600.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1463
Kevin Seraphin,Washington Wizards,"$2,761,114.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1463
Kevin Seraphin,Washington Wizards,"$3,898,692.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1463
Kevin Thompson,Portland Trail Blazers,"$150,000.00 ",1993-1994,,,,,
