Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Brian Butch,New Orleans Hornets,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1358
Brian Butch,New Orleans Hornets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1358
Brian Butch,New Orleans Hornets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1358
Brian Butch,New Orleans Hornets,"$436,418.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1358
Brian Cardinal,Detroit Pistons,"$320,000.00 ",2000-2001,2001-2002,,2,"$2,000,000 ",
Brian Cardinal,Detroit Pistons,"$465,850.00 ",2001-2002,2001-2002,,2,"$2,000,000 ",
Brian Cardinal,Washington Bullets,"$587,435.00 ",2002-2003,2002-2003,,2,"$2,000,000 ",
Brian Cardinal,Golden State Warriors,"$663,679.00 ",2003-2004,2003-2004,,1,"$663,679 ",
Brian Cardinal,Memphis Grizzlies,"$4,903,000.00 ",2004-2005,2009-2010,,6,"$36,800,000 ",
Brian Cardinal,Memphis Grizzlies,"$4,950,000.00 ",2005-2006,2009-2010,,6,"$36,800,000 ",
Brian Cardinal,Memphis Grizzlies,"$5,400,000.00 ",2006-2007,2009-2010,,6,"$36,800,000 ",
Brian Cardinal,Memphis Grizzlies,"$5,850,000.00 ",2007-2008,2009-2010,,6,"$36,800,000 ",
Brian Cardinal,Minnesota Timberwolves,"$160,687.00 ",2009-2010,,,,,
Brian Cardinal,New York Knicks,"$6,750,000.00 ",2009-2010,,,,,
Brian Cardinal,Dallas Mavericks,"$1,352,181.00 ",2010-2011,,,,,
Brian Cardinal,Dallas Mavericks,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=190
Brian Cardinal,Dallas Mavericks,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=190
Brian Cardinal,Dallas Mavericks,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=190
Brian Cardinal,Dallas Mavericks,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=190
Brian Cardinal,Dallas Mavericks,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=190
Brian Cardinal,Dallas Mavericks,"$854,389.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=190
Brian Cardinal,Minnesota Timberwolves,"$6,300,000.00 ",2008-2009,2009-2010,,6,"$36,800,000 ",
Brian Cook,Los Angeles Lakers,"$752,000.00 ",2003-2004,2006-2007 ,Team,4,"$4,730,000 ",
Brian Cook,Los Angeles Lakers,"$971,160.00 ",2004-2005,2006-2007 ,Team,4,"$4,730,000 ",
Brian Cook,Los Angeles Lakers,"$865,800.00 ",2005-2006,2006-2007 ,Team,4,"$4,730,000 ",
Brian Cook,Los Angeles Lakers,"$1,817,141.00 ",2006-2007,2009-2010 ,Player,3,"$10,500,000 ",
Brian Cook,Los Angeles Lakers,"$3,500,000.00 ",2007-2008,2009-2010 ,Player,3,"$10,500,000 ",
Brian Cook,Houston Rockets,"$3,500,000.00 ",2009-2010,,,,,
Brian Cook,Los Angeles Clippers,"$1,146,337.00 ",2010-2011,,,,,
Brian Cook,Washington Wizards,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=176
Brian Cook,Washington Wizards,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=176
Brian Cook,Washington Wizards,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=176
Brian Cook,Washington Wizards,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=176
Brian Cook,Washington Wizards,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=176
Brian Cook,Washington Wizards,"$1,223,166.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=176
Brian Cook,Orlando Magic,"$3,500,000.00 ",2008-2009,2009-2010 ,Player,3,"$10,500,000 ",
Brian Davis,Minnesota Timberwolves,"$150,000.00 ",1993-1994,,,,,
Brian Evans,Orlando Magic,"$551,000.00 ",1996-1997,,,,,
Brian Evans,Orlando Magic,"$607,545.00 ",1997-1998,,,,,
Brian Evans,New Jersey Nets,"$418,768.00 ",1998-1999,,,,,
Brian Grant,Sacramento Kings,"$808,000.00 ",1994-1995,,,,,
Brian Grant,Sacramento Kings,"$1,050,000.00 ",1995-1996,,,,,
Brian Grant,Sacramento Kings,"$1,293,000.00 ",1996-1997,,,,,
Brian Grant,Portland Trail Blazers,"$5,000,000.00 ",1997-1998,,,,,
Brian Grant,Portland Trail Blazers,"$3,659,000.00 ",1998-1999,,,,,
Brian Grant,Portland Trail Blazers,"$7,680,862.00 ",1999-2000,,,,,
Brian Grant,Miami Heat,"$8,900,000.00 ",2000-2001,2006-2007,,7,"$7,000,000 ",
Brian Grant,Miami Heat,"$10,009,688.00 ",2001-2002,2006-2007,,7,"$7,000,000 ",
Brian Grant,Miami Heat,"$11,027,862.00 ",2002-2003,2004-2005 ,Player,7,"$7,000,000 ",
Brian Grant,Miami Heat,"$12,234,063.00 ",2003-2004,2006-2007,,7,"$86,000,000 ",
Brian Grant,Los Angeles Lakers,"$13,233,434.00 ",2004-2005,2004-2005 ,Player,7,"$86,000,000 ",
Brian Grant,Phoenix Suns,"$1,670,000.00 ",2005-2006,2005-2006,,1,"$1,670,000 ",
Brian Howard,Dallas Mavericks,,1991-1992,,,,,
Brian Howard,Dallas Mavericks,"$200,000.00 ",1992-1993,,,,,
Brian Oliver,Philadelphia 76ers,"$456,000.00 ",1991-1992,,,,,
Brian Oliver,Philadelphia 76ers,"$456,000.00 ",1993-1994,,,,,
Brian Oliver,Washington Bullets,"$150,000.00 ",1994-1995,,,,,
Brian Quinnett,Dallas Mavericks,"$450,000.00 ",1991-1992,,,,,
Brian Rowsom,Charlotte Hornets,"$100,000.00 ",1988-1989,,,,,
Brian Rowsom,Charlotte Hornets,"$100,000.00 ",1989-1990,,,,,
Brian Scalabrine,New Jersey Nets,"$332,817.00 ",2001-2002,2002-2003,,2,"$2,000,000 ",
Brian Scalabrine,New Jersey Nets,"$512,435.00 ",2002-2003,2002-2003,,2,"$2,000,000 ",
Brian Scalabrine,New Jersey Nets,"$788,689.00 ",2003-2004,2004-2005,,2,"$1,680,000 ",
Brian Scalabrine,New Jersey Nets,"$900,000.00 ",2004-2005,2004-2005,,2,"$1,700,000 ",
Brian Scalabrine,Boston Celtics,"$2,586,000.00 ",2005-2006,2009-2010,,5,"$15,000,000 ",
Brian Scalabrine,Boston Celtics,"$2,793,103.00 ",2006-2007,2009-2010,,5,"$15,000,000 ",
Brian Scalabrine,Boston Celtics,"$3,000,000.00 ",2007-2008,2009-2010,,5,"$15,000,000 ",
Brian Scalabrine,Boston Celtics,"$3,413,793.00 ",2009-2010,,,,,
Brian Scalabrine,Chicago Bulls,"$1,229,255.00 ",2010-2011,,,,,
Brian Scalabrine,Chicago Bulls,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=29
Brian Scalabrine,Chicago Bulls,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=29
Brian Scalabrine,Chicago Bulls,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=29
Brian Scalabrine,Chicago Bulls,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=29
Brian Scalabrine,Chicago Bulls,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=29
Brian Scalabrine,Chicago Bulls,"$854,389.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=29
Brian Scalabrine,Boston Celtics,"$3,206,897.00 ",2008-2009,2009-2010,,5,"$15,000,000 ",
Brian Shaw,Boston Celtics,"$150,000.00 ",1988-1989,,,,,
Brian Shaw,Boston Celtics,"$150,000.00 ",1989-1990,,,,,
Brian Shaw,Miami Heat,"$1,313,000.00 ",1991-1992,,,,,
Brian Shaw,Miami Heat,"$1,413,000.00 ",1992-1993,,,,,
Brian Shaw,Miami Heat,"$1,513,000.00 ",1993-1994,,,,,
Brian Shaw,Orlando Magic,"$692,900.00 ",1994-1995,,,,,
Brian Shaw,Orlando Magic,"$4,250,000.00 ",1995-1996,,,,,
Brian Shaw,Orlando Magic,"$4,000,000.00 ",1996-1997,,,,,
Brian Shaw,Philadelphia 76ers,"$3,750,000.00 ",1997-1998,,,,,
Brian Shaw,Portland Trail Blazers,"$518,245.00 ",1998-1999,,,,,
Brian Shaw,Houston Rockets,"$1,100,000.00 ",1999-2000,,,,,
Brian Shaw,Los Angeles Lakers,"$510,000.00 ",1999-2000,,,,,
Brian Shaw,Los Angeles Lakers,"$2,250,000.00 ",2000-2001,2001-2002,,2,"$2,000,000 ",
Brian Shaw,Los Angeles Lakers,"$590,850.00 ",2001-2002,2001-2002,,1,"$1,000,000 ",
Brian Shaw,Los Angeles Lakers,"$1,030,000.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Brian Skinner,Los Angeles Clippers,"$398,400.00 ",1998-1999,,,,,
Brian Skinner,Los Angeles Clippers,"$843,000.00 ",1999-2000,,,,,
Brian Skinner,Los Angeles Clippers,"$900,000.00 ",2000-2001,2001-2002,,4,"$4,000,000 ",
Brian Skinner,Cleveland Cavaliers,"$1,483,461.00 ",2001-2002,2001-2002,,4,"$4,000,000 ",
Brian Skinner,Philadelphia 76ers,"$637,435.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Brian Skinner,Milwaukee Bucks,"$1,500,000.00 ",2003-2004,2005-2006,,3,"$5,000,000 ",
Brian Skinner,Sacramento Kings,"$4,500,000.00 ",2004-2005,2007-2008 ,Team,4,"$20,700,000 ",
Brian Skinner,Portland Trail Blazers,"$4,950,000.00 ",2005-2006,2007-2008 ,Team,4,"$20,700,000 ",
Brian Skinner,Milwaukee Bucks,"$5,400,000.00 ",2006-2007,2007-2008,,4,"$20,700,000 ",
Brian Skinner,Phoenix Suns,"$1,108,718.00 ",2007-2008,2007-2008 ,Player,4,"$20,700,000 ",
Brian Skinner,Los Angeles Clippers,"$1,306,455.00 ",2009-2010,,,,,
Brian Skinner,Milwaukee Bucks,"$294,298.00 ",2010-2011,,,,,
Brian Skinner,Memphis Grizzlies,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=345
Brian Skinner,Memphis Grizzlies,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=345
Brian Skinner,Memphis Grizzlies,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=345
Brian Skinner,Memphis Grizzlies,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=345
Brian Skinner,Memphis Grizzlies,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=345
Brian Skinner,Memphis Grizzlies,"$98,142.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=345
Brian Skinner,Los Angeles Clippers,"$1,262,275.00 ",2008-2009,2007-2008 ,Player,4,"$20,700,000 ",
Brian Stith,Denver Nuggets,"$1,100,000.00 ",1993-1994,,,,,
Brian Williams,Orlando Magic,"$777,000.00 ",1991-1992,,,,,
Brian Williams,Orlando Magic,"$1,011,000.00 ",1992-1993,,,,,
Brian Williams,Denver Nuggets,"$1,244,000.00 ",1993-1994,,,,,
Brian Williams,Denver Nuggets,"$2,000,000.00 ",1994-1995,,,,,
Brian Williams,Los Angeles Clippers,"$2,200,000.00 ",1995-1996,,,,,
Brian Williams,Detroit Pistons,"$4,050,000.00 ",1997-1998,,,,,
Brian Zoubek,New Jersey Nets,"$50,000.00 ",2010-2011,,,,,
Britton Johnsen,Orlando Magic,"$366,931.00 ",2003-2004,2003-2004 ,Team,2,"$986,977 ",
Brook Lopez,New Jersey Nets,"$2,255,880.00 ",2009-2010,,,,,
Brook Lopez,New Jersey Nets,"$2,413,320.00 ",2010-2011,,,,,
Brook Lopez,New Jersey Nets,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=971
Brook Lopez,New Jersey Nets,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=971
Brook Lopez,New Jersey Nets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=971
Brook Lopez,New Jersey Nets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=971
Brook Lopez,New Jersey Nets,"$3,076,983.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=971
Brook Lopez,New Jersey Nets,"$4,385,416.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=971
Brook Lopez,New Jersey Nets,"$2,098,560.00 ",2008-2009,2012-2013,,5,"$14,035,594 ",
Brooks Thompson,Orlando Magic,"$650,000.00 ",1994-1995,,,,,
Brooks Thompson,Orlando Magic,"$825,000.00 ",1995-1996,,,,,
Brooks Thompson,Utah Jazz,"$1,118,000.00 ",1996-1997,,,,,
Bruce Bowen,Boston Celtics,"$422,500.00 ",1997-1998,,,,,
Bruce Bowen,Boston Celtics,"$309,146.00 ",1998-1999,,,,,
Bruce Bowen,Philadelphia 76ers,"$510,000.00 ",1999-2000,,,,,
Bruce Bowen,Miami Heat,"$730,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Bruce Bowen,San Antonio Spurs,"$715,850.00 ",2001-2002,2002-2003,,2,"$2,000,000 ",
Bruce Bowen,San Antonio Spurs,"$3,360,000.00 ",2002-2003,2004-2005,,3,"$3,000,000 ",
Bruce Bowen,San Antonio Spurs,"$3,733,000.00 ",2003-2004,2004-2005,,3,"$11,220,000 ",
Bruce Bowen,San Antonio Spurs,"$3,000,000.00 ",2004-2005,2007-2008,,4,"$12,250,000 ",
Bruce Bowen,San Antonio Spurs,"$3,375,000.00 ",2005-2006,2007-2008,,4,"$12,250,000 ",
Bruce Bowen,San Antonio Spurs,"$3,750,000.00 ",2006-2007,2007-2008,,4,"$12,250,000 ",
Bruce Bowen,San Antonio Spurs,"$4,125,000.00 ",2007-2008,2008-2009,,2,"$8,000,000 ",
Bruce Bowen,Milwaukee Bucks,"$2,100,000.00 ",2009-2010,,,,,
Bruce Bowen,San Antonio Spurs,"$4,000,000.00 ",2008-2009,2008-2009,,2,"$8,000,000 ",
Bruno Sundov,Dallas Mavericks,"$175,289.00 ",1998-1999,,,,,
Bruno Sundov,Dallas Mavericks,"$385,000.00 ",1999-2000,,,,,
Bruno Sundov,Utah Jazz,"$100,000.00 ",2000-2001,2002-2003,,3,"$3,000,000 ",
Bruno Sundov,Indiana Pacers,"$500,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Bruno Sundov,Indiana Pacers,"$565,850.00 ",2001-2002,2001-2002,,2,"$2,000,000 ",
Bruno Sundov,Boston Celtics,"$637,435.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Bruno Sundov,Cleveland Cavaliers,"$751,179.00 ",2003-2004,2003-2004,,2,"$1,390,000 ",
Bruno Sundov,New York Knicks,"$870,046.00 ",2004-2005,2004-2005,,1,"$870,046 ",
Bryant Reeves,Vancouver Grizzlies,"$1,474,000.00 ",1995-1996,,,,,
Bryant Reeves,Vancouver Grizzlies,"$1,695,000.00 ",1996-1997,,,,,
Bryant Reeves,Vancouver Grizzlies,"$1,915,680.00 ",1997-1998,,,,,
Bryant Reeves,Vancouver Grizzlies,"$4,404,000.00 ",1998-1999,,,,,
Bryant Reeves,Vancouver Grizzlies,"$8,666,666.00 ",1999-2000,,,,,
Bryant Reeves,Vancouver Grizzlies,"$10,110,000.00 ",2000-2001,2003-2004,,6,"$6,000,000 ",
Bryant Reeves,Memphis Grizzlies,"$11,555,554.00 ",2001-2002,2004-2005,,6,"$6,000,000 ",
Bryant Stith,Denver Nuggets,"$850,000.00 ",1992-1993,,,,,
Bryant Stith,Denver Nuggets,"$1,375,000.00 ",1994-1995,,,,,
Bryant Stith,Denver Nuggets,"$1,550,000.00 ",1995-1996,,,,,
Bryant Stith,Denver Nuggets,"$3,400,000.00 ",1996-1997,,,,,
Bryant Stith,Denver Nuggets,"$4,030,000.00 ",1997-1998,,,,,
Bryant Stith,Denver Nuggets,"$2,845,000.00 ",1998-1999,,,,,
Bryant Stith,Denver Nuggets,"$5,290,000.00 ",1999-2000,,,,,
Bryant Stith,Boston Celtics,"$5,920,000.00 ",2000-2001,2000-2001,,5,"$5,000,000 ",
Bryant Stith,Cleveland Cavaliers,"$2,000,000.00 ",2001-2002,2002-2003,,2,"$2,000,000 ",
Bryce Drew,Houston Rockets,"$522,500.00 ",1998-1999,,,,,
Bryce Drew,Houston Rockets,"$1,105,560.00 ",1999-2000,,,,,
Bryce Drew,Chicago Bulls,"$1,180,000.00 ",2000-2001,2001-2002,,4,"$4,000,000 ",
Bryce Drew,Charlotte Hornets,"$1,300,000.00 ",2001-2002,2003-2004,,3,"$3,000,000 ",
Bryce Drew,New Orleans Hornets,"$1,300,000.00 ",2002-2003,2003-2004,,3,"$3,000,000 ",
Bryce Drew,New Orleans Hornets,"$1,300,000.00 ",2003-2004,2003-2004,,3,"$3,900,000 ",
Bryon Russell,Utah Jazz,"$265,000.00 ",1994-1995,,,,,
Bryon Russell,Utah Jazz,"$300,000.00 ",1995-1996,,,,,
Bryon Russell,Utah Jazz,"$385,000.00 ",1996-1997,,,,,
Bryon Russell,Utah Jazz,"$2,857,144.00 ",1997-1998,,,,,
Bryon Russell,Utah Jazz,"$2,091,000.00 ",1998-1999,,,,,
Bryon Russell,Utah Jazz,"$4,000,000.00 ",1999-2000,,,,,
Bryon Russell,Utah Jazz,"$4,570,000.00 ",2000-2001,2001-2002,,5,"$5,000,000 ",
Bryon Russell,Utah Jazz,"$5,142,856.00 ",2001-2002,2001-2002,,5,"$5,000,000 ",
Bryon Russell,Washington Bullets,"$1,400,000.00 ",2002-2003,2002-2003 ,Team,2,"$2,000,000 ",
Bryon Russell,Los Angeles Lakers,"$1,070,000.00 ",2003-2004,2003-2004,,1,"$1,070,000 ",
Bryon Russell,Denver Nuggets,"$1,100,000.00 ",2004-2005,2004-2005,,1,"$1,100,000 ",
Bubba Wells,Dallas Mavericks,"$260,000.00 ",1997-1998,,,,,
Buck Johnson,Houston Rockets,"$220,000.00 ",1988-1989,,,,,
Buck Johnson,Houston Rockets,"$220,000.00 ",1989-1990,,,,,
Buck Johnson,Houston Rockets,"$775,000.00 ",1991-1992,,,,,
Buck Johnson,Washington Bullets,"$550,000.00 ",1992-1993,,,,,
Buck Johnson,Washington Bullets,"$715,000.00 ",1993-1994,,,,,
Buck Williams,New Jersey Nets,"$1,365,000.00 ",1988-1989,,,,,
Buck Williams,New Jersey Nets,"$1,365,000.00 ",1989-1990,,,,,
Buck Williams,Portland Trail Blazers,"$1,700,000.00 ",1991-1992,,,,,
Buck Williams,Portland Trail Blazers,"$1,850,000.00 ",1992-1993,,,,,
Buck Williams,Portland Trail Blazers,"$5,050,000.00 ",1993-1994,,,,,
Buck Williams,Portland Trail Blazers,"$3,200,000.00 ",1994-1995,,,,,
Buck Williams,Portland Trail Blazers,"$3,400,000.00 ",1995-1996,,,,,
Buck Williams,New York Knicks,"$1,193,000.00 ",1996-1997,,,,,
Buck Williams,New York Knicks,"$1,431,000.00 ",1997-1998,,,,,
Byron Houston,Golden State Warriors,"$500,000.00 ",1992-1993,,,,,
Byron Houston,Golden State Warriors,"$600,000.00 ",1993-1994,,,,,
Byron Houston,Seattle Supersonics,"$700,000.00 ",1994-1995,,,,,
Byron Houston,Sacramento Kings,"$800,000.00 ",1995-1996,,,,,
Byron Irvin,Washington Bullets,,1992-1993,,,,,
Byron Russell,Utah Jazz,"$150,000.00 ",1993-1994,,,,,
Byron Scott,Los Angeles Lakers,"$1,000,000.00 ",1988-1989,,,,,
Byron Scott,Los Angeles Lakers,"$1,000,000.00 ",1989-1990,,,,,
Byron Scott,Los Angeles Lakers,"$1,100,000.00 ",1991-1992,,,,,
Byron Scott,Los Angeles Lakers,"$1,100,000.00 ",1992-1993,,,,,
Byron Scott,Indiana Pacers,"$650,000.00 ",1993-1994,,,,,
Byron Scott,Indiana Pacers,"$1,550,000.00 ",1994-1995,,,,,
Byron Scott,Vancouver Grizzlies,"$1,650,000.00 ",1995-1996,,,,,
Byron Scott,Los Angeles Lakers,"$247,500.00 ",1996-1997,,,,,
Byron Scott,Los Angeles Lakers,"$510,000.00 ",1999-2000,,,,,
C. Henderson,Golden State Warriors,"$3,000,000.00 ",2001-2002,2001-2002,,3,"$3,000,000 ",
C. Robinson,Detroit Pistons,"$7,656,250.00 ",2001-2002,2002-2003,,4,"$4,000,000 ",
C. Williamson,Detroit Pistons,"$4,000,000.00 ",2001-2002,2005-2006,,6,"$6,000,000 ",
C.J. Miles,Utah Jazz,"$398,762.00 ",2005-2006,2006-2007 ,Team,2,"$1,062,971 ",
C.J. Miles,Utah Jazz,"$664,209.00 ",2006-2007,2006-2007,,2,"$1,062,971 ",
C.J. Miles,Utah Jazz,"$945,610.00 ",2007-2008,2007-2008 ,Team,1,"$945,610 ",
C.J. Miles,Utah Jazz,"$3,700,000.00 ",2009-2010,,,,,
C.J. Miles,Utah Jazz,"$3,700,000.00 ",2010-2011,,,,,
C.J. Miles,Utah Jazz,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=402
C.J. Miles,Utah Jazz,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=402
C.J. Miles,Utah Jazz,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=402
C.J. Miles,Utah Jazz,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=402
C.J. Miles,Utah Jazz,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=402
C.J. Miles,Utah Jazz,"$3,700,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=402
C.J. Miles,Utah Jazz,"$3,700,000.00 ",2008-2009,2011-2012,,4,"$15,000,000 ",
C.J. Watson,Golden State Warriors,"$1,000,497.00 ",2009-2010,,,,,
C.J. Watson,Chicago Bulls,"$3,600,000.00 ",2010-2011,,,,,
C.J. Watson,Chicago Bulls,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=943
C.J. Watson,Chicago Bulls,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=943
C.J. Watson,Chicago Bulls,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=943
C.J. Watson,Chicago Bulls,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=943
C.J. Watson,Chicago Bulls,"$3,200,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=943
C.J. Watson,Chicago Bulls,"$3,400,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=943
Cadillac Anderson,Denver Nuggets,"$1,465,000.00 ",1991-1992,,,,,
Cadillac Anderson,Atlanta Hawks,"$400,000.00 ",1994-1995,,,,,
Cadillac Anderson,San Antonio Spurs,"$485,000.00 ",1995-1996,,,,,
Cadillac Anderson,San Antonio Spurs,"$584,000.00 ",1996-1997,,,,,
Cadillac Anderson,Atlanta Hawks,"$272,250.00 ",1997-1998,,,,,
Cal Bowdler,Atlanta Hawks,"$1,025,880.00 ",1999-2000,,,,,
Cal Bowdler,Atlanta Hawks,"$1,100,000.00 ",2000-2001,2002-2003,,4,"$4,000,000 ",
Cal Bowdler,Atlanta Hawks,"$1,179,720.00 ",2001-2002,2001-2002,,4,"$4,000,000 ",
Calbert Cheaney,Washington Bullets,"$2,000,000.00 ",1993-1994,,,,,
Calbert Cheaney,Washington Bullets,"$2,400,000.00 ",1994-1995,,,,,
Calbert Cheaney,Washington Bullets,"$2,800,000.00 ",1995-1996,,,,,
Calbert Cheaney,Washington Bullets,"$3,200,000.00 ",1996-1997,,,,,
Calbert Cheaney,Washington Bullets,"$3,600,000.00 ",1997-1998,,,,,
Calbert Cheaney,Washington Bullets,"$2,439,000.00 ",1998-1999,,,,,
Calbert Cheaney,Boston Celtics,"$2,000,000.00 ",1999-2000,,,,,
Calbert Cheaney,Denver Nuggets,"$2,200,000.00 ",2000-2001,2001-2002,,3,"$3,000,000 ",
Calbert Cheaney,Denver Nuggets,"$2,400,000.00 ",2001-2002,2001-2002,,3,"$3,000,000 ",
Calbert Cheaney,Utah Jazz,"$1,000,000.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Calbert Cheaney,Golden State Warriors,"$1,070,000.00 ",2003-2004,2003-2004,,1,"$1,070,000 ",
Calbert Cheaney,Golden State Warriors,"$1,600,000.00 ",2004-2005,2004-2005 ,Player,2,"$3,360,000 ",
Calbert Cheaney,Golden State Warriors,"$1,760,000.00 ",2005-2006,2005-2006,,2,"$3,360,000 ",
Caldwell Jones,Portland Trail Blazers,"$250,000.00 ",1988-1989,,,,,
Caldwell Jones,Portland Trail Blazers,"$250,000.00 ",1989-1990,,,,,
Calvin Booth,Washington Bullets,"$301,875.00 ",1999-2000,,,,,
Calvin Booth,Washington Bullets,"$424,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Calvin Booth,Seattle Supersonics,"$4,539,000.00 ",2001-2002,2006-2007,,6,"$6,000,000 ",
