,unitid,DOE.Institution_Name,Year,ID_School,ID_Conference,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
2196,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,3,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2204,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2206,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,44,15,29,40,13,27,1,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2004Sports.csv
2212,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2217,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,4,1,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2219,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),58,24,34,51,20,31,1,1,0,1,0,1,2,1,1,2,1,1,0,0,0,1,1,0,2004Sports.csv
2221,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,4,2,4,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2004Sports.csv
2222,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2223,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,6,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2229,199120,University of North Carolina at Chapel Hill,2003-2004,UNC,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2263,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2290,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
2300,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2307,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2311,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2314,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
2329,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2331,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,47,10,37,36,8,28,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,7,1,6,2004Sports.csv
2339,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,13,0,3,3,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2347,204796,Ohio State University-Main Campus,2003-2004,OSU,BIG10,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),69,23,46,51,17,34,1,1,0,3,1,2,3,1,2,0,0,0,0,0,0,11,3,8,2004Sports.csv
2360,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,6,7,5,4,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2004Sports.csv
2366,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,5,2,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2004Sports.csv
2367,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2378,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2379,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,1,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
2381,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2390,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
2391,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,15,0,5,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2394,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,20,3,17,15,0,15,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,1,2,2004Sports.csv
2395,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2406,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),32,9,23,25,5,20,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,4,1,3,2004Sports.csv
2414,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
2419,207388,Oklahoma State University-Main Campus,2003-2004,OKSTATE,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,14,0,4,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2504,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),33,15,18,24,12,12,2,0,2,1,1,0,0,0,0,4,2,2,0,0,0,2,0,2,2004Sports.csv
2507,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,21,8,13,16,7,9,1,0,1,1,1,0,0,0,0,2,0,2,0,0,0,1,0,1,2004Sports.csv
2536,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2004Sports.csv
2552,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2571,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,2,2,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2589,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2004Sports.csv
2590,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,6,6,0,11,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2596,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,6,4,3,2,1,5,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2004Sports.csv
2597,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,1,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2004Sports.csv
2600,207500,University of Oklahoma Norman Campus,2003-2004,OK,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,7,6,4,2,2,6,4,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,2004Sports.csv
2656,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2662,209542,Oregon State University,2003-2004,ORE.ST,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),50,12,38,39,9,30,0,0,0,0,0,0,4,1,3,0,0,0,5,2,3,2,0,2,2004Sports.csv
2665,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2667,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2679,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2683,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2685,209542,Oregon State University,2003-2004,ORE.ST,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2689,209542,Oregon State University,2003-2004,ORE.ST,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,39,9,30,32,8,24,0,0,0,0,0,0,2,0,2,0,0,0,3,1,2,2,0,2,2004Sports.csv
2692,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2699,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2704,209542,Oregon State University,2003-2004,ORE.ST,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2714,209551,University of Oregon,2003-2004,ORE,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,14,0,6,6,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2727,209551,University of Oregon,2003-2004,ORE,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,5,5,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2733,209551,University of Oregon,2003-2004,ORE,PAC12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2735,209551,University of Oregon,2003-2004,ORE,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,2,3,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
2745,209551,University of Oregon,2003-2004,ORE,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2754,209551,University of Oregon,2003-2004,ORE,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),27,9,18,21,8,13,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,2,1,1,2004Sports.csv
2757,209551,University of Oregon,2003-2004,ORE,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2760,209551,University of Oregon,2003-2004,ORE,PAC12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,7,5,7,5,2,0,0,0,0,0,0,1,1,0,0,0,0,4,1,3,0,0,0,2004Sports.csv
2787,209551,University of Oregon,2003-2004,ORE,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,17,6,11,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2004Sports.csv
2805,217882,Clemson University,2003-2004,CLEM,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2807,217882,Clemson University,2003-2004,CLEM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2816,217882,Clemson University,2003-2004,CLEM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2818,217882,Clemson University,2003-2004,CLEM,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2820,217882,Clemson University,2003-2004,CLEM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2825,217882,Clemson University,2003-2004,CLEM,ACC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,10,3,9,7,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
2830,217882,Clemson University,2003-2004,CLEM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,9,8,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2004Sports.csv
2831,217882,Clemson University,2003-2004,CLEM,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2853,217882,Clemson University,2003-2004,CLEM,ACC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2882,217882,Clemson University,2003-2004,CLEM,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2883,217882,Clemson University,2003-2004,CLEM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),35,17,18,27,12,15,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,4,3,1,2004Sports.csv
2884,217882,Clemson University,2003-2004,CLEM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,20,5,15,17,4,13,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2004Sports.csv
2894,217882,Clemson University,2003-2004,CLEM,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,10,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2923,217882,Clemson University,2003-2004,CLEM,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
2995,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),30,11,19,23,9,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2004Sports.csv
2998,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,24,8,16,17,6,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2004Sports.csv
3019,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3024,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,4,4,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3038,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,14,0,1,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3039,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3045,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3052,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3057,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,4,10,2,1,1,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3058,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3060,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,7,7,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3061,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3064,218663,University of South Carolina-Columbia,2003-2004,SCAR,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3140,221999,Vanderbilt University,2003-2004,VANDY,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,8,12,17,6,11,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2004Sports.csv
3141,221999,Vanderbilt University,2003-2004,VANDY,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,16,5,11,14,4,10,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3142,221999,Vanderbilt University,2003-2004,VANDY,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3143,221999,Vanderbilt University,2003-2004,VANDY,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3144,221999,Vanderbilt University,2003-2004,VANDY,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2004Sports.csv
3145,221999,Vanderbilt University,2003-2004,VANDY,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2004Sports.csv
3146,221999,Vanderbilt University,2003-2004,VANDY,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,0,9,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2004Sports.csv
3147,221999,Vanderbilt University,2003-2004,VANDY,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,0,7,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2004Sports.csv
3148,221999,Vanderbilt University,2003-2004,VANDY,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),24,24,0,15,15,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3149,221999,Vanderbilt University,2003-2004,VANDY,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,18,0,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3172,228246,Southern Methodist University,2003-2004,SMU,CUSA,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,14,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
3174,228246,Southern Methodist University,2003-2004,SMU,CUSA,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,10,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004Sports.csv
