,DOE.Institution_Name,Year,SportName,Total.Revenue,Total.Expense,Total.Profit,Men.Revenue,Men.Expense,Men.Profit,Women.Revenue,Women.Expense,Women.Profit,Male.Athletes,Female.Athletes,Men.Team.Expense,Women.Team.Expense,SportCode,Coed.Athletes,Total.Women.Including.Coed.Expense,Total.Men.Including.Coed.Expense,Coed.Expense,Women.Coed.Expense,Men.Coed.Expense,Women.Men.Expense,Women.Including.Coed.Revenue,Men.Including.Coed.Revenue,Coed.Revenue,Women.Coed.Revenue,Men.Coed.Revenue,Total.Men.Women.Revenue,Total.Team.Expense,Total.Women.Team.Expense.Including.Coed,Total.Men.Team.Expense.Including.Coed,Total.Coed.Team.Expense,Total.Women.Coed.Team.Expense,Total.Men.Coed.Team.Expense,Total.Men.Women.Team.Expense,Total.Female.Including.Coed,Total.Male.Including.Coed,Female.Coed.Athletes,Male.Coed.Athletes
164007,Saint Norbert College,2006-2007,Football,312498,312498,0,312498,312498,0,NA,NA,0,100,NA,132186,0,NA,NA,0,312498,NA,NA,NA,312498,0,312498,NA,NA,NA,312498,132186,0,132186,NA,NA,NA,132186,0,100,NA,NA
164028,Saint Norbert College,2011-2012,Football,414616,414616,0,414616,414616,0,NA,NA,0,125,NA,186348,0,NA,NA,0,414616,NA,NA,NA,414616,0,414616,NA,NA,NA,414616,186348,0,186348,NA,NA,NA,186348,0,125,NA,NA
164045,Saint Norbert College,2008-2009,Football,308942,337761,-28819,308942,337761,-28819,NA,NA,0,122,NA,121843,0,NA,NA,0,337761,NA,NA,NA,337761,0,308942,NA,NA,NA,308942,121843,0,121843,NA,NA,NA,121843,0,122,NA,NA
164056,Saint Norbert College,2005-2006,Football,237971,270928,-32957,237971,270928,-32957,NA,NA,0,106,NA,140911,0,NA,NA,0,270928,NA,NA,NA,270928,0,237971,NA,NA,NA,237971,140911,0,140911,NA,NA,NA,140911,0,106,NA,NA
164058,Saint Norbert College,2009-2010,Football,365431,398471,-33040,365431,398471,-33040,NA,NA,0,111,NA,168301,0,NA,NA,0,398471,NA,NA,NA,398471,0,365431,NA,NA,NA,365431,168301,0,168301,NA,NA,NA,168301,0,111,NA,NA
164063,Saint Norbert College,2007-2008,Football,270825,338846,-68021,270825,338846,-68021,NA,NA,0,102,NA,144330,0,NA,NA,0,338846,NA,NA,NA,338846,0,270825,NA,NA,NA,270825,144330,0,144330,NA,NA,NA,144330,0,102,NA,NA
164082,Saint Pauls College,2009-2010,Football,959990,959990,0,959990,959990,0,NA,NA,0,54,NA,95226,0,NA,NA,0,959990,NA,NA,NA,959990,0,959990,NA,NA,NA,959990,95226,0,95226,NA,NA,NA,95226,0,54,NA,NA
164087,Saint Pauls College,2007-2008,Football,494633,812606,-317973,494633,812606,-317973,NA,NA,0,70,NA,79400,0,NA,NA,0,812606,NA,NA,NA,812606,0,494633,NA,NA,NA,494633,79400,0,79400,NA,NA,NA,79400,0,70,NA,NA
164098,Saint Pauls College,2006-2007,Football,510045,704219,-194174,510045,704219,-194174,NA,NA,0,68,NA,285238,0,NA,NA,0,704219,NA,NA,NA,704219,0,510045,NA,NA,NA,510045,285238,0,285238,NA,NA,NA,285238,0,68,NA,NA
164107,Saint Pauls College,2008-2009,Football,975516,975516,0,975516,975516,0,NA,NA,0,74,NA,104940,0,NA,NA,0,975516,NA,NA,NA,975516,0,975516,NA,NA,NA,975516,104940,0,104940,NA,NA,NA,104940,0,74,NA,NA
164114,Saint Pauls College,2005-2006,Football,835896,771504,64392,835896,771504,64392,NA,NA,0,57,NA,47129,0,NA,NA,0,771504,NA,NA,NA,771504,0,835896,NA,NA,NA,835896,47129,0,47129,NA,NA,NA,47129,0,57,NA,NA
164122,Saint Peters College,2005-2006,Football,281306,281306,0,281306,281306,0,NA,NA,0,53,NA,206079,0,NA,NA,0,281306,NA,NA,NA,281306,0,281306,NA,NA,NA,281306,206079,0,206079,NA,NA,NA,206079,0,53,NA,NA
164133,Saint Peters College,2006-2007,Football,387488,387487,1,387488,387487,1,NA,NA,0,50,NA,192749,0,NA,NA,0,387487,NA,NA,NA,387487,0,387488,NA,NA,NA,387488,192749,0,192749,NA,NA,NA,192749,0,50,NA,NA
164293,Saint Vincent College,2010-2011,Football,527244,527244,0,527244,527244,0,NA,NA,0,115,NA,183997,0,NA,NA,0,527244,NA,NA,NA,527244,0,527244,NA,NA,NA,527244,183997,0,183997,NA,NA,NA,183997,0,115,NA,NA
164296,Saint Vincent College,2011-2012,Football,548744,548744,0,548744,548744,0,NA,NA,0,122,NA,197325,0,NA,NA,0,548744,NA,NA,NA,548744,0,548744,NA,NA,NA,548744,197325,0,197325,NA,NA,NA,197325,0,122,NA,NA
164305,Saint Vincent College,2009-2010,Football,526574,526574,0,526574,526574,0,NA,NA,0,144,NA,174946,0,NA,NA,0,526574,NA,NA,NA,526574,0,526574,NA,NA,NA,526574,174946,0,174946,NA,NA,NA,174946,0,144,NA,NA
164318,Saint Vincent College,2008-2009,Football,606450,606450,0,606450,606450,0,NA,NA,0,107,NA,281596,0,NA,NA,0,606450,NA,NA,NA,606450,0,606450,NA,NA,NA,606450,281596,0,281596,NA,NA,NA,281596,0,107,NA,NA
164324,Saint Vincent College,2007-2008,Football,600113,600113,0,600113,600113,0,NA,NA,0,102,NA,296428,0,NA,NA,0,600113,NA,NA,NA,600113,0,600113,NA,NA,NA,600113,296428,0,296428,NA,NA,NA,296428,0,102,NA,NA
164365,Saint Xavier University,2008-2009,Football,803781,796281,7500,803781,796281,7500,NA,NA,0,80,NA,48528,0,NA,NA,0,796281,NA,NA,NA,796281,0,803781,NA,NA,NA,803781,48528,0,48528,NA,NA,NA,48528,0,80,NA,NA
164368,Saint Xavier University,2006-2007,Football,715290,682790,32500,715290,682790,32500,NA,NA,0,82,NA,61760,0,NA,NA,0,682790,NA,NA,NA,682790,0,715290,NA,NA,NA,715290,61760,0,61760,NA,NA,NA,61760,0,82,NA,NA
164374,Saint Xavier University,2009-2010,Football,865451,857951,7500,865451,857951,7500,NA,NA,0,89,NA,70000,0,NA,NA,0,857951,NA,NA,NA,857951,0,865451,NA,NA,NA,865451,70000,0,70000,NA,NA,NA,70000,0,89,NA,NA
164387,Saint Xavier University,2007-2008,Football,723368,715868,7500,723368,715868,7500,NA,NA,0,86,NA,60660,0,NA,NA,0,715868,NA,NA,NA,715868,0,723368,NA,NA,NA,723368,60660,0,60660,NA,NA,NA,60660,0,86,NA,NA
164394,Saint Xavier University,2010-2011,Football,928084,920584,7500,928084,920584,7500,NA,NA,0,78,NA,105995,0,NA,NA,0,920584,NA,NA,NA,920584,0,928084,NA,NA,NA,928084,105995,0,105995,NA,NA,NA,105995,0,78,NA,NA
164400,Saint Xavier University,2011-2012,Football,927530,920030,7500,927530,920030,7500,NA,NA,0,77,NA,105995,0,NA,NA,0,920030,NA,NA,NA,920030,0,927530,NA,NA,NA,927530,105995,0,105995,NA,NA,NA,105995,0,77,NA,NA
164401,Saint Xavier University,2005-2006,Football,689388,689388,0,689388,689388,0,NA,NA,0,88,NA,68622,0,NA,NA,0,689388,NA,NA,NA,689388,0,689388,NA,NA,NA,689388,68622,0,68622,NA,NA,NA,68622,0,88,NA,NA
164551,Salisbury University,2007-2008,Football,329797,331723,-1926,329797,331723,-1926,NA,NA,0,125,NA,84887,0,NA,NA,0,331723,NA,NA,NA,331723,0,329797,NA,NA,NA,329797,84887,0,84887,NA,NA,NA,84887,0,125,NA,NA
164562,Salisbury University,2008-2009,Football,399494,385113,14381,399494,385113,14381,NA,NA,0,122,NA,120006,0,NA,NA,0,385113,NA,NA,NA,385113,0,399494,NA,NA,NA,399494,120006,0,120006,NA,NA,NA,120006,0,122,NA,NA
164580,Salisbury University,2006-2007,Football,354928,263340,91588,354928,263340,91588,NA,NA,0,112,NA,74701,0,NA,NA,0,263340,NA,NA,NA,263340,0,354928,NA,NA,NA,354928,74701,0,74701,NA,NA,NA,74701,0,112,NA,NA
164581,Salisbury University,2010-2011,Football,400419,361267,39152,400419,361267,39152,NA,NA,0,118,NA,84652,0,NA,NA,0,361267,NA,NA,NA,361267,0,400419,NA,NA,NA,400419,84652,0,84652,NA,NA,NA,84652,0,118,NA,NA
164591,Salisbury University,2009-2010,Football,455957,420256,35701,455957,420256,35701,NA,NA,0,130,NA,146844,0,NA,NA,0,420256,NA,NA,NA,420256,0,455957,NA,NA,NA,455957,146844,0,146844,NA,NA,NA,146844,0,130,NA,NA
164607,Salisbury University,2011-2012,Football,481447,476731,4716,481447,476731,4716,NA,NA,0,121,NA,115917,0,NA,NA,0,476731,NA,NA,NA,476731,0,481447,NA,NA,NA,481447,115917,0,115917,NA,NA,NA,115917,0,121,NA,NA
164613,Salisbury University,2005-2006,Football,138874,287127,-148253,138874,287127,-148253,NA,NA,0,106,NA,99030,0,NA,NA,0,287127,NA,NA,NA,287127,0,138874,NA,NA,NA,138874,99030,0,99030,NA,NA,NA,99030,0,106,NA,NA
164655,Salve Regina University,2005-2006,Football,75810,70336,5474,75810,70336,5474,NA,NA,0,52,NA,36836,0,NA,NA,0,70336,NA,NA,NA,70336,0,75810,NA,NA,NA,75810,36836,0,36836,NA,NA,NA,36836,0,52,NA,NA
164669,Salve Regina University,2008-2009,Football,157831,166028,-8197,157831,166028,-8197,NA,NA,0,68,NA,69379,0,NA,NA,0,166028,NA,NA,NA,166028,0,157831,NA,NA,NA,157831,69379,0,69379,NA,NA,NA,69379,0,68,NA,NA
164685,Salve Regina University,2010-2011,Football,222992,222922,70,222992,222922,70,NA,NA,0,99,NA,70348,0,NA,NA,0,222922,NA,NA,NA,222922,0,222992,NA,NA,NA,222992,70348,0,70348,NA,NA,NA,70348,0,99,NA,NA
164687,Salve Regina University,2009-2010,Football,152327,154111,-1784,152327,154111,-1784,NA,NA,0,88,NA,59477,0,NA,NA,0,154111,NA,NA,NA,154111,0,152327,NA,NA,NA,152327,59477,0,59477,NA,NA,NA,59477,0,88,NA,NA
164695,Salve Regina University,2006-2007,Football,113508,112913,595,113508,112913,595,NA,NA,0,61,NA,57160,0,NA,NA,0,112913,NA,NA,NA,112913,0,113508,NA,NA,NA,113508,57160,0,57160,NA,NA,NA,57160,0,61,NA,NA
164696,Salve Regina University,2007-2008,Football,114207,120058,-5851,114207,120058,-5851,NA,NA,0,69,NA,55797,0,NA,NA,0,120058,NA,NA,NA,120058,0,114207,NA,NA,NA,114207,55797,0,55797,NA,NA,NA,55797,0,69,NA,NA
164734,Salve Regina University,2011-2012,Football,220671,223908,-3237,220671,223908,-3237,NA,NA,0,106,NA,88540,0,NA,NA,0,223908,NA,NA,NA,223908,0,220671,NA,NA,NA,220671,88540,0,88540,NA,NA,NA,88540,0,106,NA,NA
164746,Sam Houston State University,2010-2011,Football,2178660,2178660,0,2178660,2178660,0,NA,NA,0,119,NA,270581,0,NA,NA,0,2178660,NA,NA,NA,2178660,0,2178660,NA,NA,NA,2178660,270581,0,270581,NA,NA,NA,270581,0,119,NA,NA
164751,Sam Houston State University,2009-2010,Football,2186106,2186106,0,2186106,2186106,0,NA,NA,0,104,NA,277884,0,NA,NA,0,2186106,NA,NA,NA,2186106,0,2186106,NA,NA,NA,2186106,277884,0,277884,NA,NA,NA,277884,0,104,NA,NA
164754,Sam Houston State University,2005-2006,Football,611150,1467995,-856845,611150,1467995,-856845,NA,NA,0,103,NA,187080,0,NA,NA,0,1467995,NA,NA,NA,1467995,0,611150,NA,NA,NA,611150,187080,0,187080,NA,NA,NA,187080,0,103,NA,NA
164779,Sam Houston State University,2011-2012,Football,2702057,2702057,0,2702057,2702057,0,NA,NA,0,122,NA,447593,0,NA,NA,0,2702057,NA,NA,NA,2702057,0,2702057,NA,NA,NA,2702057,447593,0,447593,NA,NA,NA,447593,0,122,NA,NA
164781,Sam Houston State University,2006-2007,Football,796776,1586695,-789919,796776,1586695,-789919,NA,NA,0,103,NA,200507,0,NA,NA,0,1586695,NA,NA,NA,1586695,0,796776,NA,NA,NA,796776,200507,0,200507,NA,NA,NA,200507,0,103,NA,NA
164795,Sam Houston State University,2007-2008,Football,685234,1821194,-1135960,685234,1821194,-1135960,NA,NA,0,101,NA,164718,0,NA,NA,0,1821194,NA,NA,NA,1821194,0,685234,NA,NA,NA,685234,164718,0,164718,NA,NA,NA,164718,0,101,NA,NA
164798,Sam Houston State University,2008-2009,Football,1891498,1891498,0,1891498,1891498,0,NA,NA,0,100,NA,341351,0,NA,NA,0,1891498,NA,NA,NA,1891498,0,1891498,NA,NA,NA,1891498,341351,0,341351,NA,NA,NA,341351,0,100,NA,NA
164822,Samford University,2007-2008,Football,3869506,3544995,324511,3869506,3544995,324511,NA,NA,0,97,NA,343714,0,NA,NA,0,3544995,NA,NA,NA,3544995,0,3869506,NA,NA,NA,3869506,343714,0,343714,NA,NA,NA,343714,0,97,NA,NA
164826,Samford University,2005-2006,Football,2544621,2388356,156265,2544621,2388356,156265,NA,NA,0,90,NA,325131,0,NA,NA,0,2388356,NA,NA,NA,2388356,0,2544621,NA,NA,NA,2544621,325131,0,325131,NA,NA,NA,325131,0,90,NA,NA
164831,Samford University,2006-2007,Football,3135011,2935753,199258,3135011,2935753,199258,NA,NA,0,81,NA,262362,0,NA,NA,0,2935753,NA,NA,NA,2935753,0,3135011,NA,NA,NA,3135011,262362,0,262362,NA,NA,NA,262362,0,81,NA,NA
164834,Samford University,2009-2010,Football,4309225,3800347,508878,4309225,3800347,508878,NA,NA,0,106,NA,414091,0,NA,NA,0,3800347,NA,NA,NA,3800347,0,4309225,NA,NA,NA,4309225,414091,0,414091,NA,NA,NA,414091,0,106,NA,NA
164848,Samford University,2008-2009,Football,4200922,4200922,0,4200922,4200922,0,NA,NA,0,112,NA,414842,0,NA,NA,0,4200922,NA,NA,NA,4200922,0,4200922,NA,NA,NA,4200922,414842,0,414842,NA,NA,NA,414842,0,112,NA,NA
164861,Samford University,2010-2011,Football,5074283,4915244,159039,5074283,4915244,159039,NA,NA,0,114,NA,466667,0,NA,NA,0,4915244,NA,NA,NA,4915244,0,5074283,NA,NA,NA,5074283,466667,0,466667,NA,NA,NA,466667,0,114,NA,NA
164863,Samford University,2011-2012,Football,5065979,5065979,0,5065979,5065979,0,NA,NA,0,102,NA,619046,0,NA,NA,0,5065979,NA,NA,NA,5065979,0,5065979,NA,NA,NA,5065979,619046,0,619046,NA,NA,NA,619046,0,102,NA,NA
164875,San Bernardino Valley College,2008-2009,Football,111443,111443,0,111443,111443,0,NA,NA,0,70,NA,59229,0,NA,NA,0,111443,NA,NA,NA,111443,0,111443,NA,NA,NA,111443,59229,0,59229,NA,NA,NA,59229,0,70,NA,NA
164876,San Bernardino Valley College,2005-2006,Football,76542,76542,0,76542,76542,0,NA,NA,0,97,NA,42808,0,NA,NA,0,76542,NA,NA,NA,76542,0,76542,NA,NA,NA,76542,42808,0,42808,NA,NA,NA,42808,0,97,NA,NA
164884,San Bernardino Valley College,2011-2012,Football,112643,112651,-8,112643,112651,-8,NA,NA,0,83,NA,59129,0,NA,NA,0,112651,NA,NA,NA,112651,0,112643,NA,NA,NA,112643,59129,0,59129,NA,NA,NA,59129,0,83,NA,NA
164890,San Bernardino Valley College,2009-2010,Football,111443,111443,0,111443,111443,0,NA,NA,0,67,NA,59229,0,NA,NA,0,111443,NA,NA,NA,111443,0,111443,NA,NA,NA,111443,59229,0,59229,NA,NA,NA,59229,0,67,NA,NA
164894,San Bernardino Valley College,2006-2007,Football,111000,111000,0,111000,111000,0,NA,NA,0,103,NA,59229,0,NA,NA,0,111000,NA,NA,NA,111000,0,111000,NA,NA,NA,111000,59229,0,59229,NA,NA,NA,59229,0,103,NA,NA
164911,San Bernardino Valley College,2007-2008,Football,108424,108424,0,108424,108424,0,NA,NA,0,65,NA,56575,0,NA,NA,0,108424,NA,NA,NA,108424,0,108424,NA,NA,NA,108424,56575,0,56575,NA,NA,NA,56575,0,65,NA,NA
164925,San Bernardino Valley College,2010-2011,Football,112643,112651,-8,112643,112651,-8,NA,NA,0,77,NA,59229,0,NA,NA,0,112651,NA,NA,NA,112651,0,112643,NA,NA,NA,112643,59229,0,59229,NA,NA,NA,59229,0,77,NA,NA
165022,San Diego Mesa College,2009-2010,Football,117193,117193,0,117193,117193,0,NA,NA,0,80,NA,25000,0,NA,NA,0,117193,NA,NA,NA,117193,0,117193,NA,NA,NA,117193,25000,0,25000,NA,NA,NA,25000,0,80,NA,NA
165059,San Diego Mesa College,2011-2012,Football,121135,121135,0,121135,121135,0,NA,NA,0,86,NA,25729,0,NA,NA,0,121135,NA,NA,NA,121135,0,121135,NA,NA,NA,121135,25729,0,25729,NA,NA,NA,25729,0,86,NA,NA
165064,San Diego Mesa College,2005-2006,Football,91114,91114,0,91114,91114,0,NA,NA,0,75,NA,24520,0,NA,NA,0,91114,NA,NA,NA,91114,0,91114,NA,NA,NA,91114,24520,0,24520,NA,NA,NA,24520,0,75,NA,NA
165070,San Diego Mesa College,2006-2007,Football,93964,93964,0,93964,93964,0,NA,NA,0,81,NA,24122,0,NA,NA,0,93964,NA,NA,NA,93964,0,93964,NA,NA,NA,93964,24122,0,24122,NA,NA,NA,24122,0,81,NA,NA
165074,San Diego Mesa College,2008-2009,Football,120014,120014,0,120014,120014,0,NA,NA,0,71,NA,25223,0,NA,NA,0,120014,NA,NA,NA,120014,0,120014,NA,NA,NA,120014,25223,0,25223,NA,NA,NA,25223,0,71,NA,NA
165077,San Diego Mesa College,2007-2008,Football,104709,104709,0,104709,104709,0,NA,NA,0,82,NA,34800,0,NA,NA,0,104709,NA,NA,NA,104709,0,104709,NA,NA,NA,104709,34800,0,34800,NA,NA,NA,34800,0,82,NA,NA
165079,San Diego Mesa College,2010-2011,Football,136819,136819,0,136819,136819,0,NA,NA,0,84,NA,24893,0,NA,NA,0,136819,NA,NA,NA,136819,0,136819,NA,NA,NA,136819,24893,0,24893,NA,NA,NA,24893,0,84,NA,NA
165122,San Diego State University,2010-2011,Football,14405832,12129620,2276212,14405832,12129620,2276212,NA,NA,0,121,NA,1874196,0,NA,NA,0,12129620,NA,NA,NA,12129620,0,14405832,NA,NA,NA,14405832,1874196,0,1874196,NA,NA,NA,1874196,0,121,NA,NA
165125,San Diego State University,2011-2012,Football,12198284,11748674,449610,12198284,11748674,449610,NA,NA,0,127,NA,2861661,0,NA,NA,0,11748674,NA,NA,NA,11748674,0,12198284,NA,NA,NA,12198284,2861661,0,2861661,NA,NA,NA,2861661,0,127,NA,NA
165139,San Diego State University,2009-2010,Football,10884119,9584060,1300059,10884119,9584060,1300059,NA,NA,0,122,NA,1514335,0,NA,NA,0,9584060,NA,NA,NA,9584060,0,10884119,NA,NA,NA,10884119,1514335,0,1514335,NA,NA,NA,1514335,0,122,NA,NA
165161,San Diego State University,2007-2008,Football,10175045,8161803,2013242,10175045,8161803,2013242,NA,NA,0,129,NA,1526027,0,NA,NA,0,8161803,NA,NA,NA,8161803,0,10175045,NA,NA,NA,10175045,1526027,0,1526027,NA,NA,NA,1526027,0,129,NA,NA
165164,San Diego State University,2006-2007,Football,4508597,7523295,-3014698,4508597,7523295,-3014698,NA,NA,0,122,NA,1509619,0,NA,NA,0,7523295,NA,NA,NA,7523295,0,4508597,NA,NA,NA,4508597,1509619,0,1509619,NA,NA,NA,1509619,0,122,NA,NA
165201,San Diego State University,2005-2006,Football,5663041,7306987,-1643946,5663041,7306987,-1643946,NA,NA,0,112,NA,1412409,0,NA,NA,0,7306987,NA,NA,NA,7306987,0,5663041,NA,NA,NA,5663041,1412409,0,1412409,NA,NA,NA,1412409,0,112,NA,NA
165204,San Diego State University,2008-2009,Football,11931887,9863275,2068612,11931887,9863275,2068612,NA,NA,0,135,NA,1923001,0,NA,NA,0,9863275,NA,NA,NA,9863275,0,11931887,NA,NA,NA,11931887,1923001,0,1923001,NA,NA,NA,1923001,0,135,NA,NA
165272,San Joaquin Delta College,2011-2012,Football,132829,122755,10074,132829,122755,10074,NA,NA,0,79,NA,45516,0,NA,NA,0,122755,NA,NA,NA,122755,0,132829,NA,NA,NA,132829,45516,0,45516,NA,NA,NA,45516,0,79,NA,NA
165299,San Joaquin Delta College,2010-2011,Football,125238,115051,10187,125238,115051,10187,NA,NA,0,75,NA,33427,0,NA,NA,0,115051,NA,NA,NA,115051,0,125238,NA,NA,NA,125238,33427,0,33427,NA,NA,NA,33427,0,75,NA,NA
165302,San Joaquin Delta College,2009-2010,Football,135435,125081,10354,135435,125081,10354,NA,NA,0,88,NA,38971,0,NA,NA,0,125081,NA,NA,NA,125081,0,135435,NA,NA,NA,135435,38971,0,38971,NA,NA,NA,38971,0,88,NA,NA
165306,San Joaquin Delta College,2007-2008,Football,112436,106060,6376,112436,106060,6376,NA,NA,0,75,NA,38118,0,NA,NA,0,106060,NA,NA,NA,106060,0,112436,NA,NA,NA,112436,38118,0,38118,NA,NA,NA,38118,0,75,NA,NA
165320,San Joaquin Delta College,2005-2006,Football,97975,96116,1859,97975,96116,1859,NA,NA,0,85,NA,31231,0,NA,NA,0,96116,NA,NA,NA,96116,0,97975,NA,NA,NA,97975,31231,0,31231,NA,NA,NA,31231,0,85,NA,NA
165321,San Joaquin Delta College,2006-2007,Football,110106,107202,2904,110106,107202,2904,NA,NA,0,71,NA,39825,0,NA,NA,0,107202,NA,NA,NA,107202,0,110106,NA,NA,NA,110106,39825,0,39825,NA,NA,NA,39825,0,71,NA,NA
165333,San Joaquin Delta College,2008-2009,Football,130857,122929,7928,130857,122929,7928,NA,NA,0,78,NA,47736,0,NA,NA,0,122929,NA,NA,NA,122929,0,130857,NA,NA,NA,130857,47736,0,47736,NA,NA,NA,47736,0,78,NA,NA
165354,San Jose City College,2005-2006,Football,79550,72050,7500,79550,72050,7500,NA,NA,0,111,NA,44745,0,NA,NA,0,72050,NA,NA,NA,72050,0,79550,NA,NA,NA,79550,44745,0,44745,NA,NA,NA,44745,0,111,NA,NA
165360,San Jose City College,2009-2010,Football,85492,85492,0,85492,85492,0,NA,NA,0,78,NA,25040,0,NA,NA,0,85492,NA,NA,NA,85492,0,85492,NA,NA,NA,85492,25040,0,25040,NA,NA,NA,25040,0,78,NA,NA
165369,San Jose City College,2010-2011,Football,90977,90977,0,90977,90977,0,NA,NA,0,76,NA,26518,0,NA,NA,0,90977,NA,NA,NA,90977,0,90977,NA,NA,NA,90977,26518,0,26518,NA,NA,NA,26518,0,76,NA,NA
165370,San Jose City College,2008-2009,Football,73718,73718,0,73718,73718,0,NA,NA,0,82,NA,55870,0,NA,NA,0,73718,NA,NA,NA,73718,0,73718,NA,NA,NA,73718,55870,0,55870,NA,NA,NA,55870,0,82,NA,NA
165372,San Jose City College,2007-2008,Football,72645,72645,0,72645,72645,0,NA,NA,0,87,NA,58509,0,NA,NA,0,72645,NA,NA,NA,72645,0,72645,NA,NA,NA,72645,58509,0,58509,NA,NA,NA,58509,0,87,NA,NA
165394,San Jose City College,2006-2007,Football,71792,71792,0,71792,71792,0,NA,NA,0,85,NA,57192,0,NA,NA,0,71792,NA,NA,NA,71792,0,71792,NA,NA,NA,71792,57192,0,57192,NA,NA,NA,57192,0,85,NA,NA
165395,San Jose City College,2011-2012,Football,104340,104340,0,104340,104340,0,NA,NA,0,89,NA,34071,0,NA,NA,0,104340,NA,NA,NA,104340,0,104340,NA,NA,NA,104340,34071,0,34071,NA,NA,NA,34071,0,89,NA,NA
165425,San Jose State University,2006-2007,Football,4308283,4845310,-537027,4308283,4845310,-537027,NA,NA,0,105,NA,1761897,0,NA,NA,0,4845310,NA,NA,NA,4845310,0,4308283,NA,NA,NA,4308283,1761897,0,1761897,NA,NA,NA,1761897,0,105,NA,NA
165431,San Jose State University,2007-2008,Football,3983347,4290281,-306934,3983347,4290281,-306934,NA,NA,0,105,NA,1542331,0,NA,NA,0,4290281,NA,NA,NA,4290281,0,3983347,NA,NA,NA,3983347,1542331,0,1542331,NA,NA,NA,1542331,0,105,NA,NA
165439,San Jose State University,2009-2010,Football,6012613,5255957,756656,6012613,5255957,756656,NA,NA,0,106,NA,1184387,0,NA,NA,0,5255957,NA,NA,NA,5255957,0,6012613,NA,NA,NA,6012613,1184387,0,1184387,NA,NA,NA,1184387,0,106,NA,NA
165455,San Jose State University,2011-2012,Football,5770987,5770987,0,5770987,5770987,0,NA,NA,0,109,NA,1342620,0,NA,NA,0,5770987,NA,NA,NA,5770987,0,5770987,NA,NA,NA,5770987,1342620,0,1342620,NA,NA,NA,1342620,0,109,NA,NA
165462,San Jose State University,2005-2006,Football,949214,4556193,-3606979,949214,4556193,-3606979,NA,NA,0,97,NA,1804875,0,NA,NA,0,4556193,NA,NA,NA,4556193,0,949214,NA,NA,NA,949214,1804875,0,1804875,NA,NA,NA,1804875,0,97,NA,NA
165479,San Jose State University,2008-2009,Football,4479682,4787063,-307381,4479682,4787063,-307381,NA,NA,0,105,NA,1949306,0,NA,NA,0,4787063,NA,NA,NA,4787063,0,4479682,NA,NA,NA,4479682,1949306,0,1949306,NA,NA,NA,1949306,0,105,NA,NA
165481,San Jose State University,2010-2011,Football,7112923,5980574,1132349,7112923,5980574,1132349,NA,NA,0,112,NA,1643222,0,NA,NA,0,5980574,NA,NA,NA,5980574,0,7112923,NA,NA,NA,7112923,1643222,0,1643222,NA,NA,NA,1643222,0,112,NA,NA
165486,Santa Ana College,2007-2008,Football,184408,172711,11697,184408,172711,11697,NA,NA,0,69,NA,47994,0,NA,NA,0,172711,NA,NA,NA,172711,0,184408,NA,NA,NA,184408,47994,0,47994,NA,NA,NA,47994,0,69,NA,NA
165487,Santa Ana College,2010-2011,Football,234994,142417,92577,234994,142417,92577,NA,NA,0,95,NA,93871,0,NA,NA,0,142417,NA,NA,NA,142417,0,234994,NA,NA,NA,234994,93871,0,93871,NA,NA,NA,93871,0,95,NA,NA
165519,Santa Ana College,2006-2007,Football,136510,136510,0,136510,136510,0,NA,NA,0,80,NA,29564,0,NA,NA,0,136510,NA,NA,NA,136510,0,136510,NA,NA,NA,136510,29564,0,29564,NA,NA,NA,29564,0,80,NA,NA
165550,Santa Ana College,2009-2010,Football,181582,158081,23501,181582,158081,23501,NA,NA,0,105,NA,53958,0,NA,NA,0,158081,NA,NA,NA,158081,0,181582,NA,NA,NA,181582,53958,0,53958,NA,NA,NA,53958,0,105,NA,NA
165555,Santa Ana College,2011-2012,Football,169619,144545,25074,169619,144545,25074,NA,NA,0,91,NA,43762,0,NA,NA,0,144545,NA,NA,NA,144545,0,169619,NA,NA,NA,169619,43762,0,43762,NA,NA,NA,43762,0,91,NA,NA
165565,Santa Ana College,2008-2009,Football,167001,157425,9576,167001,157425,9576,NA,NA,0,107,NA,47017,0,NA,NA,0,157425,NA,NA,NA,157425,0,167001,NA,NA,NA,167001,47017,0,47017,NA,NA,NA,47017,0,107,NA,NA
165570,Santa Ana College,2005-2006,Football,132534,132534,0,132534,132534,0,NA,NA,0,109,NA,28564,0,NA,NA,0,132534,NA,NA,NA,132534,0,132534,NA,NA,NA,132534,28564,0,28564,NA,NA,NA,28564,0,109,NA,NA
165580,Santa Barbara City College,2011-2012,Football,168899,168899,0,168899,168899,0,NA,NA,0,75,NA,49247,0,NA,NA,0,168899,NA,NA,NA,168899,0,168899,NA,NA,NA,168899,49247,0,49247,NA,NA,NA,49247,0,75,NA,NA
165586,Santa Barbara City College,2006-2007,Football,136330,134678,1652,136330,134678,1652,NA,NA,0,84,NA,53217,0,NA,NA,0,134678,NA,NA,NA,134678,0,136330,NA,NA,NA,136330,53217,0,53217,NA,NA,NA,53217,0,84,NA,NA
165600,Santa Barbara City College,2010-2011,Football,185632,185632,0,185632,185632,0,NA,NA,0,90,NA,45461,0,NA,NA,0,185632,NA,NA,NA,185632,0,185632,NA,NA,NA,185632,45461,0,45461,NA,NA,NA,45461,0,90,NA,NA
