Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Major,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2005-2006,134130,University of Florida,English language and literature/letters.,'23',Bachelor's degree,First major,329,108,221,255,90,165,11,3,8,38,10,28,18,2,16,1,0,1,5,2,3,1,1,0
2005-2006,134130,University of Florida,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,160,58,102,113,45,68,14,2,12,21,7,14,4,0,4,3,1,2,3,2,1,2,1,1
2005-2006,134130,University of Florida,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,594,69,525,417,46,371,72,12,60,61,6,55,36,5,31,1,0,1,5,0,5,2,0,2
2005-2006,134130,University of Florida,Philosophy and religious studies.,'38',Bachelor's degree,First major,46,29,17,36,22,14,2,0,2,3,2,1,4,4,0,1,1,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,9,0,9,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,383,78,305,355,73,282,6,2,4,8,1,7,12,2,10,0,0,0,0,0,0,2,0,2
2005-2006,139959,University of Georgia,Communications technologies/technicians and support services.,'10',Bachelor's degree,First major,92,33,59,82,32,50,5,1,4,1,0,1,3,0,3,0,0,0,0,0,0,1,0,1
2005-2006,139959,University of Georgia,Computer and information sciences and support services.,'11',Bachelor's degree,First major,41,37,4,37,34,3,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,English language and literature/letters.,'23',Bachelor's degree,First major,370,135,235,340,126,214,13,4,9,3,0,3,12,4,8,1,0,1,0,0,0,1,1,0
2005-2006,139959,University of Georgia,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,119,14,105,103,12,91,9,1,8,2,0,2,5,1,4,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,37,5,32,31,4,27,0,0,0,1,0,1,4,0,4,1,1,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Philosophy and religious studies.,'38',Bachelor's degree,First major,71,44,27,68,44,24,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Physical sciences.,'40',Bachelor's degree,First major,55,35,20,46,33,13,2,0,2,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Architecture and related services.,'04',Bachelor's degree,First major,73,59,14,72,59,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Biological and biomedical sciences.,'26',Bachelor's degree,First major,503,215,288,394,172,222,25,10,15,15,4,11,61,26,35,1,1,0,0,0,0,7,2,5
2005-2006,139959,University of Georgia,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,413,174,239,376,160,216,22,6,16,6,2,4,6,5,1,0,0,0,0,0,0,3,1,2
2005-2006,139959,University of Georgia,Psychology.,'42',Bachelor's degree,First major,362,92,270,318,80,238,17,5,12,7,2,5,19,5,14,0,0,0,0,0,0,1,0,1
2005-2006,139959,University of Georgia,Security and protective services.,'43',Bachelor's degree,First major,82,34,48,73,33,40,6,1,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,First major,169,109,60,161,103,58,6,4,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Education.,'13',Bachelor's degree,First major,562,128,434,514,112,402,22,11,11,8,0,8,15,3,12,1,1,0,0,0,0,2,1,1
2005-2006,139959,University of Georgia,Mathematics and statistics.,'27',Bachelor's degree,First major,37,23,14,28,19,9,2,1,1,1,1,0,5,1,4,0,0,0,0,0,0,1,1,0
2005-2006,139959,University of Georgia,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,51,15,36,44,14,30,3,0,3,1,1,0,1,0,1,0,0,0,0,0,0,2,0,2
2005-2006,139959,University of Georgia,Natural resources and conservation.,'03',Bachelor's degree,First major,71,56,15,71,56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,48,26,22,43,21,22,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Public administration and social service professions.,'44',Bachelor's degree,First major,44,2,42,36,2,34,2,0,2,2,0,2,4,0,4,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Visual and performing arts.,'50',Bachelor's degree,First major,251,75,176,231,70,161,6,3,3,4,0,4,10,2,8,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,1199,676,523,1044,612,432,45,18,27,16,9,7,70,24,46,2,2,0,0,0,0,22,11,11
2005-2006,139959,University of Georgia,Engineering.,'14',Bachelor's degree,First major,30,25,5,25,20,5,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
2005-2006,139959,University of Georgia,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,211,69,142,185,60,125,5,1,4,13,6,7,7,2,5,0,0,0,0,0,0,1,0,1
2005-2006,139959,University of Georgia,History,'54',Bachelor's degree,First major,164,106,58,154,99,55,3,1,2,2,2,0,3,3,0,1,0,1,0,0,0,1,1,0
2005-2006,139959,University of Georgia,Social sciences.,'45',Bachelor's degree,First major,613,325,288,522,285,237,40,14,26,18,8,10,27,14,13,0,0,0,0,0,0,6,4,2
2005-2006,157289,University of Louisville,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,6,2,4,2,0,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,157289,University of Louisville,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,15,1,14,13,1,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,157289,University of Louisville,Mathematics and statistics.,'27',Bachelor's degree,First major,22,12,10,20,12,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,157289,University of Louisville,Philosophy and religious studies.,'38',Bachelor's degree,First major,11,8,3,9,6,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2005-2006,157289,University of Louisville,Biological and biomedical sciences.,'26',Bachelor's degree,First major,78,34,44,55,27,28,6,0,6,4,3,1,9,3,6,0,0,0,1,1,0,3,0,3
2005-2006,157289,University of Louisville,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,142,44,98,109,37,72,27,6,21,1,0,1,4,1,3,0,0,0,1,0,1,0,0,0
2005-2006,157289,University of Louisville,English language and literature/letters.,'23',Bachelor's degree,First major,98,38,60,75,33,42,17,5,12,1,0,1,2,0,2,1,0,1,2,0,2,0,0,0
2005-2006,157289,University of Louisville,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,32,10,22,26,9,17,4,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
2005-2006,157289,University of Louisville,Social sciences.,'45',Bachelor's degree,First major,233,93,140,181,80,101,41,11,30,2,0,2,4,0,4,2,0,2,0,0,0,3,2,1
2005-2006,157289,University of Louisville,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,471,276,195,392,240,152,44,18,26,5,3,2,15,7,8,0,0,0,1,0,1,14,8,6
2005-2006,157289,University of Louisville,Education.,'13',Bachelor's degree,First major,121,41,80,95,30,65,19,9,10,0,0,0,6,2,4,0,0,0,0,0,0,1,0,1
2005-2006,157289,University of Louisville,Psychology.,'42',Bachelor's degree,First major,184,42,142,136,28,108,36,8,28,0,0,0,8,5,3,1,0,1,2,1,1,1,0,1
2005-2006,157289,University of Louisville,Security and protective services.,'43',Bachelor's degree,First major,124,52,72,102,39,63,16,9,7,1,1,0,2,2,0,1,0,1,1,0,1,1,1,0
2005-2006,157289,University of Louisville,Engineering.,'14',Bachelor's degree,First major,183,155,28,146,131,15,12,8,4,2,2,0,12,8,4,0,0,0,1,0,1,10,6,4
2005-2006,157289,University of Louisville,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,152,12,140,125,11,114,21,1,20,2,0,2,2,0,2,0,0,0,0,0,0,2,0,2
2005-2006,157289,University of Louisville,History,'54',Bachelor's degree,First major,56,33,23,49,30,19,4,2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2005-2006,157289,University of Louisville,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,138,76,62,102,58,44,30,16,14,2,1,1,1,0,1,0,0,0,1,0,1,2,1,1
2005-2006,157289,University of Louisville,Physical sciences.,'40',Bachelor's degree,First major,43,20,23,33,17,16,5,3,2,1,0,1,3,0,3,0,0,0,0,0,0,1,0,1
2005-2006,157289,University of Louisville,Visual and performing arts.,'50',Bachelor's degree,First major,144,44,100,123,36,87,11,6,5,1,0,1,5,0,5,1,0,1,1,1,0,2,1,1
2005-2006,135726,University of Miami,Architecture and related services.,'04',Bachelor's degree,First major,55,26,29,33,17,16,1,1,0,13,6,7,1,0,1,0,0,0,2,0,2,5,2,3
2005-2006,135726,University of Miami,Education.,'13',Bachelor's degree,First major,47,8,39,27,4,23,3,1,2,9,2,7,3,1,2,0,0,0,3,0,3,2,0,2
2005-2006,135726,University of Miami,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,282,50,232,91,17,74,52,6,46,114,23,91,12,3,9,0,0,0,7,1,6,6,0,6
2005-2006,135726,University of Miami,History,'54',Bachelor's degree,First major,21,12,9,11,7,4,1,0,1,5,3,2,1,0,1,1,1,0,1,1,0,1,0,1
2005-2006,135726,University of Miami,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,46,19,27,19,6,13,12,8,4,13,5,8,0,0,0,0,0,0,0,0,0,2,0,2
2005-2006,135726,University of Miami,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,34,16,18,18,7,11,1,1,0,8,5,3,4,2,2,0,0,0,2,0,2,1,1,0
2005-2006,135726,University of Miami,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,505,252,253,259,143,116,37,13,24,110,40,70,21,11,10,1,1,0,12,5,7,65,39,26
2005-2006,135726,University of Miami,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,226,42,184,144,34,110,15,2,13,45,4,41,7,0,7,0,0,0,5,0,5,10,2,8
2005-2006,135726,University of Miami,English language and literature/letters.,'23',Bachelor's degree,First major,53,18,35,32,13,19,3,0,3,14,4,10,1,1,0,0,0,0,3,0,3,0,0,0
2005-2006,135726,University of Miami,Legal professions and studies.,'22',Bachelor's degree,First major,29,11,18,18,8,10,3,1,2,6,2,4,2,0,2,0,0,0,0,0,0,0,0,0
2005-2006,135726,University of Miami,Psychology.,'42',Bachelor's degree,First major,167,35,132,83,27,56,16,1,15,47,3,44,7,2,5,2,0,2,3,1,2,9,1,8
2005-2006,135726,University of Miami,Visual and performing arts.,'50',Bachelor's degree,First major,249,126,123,173,88,85,14,7,7,36,19,17,9,5,4,0,0,0,4,0,4,13,7,6
2005-2006,135726,University of Miami,Biological and biomedical sciences.,'26',Bachelor's degree,First major,228,84,144,101,35,66,25,8,17,64,24,40,29,13,16,0,0,0,2,2,0,7,2,5
2005-2006,135726,University of Miami,Computer and information sciences and support services.,'11',Bachelor's degree,First major,35,30,5,13,12,1,4,3,1,10,7,3,0,0,0,0,0,0,1,1,0,7,7,0
2005-2006,135726,University of Miami,Engineering.,'14',Bachelor's degree,First major,159,102,57,61,41,20,23,12,11,46,31,15,10,6,4,0,0,0,2,1,1,17,11,6
2005-2006,135726,University of Miami,Public administration and social service professions.,'44',Bachelor's degree,First major,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2005-2006,135726,University of Miami,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,135726,University of Miami,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,12,2,10,5,1,4,1,0,1,3,0,3,0,0,0,0,0,0,2,1,1,1,0,1
2005-2006,135726,University of Miami,Mathematics and statistics.,'27',Bachelor's degree,First major,12,4,8,6,0,6,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0
2005-2006,135726,University of Miami,Natural resources and conservation.,'03',Bachelor's degree,First major,21,7,14,17,6,11,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0
2005-2006,135726,University of Miami,Philosophy and religious studies.,'38',Bachelor's degree,First major,14,5,9,6,2,4,2,1,1,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0
2005-2006,135726,University of Miami,Physical sciences.,'40',Bachelor's degree,First major,31,17,14,22,12,10,1,1,0,3,2,1,3,1,2,0,0,0,1,1,0,1,0,1
2005-2006,135726,University of Miami,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,23,12,11,16,8,8,1,1,0,2,1,1,1,1,0,0,0,0,3,1,2,0,0,0
2005-2006,135726,University of Miami,Social sciences.,'45',Bachelor's degree,First major,199,74,125,101,49,52,18,1,17,50,15,35,12,6,6,1,1,0,7,0,7,10,2,8
2005-2006,170976,University of Michigan-Ann Arbor,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,380,207,173,243,139,104,12,1,11,9,4,5,71,37,34,1,1,0,12,8,4,32,17,15
2005-2006,170976,University of Michigan-Ann Arbor,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,129,28,101,87,19,68,14,5,9,6,3,3,13,0,13,2,0,2,6,1,5,1,0,1
2005-2006,170976,University of Michigan-Ann Arbor,Computer and information sciences and support services.,'11',Bachelor's degree,First major,106,96,10,61,57,4,5,3,2,5,5,0,19,18,1,2,2,0,1,1,0,13,10,3
2005-2006,170976,University of Michigan-Ann Arbor,Education.,'13',Bachelor's degree,First major,140,36,104,121,34,87,7,1,6,3,1,2,4,0,4,1,0,1,3,0,3,1,0,1
2005-2006,170976,University of Michigan-Ann Arbor,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,233,16,217,183,12,171,15,2,13,4,0,4,12,1,11,3,0,3,11,1,10,5,0,5
2005-2006,170976,University of Michigan-Ann Arbor,Mathematics and statistics.,'27',Bachelor's degree,First major,92,65,27,50,34,16,6,5,1,4,3,1,16,10,6,1,1,0,1,1,0,14,11,3
2005-2006,170976,University of Michigan-Ann Arbor,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,87,35,52,63,27,36,6,4,2,4,1,3,8,2,6,1,0,1,3,0,3,2,1,1
2005-2006,170976,University of Michigan-Ann Arbor,Physical sciences.,'40',Bachelor's degree,First major,70,56,14,51,41,10,3,2,1,3,3,0,9,6,3,0,0,0,0,0,0,4,4,0
2005-2006,170976,University of Michigan-Ann Arbor,Psychology.,'42',Bachelor's degree,First major,662,187,475,457,121,336,38,9,29,40,14,26,78,25,53,14,5,9,20,9,11,15,4,11
2005-2006,170976,University of Michigan-Ann Arbor,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,102,31,71,61,18,43,22,7,15,7,3,4,8,1,7,1,0,1,0,0,0,3,2,1
2005-2006,170976,University of Michigan-Ann Arbor,Architecture and related services.,'04',Bachelor's degree,First major,80,45,35,52,30,22,2,0,2,4,2,2,11,7,4,0,0,0,5,2,3,6,4,2
2005-2006,170976,University of Michigan-Ann Arbor,Biological and biomedical sciences.,'26',Bachelor's degree,First major,318,162,156,192,97,95,13,5,8,14,7,7,79,42,37,4,3,1,8,4,4,8,4,4
2005-2006,170976,University of Michigan-Ann Arbor,Engineering.,'14',Bachelor's degree,First major,967,681,286,555,395,160,61,29,32,41,31,10,154,106,48,6,5,1,29,21,8,121,94,27
2005-2006,170976,University of Michigan-Ann Arbor,History,'54',Bachelor's degree,First major,215,132,83,159,97,62,7,3,4,16,10,6,16,12,4,0,0,0,16,9,7,1,1,0
2005-2006,170976,University of Michigan-Ann Arbor,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,137,78,59,84,51,33,27,13,14,4,2,2,8,4,4,4,2,2,8,4,4,2,2,0
2005-2006,170976,University of Michigan-Ann Arbor,Philosophy and religious studies.,'38',Bachelor's degree,First major,51,38,13,38,31,7,4,2,2,4,4,0,2,1,1,0,0,0,2,0,2,1,0,1
2005-2006,170976,University of Michigan-Ann Arbor,Social sciences.,'45',Bachelor's degree,First major,750,405,345,435,244,191,67,25,42,55,32,23,96,43,53,2,1,1,36,26,10,59,34,25
2005-2006,170976,University of Michigan-Ann Arbor,English language and literature/letters.,'23',Bachelor's degree,First major,330,107,223,234,76,158,28,7,21,25,13,12,28,9,19,2,0,2,12,2,10,1,0,1
2005-2006,170976,University of Michigan-Ann Arbor,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,181,61,120,131,45,86,13,5,8,11,4,7,17,2,15,1,0,1,8,5,3,0,0,0
2005-2006,170976,University of Michigan-Ann Arbor,Natural resources and conservation.,'03',Bachelor's degree,First major,59,19,40,48,15,33,1,0,1,2,1,1,4,2,2,1,0,1,1,1,0,2,0,2
2005-2006,170976,University of Michigan-Ann Arbor,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,167,83,84,117,57,60,20,12,8,8,6,2,10,3,7,2,2,0,4,2,2,6,1,5
2005-2006,170976,University of Michigan-Ann Arbor,Visual and performing arts.,'50',Bachelor's degree,First major,358,154,204,275,126,149,18,6,12,19,8,11,17,2,15,4,1,3,19,10,9,6,1,5
2005-2006,181464,University of Nebraska-Lincoln,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,First major,193,133,60,181,126,55,2,1,1,1,1,0,1,0,1,1,1,0,7,4,3,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,4,1,3,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,691,425,266,592,368,224,10,6,4,13,8,5,20,11,9,2,0,2,24,18,6,30,14,16
2005-2006,181464,University of Nebraska-Lincoln,English language and literature/letters.,'23',Bachelor's degree,First major,92,29,63,81,26,55,1,0,1,2,0,2,1,0,1,2,1,1,5,2,3,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,204,13,191,184,12,172,5,0,5,3,0,3,3,0,3,1,0,1,6,1,5,2,0,2
2005-2006,181464,University of Nebraska-Lincoln,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,49,24,25,42,20,22,1,1,0,3,1,2,1,1,0,0,0,0,2,1,1,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Mathematics and statistics.,'27',Bachelor's degree,First major,25,18,7,25,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Architecture and related services.,'04',Bachelor's degree,First major,74,31,43,72,31,41,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2005-2006,181464,University of Nebraska-Lincoln,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,235,79,156,201,61,140,7,5,2,5,1,4,9,4,5,0,0,0,8,4,4,5,4,1
2005-2006,181464,University of Nebraska-Lincoln,Education.,'13',Bachelor's degree,First major,274,78,196,249,70,179,3,1,2,7,4,3,3,0,3,2,0,2,10,3,7,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,History,'54',Bachelor's degree,First major,57,43,14,53,40,13,0,0,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Physical sciences.,'40',Bachelor's degree,First major,50,34,16,44,31,13,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1
2005-2006,181464,University of Nebraska-Lincoln,Psychology.,'42',Bachelor's degree,First major,174,44,130,148,39,109,4,1,3,5,1,4,6,2,4,2,0,2,6,1,5,3,0,3
2005-2006,181464,University of Nebraska-Lincoln,Computer and information sciences and support services.,'11',Bachelor's degree,First major,38,32,6,23,20,3,1,1,0,0,0,0,2,0,2,0,0,0,7,6,1,5,5,0
2005-2006,181464,University of Nebraska-Lincoln,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,70,18,52,62,16,46,2,0,2,3,1,2,0,0,0,0,0,0,2,1,1,1,0,1
2005-2006,181464,University of Nebraska-Lincoln,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,36,18,18,34,16,18,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Philosophy and religious studies.,'38',Bachelor's degree,First major,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Public administration and social service professions.,'44',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Visual and performing arts.,'50',Bachelor's degree,First major,136,67,69,121,58,63,3,2,1,3,1,2,0,0,0,0,0,0,8,6,2,1,0,1
2005-2006,181464,University of Nebraska-Lincoln,Biological and biomedical sciences.,'26',Bachelor's degree,First major,158,81,77,129,71,58,0,0,0,1,1,0,15,5,10,2,1,1,4,1,3,7,2,5
2005-2006,181464,University of Nebraska-Lincoln,Engineering technologies/technicians.,'15',Bachelor's degree,First major,77,73,4,68,64,4,3,3,0,0,0,0,3,3,0,0,0,0,2,2,0,1,1,0
2005-2006,181464,University of Nebraska-Lincoln,Engineering.,'14',Bachelor's degree,First major,320,279,41,276,244,32,4,3,1,3,3,0,8,5,3,1,1,0,12,9,3,16,14,2
2005-2006,181464,University of Nebraska-Lincoln,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,11,4,7,9,3,6,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Natural resources and conservation.,'03',Bachelor's degree,First major,44,23,21,43,22,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2005-2006,181464,University of Nebraska-Lincoln,Social sciences.,'45',Bachelor's degree,First major,169,91,78,132,76,56,8,5,3,4,2,2,6,0,6,1,0,1,9,3,6,9,5,4
2005-2006,199120,University of North Carolina at Chapel Hill,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,342,195,147,267,159,108,11,4,7,7,3,4,26,11,15,2,1,1,13,8,5,16,9,7
2005-2006,199120,University of North Carolina at Chapel Hill,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,626,175,451,477,132,345,73,19,54,14,8,6,17,2,15,8,0,8,29,11,18,8,3,5
2005-2006,199120,University of North Carolina at Chapel Hill,Computer and information sciences and support services.,'11',Bachelor's degree,First major,40,35,5,32,29,3,1,1,0,2,1,1,3,3,0,0,0,0,1,0,1,1,1,0
2005-2006,199120,University of North Carolina at Chapel Hill,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,10,4,6,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,135,61,74,105,52,53,19,4,15,3,2,1,3,1,2,2,0,2,1,1,0,2,1,1
2005-2006,199120,University of North Carolina at Chapel Hill,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,152,58,94,89,31,58,36,19,17,4,2,2,12,3,9,2,0,2,8,2,6,1,1,0
2005-2006,199120,University of North Carolina at Chapel Hill,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,15,1,14,11,1,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1
2005-2006,199120,University of North Carolina at Chapel Hill,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,81,23,58,70,23,47,3,0,3,2,0,2,2,0,2,0,0,0,4,0,4,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,History,'54',Bachelor's degree,First major,181,104,77,158,95,63,9,3,6,3,1,2,3,1,2,2,0,2,6,4,2,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,Natural resources and conservation.,'03',Bachelor's degree,First major,35,15,20,27,11,16,1,0,1,1,0,1,1,0,1,1,1,0,4,3,1,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,Philosophy and religious studies.,'38',Bachelor's degree,First major,47,32,15,40,28,12,2,0,2,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,Public administration and social service professions.,'44',Bachelor's degree,First major,40,17,23,28,14,14,4,1,3,3,0,3,2,1,1,0,0,0,2,1,1,1,0,1
2005-2006,199120,University of North Carolina at Chapel Hill,Education.,'13',Bachelor's degree,First major,83,6,77,70,5,65,8,1,7,3,0,3,0,0,0,0,0,0,2,0,2,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,English language and literature/letters.,'23',Bachelor's degree,First major,169,54,115,135,47,88,20,4,16,1,0,1,6,1,5,0,0,0,6,2,4,1,0,1
2005-2006,199120,University of North Carolina at Chapel Hill,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,275,27,248,204,19,185,33,3,30,8,0,8,18,2,16,3,0,3,7,2,5,2,1,1
2005-2006,199120,University of North Carolina at Chapel Hill,Mathematics and statistics.,'27',Bachelor's degree,First major,41,25,16,28,19,9,5,1,4,0,0,0,3,2,1,1,1,0,3,2,1,1,0,1
2005-2006,199120,University of North Carolina at Chapel Hill,Physical sciences.,'40',Bachelor's degree,First major,104,74,30,77,54,23,6,6,0,0,0,0,15,11,4,0,0,0,5,3,2,1,0,1
2005-2006,199120,University of North Carolina at Chapel Hill,Psychology.,'42',Bachelor's degree,First major,345,79,266,247,65,182,58,9,49,10,0,10,15,4,11,3,0,3,9,1,8,3,0,3
2005-2006,199120,University of North Carolina at Chapel Hill,Biological and biomedical sciences.,'26',Bachelor's degree,First major,368,134,234,259,95,164,34,6,28,10,6,4,42,21,21,3,2,1,11,3,8,9,1,8
2005-2006,199120,University of North Carolina at Chapel Hill,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,37,27,10,33,25,8,0,0,0,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,Visual and performing arts.,'50',Bachelor's degree,First major,113,37,76,97,30,67,3,2,1,2,0,2,4,1,3,1,1,0,6,3,3,0,0,0
2005-2006,199120,University of North Carolina at Chapel Hill,Social sciences.,'45',Bachelor's degree,First major,534,302,232,376,217,159,58,24,34,14,9,5,31,15,16,11,5,6,27,20,7,17,12,5
2005-2006,152080,University of Notre Dame,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,112,54,58,90,45,45,0,0,0,6,1,5,11,5,6,0,0,0,0,0,0,5,3,2
2005-2006,152080,University of Notre Dame,Engineering.,'14',Bachelor's degree,First major,213,165,48,176,138,38,5,2,3,10,8,2,9,7,2,0,0,0,0,0,0,13,10,3
