"","Year","Sport","ID_School","Males","Females","White.Males","White.Females","Black.Males","Black.Females","Hispanic.Males","Hispanic.Females"
"1162","2003-2004","Football","NEB",92,0,50,0,33,0,0,0
"1163","2003-2004","All other sports combined","NWST",66,139,53,117,1,3,5,1
"1164","2003-2004","Baseball","NWST",22,0,19,0,1,0,2,0
"1165","2003-2004","Basketball","NWST",12,12,4,9,3,1,0,0
"1166","2003-2004","Cross-country and/or track","NWST",0,10,0,7,0,0,0,0
"1167","2003-2004","Football","NWST",88,0,38,0,44,0,1,0
"1168","2003-2004","All other sports combined","OK",54,83,31,60,11,3,2,8
"1169","2003-2004","Baseball","OK",32,0,24,0,1,0,2,0
"1170","2003-2004","Basketball","OK",12,14,2,9,9,4,0,0
"1171","2003-2004","Cross-country and/or track","OK",39,32,21,15,9,14,0,0
"1172","2003-2004","Football","OK",93,0,27,0,62,0,1,0
"1173","2003-2004","All other sports combined","OKSTATE",33,78,27,66,2,3,0,3
"1174","2003-2004","Baseball","OKSTATE",26,0,20,0,1,0,3,0
"1175","2003-2004","Basketball","OKSTATE",12,15,2,8,8,6,0,0
"1176","2003-2004","Cross-country and/or track","OKSTATE",13,14,7,8,1,5,0,0
"1177","2003-2004","Football","OKSTATE",88,0,27,0,55,0,1,0
"1178","2003-2004","All other sports combined","ORE",36,72,27,42,0,2,2,4
"1179","2003-2004","Basketball","ORE",13,15,8,6,5,4,0,0
"1180","2003-2004","Cross-country and/or track","ORE",31,22,25,15,6,3,0,1
"1181","2003-2004","Football","ORE",76,0,23,0,40,0,3,0
"1182","2003-2004","All other sports combined","ORE.ST",38,71,28,52,3,1,2,2
"1183","2003-2004","Baseball","ORE.ST",20,0,14,0,0,0,1,0
"1184","2003-2004","Basketball","ORE.ST",11,12,3,6,5,4,0,1
"1185","2003-2004","Football","ORE.ST",76,0,38,0,29,0,2,0
"1186","2003-2004","All other sports combined","OSU",164,239,119,170,8,7,4,4
"1187","2003-2004","Baseball","OSU",28,0,28,0,0,0,0,0
"1188","2003-2004","Basketball","OSU",13,16,3,6,9,9,0,1
"1189","2003-2004","Cross-country and/or track","OSU",16,24,11,8,4,14,0,0
"1190","2003-2004","Football","OSU",92,0,42,0,45,0,2,0
"1191","2003-2004","All other sports combined","RUT",111,155,91,129,6,7,7,3
"1192","2003-2004","Baseball","RUT",30,0,26,0,0,0,3,0
"1193","2003-2004","Basketball","RUT",11,11,1,1,9,10,0,0
"1194","2003-2004","Cross-country and/or track","RUT",23,32,13,15,7,14,1,1
"1195","2003-2004","Football","RUT",91,0,29,0,54,0,4,0
"1196","2003-2004","All other sports combined","SCAR",55,103,38,82,1,6,1,1
"1197","2003-2004","Baseball","SCAR",40,0,37,0,2,0,1,0
"1198","2003-2004","Basketball","SCAR",12,16,1,2,10,7,0,0
"1199","2003-2004","Cross-country and/or track","SCAR",19,29,5,8,12,19,0,0
"1200","2003-2004","Football","SCAR",90,0,20,0,67,0,0,0
"1201","2003-2004","All other sports combined","SJ.ST",26,106,10,68,2,1,6,9
"1202","2003-2004","Baseball","SJ.ST",31,0,20,0,1,0,4,0
"1203","2003-2004","Basketball","SJ.ST",12,14,2,2,9,11,0,0
"1204","2003-2004","Cross-country and/or track","SJ.ST",6,10,2,6,0,1,2,0
"1205","2003-2004","Football","SJ.ST",87,0,23,0,54,0,3,0
"1206","2003-2004","All other sports combined","SMU",51,87,30,72,1,1,1,1
"1207","2003-2004","Basketball","SMU",12,15,4,8,7,7,0,0
"1208","2003-2004","Cross-country and/or track","SMU",13,15,3,3,1,1,0,1
"1209","2003-2004","Football","SMU",90,0,37,0,50,0,1,0
"1210","2003-2004","All other sports combined","STAN",99,156,80,120,5,5,0,2
"1211","2003-2004","Baseball","STAN",21,0,18,0,1,0,0,0
"1212","2003-2004","Basketball","STAN",12,14,4,11,6,3,1,0
"1213","2003-2004","Cross-country and/or track","STAN",18,21,17,11,0,8,1,1
"1214","2003-2004","Football","STAN",84,0,38,0,34,0,6,0
"1215","2003-2004","All other sports combined","TAM",45,169,32,147,1,2,2,9
"1216","2003-2004","Baseball","TAM",42,0,41,0,0,0,1,0
"1217","2003-2004","Basketball","TAM",14,18,3,5,6,12,0,1
"1218","2003-2004","Cross-country and/or track","TAM",31,26,20,18,6,5,1,0
"1219","2003-2004","Football","TAM",91,0,36,0,54,0,1,0
"1220","2003-2004","All other sports combined","UGA",35,96,24,76,1,11,2,1
"1221","2003-2004","Baseball","UGA",35,0,34,0,1,0,0,0
"1222","2003-2004","Basketball","UGA",4,8,1,3,3,5,0,0
"1223","2003-2004","Cross-country and/or track","UGA",25,25,12,14,9,5,0,0
"1224","2003-2004","Football","UGA",76,0,24,0,52,0,0,0
"1225","2003-2004","All other sports combined","UM",106,160,76,127,9,6,4,4
"1226","2003-2004","Baseball","UM",28,0,25,0,0,0,1,0
"1227","2003-2004","Basketball","UM",10,12,1,7,8,4,0,0
"1228","2003-2004","Cross-country and/or track","UM",19,32,10,24,5,5,0,0
"1229","2003-2004","Football","UM",99,0,48,0,46,0,2,0
"1230","2003-2004","All other sports combined","UNC",107,150,93,131,5,9,5,4
"1231","2003-2004","Baseball","UNC",30,0,28,0,1,0,1,0
"1232","2003-2004","Basketball","UNC",11,13,1,3,10,10,0,0
"1233","2003-2004","Cross-country and/or track","UNC",20,23,11,16,8,7,0,0
"1234","2003-2004","Football","UNC",91,0,26,0,64,0,0,0
"1235","2003-2004","All other sports combined","UOFM",7,83,5,43,0,4,1,8
"1236","2003-2004","Baseball","UOFM",21,0,8,0,0,0,10,0
"1237","2003-2004","Basketball","UOFM",11,14,0,2,8,6,1,0
"1238","2003-2004","Cross-country and/or track","UOFM",15,18,9,1,5,14,1,1
"1239","2003-2004","Football","UOFM",66,0,16,0,45,0,2,0
"1240","2003-2004","All other sports combined","USC",71,119,41,65,2,7,3,4
"1241","2003-2004","Baseball","USC",20,0,16,0,0,0,3,0
"1242","2003-2004","Basketball","USC",13,14,2,4,9,9,0,0
"1243","2003-2004","Cross-country and/or track","USC",14,20,3,2,8,12,0,1
"1244","2003-2004","Football","USC",94,0,26,0,51,0,5,0
"1245","2003-2004","All other sports combined","UT",65,137,53,102,1,7,3,7
"1246","2003-2004","Baseball","UT",41,0,32,0,0,0,4,0
"1247","2003-2004","Basketball","UT",14,13,5,4,7,8,0,0
"1248","2003-2004","Cross-country and/or track","UT",32,27,19,6,10,16,2,1
"1249","2003-2004","Football","UT",90,0,29,0,58,0,3,0
"1250","2003-2004","All other sports combined","UTA.ST",17,69,14,58,0,1,0,4
"1251","2003-2004","Basketball","UTA.ST",12,14,5,13,6,1,0,0
"1252","2003-2004","Cross-country and/or track","UTA.ST",31,31,26,25,3,0,1,1
"1253","2003-2004","Football","UTA.ST",73,0,39,0,23,0,2,0
"1254","2003-2004","All other sports combined","VANDY",36,46,27,39,2,1,1,1
"1255","2003-2004","Baseball","VANDY",21,0,20,0,0,0,1,0
"1256","2003-2004","Basketball","VANDY",12,15,5,7,5,6,0,0
"1257","2003-2004","Cross-country and/or track","VANDY",0,20,0,12,0,5,0,0
"1258","2003-2004","Football","VANDY",84,0,40,0,39,0,0,0
"1259","2004-2005","All other sports combined","AUB",51,129,39,98,0,8,0,4
"1260","2004-2005","Baseball","AUB",27,0,21,0,3,0,1,0
"1261","2004-2005","Basketball","AUB",11,15,2,1,9,10,0,1
"1262","2004-2005","Cross-country and/or track","AUB",22,24,12,10,3,8,0,0
"1263","2004-2005","Football","AUB",89,0,25,0,62,0,0,0
"1264","2004-2005","All other sports combined","BAMA",42,110,25,86,0,4,0,1
"1265","2004-2005","Baseball","BAMA",36,0,35,0,1,0,0,0
"1266","2004-2005","Basketball","BAMA",15,14,1,4,11,10,0,0
"1267","2004-2005","Cross-country and/or track","BAMA",26,21,10,8,9,10,0,0
"1268","2004-2005","Football","BAMA",79,0,26,0,53,0,0,0
"1269","2004-2005","All other sports combined","BOS.ST",34,55,23,36,0,0,2,0
"1270","2004-2005","Basketball","BOS.ST",12,14,3,7,8,3,0,2
"1271","2004-2005","Cross-country and/or track","BOS.ST",29,28,17,24,5,0,0,0
"1272","2004-2005","Football","BOS.ST",89,0,47,0,29,0,5,0
"1273","2004-2005","All other sports combined","CLEM",68,116,45,80,3,3,0,2
"1274","2004-2005","Baseball","CLEM",36,0,25,0,0,0,2,0
"1275","2004-2005","Basketball","CLEM",12,15,0,5,9,7,0,0
"1276","2004-2005","Cross-country and/or track","CLEM",41,32,16,11,12,11,0,0
"1277","2004-2005","Football","CLEM",89,0,18,0,55,0,1,0
"1278","2004-2005","All other sports combined","DUKE",64,117,51,94,2,3,2,1
"1279","2004-2005","Baseball","DUKE",27,0,22,0,0,0,4,0
"1280","2004-2005","Basketball","DUKE",7,11,2,4,5,6,0,0
"1281","2004-2005","Football","DUKE",77,0,36,0,38,0,1,0
"1282","2004-2005","All other sports combined","FLA",58,141,36,98,0,13,4,8
"1283","2004-2005","Baseball","FLA",33,0,31,0,2,0,0,0
"1284","2004-2005","Basketball","FLA",14,12,4,3,6,9,0,0
"1285","2004-2005","Cross-country and/or track","FLA",30,36,13,17,13,9,1,3
"1286","2004-2005","Football","FLA",92,0,21,0,66,0,3,0
"1287","2004-2005","All other sports combined","FSU",41,94,26,65,1,10,4,3
"1288","2004-2005","Baseball","FSU",35,0,32,0,1,0,1,0
"1289","2004-2005","Basketball","FSU",12,11,1,4,7,5,0,0
"1290","2004-2005","Cross-country and/or track","FSU",33,27,14,13,9,12,3,2
"1291","2004-2005","Football","FSU",85,0,16,0,61,0,2,0
"1292","2004-2005","All other sports combined","GTOWN",9,11,8,11,0,0,0,0
"1293","2004-2005","Baseball","GTOWN",1,0,1,0,0,0,0,0
"1294","2004-2005","Basketball","GTOWN",6,5,1,0,4,3,0,1
"1295","2004-2005","Cross-country and/or track","GTOWN",1,6,1,4,0,1,0,1
"1296","2004-2005","All other sports combined","KAN.ST",9,183,9,163,0,1,0,3
"1297","2004-2005","Baseball","KAN.ST",24,0,20,0,0,0,1,0
"1298","2004-2005","Basketball","KAN.ST",13,15,2,11,8,0,0,0
"1299","2004-2005","Cross-country and/or track","KAN.ST",28,38,12,21,6,9,2,2
"1300","2004-2005","Football","KAN.ST",84,0,35,0,40,0,1,0
"1301","2004-2005","All other sports combined","LOUIS",47,124,22,85,2,6,1,5
"1302","2004-2005","Baseball","LOUIS",32,0,27,0,0,0,3,0
"1303","2004-2005","Basketball","LOUIS",13,13,3,5,7,5,0,0
"1304","2004-2005","Cross-country and/or track","LOUIS",23,23,16,12,4,9,0,1
"1305","2004-2005","Football","LOUIS",88,0,26,0,58,0,1,0
"1306","2004-2005","All other sports combined","LSU",41,101,29,71,1,6,0,5
"1307","2004-2005","Baseball","LSU",42,0,38,0,1,0,3,0
"1308","2004-2005","Basketball","LSU",12,14,2,0,9,12,0,0
"1309","2004-2005","Cross-country and/or track","LSU",19,32,4,8,8,18,1,1
"1310","2004-2005","Football","LSU",91,0,29,0,58,0,0,0
"1311","2004-2005","All other sports combined","ND",110,154,92,135,1,1,1,1
"1312","2004-2005","Baseball","ND",18,0,16,0,0,0,1,0
"1313","2004-2005","Basketball","ND",10,11,3,6,7,5,0,0
"1314","2004-2005","Cross-country and/or track","ND",22,20,15,10,2,7,0,0
"1315","2004-2005","Football","ND",79,0,36,0,42,0,0,0
"1316","2004-2005","All other sports combined","NEB",54,129,38,92,1,1,0,2
"1317","2004-2005","Baseball","NEB",41,0,40,0,0,0,0,0
"1318","2004-2005","Basketball","NEB",15,13,3,5,10,4,1,0
"1319","2004-2005","Cross-country and/or track","NEB",33,38,19,25,9,1,0,1
"1320","2004-2005","Football","NEB",91,0,51,0,34,0,0,0
"1321","2004-2005","All other sports combined","NWST",87,188,68,139,1,5,7,5
"1322","2004-2005","Baseball","NWST",32,0,25,0,1,0,3,0
"1323","2004-2005","Basketball","NWST",16,13,4,8,6,1,0,0
"1324","2004-2005","Cross-country and/or track","NWST",0,25,0,21,0,0,0,1
"1325","2004-2005","Football","NWST",100,0,48,0,45,0,2,0
"1326","2004-2005","All other sports combined","OK",62,95,37,67,8,3,2,7
"1327","2004-2005","Baseball","OK",33,0,24,0,2,0,3,0
"1328","2004-2005","Basketball","OK",16,15,2,9,12,4,0,0
"1329","2004-2005","Cross-country and/or track","OK",33,33,17,15,10,15,0,0
"1330","2004-2005","Football","OK",93,0,27,0,64,0,1,0
"1331","2004-2005","All other sports combined","OKSTATE",41,91,28,69,1,3,0,3
"1332","2004-2005","Baseball","OKSTATE",28,0,17,0,0,0,5,0
"1333","2004-2005","Basketball","OKSTATE",12,14,2,7,7,4,0,0
"1334","2004-2005","Cross-country and/or track","OKSTATE",14,23,6,10,2,7,0,0
"1335","2004-2005","Football","OKSTATE",90,0,22,0,62,0,1,0
"1336","2004-2005","All other sports combined","ORE",39,93,29,60,0,1,2,4
"1337","2004-2005","Basketball","ORE",13,15,6,5,7,4,0,0
"1338","2004-2005","Cross-country and/or track","ORE",26,27,18,21,6,2,1,0
"1339","2004-2005","Football","ORE",80,0,26,0,41,0,3,0
"1340","2004-2005","All other sports combined","ORE.ST",26,73,20,48,2,1,1,3
"1341","2004-2005","Baseball","ORE.ST",10,0,8,0,0,0,0,0
"1342","2004-2005","Basketball","ORE.ST",8,10,1,5,4,4,0,1
"1343","2004-2005","Football","ORE.ST",50,0,26,0,18,0,0,0
"1344","2004-2005","All other sports combined","OSU",177,224,140,158,6,9,6,6
"1345","2004-2005","Baseball","OSU",31,0,31,0,0,0,0,0
"1346","2004-2005","Basketball","OSU",13,15,3,5,10,8,0,1
"1347","2004-2005","Cross-country and/or track","OSU",23,21,15,8,5,11,1,1
"1348","2004-2005","Football","OSU",85,0,37,0,43,0,1,0
"1349","2004-2005","All other sports combined","RUT",110,148,89,119,5,9,4,4
"1350","2004-2005","Baseball","RUT",31,0,29,0,0,0,1,0
"1351","2004-2005","Basketball","RUT",12,13,1,1,10,12,1,0
"1352","2004-2005","Cross-country and/or track","RUT",22,33,12,14,7,16,0,2
"1353","2004-2005","Football","RUT",95,0,26,0,59,0,3,0
"1354","2004-2005","All other sports combined","SCAR",57,130,35,95,0,6,3,3
"1355","2004-2005","Baseball","SCAR",39,0,31,0,3,0,1,0
"1356","2004-2005","Basketball","SCAR",12,13,1,1,9,7,0,0
"1357","2004-2005","Cross-country and/or track","SCAR",18,28,3,6,13,21,0,0
"1358","2004-2005","Football","SCAR",89,0,18,0,64,0,0,0
"1359","2004-2005","All other sports combined","SJ.ST",31,134,13,95,2,4,11,13
"1360","2004-2005","Baseball","SJ.ST",33,0,20,0,1,0,10,0
"1361","2004-2005","Basketball","SJ.ST",15,15,5,3,10,9,0,2
"1362","2004-2005","Cross-country and/or track","SJ.ST",5,11,2,7,0,1,0,1
"1363","2004-2005","Football","SJ.ST",78,0,23,0,45,0,5,0
"1364","2004-2005","All other sports combined","SMU",10,15,8,11,0,1,2,0
"1365","2004-2005","Basketball","SMU",2,4,0,1,2,2,0,0
"1366","2004-2005","Cross-country and/or track","SMU",0,2,0,0,0,1,0,0
"1367","2004-2005","Football","SMU",22,0,13,0,9,0,0,0
"1368","2004-2005","All other sports combined","STAN",107,148,80,109,5,8,1,1
"1369","2004-2005","Baseball","STAN",16,0,15,0,1,0,0,0
"1370","2004-2005","Basketball","STAN",11,16,4,10,5,6,1,0
"1371","2004-2005","Cross-country and/or track","STAN",16,24,13,14,1,9,2,0
"1372","2004-2005","Football","STAN",83,0,34,0,37,0,5,0
"1373","2004-2005","All other sports combined","TAM",47,176,34,154,0,3,2,9
"1374","2004-2005","Baseball","TAM",49,0,47,0,1,0,1,0
"1375","2004-2005","Basketball","TAM",16,16,4,4,9,12,0,0
"1376","2004-2005","Cross-country and/or track","TAM",34,33,23,22,6,8,1,0
"1377","2004-2005","Football","TAM",94,0,37,0,54,0,1,0
"1378","2004-2005","All other sports combined","UGA",41,118,30,92,2,14,1,1
"1379","2004-2005","Baseball","UGA",40,0,38,0,1,0,1,0
"1380","2004-2005","Basketball","UGA",9,13,3,3,5,10,0,0
"1381","2004-2005","Cross-country and/or track","UGA",26,36,13,20,8,10,0,0
"1382","2004-2005","Football","UGA",90,0,24,0,66,0,0,0
"1383","2004-2005","All other sports combined","UM",110,169,78,141,9,3,3,4
"1384","2004-2005","Baseball","UM",29,0,27,0,0,0,1,0
"1385","2004-2005","Basketball","UM",11,12,1,6,9,6,0,0
"1386","2004-2005","Cross-country and/or track","UM",17,31,6,21,5,4,0,0
"1387","2004-2005","Football","UM",92,0,40,0,49,0,2,0
"1388","2004-2005","All other sports combined","UNC",114,147,100,129,4,7,6,4
"1389","2004-2005","Baseball","UNC",28,0,26,0,1,0,1,0
"1390","2004-2005","Basketball","UNC",13,14,1,2,12,12,0,0
"1391","2004-2005","Cross-country and/or track","UNC",21,22,14,15,6,7,0,0
"1392","2004-2005","Football","UNC",88,0,25,0,62,0,0,0
"1393","2004-2005","All other sports combined","UOFM",7,93,5,52,0,6,0,7
"1394","2004-2005","Baseball","UOFM",22,0,6,0,1,0,12,0
"1395","2004-2005","Basketball","UOFM",11,14,0,2,10,6,1,0
"1396","2004-2005","Cross-country and/or track","UOFM",12,18,9,2,2,12,1,2
"1397","2004-2005","Football","UOFM",72,0,18,0,49,0,3,0
"1398","2004-2005","All other sports combined","USC",62,113,40,63,2,5,2,5
"1399","2004-2005","Baseball","USC",24,0,19,0,0,0,4,0
"1400","2004-2005","Basketball","USC",14,16,1,4,11,11,0,0
"1401","2004-2005","Cross-country and/or track","USC",16,23,4,2,8,12,0,1
"1402","2004-2005","Football","USC",89,0,28,0,45,0,4,0
"1403","2004-2005","All other sports combined","UT",59,135,43,99,0,7,5,8
"1404","2004-2005","Baseball","UT",34,0,26,0,0,0,3,0
"1405","2004-2005","Basketball","UT",14,15,4,4,8,9,0,0
"1406","2004-2005","Cross-country and/or track","UT",38,21,28,9,6,11,3,0
"1407","2004-2005","Football","UT",86,0,28,0,56,0,2,0
"1408","2004-2005","All other sports combined","UTA.ST",16,69,12,58,0,1,0,4
"1409","2004-2005","Basketball","UTA.ST",13,14,5,11,5,2,0,0
"1410","2004-2005","Cross-country and/or track","UTA.ST",25,25,19,23,1,0,1,0
"1411","2004-2005","Football","UTA.ST",78,0,36,0,28,0,2,0
"1412","2004-2005","All other sports combined","VANDY",36,54,25,46,3,1,1,0
"1413","2004-2005","Baseball","VANDY",22,0,17,0,1,0,4,0
"1414","2004-2005","Basketball","VANDY",13,12,3,5,8,5,0,0
"1415","2004-2005","Cross-country and/or track","VANDY",0,17,0,10,0,6,0,0
"1416","2004-2005","Football","VANDY",84,0,34,0,46,0,0,0
"1417","2005-2006","All other sports combined","AUB",56,124,43,93,0,10,0,3
"1418","2005-2006","Baseball","AUB",32,0,28,0,2,0,0,0
"1419","2005-2006","Basketball","AUB",14,13,1,1,12,9,0,0
"1420","2005-2006","Cross-country and/or track","AUB",26,25,13,6,6,9,0,0
"1421","2005-2006","Football","AUB",85,0,23,0,58,0,1,0
"1422","2005-2006","All other sports combined","BAMA",39,119,25,92,0,7,0,3
"1423","2005-2006","Baseball","BAMA",36,0,34,0,1,0,1,0
"1424","2005-2006","Basketball","BAMA",11,15,1,4,9,10,0,0
"1425","2005-2006","Cross-country and/or track","BAMA",26,22,10,11,10,8,0,0
"1426","2005-2006","Football","BAMA",86,0,30,0,56,0,0,0
"1427","2005-2006","All other sports combined","BOS.ST",39,77,28,53,0,5,2,1
"1428","2005-2006","Basketball","BOS.ST",14,14,8,6,6,3,0,0
"1429","2005-2006","Cross-country and/or track","BOS.ST",25,32,15,24,3,2,0,1
"1430","2005-2006","Football","BOS.ST",88,0,48,0,25,0,4,0
"1431","2005-2006","All other sports combined","CLEM",19,23,15,21,2,1,0,0
"1432","2005-2006","Baseball","CLEM",7,0,6,0,0,0,1,0
"1433","2005-2006","Basketball","CLEM",3,5,0,2,3,2,0,0
"1434","2005-2006","Cross-country and/or track","CLEM",7,1,5,1,2,0,0,0
"1435","2005-2006","Football","CLEM",12,0,2,0,10,0,0,0
"1436","2005-2006","All other sports combined","DUKE",58,123,52,101,2,3,1,0
"1437","2005-2006","Baseball","DUKE",24,0,20,0,0,0,3,0
"1438","2005-2006","Basketball","DUKE",11,13,4,6,5,6,0,0
"1439","2005-2006","Football","DUKE",82,0,36,0,44,0,1,0
"1440","2005-2006","All other sports combined","FLA",57,145,40,105,1,13,3,7
"1441","2005-2006","Baseball","FLA",44,0,40,0,3,0,1,0
"1442","2005-2006","Basketball","FLA",10,13,1,4,5,9,2,0
"1443","2005-2006","Cross-country and/or track","FLA",36,25,12,12,18,9,2,2
"1444","2005-2006","Football","FLA",89,0,21,0,59,0,3,0
"1445","2005-2006","All other sports combined","FSU",46,89,28,56,1,8,3,2
"1446","2005-2006","Baseball","FSU",32,0,28,0,1,0,1,0
"1447","2005-2006","Basketball","FSU",9,15,0,5,6,8,0,0
"1448","2005-2006","Cross-country and/or track","FSU",29,34,11,14,8,15,2,1
"1449","2005-2006","Football","FSU",92,0,20,0,69,0,1,0
"1450","2005-2006","All other sports combined","GTOWN",70,80,65,71,0,4,1,1
"1451","2005-2006","Baseball","GTOWN",18,0,16,0,1,0,1,0
"1452","2005-2006","Basketball","GTOWN",13,10,0,6,12,4,0,0
"1453","2005-2006","Cross-country and/or track","GTOWN",15,23,12,16,1,6,2,0
"1454","2005-2006","Football","GTOWN",42,0,18,0,21,0,1,0
"1455","2005-2006","All other sports combined","KAN.ST",8,170,7,144,0,2,0,3
"1456","2005-2006","Baseball","KAN.ST",36,0,32,0,1,0,3,0
"1457","2005-2006","Basketball","KAN.ST",14,15,2,11,8,3,0,0
"1458","2005-2006","Cross-country and/or track","KAN.ST",33,33,18,12,6,10,1,3
"1459","2005-2006","Football","KAN.ST",81,0,35,0,35,0,2,0
"1460","2005-2006","All other sports combined","LOUIS",49,129,26,86,0,6,1,7
"1461","2005-2006","Baseball","LOUIS",29,0,26,0,0,0,2,0
"1462","2005-2006","Basketball","LOUIS",13,14,3,3,9,8,0,0
"1463","2005-2006","Cross-country and/or track","LOUIS",22,21,14,10,5,10,0,0
"1464","2005-2006","Football","LOUIS",92,0,23,0,65,0,2,0
"1465","2005-2006","All other sports combined","LSU",35,103,24,70,1,8,2,4
"1466","2005-2006","Baseball","LSU",37,0,29,0,2,0,3,0
"1467","2005-2006","Basketball","LSU",13,13,2,1,10,9,0,0
"1468","2005-2006","Cross-country and/or track","LSU",23,29,7,6,7,17,1,1
"1469","2005-2006","Football","LSU",87,0,27,0,56,0,0,0
"1470","2005-2006","All other sports combined","ND",116,147,95,131,3,1,1,1
"1471","2005-2006","Baseball","ND",19,0,17,0,0,0,2,0
"1472","2005-2006","Basketball","ND",11,11,6,6,5,5,0,0
"1473","2005-2006","Cross-country and/or track","ND",18,20,14,14,1,5,0,0
"1474","2005-2006","Football","ND",77,0,36,0,41,0,0,0
"1475","2005-2006","All other sports combined","NEB",54,131,39,92,1,6,0,2
"1476","2005-2006","Baseball","NEB",41,0,40,0,0,0,0,0
"1477","2005-2006","Basketball","NEB",15,13,3,6,10,4,1,0
"1478","2005-2006","Cross-country and/or track","NEB",33,38,19,25,9,1,0,1
"1479","2005-2006","Football","NEB",88,0,48,0,34,0,0,0
"1480","2005-2006","All other sports combined","NWST",78,140,60,105,1,7,5,2
"1481","2005-2006","Baseball","NWST",23,0,20,0,1,0,0,0
"1482","2005-2006","Basketball","NWST",12,14,4,6,3,3,0,0
"1483","2005-2006","Cross-country and/or track","NWST",0,11,0,9,0,1,0,0
"1484","2005-2006","Football","NWST",84,0,40,0,38,0,2,0
"1485","2005-2006","All other sports combined","OK",57,94,37,62,5,6,1,7
"1486","2005-2006","Baseball","OK",30,0,22,0,2,0,4,0
"1487","2005-2006","Basketball","OK",12,13,2,7,8,6,0,0
"1488","2005-2006","Cross-country and/or track","OK",31,34,18,13,10,16,0,0
"1489","2005-2006","Football","OK",88,0,27,0,58,0,2,0
"1490","2005-2006","All other sports combined","OKSTATE",9,15,6,10,1,1,0,0
"1491","2005-2006","Baseball","OKSTATE",9,0,9,0,0,0,0,0
"1492","2005-2006","Basketball","OKSTATE",5,1,0,1,3,0,1,0
"1493","2005-2006","Cross-country and/or track","OKSTATE",1,11,0,5,0,4,1,0
"1494","2005-2006","Football","OKSTATE",22,0,8,0,13,0,0,0
"1495","2005-2006","All other sports combined","ORE",40,95,30,64,0,1,1,3
"1496","2005-2006","Basketball","ORE",13,12,5,4,7,2,0,0
"1497","2005-2006","Cross-country and/or track","ORE",24,20,17,16,3,1,1,0
"1498","2005-2006","Football","ORE",78,0,27,0,38,0,2,0
"1499","2005-2006","All other sports combined","ORE.ST",18,42,14,24,2,1,1,2
"1500","2005-2006","Baseball","ORE.ST",8,0,7,0,0,0,0,0
"1501","2005-2006","Basketball","ORE.ST",6,5,1,3,3,1,0,1
"1502","2005-2006","Football","ORE.ST",44,0,20,0,16,0,0,0
"1503","2005-2006","All other sports combined","OSU",184,230,141,162,6,7,7,4
"1504","2005-2006","Baseball","OSU",33,0,32,0,0,0,0,0
"1505","2005-2006","Basketball","OSU",11,13,2,3,8,9,0,0
"1506","2005-2006","Cross-country and/or track","OSU",23,23,12,12,8,10,1,1
"1507","2005-2006","Football","OSU",88,0,41,0,41,0,1,0
"1508","2005-2006","All other sports combined","RUT",107,140,80,115,7,8,4,4
"1509","2005-2006","Baseball","RUT",34,0,32,0,1,0,1,0
"1510","2005-2006","Basketball","RUT",13,12,2,3,11,9,0,0
"1511","2005-2006","Cross-country and/or track","RUT",25,33,13,12,10,17,0,2
"1512","2005-2006","Football","RUT",93,0,22,0,60,0,5,0
"1513","2005-2006","All other sports combined","SCAR",58,120,34,77,1,6,3,5
"1514","2005-2006","Baseball","SCAR",35,0,28,0,2,0,0,0
"1515","2005-2006","Basketball","SCAR",12,14,1,0,8,9,0,0
"1516","2005-2006","Cross-country and/or track","SCAR",19,24,6,7,11,17,0,0
"1517","2005-2006","Football","SCAR",84,0,18,0,59,0,0,0
"1518","2005-2006","All other sports combined","SJ.ST",28,122,11,96,0,5,11,11
"1519","2005-2006","Baseball","SJ.ST",32,0,27,0,0,0,5,0
"1520","2005-2006","Basketball","SJ.ST",13,15,3,5,10,9,0,0
"1521","2005-2006","Cross-country and/or track","SJ.ST",7,11,3,9,0,1,2,1
"1522","2005-2006","Football","SJ.ST",81,0,25,0,46,0,6,0
"1523","2005-2006","All other sports combined","SMU",3,10,3,9,0,0,0,0
"1524","2005-2006","Basketball","SMU",3,5,1,3,2,2,0,0
"1525","2005-2006","Cross-country and/or track","SMU",2,1,1,0,1,0,0,0
"1526","2005-2006","Football","SMU",17,0,9,0,7,0,0,0
"1527","2005-2006","All other sports combined","STAN",181,222,119,153,11,11,10,13
"1528","2005-2006","Baseball","STAN",31,0,24,0,2,0,4,0
"1529","2005-2006","Basketball","STAN",12,13,4,7,6,6,1,0
"1530","2005-2006","Cross-country and/or track","STAN",41,42,24,24,7,15,7,1
"1531","2005-2006","Football","STAN",101,0,44,0,39,0,5,0
"1532","2005-2006","All other sports combined","TAM",49,171,35,149,0,1,2,8
"1533","2005-2006","Baseball","TAM",47,0,40,0,2,0,4,0
"1534","2005-2006","Basketball","TAM",15,16,2,2,10,13,0,0
"1535","2005-2006","Cross-country and/or track","TAM",26,31,13,16,8,11,1,0
"1536","2005-2006","Football","TAM",100,0,37,0,59,0,2,0
"1537","2005-2006","All other sports combined","UGA",40,107,31,82,1,13,1,2
"1538","2005-2006","Baseball","UGA",42,0,40,0,1,0,1,0
"1539","2005-2006","Basketball","UGA",13,14,2,3,9,11,0,0
"1540","2005-2006","Cross-country and/or track","UGA",29,36,15,20,10,9,0,0
"1541","2005-2006","Football","UGA",86,0,25,0,61,0,0,0
