year,team,rank,value,value_change,debt_percent,revenue,expenses,operating_income,gate_revenue,media_revenue,stadium_revenue,player_expense,other_revenue,other_expense,name,team_id,wikiurl,imageurl,revenue_multiple,ebitda_multiple,debt,debt_yield,operating_income_yield,league
2011,Pittsburgh Steelers,13.00,1018.00,0.02,0.25,255.00,226.70,28.30,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,3.99,35.97,254.50,0.11,0.03,NFL
2011,Miami Dolphins,14.00,1012.00,0.00,0.40,253.00,240.10,12.90,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,4.00,78.45,404.80,0.03,0.01,NFL
2011,Carolina Panthers,15.00,1002.00,-0.03,0.19,257.00,225.80,31.20,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,3.90,32.12,190.38,0.16,0.03,NFL
2011,Seattle Seahawks,16.00,997.00,0.01,0.12,249.00,241.20,7.80,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.00,127.82,119.64,0.07,0.01,NFL
2011,San Francisco 49ers,17.00,990.00,0.07,0.14,234.00,232.50,1.50,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,4.23,660.00,138.60,0.01,0.00,NFL
2011,Kansas City Chiefs,18.00,986.00,0.02,0.14,252.00,237.50,14.50,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,3.91,68.00,138.04,0.11,0.01,NFL
2011,Tampa Bay Buccaneers,19.00,981.00,-0.05,0.18,245.00,194.20,50.80,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.00,19.31,176.58,0.29,0.05,NFL
2011,Cleveland Browns,20.00,977.00,-0.04,0.15,247.00,249.90,-2.90,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,3.96,0.00,146.55,0.00,0.00,NFL
2011,New Orleans Saints,21.00,965.00,0.01,0.13,261.00,232.10,28.90,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,3.70,33.39,125.45,0.23,0.03,NFL
2011,Tennessee Titans,22.00,964.00,-0.03,0.13,250.00,228.20,21.80,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,3.86,44.22,125.32,0.17,0.02,NFL
2011,San Diego Chargers,23.00,920.00,0.01,0.14,241.00,206.80,34.20,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,3.82,26.90,128.80,0.27,0.04,NFL
2011,Arizona Cardinals,24.00,901.00,-0.02,0.17,240.00,183.60,56.40,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,3.75,15.98,153.17,0.37,0.06,NFL
2011,Cincinnati Bengals,25.00,875.00,-0.03,0.11,236.00,191.30,44.70,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,3.71,19.57,96.25,0.46,0.05,NFL
2011,Detroit Lions,26.00,844.00,0.03,0.33,228.00,235.70,-7.70,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,3.70,0.00,278.52,0.00,-0.01,NFL
2011,Atlanta Falcons,27.00,814.00,-0.02,0.34,233.00,205.80,27.20,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,3.49,29.93,276.76,0.10,0.03,NFL
2011,Minnesota Vikings,28.00,796.00,0.03,0.41,227.00,223.30,3.70,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,3.51,215.14,326.36,0.01,0.00,NFL
2011,Buffalo Bills,29.00,792.00,-0.01,0.16,236.00,195.10,40.90,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,3.36,19.36,126.72,0.32,0.05,NFL
2011,St. Louis Rams,30.00,775.00,-0.01,0.15,228.00,203.40,24.60,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,3.40,31.50,116.25,0.21,0.03,NFL
2011,Oakland Raiders,31.00,761.00,0.00,0.16,217.00,194.00,23.00,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,3.51,33.09,121.76,0.19,0.03,NFL
2011,Jacksonville Jaguars,32.00,725.00,0.00,0.17,236.00,203.20,32.80,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,3.07,22.10,123.25,0.27,0.05,NFL
2010,Dallas Cowboys,1.00,1805.00,0.09,0.11,420.00,276.70,143.30,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,4.30,12.60,198.55,0.72,0.08,NFL
2010,Washington Redskins,2.00,1550.00,0.00,0.15,353.00,249.30,103.70,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.39,14.95,232.50,0.45,0.07,NFL
2010,New England Patriots,3.00,1367.00,0.00,0.20,318.00,251.50,66.50,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.30,20.56,273.40,0.24,0.05,NFL
2010,New York Giants,4.00,1182.00,0.00,0.55,241.00,238.90,2.10,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,4.90,562.86,650.10,0.00,0.00,NFL
2010,Houston Texans,5.00,1171.00,0.02,0.17,272.00,235.50,36.50,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,4.31,32.08,199.07,0.18,0.03,NFL
2010,New York Jets,6.00,1144.00,-0.02,0.66,238.00,230.40,7.60,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,4.81,150.53,755.04,0.01,0.01,NFL
2010,Philadelphia Eagles,7.00,1119.00,0.00,0.16,260.00,225.30,34.70,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,4.30,32.25,179.04,0.19,0.03,NFL
2010,Baltimore Ravens,8.00,1073.00,-0.01,0.25,255.00,210.10,44.90,NA,NA,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,4.21,23.90,268.25,0.17,0.04,NFL
2010,Chicago Bears,9.00,1067.00,-0.01,0.09,254.00,216.70,37.30,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,4.20,28.61,96.03,0.39,0.03,NFL
2010,Denver Broncos,10.00,1049.00,-0.03,0.14,250.00,228.00,22.00,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,4.20,47.68,146.86,0.15,0.02,NFL
2010,Indianapolis Colts,11.00,1040.00,0.01,0.04,248.00,204.80,43.20,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,4.19,24.07,41.60,1.04,0.04,NFL
2010,Carolina Panthers,12.00,1037.00,-0.01,0.18,247.00,232.00,15.00,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,4.20,69.13,186.66,0.08,0.01,NFL
2010,Tampa Bay Buccaneers,13.00,1032.00,-0.05,0.14,246.00,189.90,56.10,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.20,18.40,144.48,0.39,0.05,NFL
2010,Green Bay Packers,14.00,1018.00,0.00,0.02,242.00,232.20,9.80,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,4.21,103.88,20.36,0.48,0.01,NFL
2010,Cleveland Browns,15.00,1015.00,-0.02,0.15,242.00,205.90,36.10,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,4.19,28.12,152.25,0.24,0.04,NFL
2010,Miami Dolphins,16.00,1011.00,0.00,0.40,247.00,254.70,-7.70,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,4.09,0.00,404.40,0.00,-0.01,NFL
2010,Pittsburgh Steelers,17.00,996.00,-0.02,0.25,243.00,225.10,17.90,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.10,55.64,249.00,0.07,0.02,NFL
2010,Tennessee Titans,18.00,994.00,-0.01,0.13,242.00,218.70,23.30,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.11,42.66,129.22,0.18,0.02,NFL
2010,Seattle Seahawks,19.00,989.00,0.00,0.12,241.00,207.00,34.00,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.10,29.09,118.68,0.29,0.03,NFL
2010,Kansas City Chiefs,20.00,965.00,-0.06,0.14,235.00,187.20,47.80,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,4.11,20.19,135.10,0.35,0.05,NFL
2010,New Orleans Saints,21.00,955.00,0.01,0.13,245.00,208.30,36.70,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,3.90,26.02,124.15,0.30,0.04,NFL
2010,San Francisco 49ers,22.00,925.00,0.06,0.14,226.00,205.00,21.00,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,4.09,44.05,129.50,0.16,0.02,NFL
2010,Arizona Cardinals,23.00,919.00,-0.02,0.16,236.00,207.90,28.10,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,3.89,32.70,147.04,0.19,0.03,NFL
2010,San Diego Chargers,24.00,907.00,-0.01,0.14,233.00,208.30,24.70,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,3.89,36.72,126.98,0.19,0.03,NFL
2010,Cincinnati Bengals,25.00,905.00,-0.05,0.11,232.00,182.60,49.40,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,3.90,18.32,99.55,0.50,0.05,NFL
2010,Atlanta Falcons,26.00,831.00,-0.03,0.33,231.00,196.50,34.50,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,3.60,24.09,274.23,0.13,0.04,NFL
2010,Detroit Lions,27.00,817.00,-0.06,0.43,210.00,212.90,-2.90,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,3.89,0.00,351.31,0.00,0.00,NFL
2010,Buffalo Bills,28.00,799.00,-0.12,0.16,228.00,199.80,28.20,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,3.50,28.33,127.84,0.22,0.04,NFL
2010,St. Louis Rams,29.00,779.00,-0.15,0.08,223.00,194.00,29.00,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,3.49,26.86,62.32,0.47,0.04,NFL
2010,Minnesota Vikings,30.00,774.00,-0.07,0.36,221.00,203.10,17.90,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,3.50,43.24,278.64,0.06,0.02,NFL
2010,Oakland Raiders,31.00,758.00,-0.05,0.07,217.00,214.80,2.20,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,3.49,344.55,53.06,0.04,0.00,NFL
2010,Jacksonville Jaguars,32.00,725.00,-0.16,0.17,220.00,194.10,25.90,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,3.30,27.99,123.25,0.21,0.04,NFL
2009,Dallas Cowboys,1.00,1650.00,0.02,0.12,280.00,270.80,9.20,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,5.89,179.35,198.00,0.05,0.01,NFL
2009,Washington Redskins,2.00,1550.00,0.01,0.15,345.00,254.70,90.30,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.49,17.17,232.50,0.39,0.06,NFL
2009,New England Patriots,3.00,1361.00,0.03,0.21,302.00,231.10,70.90,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.51,19.20,285.81,0.25,0.05,NFL
2009,New York Giants,4.00,1183.00,0.00,0.55,230.00,203.90,26.10,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,5.14,45.33,650.65,0.04,0.02,NFL
2009,New York Jets,5.00,1170.00,0.00,0.64,227.00,202.70,24.30,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,5.15,48.15,748.80,0.03,0.02,NFL
2009,Houston Texans,6.00,1150.00,0.02,0.26,256.00,214.50,41.50,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,4.49,27.71,299.00,0.14,0.04,NFL
2009,Philadelphia Eagles,7.00,1123.00,0.01,0.16,250.00,201.20,48.80,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,4.49,23.01,179.68,0.27,0.04,NFL
2009,Tampa Bay Buccaneers,8.00,1085.00,0.03,0.13,241.00,172.10,68.90,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.50,15.75,141.05,0.49,0.06,NFL
2009,Chicago Bears,9.00,1082.00,0.02,0.09,241.00,199.40,41.60,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,4.49,26.01,97.38,0.43,0.04,NFL
2009,Denver Broncos,10.00,1081.00,0.02,0.14,240.00,200.10,39.90,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,4.50,27.09,151.34,0.26,0.04,NFL
2009,Baltimore Ravens,11.00,1079.00,0.02,0.25,240.00,195.70,44.30,NA,NA,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,4.50,24.36,269.75,0.16,0.04,NFL
2009,Carolina Panthers,12.00,1049.00,0.01,0.18,238.00,215.10,22.90,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,4.41,45.81,188.82,0.12,0.02,NFL
2009,Cleveland Browns,13.00,1032.00,0.00,0.15,235.00,214.80,20.20,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,4.39,51.09,154.80,0.13,0.02,NFL
2009,Kansas City Chiefs,14.00,1027.00,0.01,0.13,228.00,175.60,52.40,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,4.50,19.60,133.51,0.39,0.05,NFL
2009,Indianapolis Colts,15.00,1025.00,-0.05,0.04,233.00,177.10,55.90,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,4.40,18.34,41.00,1.36,0.05,NFL
2009,Pittsburgh Steelers,16.00,1020.00,0.01,0.25,235.00,217.20,17.80,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.34,57.30,255.00,0.07,0.02,NFL
2009,Green Bay Packers,17.00,1019.00,0.00,0.02,232.00,211.90,20.10,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,4.39,50.70,20.38,0.99,0.02,NFL
2009,Miami Dolphins,18.00,1015.00,-0.03,0.39,242.00,215.40,26.60,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,4.19,38.16,395.85,0.07,0.03,NFL
2009,Tennessee Titans,19.00,1000.00,0.01,0.13,232.00,207.60,24.40,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.31,40.98,130.00,0.19,0.02,NFL
2009,Seattle Seahawks,20.00,994.00,-0.02,0.12,231.00,233.40,-2.40,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.30,0.00,119.28,0.00,0.00,NFL
2009,Cincinnati Bengals,21.00,953.00,0.01,0.10,222.00,187.10,34.90,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,4.29,27.31,95.30,0.37,0.04,NFL
2009,New Orleans Saints,22.00,942.00,0.00,0.13,232.00,201.30,30.70,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,4.06,30.68,122.46,0.25,0.03,NFL
2009,Arizona Cardinals,23.00,935.00,0.02,0.16,223.00,199.10,23.90,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,4.19,39.12,149.60,0.16,0.03,NFL
2009,San Diego Chargers,24.00,917.00,0.03,0.14,224.00,182.40,41.60,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,4.09,22.04,128.38,0.32,0.05,NFL
