year,team,rank,value,value_change,debt_percent,revenue,expenses,operating_income,gate_revenue,media_revenue,stadium_revenue,player_expense,other_revenue,other_expense,name,team_id,wikiurl,imageurl,revenue_multiple,ebitda_multiple,debt,debt_yield,operating_income_yield,league
2008,Cleveland Browns,15.00,1035.00,0.07,0.10,220.00,200.70,19.30,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,4.70,53.63,103.50,0.19,0.02,NFL
2008,Green Bay Packers,16.00,1023.00,0.10,0.02,218.00,196.10,21.90,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,4.69,46.71,20.46,1.07,0.02,NFL
2008,Kansas City Chiefs,17.00,1016.00,0.06,0.13,214.00,202.10,11.90,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,4.75,85.38,132.08,0.09,0.01,NFL
2008,Pittsburgh Steelers,18.00,1015.00,0.09,0.10,216.00,201.60,14.40,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.70,70.49,101.50,0.14,0.01,NFL
2008,Seattle Seahawks,19.00,1010.00,0.10,0.12,215.00,206.10,8.90,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.70,113.48,121.20,0.07,0.01,NFL
2008,Tennessee Titans,20.00,994.00,0.08,0.13,216.00,191.50,24.50,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.60,40.57,129.22,0.19,0.02,NFL
2008,Cincinnati Bengals,21.00,941.00,0.03,0.11,205.00,183.00,22.00,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,4.59,42.77,103.51,0.21,0.02,NFL
2008,New Orleans Saints,22.00,937.00,0.10,0.13,213.00,191.50,21.50,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,4.40,43.58,121.81,0.18,0.02,NFL
2008,St. Louis Rams,23.00,929.00,0.02,0.06,206.00,179.60,26.40,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,4.51,35.19,55.74,0.47,0.03,NFL
2008,Detroit Lions,24.00,917.00,0.05,0.38,204.00,207.10,-3.10,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,4.50,0.00,348.46,0.00,0.00,NFL
2008,Arizona Cardinals,25.00,914.00,0.03,0.16,203.00,183.30,19.70,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,4.50,46.40,146.24,0.13,0.02,NFL
2008,San Diego Chargers,26.00,888.00,0.07,0.11,207.00,188.00,19.00,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,4.29,46.74,97.68,0.19,0.02,NFL
2008,Buffalo Bills,27.00,885.00,0.08,0.11,206.00,193.60,12.40,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,4.30,71.37,97.35,0.13,0.01,NFL
2008,Jacksonville Jaguars,28.00,876.00,0.08,0.13,204.00,176.40,27.60,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,4.29,31.74,113.88,0.24,0.03,NFL
2008,Atlanta Falcons,29.00,872.00,0.10,0.31,203.00,172.10,30.90,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,4.30,28.22,270.32,0.11,0.04,NFL
2008,San Francisco 49ers,30.00,865.00,0.08,0.12,201.00,196.90,4.10,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,4.30,210.98,103.80,0.04,0.00,NFL
2008,Oakland Raiders,31.00,861.00,0.06,0.06,205.00,178.00,27.00,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,4.20,31.89,51.66,0.52,0.03,NFL
2008,Minnesota Vikings,32.00,839.00,0.07,0.38,195.00,176.10,18.90,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,4.30,44.39,318.82,0.06,0.02,NFL
2007,Dallas Cowboys,1.00,1500.00,0.28,0.42,242.00,237.70,4.30,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,6.20,348.84,630.00,0.01,0.00,NFL
2007,Washington Redskins,2.00,1467.00,0.03,0.16,312.00,246.00,66.00,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.70,22.23,234.72,0.28,0.04,NFL
2007,New England Patriots,3.00,1199.00,0.02,0.25,255.00,220.10,34.90,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.70,34.36,299.75,0.12,0.03,NFL
2007,Houston Texans,4.00,1056.00,0.01,0.28,225.00,199.10,25.90,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,4.69,40.77,295.68,0.09,0.02,NFL
2007,Philadelphia Eagles,5.00,1052.00,0.03,0.17,224.00,198.30,25.70,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,4.70,40.93,178.84,0.14,0.02,NFL
2007,Denver Broncos,6.00,994.00,0.02,0.20,212.00,196.10,15.90,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,4.69,62.52,198.80,0.08,0.02,NFL
2007,Chicago Bears,7.00,984.00,0.04,0.19,209.00,172.10,36.90,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,4.71,26.67,186.96,0.20,0.04,NFL
2007,New York Giants,8.00,974.00,0.09,0.67,195.00,184.30,10.70,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,4.99,91.03,652.58,0.02,0.01,NFL
2007,Cleveland Browns,9.00,969.00,0.00,0.10,206.00,185.40,20.60,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,4.70,47.04,96.90,0.21,0.02,NFL
2007,New York Jets,10.00,967.00,0.10,0.67,193.00,166.60,26.40,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,5.01,36.63,647.89,0.04,0.03,NFL
2007,Baltimore Ravens,11.00,965.00,0.02,0.28,205.00,204.00,1.00,NA,NA,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,4.71,965.00,270.20,0.00,0.00,NFL
2007,Tampa Bay Buccaneers,12.00,963.00,0.01,0.15,205.00,165.50,39.50,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.70,24.38,144.45,0.27,0.04,NFL
2007,Kansas City Chiefs,13.00,960.00,0.07,0.14,196.00,160.80,35.20,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,4.90,27.27,134.40,0.26,0.04,NFL
2007,Carolina Panthers,14.00,956.00,0.02,0.13,203.00,200.50,2.50,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,4.71,382.40,124.28,0.02,0.00,NFL
2007,Miami Dolphins,15.00,942.00,0.03,0.37,215.00,203.80,11.20,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,4.38,84.11,348.54,0.03,0.01,NFL
2007,Pittsburgh Steelers,16.00,929.00,0.06,0.08,198.00,178.00,20.00,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.69,46.45,74.32,0.27,0.02,NFL
2007,Green Bay Packers,17.00,927.00,0.02,0.04,197.00,176.70,20.30,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,4.71,45.67,37.08,0.55,0.02,NFL
2007,Tennessee Titans,18.00,922.00,0.04,0.14,196.00,171.80,24.20,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.70,38.10,129.08,0.19,0.03,NFL
2007,Seattle Seahawks,19.00,921.00,0.04,0.13,196.00,198.60,-2.60,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.70,0.00,119.73,0.00,0.00,NFL
2007,Cincinnati Bengals,20.00,912.00,0.11,0.11,194.00,182.30,11.70,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,4.70,77.95,100.32,0.12,0.01,NFL
2007,Indianapolis Colts,21.00,911.00,0.09,0.11,184.00,201.30,-17.30,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,4.95,0.00,100.21,0.00,-0.02,NFL
2007,St. Louis Rams,22.00,908.00,0.08,0.04,193.00,175.10,17.90,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,4.70,50.73,36.32,0.49,0.02,NFL
2007,Arizona Cardinals,23.00,888.00,0.13,0.17,189.00,184.40,4.60,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,4.70,193.04,150.96,0.03,0.01,NFL
2007,Detroit Lions,24.00,870.00,0.04,0.40,189.00,190.80,-1.80,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,4.60,0.00,348.00,0.00,0.00,NFL
2007,New Orleans Saints,25.00,854.00,0.16,0.15,194.00,168.80,25.20,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,4.40,33.89,128.10,0.20,0.03,NFL
2007,San Diego Chargers,26.00,826.00,0.13,0.12,192.00,172.80,19.20,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,4.30,43.02,99.12,0.19,0.02,NFL
2007,Buffalo Bills,27.00,821.00,0.09,0.09,189.00,154.40,34.60,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,4.34,23.73,73.89,0.47,0.04,NFL
2007,Oakland Raiders,28.00,812.00,0.10,0.07,189.00,142.80,46.20,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,4.30,17.58,56.84,0.81,0.06,NFL
2007,Jacksonville Jaguars,29.00,811.00,0.09,0.14,189.00,166.90,22.10,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,4.29,36.70,113.54,0.19,0.03,NFL
2007,San Francisco 49ers,30.00,799.00,0.09,0.13,186.00,176.10,9.90,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,4.30,80.71,103.87,0.10,0.01,NFL
2007,Atlanta Falcons,31.00,796.00,0.09,0.34,185.00,188.40,-3.40,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,4.30,0.00,270.64,0.00,0.00,NFL
2007,Minnesota Vikings,32.00,782.00,0.09,0.40,182.00,201.10,-19.10,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,4.30,0.00,312.80,0.00,-0.02,NFL
2006,Washington Redskins,1.00,1423.00,0.13,0.17,303.00,194.60,108.40,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,0.02,13.13,0.85,127.53,21.68,NFL
2006,New England Patriots,2.00,1176.00,0.13,0.26,250.00,206.40,43.60,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,0.02,26.97,1.04,41.92,10.90,NFL
2006,Dallas Cowboys,3.00,1173.00,0.10,0.17,235.00,197.90,37.10,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,0.01,31.62,0.51,72.75,12.37,NFL
2006,Houston Texans,4.00,1043.00,0.10,0.29,222.00,164.40,57.60,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,0.01,18.11,0.58,99.31,28.80,NFL
2006,Philadelphia Eagles,5.00,1024.00,0.08,0.32,218.00,163.80,54.20,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,0.00,18.89,0.32,169.38,54.20,NFL
2006,Denver Broncos,6.00,975.00,0.07,0.21,207.00,180.10,26.90,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,0.15,36.25,6.72,4.00,0.84,NFL
2006,Cleveland Browns,7.00,970.00,0.09,0.10,206.00,158.90,47.10,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,0.15,20.59,3.10,15.19,1.52,NFL
2006,Tampa Bay Buccaneers,8.00,955.00,0.09,0.15,203.00,146.10,56.90,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,0.15,16.78,4.50,12.64,1.90,NFL
2006,Baltimore Ravens,9.00,946.00,0.09,0.29,201.00,173.20,27.80,NA,NA,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,0.14,34.03,8.41,3.31,0.96,NFL
2006,Chicago Bears,10.00,945.00,0.09,0.20,201.00,149.50,51.50,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,0.14,18.35,5.60,9.20,1.84,NFL
2006,Carolina Panthers,11.00,936.00,0.07,0.13,199.00,178.30,20.70,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,0.14,45.22,3.51,5.90,0.77,NFL
2006,Miami Dolphins,12.00,912.00,0.07,0.27,194.00,160.60,33.40,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,0.13,27.31,7.02,4.76,1.28,NFL
2006,Green Bay Packers,13.00,911.00,0.07,0.05,194.00,171.70,22.30,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,0.13,40.85,1.25,17.84,0.89,NFL
2006,Kansas City Chiefs,14.00,894.00,0.17,0.15,186.00,157.80,28.20,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,0.13,31.70,3.60,7.83,1.18,NFL
2006,New York Giants,15.00,890.00,0.10,0.07,182.00,155.10,26.90,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,0.13,33.09,1.61,16.71,1.17,NFL
2006,Seattle Seahawks,16.00,888.00,0.08,0.13,189.00,184.00,5.00,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,0.12,177.60,2.86,1.75,0.23,NFL
2006,Tennessee Titans,17.00,886.00,0.06,0.14,189.00,140.70,48.30,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,0.11,18.34,2.94,16.43,2.30,NFL
2006,Pittsburgh Steelers,18.00,880.00,0.07,0.11,187.00,161.50,25.50,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,0.11,34.51,2.20,11.59,1.28,NFL
2006,New York Jets,19.00,876.00,0.18,0.11,179.00,145.90,33.10,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,0.11,26.47,2.09,15.84,1.74,NFL
2006,St. Louis Rams,20.00,841.00,0.11,0.05,179.00,145.80,33.20,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,0.10,25.33,0.90,36.89,1.84,NFL
2006,Detroit Lions,21.00,839.00,0.08,0.42,178.00,161.90,16.10,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,0.10,52.11,7.14,2.25,0.95,NFL
2006,Indianapolis Colts,22.00,837.00,0.17,0.18,167.00,142.00,25.00,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,0.10,33.48,2.88,8.68,1.56,NFL
2006,Cincinnati Bengals,23.00,825.00,0.15,0.12,175.00,154.10,20.90,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,0.09,39.47,1.80,11.61,1.39,NFL
2006,Arizona Cardinals,24.00,789.00,0.17,0.19,158.00,141.40,16.60,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,0.09,47.53,2.66,6.24,1.19,NFL
2006,Buffalo Bills,25.00,756.00,0.07,0.09,176.00,144.80,31.20,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,0.07,24.23,1.17,26.67,2.40,NFL
2006,Jacksonville Jaguars,26.00,744.00,0.08,0.17,173.00,150.50,22.50,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,0.07,33.07,2.04,11.03,1.88,NFL
