Player,DBPediaCollege_Name,Position,FormalStatedMajor,CollegeMajor,DBPediaURI_Player,DBPediaData_Player,DBPediaURI_College,DBPediaData_College,Conference,DBPediaURI_Conference,DBPediaData_Conference,Division,DraftYear,idPlayer,DraftYear.y,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic,DBPediaURI_DraftYear,DBPediaData_DraftYear
Brian Schwenke,"University of California, Berkeley",C,Political Science,Political Science,http://live.dbpedia.org/resource/Brian_Schwenke,http://live.dbpedia.org/data/Brian_Schwenke.json,http://live.dbpedia.org/resource/University_of_California%2C_Berkeley,http://live.dbpedia.org/data/University_of_California%2C_Berkeley.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25004,2013,71,6.25,314,4.99,31,26.5,108,4.74,7.31,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Brian Winters,Kent State University,OG,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Brian_Winters_(American_football),http://live.dbpedia.org/data/Brian_Winters_(American_football).json,http://live.dbpedia.org/resource/Kent_State_University,http://live.dbpedia.org/data/Kent_State_University.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,Division I,2013,25005,2013,71.1,6.33,320,NA,9,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Bruce Taylor,Virginia Tech,ILB,Human Development,"Child, Family and Community Studies/Development",,,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,http://live.dbpedia.org/data/Virginia_Polytechnic_Institute_and_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,24950,2013,63.9,6.08,234,5.01,19,30.5,115,4.39,7.21,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
C.J. Anderson,"University of California, Berkeley",RB,General Studies,General Studies,http://live.dbpedia.org/resource/C._J._Anderson,http://live.dbpedia.org/data/C._J._Anderson.json,http://live.dbpedia.org/resource/University_of_California%2C_Berkeley,http://live.dbpedia.org/data/University_of_California%2C_Berkeley.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25006,2013,52,5.67,224,4.6,17,32,119,4.12,7.15,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Caleb Sturgis,University of Florida,K,Sports Management,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Caleb_Sturgis,http://live.dbpedia.org/data/Caleb_Sturgis.json,http://live.dbpedia.org/resource/University_of_Florida,http://live.dbpedia.org/data/University_of_Florida.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25007,2013,59.2,5.83,188,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chance Warmack,University of Alabama,OG,Undeclared,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Chance_Warmack,http://live.dbpedia.org/data/Chance_Warmack.json,http://live.dbpedia.org/resource/University_of_Alabama,http://live.dbpedia.org/data/University_of_Alabama.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25008,2013,95.9,6.17,317,5.49,NA,NA,110,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chase Thomas,Stanford University,OLB,Communications,Communications,http://live.dbpedia.org/resource/Chase_Thomas,http://live.dbpedia.org/data/Chase_Thomas.json,http://live.dbpedia.org/resource/Stanford_University,http://live.dbpedia.org/data/Stanford_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25009,2013,79.4,6.25,244,4.91,18,32,113,4.31,7.17,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chris Barker,"University of Nevada, Reno",OG,Criminal Justice,Criminal Justice,,,"http://live.dbpedia.org/resource/University_of_Nevada,_Reno","http://live.dbpedia.org/data/University_of_Nevada,_Reno.json",Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25010,2013,66.5,6.25,305,5.25,29,27.5,99,4.77,8.09,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chris Faulk,Louisiana State University,OT,General Studies,General Studies,http://live.dbpedia.org/resource/Chris_Faulk,http://live.dbpedia.org/data/Chris_Faulk.json,http://live.dbpedia.org/resource/Louisiana_State_University,http://live.dbpedia.org/data/Louisiana_State_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25011,2013,64,6.42,331,5.08,25,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chris Gragg,"University of Arkansas, Little Rock",TE,Sport Management,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Chris_Gragg,http://live.dbpedia.org/data/Chris_Gragg.json,http://live.dbpedia.org/resource/University_of_Arkansas,http://live.dbpedia.org/data/University_of_Arkansas.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25012,2013,58.9,6.25,244,4.5,18,37.5,125,4.51,7.08,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chris Harper,Kansas State University,WR,Communications,Communications,http://live.dbpedia.org/resource/Chris_Harper,http://live.dbpedia.org/data/Chris_Harper.json,http://live.dbpedia.org/resource/Kansas_State_University,http://live.dbpedia.org/data/Kansas_State_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25013,2013,68,6.08,229,4.55,20,35.5,116,4.39,6.89,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chris Jones,Bowling Green State University,DT,Exercise Science,"Physical Therapy, Sports Science, Kinesiology",,,http://live.dbpedia.org/resource/Bowling_Green_State_University,http://live.dbpedia.org/data/Bowling_Green_State_University.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,Division I,2013,24951,2013,55.3,6.17,302,5.33,30,NA,NA,4.44,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chris Pantale,Boston College University,TE,Communications,Communications,http://live.dbpedia.org/resource/Chris_Pantale,http://live.dbpedia.org/data/Chris_Pantale.json,http://live.dbpedia.org/resource/Boston_College_University,http://live.dbpedia.org/data/Boston_College_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25014,2013,53.5,6.42,254,4.99,17,33.5,110,4.5,7.48,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Chris Thompson,Florida State University,RB,Undisclosed,Undeclared/Undisclosed,,,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,24952,2013,52,5.58,192,4.42,21,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Christine Michael,Texas A&M University,RB,Agricultural Leadership and Development,Agriculture,http://live.dbpedia.org/resource/Christine_Michael,http://live.dbpedia.org/data/Christine_Michael.json,http://live.dbpedia.org/resource/Texas_A&M_University,http://live.dbpedia.org/data/Texas_A&M_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25015,2013,71.4,5.83,220,4.54,27,43,125,4.02,6.69,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Cierre Wood,Notre Dame University,RB,"Film, Television and Theatre","Broadcasting, Journalism & Media",http://live.dbpedia.org/resource/Cierre_Wood,http://live.dbpedia.org/data/Cierre_Wood.json,http://live.dbpedia.org/resource/University_of_Notre_Dame,http://live.dbpedia.org/data/University_of_Notre_Dame.json,NCAA Division I FBS independent schools,http://live.dbpedia.org/resource/NCAA_Division_I_FBS_independent_schools,http://live.dbpedia.org/data/NCAA_Division_I_FBS_independent_schools.json,Division I,2013,25016,2013,61,5.92,213,4.56,16,37.5,124,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Cobi Hamilton,"University of Arkansas, Little Rock",WR,Sociology,Sociology,http://live.dbpedia.org/resource/Cobi_Hamilton,http://live.dbpedia.org/data/Cobi_Hamilton.json,http://live.dbpedia.org/resource/University_of_Arkansas,http://live.dbpedia.org/data/University_of_Arkansas.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25017,2013,72.9,6.17,212,4.56,11,29.5,107,4.31,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Colby Cameron,Louisiana Tech University,QB,Finance,Finance,http://live.dbpedia.org/resource/Colby_Cameron,http://live.dbpedia.org/data/Colby_Cameron.json,http://live.dbpedia.org/resource/Louisiana_Tech_University,http://live.dbpedia.org/data/Louisiana_Tech_University.json,Western Athletic Conference football,http://live.dbpedia.org/resource/Western_Athletic_Conference_football,http://live.dbpedia.org/data/Western_Athletic_Conference_football.json,Division I,2013,25018,2013,50,6.17,212,4.78,NA,30.5,112,4.28,6.98,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Collin Klein,Kansas State University,QB,"Accounting, Finance",Accounting,http://live.dbpedia.org/resource/Collin_Klein,http://live.dbpedia.org/data/Collin_Klein.json,http://live.dbpedia.org/resource/Kansas_State_University,http://live.dbpedia.org/data/Kansas_State_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25019,2013,55,6.42,226,4.78,NA,29,111,4.4,7.17,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Conner Vernon,Duke University,WR,English,English,http://live.dbpedia.org/resource/Conner_Vernon,http://live.dbpedia.org/data/Conner_Vernon.json,http://live.dbpedia.org/resource/Duke_University,http://live.dbpedia.org/data/Duke_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25020,2013,55.4,6,196,4.68,NA,32.5,125,4.22,6.93,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Cordarrelle Patterson,University of Tennessee,WR,Arts & Sciences,General Studies,http://live.dbpedia.org/resource/Cordarrelle_Patterson,http://live.dbpedia.org/data/Cordarrelle_Patterson.json,http://live.dbpedia.org/resource/University_of_Tennessee,http://live.dbpedia.org/data/University_of_Tennessee.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25021,2013,90.6,6.17,216,4.42,NA,37,128,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Corey Fuller,Virginia Tech,WR,Sociology,Sociology,http://live.dbpedia.org/resource/Corey_Fuller_(wide_receiver),http://live.dbpedia.org/data/Corey_Fuller_(wide_receiver).json,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,http://live.dbpedia.org/data/Virginia_Polytechnic_Institute_and_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,24953,2013,56,6.17,204,4.43,12,31.5,120,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Corey Lemonier,Auburn University,DE,Public Administration,Public Policy,http://live.dbpedia.org/resource/Corey_Lemonier,http://live.dbpedia.org/data/Corey_Lemonier.json,http://live.dbpedia.org/resource/Auburn_University,http://live.dbpedia.org/data/Auburn_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25022,2013,71.2,6.25,255,4.6,27,33,119,4.4,7.14,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Cornelius Washington,University of Georgia,DE,Sport Management,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Cornelius_Washington,http://live.dbpedia.org/data/Cornelius_Washington.json,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25023,2013,69.4,6.33,265,4.55,36,39,128,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Cornellius Carradine,Florida State University,DE,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Cornellius_Carradine,http://live.dbpedia.org/data/Cornellius_Carradine.json,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25024,2013,85.4,6.33,276,4.75,28,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Cory Grissom,University of South Florida,DT,Criminology,Criminal Justice,http://live.dbpedia.org/resource/Cory_Grissom,http://live.dbpedia.org/data/Cory_Grissom.json,http://live.dbpedia.org/resource/University_of_South_Florida,http://live.dbpedia.org/data/University_of_South_Florida.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25025,2013,69,6.08,306,5.31,22,27.5,97,4.81,7.79,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
D.C. Jefferson,Rutgers University,TE,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/D._C._Jefferson,http://live.dbpedia.org/data/D._C._Jefferson.json,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25026,2013,60.2,6.5,255,NA,3,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
D.J. Fluker,University of Alabama,OT,Health Studies,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/D._J._Fluker,http://live.dbpedia.org/data/D._J._Fluker.json,http://live.dbpedia.org/resource/University_of_Alabama,http://live.dbpedia.org/data/University_of_Alabama.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25027,2013,85.5,6.42,339,5.31,21,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
D.J. Harper,Boise State University,RB,Business,"Business Administration, Management",http://live.dbpedia.org/resource/D.J._Harper,http://live.dbpedia.org/data/D.J._Harper.json,http://live.dbpedia.org/resource/Boise_State_University,http://live.dbpedia.org/data/Boise_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25028,2013,58.8,5.75,211,4.52,23,33.5,120,4.35,7.07,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
D.J. Hayden,University of Houston,CB,Sociology,Sociology,http://live.dbpedia.org/resource/D._J._Hayden,http://live.dbpedia.org/data/D._J._Hayden.json,http://live.dbpedia.org/resource/University_of_Houston,http://live.dbpedia.org/data/University_of_Houston.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25029,2013,66.6,5.92,191,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
D.J. Swearinger,University of South Carolina,SS,Retailing,Retailing,http://live.dbpedia.org/resource/D._J._Swearinger,http://live.dbpedia.org/data/D._J._Swearinger.json,http://live.dbpedia.org/resource/University_of_South_Carolina,http://live.dbpedia.org/data/University_of_South_Carolina.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25030,2013,81.4,5.83,208,4.67,17,37,124,4.11,6.7,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Da'Rick Rogers,Tennessee Technological University,WR,Undeclared,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Da'Rick_Rogers,http://live.dbpedia.org/data/Da'Rick_Rogers.json,http://live.dbpedia.org/resource/Tennessee_Technological_University,http://live.dbpedia.org/data/Tennessee_Technological_University.json,Ohio Valley Conference,http://live.dbpedia.org/resource/Ohio_Valley_Conference,http://live.dbpedia.org/data/Ohio_Valley_Conference.json,Division I-AA,2013,25031,2013,74.4,6.17,217,4.52,10,39.5,132,4.06,6.71,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Daimion Stafford,University of Nebraska at Lincoln,FS,Sociology,Sociology,http://live.dbpedia.org/resource/Daimion_Stafford,http://live.dbpedia.org/data/Daimion_Stafford.json,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,http://live.dbpedia.org/data/University_of_Nebraska%E2%80%93Lincoln.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25032,2013,51.4,6,221,4.69,21,30.5,111,NA,7.06,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Dallas Thomas,University of Tennessee,OT,Sociology,Sociology,http://live.dbpedia.org/resource/Dallas_Thomas,http://live.dbpedia.org/data/Dallas_Thomas.json,http://live.dbpedia.org/resource/University_of_Tennessee,http://live.dbpedia.org/data/University_of_Tennessee.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25033,2013,82.7,6.42,306,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Damion Square,University of Alabama,DE,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Damion_Square,http://live.dbpedia.org/data/Damion_Square.json,http://live.dbpedia.org/resource/University_of_Alabama,http://live.dbpedia.org/data/University_of_Alabama.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25034,2013,53.1,6.17,293,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Damontre Moore,Texas A&M University,DE,Accounting,Accounting,http://live.dbpedia.org/resource/Damontre_Moore,http://live.dbpedia.org/data/Damontre_Moore.json,http://live.dbpedia.org/resource/Texas_A&M_University,http://live.dbpedia.org/data/Texas_A&M_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25035,2013,89.2,6.33,250,4.95,12,35.5,122,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Darius Johnson,Southern Methodist University,WR,Undisclosed,Undeclared/Undisclosed,,,http://live.dbpedia.org/resource/Southern_Methodist_University,http://live.dbpedia.org/data/Southern_Methodist_University.json,Conference USA,http://live.dbpedia.org/resource/Conference_USA,http://live.dbpedia.org/data/Conference_USA.json,Division I,2013,25036,2013,59,5.75,179,4.6,6,32,109,4.53,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
