Season,League,Team,Arena,Capacity,"City, State/Province",Wikipedia_URL,Nickname,Address,Latitude-Longitude,Date Opened,Date Closed,Date Demolished,Year Renovated
1978-79,NBA,San Diego Clippers,San Diego Sports Arena,"14,500","San Diego, California",http://en.wikipedia.org/wiki/Valley_View_Casino_Center,,"3500 Sports Arena Boulevard
San Diego, CA 92110",32°45?19?N 117°12?44?W,11/17/66,,,
1977-78,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
1976-77,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
1975-76,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
1974-75,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
1973-74,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
1972-73,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
1971-72,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
1970-71,NBA,Buffalo Braves,Buffalo Memorial Auditorium,"15,280","Buffalo, New York",http://en.wikipedia.org/wiki/Buffalo_Memorial_Auditorium,The Aud,"140 Main Street Buffalo, NY 14202",42°52?41?N 78°52?39?W,10/14/40,3/29/07,6/30/09,
2012-13,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2011-12,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2010-11,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2009-10,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2008-09,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2007-08,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2006-07,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2005-06,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2004-05,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2003-04,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2002-03,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2001-02,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
2000-01,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
1999-00,NBA,Los Angeles Lakers,Staples Center,"19,060","Los Angeles, California",http://en.wikipedia.org/wiki/Staples_Center,,"1111 S. Figueroa Street
Los Angeles, California, 90015",34°02?35?N 118°16?02?W,10/17/99,,,
1998-99,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1997-98,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1996-97,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1995-96,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1994-95,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1993-94,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1992-93,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1991-92,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1990-91,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1989-90,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1988-89,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1987-88,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1986-87,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1985-86,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1984-85,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1983-84,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1982-83,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1981-82,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1980-81,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1979-80,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1978-79,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1977-78,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1976-77,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1975-76,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1974-75,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1973-74,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1972-73,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1971-72,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1970-71,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1969-70,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1968-69,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1967-68,NBA,Los Angeles Lakers,Great Western Forum,"17,505","Inglewood, California",http://en.wikipedia.org/wiki/The_Forum_(Inglewood),The Forum,"3900 West Manchester Boulevard, Inglewood, California 90305",33°57?29?N 118°20?31?W,12/30/67,,,
1966-67,NBA,Los Angeles Lakers,Los Angeles Memorial Sports Arena,"16,161","Los Angeles, California",http://en.wikipedia.org/wiki/Los_Angeles_Memorial_Sports_Arena,,"3939 S. Figueroa Street
Los Angeles, California 90037",34°0?47?N 118°17?4?W,7/4/59,,,
1965-66,NBA,Los Angeles Lakers,Los Angeles Memorial Sports Arena,"16,161","Los Angeles, California",http://en.wikipedia.org/wiki/Los_Angeles_Memorial_Sports_Arena,,"3939 S. Figueroa Street
Los Angeles, California 90037",34°0?47?N 118°17?4?W,7/4/59,,,
1964-65,NBA,Los Angeles Lakers,Los Angeles Memorial Sports Arena,"16,161","Los Angeles, California",http://en.wikipedia.org/wiki/Los_Angeles_Memorial_Sports_Arena,,"3939 S. Figueroa Street
Los Angeles, California 90037",34°0?47?N 118°17?4?W,7/4/59,,,
1963-64,NBA,Los Angeles Lakers,Los Angeles Memorial Sports Arena,"16,161","Los Angeles, California",http://en.wikipedia.org/wiki/Los_Angeles_Memorial_Sports_Arena,,"3939 S. Figueroa Street
Los Angeles, California 90037",34°0?47?N 118°17?4?W,7/4/59,,,
1962-63,NBA,Los Angeles Lakers,Los Angeles Memorial Sports Arena,"16,161","Los Angeles, California",http://en.wikipedia.org/wiki/Los_Angeles_Memorial_Sports_Arena,,"3939 S. Figueroa Street
Los Angeles, California 90037",34°0?47?N 118°17?4?W,7/4/59,,,
1961-62,NBA,Los Angeles Lakers,Los Angeles Memorial Sports Arena,"16,161","Los Angeles, California",http://en.wikipedia.org/wiki/Los_Angeles_Memorial_Sports_Arena,,"3939 S. Figueroa Street
Los Angeles, California 90037",34°0?47?N 118°17?4?W,7/4/59,,,
1960-61,NBA,Los Angeles Lakers,Los Angeles Memorial Sports Arena,"16,161","Los Angeles, California",http://en.wikipedia.org/wiki/Los_Angeles_Memorial_Sports_Arena,,"3939 S. Figueroa Street
Los Angeles, California 90037",34°0?47?N 118°17?4?W,7/4/59,,,
1959-60,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1958-59,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1957-58,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1956-57,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1955-56,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1954-55,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1953-54,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1952-53,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1951-52,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1950-51,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1949-50,NBA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
1948-49,BAA,Minneapolis Lakers,Minneapolis Auditorium,"10,000","Minneapolis, Minnesota",http://en.wikipedia.org/wiki/Minneapolis_Auditorium,,"1301 2nd Ave, Minneapolis, MN 55403",44.969°N 93.274°W,1/1/27,11/1/88,1/1/89,
2012-13,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2011-12,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2010-11,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2009-10,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2008-09,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2007-08,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2006-07,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2005-06,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2004-05,NBA,Memphis Grizzlies,FedExForum,"18,119","Memphis, Tennessee",http://en.wikipedia.org/wiki/FedExForum,,"191 Beale Street
Memphis, Tennessee 38103",35°8?18?N 90°3?2?W,9/6/04,,,
2003-04,NBA,Memphis Grizzlies,Pyramid Arena,"20,142","Memphis, Tennessee",http://en.wikipedia.org/wiki/Pyramid_Arena,,"1 Auction Avenue
Memphis, Tennessee 38105",35°9?20?N 90°3?7?W,11/9/91,2/3/07,,
2002-03,NBA,Memphis Grizzlies,Pyramid Arena,"20,142","Memphis, Tennessee",http://en.wikipedia.org/wiki/Pyramid_Arena,,"1 Auction Avenue
Memphis, Tennessee 38105",35°9?20?N 90°3?7?W,11/9/91,2/3/07,,
2001-02,NBA,Memphis Grizzlies,Pyramid Arena,"20,142","Memphis, Tennessee",http://en.wikipedia.org/wiki/Pyramid_Arena,,"1 Auction Avenue
Memphis, Tennessee 38105",35°9?20?N 90°3?7?W,11/9/91,2/3/07,,
2000-01,NBA,Vancouver Grizzlies,General Motors Place,"19,193","Vancouver, British Columbia",http://en.wikipedia.org/wiki/Rogers_Arena,,"800 Griffiths Way
Vancouver, British Columbia V6B 6G1, Canada",49°16?40?N 123°6?32?W,9/21/95,,,
1999-00,NBA,Vancouver Grizzlies,General Motors Place,"19,193","Vancouver, British Columbia",http://en.wikipedia.org/wiki/Rogers_Arena,,"800 Griffiths Way
Vancouver, British Columbia V6B 6G1, Canada",49°16?40?N 123°6?32?W,9/21/95,,,
1998-99,NBA,Vancouver Grizzlies,General Motors Place,"19,193","Vancouver, British Columbia",http://en.wikipedia.org/wiki/Rogers_Arena,,"800 Griffiths Way
Vancouver, British Columbia V6B 6G1, Canada",49°16?40?N 123°6?32?W,9/21/95,,,
1997-98,NBA,Vancouver Grizzlies,General Motors Place,"19,193","Vancouver, British Columbia",http://en.wikipedia.org/wiki/Rogers_Arena,,"800 Griffiths Way
Vancouver, British Columbia V6B 6G1, Canada",49°16?40?N 123°6?32?W,9/21/95,,,
1996-97,NBA,Vancouver Grizzlies,General Motors Place,"19,193","Vancouver, British Columbia",http://en.wikipedia.org/wiki/Rogers_Arena,,"800 Griffiths Way
Vancouver, British Columbia V6B 6G1, Canada",49°16?40?N 123°6?32?W,9/21/95,,,
1995-96,NBA,Vancouver Grizzlies,General Motors Place,"19,193","Vancouver, British Columbia",http://en.wikipedia.org/wiki/Rogers_Arena,,"800 Griffiths Way
Vancouver, British Columbia V6B 6G1, Canada",49°16?40?N 123°6?32?W,9/21/95,,,
2012-13,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2011-12,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2010-11,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2009-10,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2008-09,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2007-08,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2006-07,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2005-06,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2004-05,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2003-04,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2002-03,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2001-02,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
2000-01,NBA,Miami Heat,American Airlines Arena,"19,600","Miami, Florida",http://en.wikipedia.org/wiki/American_Airlines_Arena,,"601 Biscayne Boulevard
Miami, Florida 33132",25°46?53?N 80°11?17?W,12/31/99,,,
1999-00,NBA,Miami Heat,Miami Arena,"15,200","Miami, Florida",http://en.wikipedia.org/wiki/Miami_Arena,,"701 Arena Boulevard
Miami, Florida 33136",25°46?51?N 80°11?44?W,7/13/88,8/3/08,10/21/08,
1998-99,NBA,Miami Heat,Miami Arena,"15,200","Miami, Florida",http://en.wikipedia.org/wiki/Miami_Arena,,"701 Arena Boulevard
Miami, Florida 33136",25°46?51?N 80°11?44?W,7/13/88,8/3/08,10/21/08,
1997-98,NBA,Miami Heat,Miami Arena,"15,200","Miami, Florida",http://en.wikipedia.org/wiki/Miami_Arena,,"701 Arena Boulevard
Miami, Florida 33136",25°46?51?N 80°11?44?W,7/13/88,8/3/08,10/21/08,
1996-97,NBA,Miami Heat,Miami Arena,"15,200","Miami, Florida",http://en.wikipedia.org/wiki/Miami_Arena,,"701 Arena Boulevard
Miami, Florida 33136",25°46?51?N 80°11?44?W,7/13/88,8/3/08,10/21/08,
1995-96,NBA,Miami Heat,Miami Arena,"15,200","Miami, Florida",http://en.wikipedia.org/wiki/Miami_Arena,,"701 Arena Boulevard
Miami, Florida 33136",25°46?51?N 80°11?44?W,7/13/88,8/3/08,10/21/08,
1994-95,NBA,Miami Heat,Miami Arena,"15,200","Miami, Florida",http://en.wikipedia.org/wiki/Miami_Arena,,"701 Arena Boulevard
Miami, Florida 33136",25°46?51?N 80°11?44?W,7/13/88,8/3/08,10/21/08,
