Season,League,Team,Arena,Capacity,"City, State/Province",Wikipedia_URL,Nickname,Address,Latitude-Longitude,Date Opened,Date Closed,Date Demolished,Year Renovated
1960-61,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1959-60,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1958-59,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1957-58,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1956-57,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1955-56,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1954-55,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1953-54,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1952-53,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1951-52,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1950-51,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1949-50,NBA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1948-49,BAA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1947-48,BAA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
1946-47,BAA,Boston Celtics,Boston Garden,"14,890","Boston, Massachusetts",http://en.wikipedia.org/wiki/Boston_Garden,,"150 Causeway Street, Boston, Massachusetts, 02114",42°21?56.51?N 71°3?42.18?W,11/17/28,9/28/95,"November, 1997",
2012-13,NBA,Brooklyn Nets,The Barclays Center,"18,103","Brooklyn, New York",http://en.wikipedia.org/wiki/Barclays_Center,,"620 Atlantic Avenue
Brooklyn, New York 11217
United States",40°40?57.54?N 73°58?28.88?W,9/28/12,,,
2011-12,NBA,New Jersey Nets,The Prudential Center,"18,711","Newark, NJ",http://en.wikipedia.org/wiki/Prudential_Center,The Rock,"165 Mulberry Street
Newark, New Jersey 07102",40°44?1?N 74°10?16?W,10/25/07,,,
2010-11,NBA,New Jersey Nets,The Prudential Center,"18,711","Newark, NJ",http://en.wikipedia.org/wiki/Prudential_Center,The Rock,"165 Mulberry Street
Newark, New Jersey 07102",40°44?1?N 74°10?16?W,10/25/07,,,
2009-10,NBA,New Jersey Nets,Izod Center,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2008-09,NBA,New Jersey Nets,Izod Center,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2007-08,NBA,New Jersey Nets,Izod Center,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2006-07,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2005-06,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2004-05,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2003-04,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2002-03,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2001-02,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
2000-01,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1999-00,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1998-99,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1997-98,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1996-97,NBA,New Jersey Nets,Continental Airlines Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1995-96,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1994-95,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1993-94,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1992-93,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1991-92,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1990-91,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1989-90,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1988-89,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1987-88,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1986-87,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1985-86,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1984-85,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1983-84,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1982-83,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1981-82,NBA,New Jersey Nets,Brendan Byrne Arena,20049,"East Rutherford, New Jersey",http://en.wikipedia.org/wiki/Izod_Center,,"50 Route 120, East Rutherford, New Jersey 07073",40°48?42?N 74°4?3?W,7/2/81,,,
1980-81,NBA,New Jersey Nets,Rutgers Athletic Center,8500,"Piscataway, New Jersey",http://en.wikipedia.org/wiki/Louis_Brown_Athletic_Center,RAC,"83 Rockafeller Road
Piscataway, NJ 08854",40°31?31?N 74°26?28?W,11/30/77,,,
1979-80,NBA,New Jersey Nets,Rutgers Athletic Center,8500,"Piscataway, New Jersey",http://en.wikipedia.org/wiki/Louis_Brown_Athletic_Center,RAC,"83 Rockafeller Road
Piscataway, NJ 08854",40°31?31?N 74°26?28?W,11/30/77,,,
1978-79,NBA,New Jersey Nets,Rutgers Athletic Center,8500,"Piscataway, New Jersey",http://en.wikipedia.org/wiki/Louis_Brown_Athletic_Center,RAC,"83 Rockafeller Road
Piscataway, NJ 08854",40°31?31?N 74°26?28?W,11/30/77,,,
1977-78,NBA,New Jersey Nets,Rutgers Athletic Center,8500,"Piscataway, New Jersey",http://en.wikipedia.org/wiki/Louis_Brown_Athletic_Center,RAC,"83 Rockafeller Road
Piscataway, NJ 08854",40°31?31?N 74°26?28?W,11/30/77,,,
1976-77,NBA,New York Nets,Nassau Veterans Memorial Coliseum,14980,"Uniondale, New York",http://en.wikipedia.org/wiki/Nassau_Veterans_Memorial_Coliseum,,"1255 Hempstead Turnpike
(State Route 24)
Uniondale, New York 11553,",40°43?22?N 73°35?26?W,2/11/72,,,
1975-76,ABA,New York Nets,Nassau Veterans Memorial Coliseum,14980,"Uniondale, New York",http://en.wikipedia.org/wiki/Nassau_Veterans_Memorial_Coliseum,,"1255 Hempstead Turnpike
(State Route 24)
Uniondale, New York 11553,",40°43?22?N 73°35?26?W,2/11/72,,,
1974-75,ABA,New York Nets,Nassau Veterans Memorial Coliseum,14980,"Uniondale, New York",http://en.wikipedia.org/wiki/Nassau_Veterans_Memorial_Coliseum,,"1255 Hempstead Turnpike
(State Route 24)
Uniondale, New York 11553,",40°43?22?N 73°35?26?W,2/11/72,,,
1973-74,ABA,New York Nets,Nassau Veterans Memorial Coliseum,14980,"Uniondale, New York",http://en.wikipedia.org/wiki/Nassau_Veterans_Memorial_Coliseum,,"1255 Hempstead Turnpike
(State Route 24)
Uniondale, New York 11553,",40°43?22?N 73°35?26?W,2/11/72,,,
1972-73,ABA,New York Nets,Nassau Veterans Memorial Coliseum,14980,"Uniondale, New York",http://en.wikipedia.org/wiki/Nassau_Veterans_Memorial_Coliseum,,"1255 Hempstead Turnpike
(State Route 24)
Uniondale, New York 11553,",40°43?22?N 73°35?26?W,2/11/72,,,
1971-72,ABA,New York Nets,Island Garden,5200,"West Hempstead, New York",http://en.wikipedia.org/wiki/Island_Garden,,"45 Cherry Valley Avenue # 1  West Hempstead, NY 11552",40°42?26?N 73°39?24?W,1/1/57,12/1/72,1/1/74,
1970-71,ABA,New York Nets,Island Garden,5200,"West Hempstead, New York",http://en.wikipedia.org/wiki/Island_Garden,,"45 Cherry Valley Avenue # 1  West Hempstead, NY 11552",40°42?26?N 73°39?24?W,1/1/57,12/1/72,1/1/74,
1969-70,ABA,New York Nets,Island Garden,5200,"West Hempstead, New York",http://en.wikipedia.org/wiki/Island_Garden,,"45 Cherry Valley Avenue # 1  West Hempstead, NY 11552",40°42?26?N 73°39?24?W,1/1/57,12/1/72,1/1/74,
1968-69,ABA,New York Nets,Long Island Arena,6000,"Commack, New York",http://en.wikipedia.org/wiki/Long_Island_Arena,,"124 Veterans Memorial Highway
Commack, New York 11725",40°50?18?N 73°17?0?W,1/1/59,1/1/96,1/1/96,
1967-68,ABA,New Jersey Americans,Teaneck Armory,5500,"Teaneck, New Jersey",http://en.wikipedia.org/wiki/Teaneck_Armory,,"1799 Teaneck Rd
Teaneck, NJ 07666",40°54?37?N 73°59?53?W,1/1/36,,,
2012-13,NBA,Charlotte Bobcats,Time Warner Cable Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,The Cable Box,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2011-12,NBA,Charlotte Bobcats,Time Warner Cable Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,The Cable Box,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2010-11,NBA,Charlotte Bobcats,Time Warner Cable Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,The Cable Box,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2009-10,NBA,Charlotte Bobcats,Time Warner Cable Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,The Cable Box,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2008-09,NBA,Charlotte Bobcats,Time Warner Cable Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,The Cable Box,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2007-08,NBA,Charlotte Bobcats,Charlotte Bobcats Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2006-07,NBA,Charlotte Bobcats,Charlotte Bobcats Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2005-06,NBA,Charlotte Bobcats,Charlotte Bobcats Arena,"19,077","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Time_Warner_Cable_Arena,,"333 East Trade Street, Charlotte, NC 28202`",35°13?30?N 80°50?21?W,10/21/05,,,
2004-05,NBA,Charlotte Bobcats,Charlotte Coliseum,"24,042","Charlotte, North Carolina",http://en.wikipedia.org/wiki/Charlotte_Coliseum,,"100 Paul Buck Boulevard
Charlotte, North Carolina 28266",35°11?11?N 80°54?46?W,8/11/88,10/26/05,6/3/07,
2012-13,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2011-12,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2010-11,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2009-10,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2008-09,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2007-08,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2006-07,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2005-06,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2004-05,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2003-04,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2002-03,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2001-02,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
2000-01,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
1999-00,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
1998-99,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
1997-98,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
1996-97,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
1995-96,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
1994-95,NBA,Chicago Bulls,United Center,"20,917","Chicago, Illinois",http://en.wikipedia.org/wiki/United_Center,,"1901 West Madison Street
Chicago, Illinois 60612",41°52?50?N 87°40?27?W,8/18/94,,,
1993-94,NBA,Chicago Bulls,Chicago Stadium,"18,676","Chicago, Illinois",http://en.wikipedia.org/wiki/Chicago_Stadium,,"1800 West Madison Street
Chicago, Illinois 60612",41°52?54?N 87°40?23?W,3/28/29,9/9/94,1/1/95,
1992-93,NBA,Chicago Bulls,Chicago Stadium,"18,676","Chicago, Illinois",http://en.wikipedia.org/wiki/Chicago_Stadium,,"1800 West Madison Street
Chicago, Illinois 60612",41°52?54?N 87°40?23?W,3/28/29,9/9/94,1/1/95,
1991-92,NBA,Chicago Bulls,Chicago Stadium,"18,676","Chicago, Illinois",http://en.wikipedia.org/wiki/Chicago_Stadium,,"1800 West Madison Street
Chicago, Illinois 60612",41°52?54?N 87°40?23?W,3/28/29,9/9/94,1/1/95,
1990-91,NBA,Chicago Bulls,Chicago Stadium,"18,676","Chicago, Illinois",http://en.wikipedia.org/wiki/Chicago_Stadium,,"1800 West Madison Street
Chicago, Illinois 60612",41°52?54?N 87°40?23?W,3/28/29,9/9/94,1/1/95,
