"","date","player","season","team","notes","new_contract_source","pst_contract_value_millions","contract_term","contract_start_season","contract_end_season","contract_option","year"
"1746",1979-01-09,"Elias Sosa",1979,"Expos","signed free agent (from Athletics)","free agency",0,1,1979,"1980","",1979
"1747",1979-01-15,"Tom Paciorek",1979,"Mariners","re-signed free agent","re-signinging",0,1,1979,"1980","",1979
"1749",1979-01-16,"Darold Knowles",1979,"Cardinals","signed free agent","free agency",0,1,1979,"1980","",1979
"1753",1979-01-18,"Lee Lacy",1979,"Pirates","signed free agent (from Dodgers)","free agency",0,1,1979,"1980","",1979
"1754",1979-01-19,"Steve Renko",1979,"Red Sox","signed free agent","free agency",0,1,1979,"1980","",1979
"1756",1979-01-30,"Craig Reynolds",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1757",1979-01-30,"Gordon Pladson",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1758",1979-01-30,"Mike Mendoza",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1759",1979-01-30,"Tom Wiedenbauer",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1760",1979-01-30,"Al Bumbry",1979,"Orioles","signed free agent to a multi-year contract","free agency",0,1,1979,"1980","",1979
"1761",1979-02-01,"Bill Plummer",1979,"Mariners","signed free agent","free agency",0,1,1979,"1980","",1979
"1767",1979-02-07,"Andy Messersmith",1979,"Dodgers","signed free agent to a 2-year contract","free agency",0,2,1979,"1981","",1979
"1768",1979-02-07,"Steve Brye",1979,"Padres","signed free agent","free agency",0,1,1979,"1980","",1979
"1773",1979-02-08,"Rod Carew",1979,"Angels","re-signed to a 5-year contract","re-signinging",0,5,1979,"1984","",1979
"1774",1979-02-08,"Rick Camp",1979,"Braves","signed to a 1-year contract","free agency",0,1,1979,"1980","",1979
"1775",1979-02-08,"Rod Gilbreath",1979,"Braves","signed to a 1-year contract","free agency",0,1,1979,"1980","",1979
"1779",1979-02-19,"Will McEnaney",1979,"Cardinals","signed free agent","free agency",0,1,1979,"1980","",1979
"1780",1979-02-20,"Fred Holdsworth",1979,"Tigers","signed free agent","free agency",0,1,1979,"1980","",1979
"1781",1979-02-20,"Gary Ward",1979,"Twins","re-signed","re-signinging",0,1,1979,"1980","",1979
"1782",1979-02-20,"Paul Hartzell",1979,"Twins","signed","free agency",0,1,1979,"1980","",1979
"1783",1979-02-22,"Dave Roberts",1979,"Giants","signed free agent","free agency",0,1,1979,"1980","",1979
"1784",1979-02-22,"Fred Kendall",1979,"Padres","signed free agent","free agency",0,1,1979,"1980","",1979
"1787",1979-02-23,"Peter Broberg",1979,"Dodgers","signed","free agency",0,1,1979,"1980","",1979
"1790",1979-02-24,"Art Kusyner",1979,"White Sox","signed free agent","free agency",0,1,1979,"1980","",1979
"1791",1979-02-25,"Al Fitzmorris",1979,"Padres","signed free agent","free agency",0,1,1979,"1980","",1979
"1796",1979-02-27,"Gary Beare",1979,"Brewers","signed","free agency",0,1,1979,"1980","",1979
"1797",1979-02-27,"Rick Sutcliffe",1979,"Dodgers","signed","free agency",0,1,1979,"1980","",1979
"1799",1979-02-28,"Jim Todd",1979,"Athletics","signed free agent","free agency",0,1,1979,"1980","",1979
"1800",1979-02-28,"Dave Hamilton",1979,"Athletics","signed free agent","free agency",0,1,1979,"1980","",1979
"1801",1979-03-01,"Fred Kuhaulua",1979,"Padres","signed free agent","free agency",0,1,1979,"1980","",1979
"1802",1979-03-05,"Mike Anderson",1979,"Phillies","signed free agent","free agency",0,1,1979,"1980","",1979
"1803",1979-03-06,"Vic Harris",1979,"Brewers","signed free agent","free agency",0,1,1979,"1980","",1979
"1804",1979-03-10,"Bernie Carbo",1979,"Cardinals","signed free agent","free agency",0,1,1979,"1980","",1979
"1805",1979-03-10,"Bill North",1979,"Giants","signed free agent","free agency",0,1,1979,"1980","",1979
"1809",1979-03-15,"Billy Baldwin",1979,"Indians","signed","free agency",0,1,1979,"1980","",1979
"1813",1979-03-17,"Steve Luebber",1979,"Blue Jays","signed free agent","free agency",0,1,1979,"1980","",1979
"1821",1979-03-27,"Rudy Meoli",1979,"Phillies","signed free agent","free agency",0,1,1979,"1980","",1979
"1823",1979-03-27,"Willie Davis",1979,"Angels","signed","free agency",0,1,1979,"1980","",1979
"1835",1979-03-30,"Danny Walton",1979,"Mariners","signed","free agency",0,1,1979,"1980","",1979
"1841",1979-04-01,"Joe Coleman",1979,"Giants","signed free agent","free agency",0,1,1979,"1980","",1979
"1848",1979-04-04,"Tom Griffin",1979,"Giants","signed free agent","free agency",0,1,1979,"1980","",1979
"1849",1979-04-05,"Charlie Spikes",1979,"Braves","signed free agent","free agency",0,1,1979,"1980","",1979
"1850",1979-04-06,"Mike Sember",1979,"Blue Jays","signed free agent","free agency",0,1,1979,"1980","",1979
"1853",1979-04-10,"Bobby Valentine",1979,"Mariners","signed","free agency",0,1,1979,"1980","",1979
"1854",1979-04-12,"John Stearns",1979,"Mets","signed to a 5-year contract","free agency",0,5,1979,"1984","",1979
"1856",1979-04-13,"Jackson Todd",1979,"Blue Jays","signed","free agency",0,1,1979,"1980","",1979
"1862",1979-04-23,"Bob Robertson",1979,"Blue Jays","signed","free agency",0,1,1979,"1980","",1979
"1865",1979-04-30,"Ken Brett",1979,"Twins","signed free agent","free agency",0,1,1979,"1980","",1979
"1870",1979-05-08,"Joe Coleman",1979,"Pirates","signed free agent","free agency",0,1,1979,"1980","",1979
"1871",1979-05-08,"Paul Blair",1979,"Reds","signed free agent","free agency",0,1,1979,"1980","",1979
"1882",1979-05-16,"Nardi Contreras",1979,"White Sox","signed free agent","free agency",0,1,1979,"1980","",1979
"1890",1979-05-25,"Bud Harrelson",1979,"Phillies","signed free agent (from Mets)","free agency",0,1,1979,"1980","",1979
"1901",1979-06-07,"Chuck Sandberg",1979,"Red Sox","signed","free agency",0,1,1979,"1980","",1979
"1902",1979-06-07,"Eddie Lee Jones",1979,"Red Sox","signed","free agency",0,1,1979,"1980","",1979
"1903",1979-06-07,"Jay Fredlund",1979,"Red Sox","signed","free agency",0,1,1979,"1980","",1979
"1904",1979-06-07,"Jerry Miklosi",1979,"Red Sox","signed","free agency",0,1,1979,"1980","",1979
"1905",1979-06-07,"Jim Watkins",1979,"Red Sox","signed","free agency",0,1,1979,"1980","",1979
"1906",1979-06-07,"Marc Sullivan",1979,"Red Sox","signed","free agency",0,1,1979,"1980","",1979
"1910",1979-06-08,"Andrew Rice",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1912",1979-06-08,"Greg Peterson",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1913",1979-06-08,"Mark Campbell",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1914",1979-06-08,"Steven Quealey",1979,"Astros","signed","free agency",0,1,1979,"1980","",1979
"1915",1979-06-11,"Ken Brett",1979,"Dodgers","signed free agent","free agency",0,1,1979,"1980","",1979
"1924",1979-06-15,"Rich Rodas",1979,"Dodgers","signed","free agency",0,1,1979,"1980","",1979
"1939",1979-06-20,"Al Garray",1979,"Royals","signed","free agency",0,1,1979,"1980","",1979
"1941",1979-06-26,"John Stefero",1979,"Orioles","signed free agent","free agency",0,1,1979,"1980","",1979
"1957",1979-07-05,"Bobby Tolan",1979,"Padres","signed free agent","free agency",0,1,1979,"1980","",1979
"1963",1979-07-11,"Bobby Douglass",1979,"White Sox","signed free agent","free agency",0,1,1979,"1980","",1979
"1994",1979-08-26,"George Scott",1979,"Yankees","signed free agent","free agency",0,1,1979,"1980","",1979
"2010",1979-09-25,"Mike Caldwell",1979,"Brewers","re-signed to a multi-year contract","re-signinging",0,1,1979,"1980","",1979
"2020",1979-10-14,"Tony Brewer",1980,"Dodgers","signed","free agency",0,1,1980,"1981","",1979
"2029",1979-10-29,"Bucky Dent",1980,"Yankees","re-signed to a multi-year contract","re-signinging",0,1,1980,"1981","",1979
"2030",1979-10-29,"Jim Spencer",1980,"Yankees","re-signed to a multi-year contract","re-signinging",0,1,1980,"1981","",1979
"2034",1979-10-31,"H. Pat Kelly",1980,"Orioles","re-signed to a 2-year contract","re-signinging",0,2,1980,"1982","",1979
"2046",1979-11-01,"Milt May",1980,"Giants","signed free agent (from White Sox)","free agency",0,1,1980,"1981","",1979
"2054",1979-11-01,"Grant Jackson",1980,"Pirates","re-signed to a multi-year contract","re-signinging",0,1,1980,"1981","",1979
"2062",1979-11-08,"Bob Watson",1980,"Yankees","signed free agent (from Red Sox)","free agency",0,1,1980,"1981","",1979
"2063",1979-11-08,"Rudy May",1980,"Yankees","signed free agent (from Expos)","free agency",0,1,1980,"1981","",1979
"2072",1979-11-15,"Dave Goltz",1980,"Dodgers","signed free agent (from Twins)","free agency",0,1,1980,"1981","",1979
"2073",1979-11-16,"Bruce Kison",1980,"Angels","signed free agent","free agency",0,1,1980,"1981","",1979
"2074",1979-11-17,"Don Stanhouse",1980,"Dodgers","signed free agent (from Orioles) to a 5-year contract (date 11-19 per AP)","free agency",0,5,1980,"1985","",1979
"2080",1979-11-19,"Manny Sanguillen",1980,"Pirates","re-signed to a multi-year contract","re-signinging",0,1,1980,"1981","",1979
"2084",1979-11-19,"Nolan Ryan",1980,"Astros","signed free agent (from Angels) to a 4-year contract","free agency",0,4,1980,"1984","",1979
"2085",1979-11-19,"Rick Wise",1980,"Padres","signed free agent (from Indians) to a 5-year contract","free agency",0,5,1980,"1985","",1979
"2086",1979-11-19,"Andy Hassler",1980,"Pirates","signed free agent (from Mets)","free agency",0,1,1980,"1981","",1979
"2090",1979-11-20,"Al Hrabosky",1980,"Braves","signed free agent (from Royals) to a 5-year contract","free agency",0,5,1980,"1985","",1979
"2091",1979-11-20,"Tony Perez",1980,"Red Sox","signed free agent (from Expos) to a 3-year contract","free agency",0,3,1980,"1983","",1979
"2092",1979-11-21,"Julio Solano",1980,"Astros","signed","free agency",0,1,1980,"1981","",1979
"2093",1979-11-26,"John Curtis",1980,"Padres","signed free agent to a 5-year contract","free agency",0,5,1980,"1985","",1979
"2096",1979-11-27,"Dick Drago",1980,"Red Sox","signed to a 2-year contract","free agency",0,2,1980,"1982","",1979
"2097",1979-11-27,"Dwight Evans",1980,"Red Sox","signed to a multi-year contract","free agency",0,1,1980,"1981","",1979
"2099",1979-11-27,"Skip Lockwood",1980,"Red Sox","signed free agent (from Mets) to a 4-year contract","free agency",0,4,1980,"1984","",1979
"2100",1979-11-29,"Rennie Stennett",1980,"Giants","signed free agent","free agency",0,1,1980,"1981","",1979
"2102",1979-11-29,"Jim Wohlford",1980,"Giants","signed free agent (from Brewers)","free agency",0,1,1980,"1981","",1979
"2105",1979-12-03,"Fred Norman",1980,"Expos","signed free agent","free agency",0,1,1980,"1981","",1979
"2120",1979-12-04,"Enrique Calderon Clemente",1980,"Pirates","signed","free agency",0,1,1980,"1981","",1979
"2123",1979-12-04,"Jay Johnstone",1980,"Dodgers","signed free agent (from Yankees) to a 2-year contract","free agency",0,2,1980,"1982","",1979
"2126",1979-12-04,"Rowland Office",1980,"Expos","signed free agent (from Braves)","free agency",0,1,1980,"1981","",1979
"2130",1979-12-05,"Fred Patek",1980,"Angels","signed free agent","free agency",0,1,1980,"1981","",1979
"2160",1979-12-19,"Jorge Orta",1980,"Indians","signed free agent","free agency",0,1,1980,"1981","",1979
"2163",1979-12-26,"Scott Holman",1980,"Mets","signed free agent","free agency",0,1,1980,"1981","",1979
"2164",1980-01-01,"Larry Anderson",1980,"Orioles","signed free agent (date approximate)","free agency",0,1,1980,"1981","",1980
"2176",1980-01-05,"Tom Candiotti",1980,"Royals","signed free agent","free agency",0,1,1980,"1981","",1980
"2177",1980-01-10,"Jack Kucek",1980,"Blue Jays","signed","free agency",0,1,1980,"1981","",1980
"2180",1980-01-15,"Gilberto Reyes",1980,"Dodgers","signed","free agency",0,1,1980,"1981","",1980
"2184",1980-01-17,"David Palmer",1980,"Expos","signed","free agency",0,1,1980,"1981","",1980
"2185",1980-01-17,"Scott Sanderson",1980,"Expos","signed","free agency",0,1,1980,"1981","",1980
"2187",1980-01-20,"John Hale",1980,"Reds","signed free agent (from Mariners)","free agency",0,1,1980,"1981","",1980
"2188",1980-01-29,"Glenn Borgmann",1980,"White Sox","signed free agent","free agency",0,1,1980,"1981","",1980
"2189",1980-01-31,"Joe Morgan",1980,"Astros","signed free agent","free agency",0,1,1980,"1981","",1980
"2191",1980-01-31,"Lerrin LaGrow",1980,"Phillies","signed free agent (from Dodgers)","free agency",0,1,1980,"1981","",1980
"2192",1980-02-05,"Bill Almon",1980,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2193",1980-02-05,"Dyar Miller",1980,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2194",1980-02-05,"John Tamargo Sr.",1980,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2195",1980-02-05,"Bob Veselic",1980,"Twins","signed to a 1-year contract","free agency",0,1,1980,"1981","",1980
"2196",1980-02-05,"Rob Wilfong",1980,"Twins","signed to a 1-year contract","free agency",0,1,1980,"1981","",1980
"2197",1980-02-05,"Terry Sheehan",1980,"Twins","signed to a 1-year contract","free agency",0,1,1980,"1981","",1980
"2209",1980-02-22,"Silvio Martinez",1980,"Cardinals","re-signed","re-signinging",0,1,1980,"1981","",1980
"2210",1980-02-22,"Ty Waller",1980,"Cardinals","signed","free agency",0,1,1980,"1981","",1980
"2211",1980-02-22,"Gary Serum",1980,"Twins","signed to a 1-year contract","free agency",0,1,1980,"1981","",1980
"2212",1980-02-22,"Mark Funderburk",1980,"Twins","signed to a 1-year contract","free agency",0,1,1980,"1981","",1980
"2213",1980-02-22,"Roy Smalley",1980,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2214",1980-02-25,"Tom Dixon",1980,"Mets","signed free agent","free agency",0,1,1980,"1981","",1980
"2215",1980-02-28,"Luis Aponte",1980,"Red Sox","signed free agent","free agency",0,1,1980,"1981","",1980
"2217",1980-03-03,"John Verhoeven",1980,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2218",1980-03-03,"Mike Bacsik",1980,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2220",1980-03-08,"Lenny Randle",1980,"Mariners","signed free agent (to Mets)","free agency",0,1,1980,"1981","",1980
"2224",1980-03-10,"Paul Molitor",1980,"Brewers","signed to a 1-year contract","free agency",0,1,1980,"1981","",1980
"2226",1980-03-10,"Joel Youngblood",1980,"Mets","re-signed to a 3-year contract","re-signinging",0,3,1980,"1983","",1980
"2229",1980-03-10,"Tim Stoddard",1980,"Orioles","re-signed","re-signinging",0,1,1980,"1981","",1980
"2230",1980-03-10,"Harry Chappas",1980,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2231",1980-03-10,"Carney Lansford",1980,"Angels","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2233",1980-03-10,"Dave Frost",1980,"Angels","re-signed to a 1-year contract","re-signinging",0,1,1980,"1981","",1980
"2235",1980-03-13,"Don Hood",1980,"Cardinals","signed free agent","free agency",0,1,1980,"1981","",1980
"2236",1980-03-13,"Mario Mendoza",1980,"Mariners","re-signed to a 2-year contract","re-signinging",0,2,1980,"1982","",1980
"2237",1980-03-13,"Benny Ayala",1980,"Orioles","re-signed","re-signinging",0,1,1980,"1981","",1980
"2238",1980-03-13,"Mark Corey",1980,"Orioles","signed","free agency",0,1,1980,"1981","",1980
"2239",1980-03-13,"Wayne Krenchicki",1980,"Orioles","signed","free agency",0,1,1980,"1981","",1980
"2240",1980-03-13,"Dewey Hoyt",1980,"White Sox","signed","free agency",0,1,1980,"1981","",1980
"2242",1980-03-13,"Rudy Meoli",1980,"Giants","signed free agent (from Twins)","free agency",0,1,1980,"1981","",1980
"2247",1980-03-15,"Craig Swan",1980,"Mets","signed to a 5-year contract","free agency",0,5,1980,"1985","",1980
"2258",1980-03-28,"Dave Chalk",1980,"Royals","signed free agent","free agency",0,1,1980,"1981","",1980
"2280",1980-04-02,"Dan Boone",1980,"Padres","signed free agent","free agency",0,1,1980,"1981","",1980
"2282",1980-04-03,"Ray Fosse",1980,"Brewers","signed free agent","free agency",0,1,1980,"1981","",1980
"2288",1980-04-05,"Steve Luebber",1980,"Orioles","signed free agent","free agency",0,1,1980,"1981","",1980
"2290",1980-04-06,"Danny Walton",1980,"Rangers","signed free agent","free agency",0,1,1980,"1981","",1980
"2294",1980-04-07,"Roger Freed",1980,"Phillies","signed free agent","free agency",0,1,1980,"1981","",1980
"2295",1980-04-10,"Mickey Mahler",1980,"Pirates","signed free agent","free agency",0,1,1980,"1981","",1980
"2296",1980-04-12,"Dyar Miller",1980,"Mets","signed","free agency",0,1,1980,"1981","",1980
"2297",1980-04-14,"Manny Sarmiento",1980,"Mariners","signed free agent","free agency",0,1,1980,"1981","",1980
"2298",1980-04-15,"Garry Maddox Sr.",1980,"Phillies","signed to a multi-year contract","free agency",0,1,1980,"1981","",1980
"2299",1980-04-21,"Paul Hartzell",1980,"Orioles","signed free agent","free agency",0,1,1980,"1981","",1980
"2305",1980-04-29,"Doug Bird",1980,"Yankees","signed free agent (from Phillies)","free agency",0,1,1980,"1981","",1980
"2307",1980-04-30,"Pedro Borbon Sr.",1980,"Cardinals","signed free agent","free agency",0,1,1980,"1981","",1980
"2310",1980-05-02,"Ricky Adams",1980,"Angels","signed free agent","free agency",0,1,1980,"1981","",1980
"2311",1980-05-05,"Rusty Torres",1980,"Royals","signed free agent","free agency",0,1,1980,"1981","",1980
"2314",1980-05-07,"Bud Harrelson",1980,"Rangers","signed free agent","free agency",0,1,1980,"1981","",1980
"2321",1980-05-16,"Chuck Porter",1980,"Brewers","signed free agent","free agency",0,1,1980,"1981","",1980
"2329",1980-05-28,"Paul Blair",1980,"Yankees","signed free agent","free agency",0,1,1980,"1981","",1980
"2344",1980-06-07,"Henry Cotto",1980,"Cubs","signed","free agency",0,1,1980,"1981","",1980
"2347",1980-06-08,"Billy Smith",1980,"Phillies","signed free agent","free agency",0,1,1980,"1981","",1980
"2356",1980-06-11,"Jeffrey Hall",1980,"Red Sox","signed","free agency",0,1,1980,"1981","",1980
"2357",1980-06-11,"Jeffrey Hunter",1980,"Red Sox","signed","free agency",0,1,1980,"1981","",1980
