ModelName,Year,Bodypaint,CoverModel,ModelNationality,ModelHairFacet,ModelHairColor,ModelEyeFacet,ModelEyeColor,ModelDateOfBirth,ModelBirthYear,ModelBirthPlace,ModelBirthCity,ModelBirthStateProvence,ModelBirthCountry,ModelEthnicity,ModelHeight.US,Height.in,ModelHeight.numeric,ModelHeight.Label,ModelMeasurements.US,ModelBust.in,ModelWaste.in,ModelHips.in,ModelDressSize.US,ModelShoeSize.US,ModelAgency,ModelsHobbies,ModelCupSize,UnconfirmedCupSize,ModelImplants.,ModelNaturalCupSize,Wikipedia_URL,FMDURL
Marisa Miller,2002,NA,NA,American,,Blonde,Light,Brown,8/6/78,1978,"Santa Cruz, California, United States of America",Santa Cruz,California,United States of America,American,"5'8""",68,5.67,5.80,34-23-35 ,34,23,35,2,7,Vision Los Angeles,"Surfing, Volleyball",D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Marisa_Miller,http://www.fashionmodeldirectory.com/models/Marisa_Miller
Marisa Miller,2004,TRUE,NA,American,,Blonde,Light,Brown,8/6/78,1978,"Santa Cruz, California, United States of America",Santa Cruz,California,United States of America,American,"5'8""",68,5.67,5.80,34-23-35 ,34,23,35,2,7,Vision Los Angeles,"Surfing, Volleyball",D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Marisa_Miller,http://www.fashionmodeldirectory.com/models/Marisa_Miller
Marisa Miller,2008,TRUE,TRUE,American,,Blonde,Light,Brown,8/6/78,1978,"Santa Cruz, California, United States of America",Santa Cruz,California,United States of America,American,"5'8""",68,5.67,5.80,34-23-35 ,34,23,35,2,7,Vision Los Angeles,"Surfing, Volleyball",D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Marisa_Miller,http://www.fashionmodeldirectory.com/models/Marisa_Miller
Marisa Miller,2003,NA,NA,American,,Blonde,Light,Brown,8/6/78,1978,"Santa Cruz, California, United States of America",Santa Cruz,California,United States of America,American,"5'8""",68,5.67,5.80,34-23-35 ,34,23,35,2,7,Vision Los Angeles,"Surfing, Volleyball",D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Marisa_Miller,http://www.fashionmodeldirectory.com/models/Marisa_Miller
Mary Sturdevant,1965,NA,NA,American,,Blonde,,Brown,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,A,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Mary_Sturdevant&action=edit&redlink=1,
May Andersen,2003,NA,NA,Danish,,Blonde,,Blue,6/16/82,1982,"Copenhagen, Denmark",Copenhagen,,Denmark,Danish,"5'10""",70,5.83,5.10,32-24-34 ,32,24,34,8,7.5,Storm Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/May_Andersen,http://www.fashionmodeldirectory.com/models/May_Andersen
May Andersen,2004,NA,NA,Danish,,Blonde,,Blue,6/16/82,1982,"Copenhagen, Denmark",Copenhagen,,Denmark,Danish,"5'10""",70,5.83,5.10,32-24-34 ,32,24,34,8,7.5,Storm Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/May_Andersen,http://www.fashionmodeldirectory.com/models/May_Andersen
Melania Knauss,2000,NA,NA,Slovenian,,Brown,,Blue,6/5/74,1974,"Ljubljana, Slovenia",Ljubljana,,Slovenia,"Austrian, Serbian, Slovenian","5'9.5""",69.5,5.79,5.95,35.5-24-35.5 ,35.5,24,35.5,4,9,Trump Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Melania_Trump,http://www.fashionmodeldirectory.com/models/Melania_Knauss
Melissa Baker,2008,NA,NA,American,,Brown,,Blue,10/6/87,1987,"Akron, Ohio, United States of America",Akron,Ohio,United States of America,Greek,"5'9""",69,5.75,5.90,35-25-35 ,35,25,35,6,9,Wilhelmina Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Melissa_Baker,http://www.fashionmodeldirectory.com/models/Melissa_Baker
Melissa Haro,2009,NA,NA,American,Light,Brown,,Brown,9/5/87,1987,"San Jose, California, United States of America",San Jose,California,United States of America,American,"5'9""",69,5.75,5.90,33-25-36 ,33,25,36,6,8,Wilhelmina Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Melissa_Haro,http://www.fashionmodeldirectory.com/models/Melissa_Haro
Melissa Haro,2008,NA,NA,American,Light,Brown,,Brown,9/5/87,1987,"San Jose, California, United States of America",San Jose,California,United States of America,American,"5'9""",69,5.75,5.90,33-25-36 ,33,25,36,6,8,Wilhelmina Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Melissa_Haro,http://www.fashionmodeldirectory.com/models/Melissa_Haro
Melissa Keller,2004,TRUE,NA,American,,Blonde,,Blonde,8/4/79,1979,"Long Lake, Minnesota, United States of America",Long Lake,Minnesota,United States of America,American,"5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,9.5,Q Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Melissa_Keller,http://www.fashionmodeldirectory.com/models/Melissa_Keller
Melissa Keller,2003,NA,NA,American,,Blonde,,Blonde,8/4/79,1979,"Long Lake, Minnesota, United States of America",Long Lake,Minnesota,United States of America,American,"5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,9.5,Q Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Melissa_Keller,http://www.fashionmodeldirectory.com/models/Melissa_Keller
Melissa Keller,2002,NA,NA,American,,Blonde,,Blonde,8/4/79,1979,"Long Lake, Minnesota, United States of America",Long Lake,Minnesota,United States of America,American,"5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,9.5,Q Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Melissa_Keller,http://www.fashionmodeldirectory.com/models/Melissa_Keller
Michaela Bercu,1990,NA,NA,Israeli,,Blonde,,Blue,3/31/67,1967,"Tel Aviv, Israel",Tel Aviv,,Israel,Israeli,"6'0""",72,6,6.00,34.5-25-35.5 ,34.5,25,35.5,6,10.5,Elite Model Management,,A,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Michaela_Bercu,http://www.fashionmodeldirectory.com/models/Michaela_Bercu
Micheline Lee,1968,NA,NA,American,,Black,,Brown,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Micheline_Lee&action=edit&redlink=1,
Michelle Alves,2005,NA,NA,Brazilian,,Brown,,Green,9/19/78,1978,"Londrina, Paraní_, Brazil",Londrina,Paraní_,Brazil,Brazilian,"5'10.5""",70.5,5.87,5.11,34-25-35 ,34,25,35,6,8.5,Elite Model Management,"Cooking, Martial Arts",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Michelle_Alves,http://www.fashionmodeldirectory.com/models/Michelle_Alves
Michelle Alves,2003,NA,NA,Brazilian,,Brown,,Green,9/19/78,1978,"Londrina, Paraní_, Brazil",Londrina,Paraní_,Brazil,Brazilian,"5'10.5""",70.5,5.87,5.11,34-25-35 ,34,25,35,6,8.5,Elite Model Management,"Cooking, Martial Arts",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Michelle_Alves,http://www.fashionmodeldirectory.com/models/Michelle_Alves
Michelle Behennah,1999,TRUE,NA,British,,Brown,,Green,1/7/77,1977,Singapore,,,Singapore,British,"5'9.5""",69.5,5.79,5.95,34-24-35.5 ,34,24,35.5,6,8.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Michelle_Behennah,http://www.fashionmodeldirectory.com/models/Michelle_Behennah
Michelle Behennah,2001,NA,NA,British,,Brown,,Green,1/7/77,1977,Singapore,,,Singapore,British,"5'9.5""",69.5,5.79,5.95,34-24-35.5 ,34,24,35.5,6,8.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Michelle_Behennah,http://www.fashionmodeldirectory.com/models/Michelle_Behennah
Michelle Behennah,2000,NA,NA,British,,Brown,,Green,1/7/77,1977,Singapore,,,Singapore,British,"5'9.5""",69.5,5.79,5.95,34-24-35.5 ,34,24,35.5,6,8.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Michelle_Behennah,http://www.fashionmodeldirectory.com/models/Michelle_Behennah
Michelle Lombardo,2005,NA,NA,American,,Brown,,Blue,9/16/83,1983,"Glastonbury, Connecticut, United States of America",Glastonbury,Connecticut,United States of America,American,"5'10""",70,5.83,5.10,35-25-36 ,35,25,36,6,9.5,Next Model Management,,D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Michelle_Lombardo,http://www.fashionmodeldirectory.com/models/Michelle_Lombardo
Michelle Vawer,2012,NA,NA,Canadian,,Brown,,Green,1/3/90,1990,"Vancouver, British Columbia, Canada",Vancouver,British Columbia,Canada,Canadian,"5'11""",71,5.92,5.11,34-25-36 ,34,25,36,4,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Michelle_Vawer&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Michelle_Vawer
Molly Sims,2002,NA,NA,American,Dark,Blonde,,Green,5/25/76,1976,"Murray, Kentucky, United States of America",Murray,Kentucky,United States of America,"Cherokee, American","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,4,7.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Molly_Sims,http://www.fashionmodeldirectory.com/models/Molly_Sims
Molly Sims,2006,NA,NA,American,Dark,Blonde,,Green,5/25/76,1976,"Murray, Kentucky, United States of America",Murray,Kentucky,United States of America,"Cherokee, American","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,4,7.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Molly_Sims,http://www.fashionmodeldirectory.com/models/Molly_Sims
Molly Sims,2004,NA,NA,American,Dark,Blonde,,Green,5/25/76,1976,"Murray, Kentucky, United States of America",Murray,Kentucky,United States of America,"Cherokee, American","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,4,7.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Molly_Sims,http://www.fashionmodeldirectory.com/models/Molly_Sims
Molly Sims,2000,NA,NA,American,Dark,Blonde,,Green,5/25/76,1976,"Murray, Kentucky, United States of America",Murray,Kentucky,United States of America,"Cherokee, American","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,4,7.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Molly_Sims,http://www.fashionmodeldirectory.com/models/Molly_Sims
Molly Sims,2003,NA,NA,American,Dark,Blonde,,Green,5/25/76,1976,"Murray, Kentucky, United States of America",Murray,Kentucky,United States of America,"Cherokee, American","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,4,7.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Molly_Sims,http://www.fashionmodeldirectory.com/models/Molly_Sims
Molly Sims,2001,TRUE,NA,American,Dark,Blonde,,Green,5/25/76,1976,"Murray, Kentucky, United States of America",Murray,Kentucky,United States of America,"Cherokee, American","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,4,7.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Molly_Sims,http://www.fashionmodeldirectory.com/models/Molly_Sims
Monica Bellucci,1991,NA,NA,Italian,Dark,Brown,,Brown,9/30/64,1964,"Citta di Castello, Umbria, Italy",Citta di Castello,Umbria,Italy,Italian,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,6,9,Elite Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Monica_Bellucci,http://www.fashionmodeldirectory.com/models/Monica_Bellucci
Monika Schnarre,1987,NA,NA,Canadian,Dark,Blonde,,Blue,5/27/71,1971,"Scarborough, Ontario, Canada",Scarborough,Ontario,Canada,"Canadian, German","6'1""",73,6.08,6.10,36-26-37 ,36,26,37,4,8.5,Ford Models,"Photography, Running, Hiking, Yoga",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Monika_Schnarre,http://www.fashionmodeldirectory.com/models/Monika_Schnarre
Monique Moura de Carvalho,1978,NA,NA,Brazilian,,Brown,,Brown,,,Brazil,,,Brazil,Brazilian,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Monique_Moura_de_Carvalho&action=edit&redlink=1,
Naomi Campbell,1997,NA,NA,British,,Brown,,Brown,5/22/70,1970,"Streatham, South London, England",Streatham,South London,England,"Chinese, Jamaican","5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,9,Marilyn Agency,Boxing,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Naomi_Campbell,http://www.fashionmodeldirectory.com/models/Naomi_Campbell
Naomi Campbell,1992,NA,NA,British,,Brown,,Brown,5/22/70,1970,"Streatham, South London, England",Streatham,South London,England,"Chinese, Jamaican","5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,9,Marilyn Agency,Boxing,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Naomi_Campbell,http://www.fashionmodeldirectory.com/models/Naomi_Campbell
Natasha Barnard,2013,NA,NA,South African,,Brown,,Blue,8/16/87,1987,"Witbank, Mpumalanga, South Africa",Witbank,Mpumalanga,South Africa,South African,"5'9.3""",69.3,5.77,5.93,34-23.5-36 ,34,23.5,36,4,9.5,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Natasha_Barnard&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Natasha_Barnard
Navia Nguyenm,1997,NA,NA,Vietnamese,,Brown,,Black,2/14/73,1973,"Saigon, Vietnam",Saigon,,Vietnam,"American, Vietnamese","5'8""",68,5.67,5.80,34-24-34 ,34,24,34,4,7.5,Next Model Management,"Hiking, Camping, Rollerblading, Yoga",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Navia_Nguyen,http://www.fashionmodeldirectory.com/models/Navia_Nguyen/
Niki Taylor,1997,NA,NA,American,Dark,Blonde,Light,Brown,3/5/75,1975,"Fort Lauderdale, Florida, United States of America",Fort Lauderdale,Florida,United States of America,American,"5'11""",71,5.92,5.11,34.5-25-34.5 ,34.5,25,34.5,6,9,New York Model Management,"Cooking, Jetskiing, Running, Scuba Diving, Swimming, Exercising",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Niki_Taylor,http://www.fashionmodeldirectory.com/models/Niki_Taylor
Niki Taylor,1998,NA,NA,American,Dark,Blonde,Light,Brown,3/5/75,1975,"Fort Lauderdale, Florida, United States of America",Fort Lauderdale,Florida,United States of America,American,"5'11""",71,5.92,5.11,34.5-25-34.5 ,34.5,25,34.5,6,9,New York Model Management,"Cooking, Jetskiing, Running, Scuba Diving, Swimming, Exercising",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Niki_Taylor,http://www.fashionmodeldirectory.com/models/Niki_Taylor
Nina Agdal,2012,NA,NA,Danish,Light,Brown,,Grey,3/26/92,1992,Denmark,,,Denmark,Danish,"5'9.3""",69.3,5.77,5.93,34-23.5-34.5 ,34,23.5,34.5,6,7,Elite Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Nina_Agdal,http://www.fashionmodeldirectory.com/models/Nina_Agdal
Nina Agdal,2013,NA,NA,Danish,Light,Brown,,Grey,3/26/92,1992,Denmark,,,Denmark,Danish,"5'9.3""",69.3,5.77,5.93,34-23.5-34.5 ,34,23.5,34.5,6,7,Elite Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Nina_Agdal,http://www.fashionmodeldirectory.com/models/Nina_Agdal
Noemie Lenoir,2000,NA,NA,French,,Black,,Green,9/19/79,1979,"Les Ulis, France",Les Ulis,,France,"French, Caribbean","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,6,9,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/No%C3%A9mie_Lenoir,http://www.fashionmodeldirectory.com/models/Noemie_Lenoir
Noemie Lenoir,2001,TRUE,NA,French,,Black,,Green,9/19/79,1979,"Les Ulis, France",Les Ulis,,France,"French, Caribbean","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,6,9,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/No%C3%A9mie_Lenoir,http://www.fashionmodeldirectory.com/models/Noemie_Lenoir
Noemie Lenoir,2006,NA,NA,French,,Black,,Green,9/19/79,1979,"Les Ulis, France",Les Ulis,,France,"French, Caribbean","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,6,9,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/No%C3%A9mie_Lenoir,http://www.fashionmodeldirectory.com/models/Noemie_Lenoir
Noemie Lenoir,2005,NA,NA,French,,Black,,Green,9/19/79,1979,"Les Ulis, France",Les Ulis,,France,"French, Caribbean","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,6,9,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/No%C3%A9mie_Lenoir,http://www.fashionmodeldirectory.com/models/Noemie_Lenoir
Noemie Lenoir,2004,TRUE,NA,French,,Black,,Green,9/19/79,1979,"Les Ulis, France",Les Ulis,,France,"French, Caribbean","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,6,9,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/No%C3%A9mie_Lenoir,http://www.fashionmodeldirectory.com/models/Noemie_Lenoir
Noemie Lenoir,2003,NA,NA,French,,Black,,Green,9/19/79,1979,"Les Ulis, France",Les Ulis,,France,"French, Caribbean","5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,6,9,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/No%C3%A9mie_Lenoir,http://www.fashionmodeldirectory.com/models/Noemie_Lenoir
Oluchi Onweagba,2006,NA,NA,Nigerian,,Black,,Brown,8/1/82,1982,"Lagos, Nigeria",Lagos,,Nigeria,African,"6'0""",72,6,6.00,34-24-35 ,34,24,35,4,9.5,Storm Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Oluchi_Onweagba,http://www.fashionmodeldirectory.com/models/Oluchi_Onweagba
Oluchi Onweagba,2005,NA,NA,Nigerian,,Black,,Brown,8/1/82,1982,"Lagos, Nigeria",Lagos,,Nigeria,African,"6'0""",72,6,6.00,34-24-35 ,34,24,35,4,9.5,Storm Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Oluchi_Onweagba,http://www.fashionmodeldirectory.com/models/Oluchi_Onweagba
Oluchi Onweagba,2007,NA,NA,Nigerian,,Black,,Brown,8/1/82,1982,"Lagos, Nigeria",Lagos,,Nigeria,African,"6'0""",72,6,6.00,34-24-35 ,34,24,35,4,9.5,Storm Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Oluchi_Onweagba,http://www.fashionmodeldirectory.com/models/Oluchi_Onweagba
Oluchi Onweagba,2008,NA,NA,Nigerian,,Black,,Brown,8/1/82,1982,"Lagos, Nigeria",Lagos,,Nigeria,African,"6'0""",72,6,6.00,34-24-35 ,34,24,35,4,9.5,Storm Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Oluchi_Onweagba,http://www.fashionmodeldirectory.com/models/Oluchi_Onweagba
Pania Rose,2006,NA,NA,Australian,,Brown,,Brown,5/16/84,1984,"Manjimup, Perth, Australia",Perth,,Australia,"Maori, Dutch","5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Next Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Pania_Rose,http://www.fashionmodeldirectory.com/models/Pania_Rose
Patricia Velasquez,1995,NA,NA,Venezuelan,Dark,Brown,,Brown,1/31/71,1971,"Guajira, Venezuela",Guajira,,Venezuela,Native American,"5'9.5""",69.5,5.79,5.95,34-23.5-35 ,34,23.5,35,4,8.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Patricia_Vel%C3%A1squez,http://www.fashionmodeldirectory.com/models/Patricia_Velasquez
Patricia Velasquez,1994,NA,NA,Venezuelan,Dark,Brown,,Brown,1/31/71,1971,"Guajira, Venezuela",Guajira,,Venezuela,Native American,"5'9.5""",69.5,5.79,5.95,34-23.5-35 ,34,23.5,35,4,8.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Patricia_Vel%C3%A1squez,http://www.fashionmodeldirectory.com/models/Patricia_Velasquez
Paula Warner,1970,NA,NA,American,,Red,,Green,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Paula_Warner&action=edit&redlink=1,
Paulette Kieon,1968,NA,NA,Polynesian,,Black,,Brown,,,"Tampa Bay, Florida, United States of America",Tampa Bay,Florida,United States of America,Polynesian,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Paulette_Kieon&action=edit&redlink=1,
Paulina Porizkova,1989,NA,NA,Czech,,Brown,,Blue,4/9/65,1965,"Prostejov, Czech Republic",Prostejov,,Czech Republic,Czech,"5'11.5""",71.5,5.96,5.12,34-25-35 ,34,25,35,6,9.5,Model Management,"Painting/Drawing, Piano, Writing, Video Games",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Paulina_Porizkova,http://www.fashionmodeldirectory.com/models/Paulina_Porizkova
Paulina Porizkova,1983,NA,NA,Czech,,Brown,,Blue,4/9/65,1965,"Prostejov, Czech Republic",Prostejov,,Czech Republic,Czech,"5'11.5""",71.5,5.96,5.12,34-25-35 ,34,25,35,6,9.5,Model Management,"Painting/Drawing, Piano, Writing, Video Games",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Paulina_Porizkova,http://www.fashionmodeldirectory.com/models/Paulina_Porizkova
Paulina Porizkova,1984,NA,TRUE,Czech,,Brown,,Blue,4/9/65,1965,"Prostejov, Czech Republic",Prostejov,,Czech Republic,Czech,"5'11.5""",71.5,5.96,5.12,34-25-35 ,34,25,35,6,9.5,Model Management,"Painting/Drawing, Piano, Writing, Video Games",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Paulina_Porizkova,http://www.fashionmodeldirectory.com/models/Paulina_Porizkova
Paulina Porizkova,1986,NA,NA,Czech,,Brown,,Blue,4/9/65,1965,"Prostejov, Czech Republic",Prostejov,,Czech Republic,Czech,"5'11.5""",71.5,5.96,5.12,34-25-35 ,34,25,35,6,9.5,Model Management,"Painting/Drawing, Piano, Writing, Video Games",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Paulina_Porizkova,http://www.fashionmodeldirectory.com/models/Paulina_Porizkova
Paulina Porizkova,1992,NA,NA,Czech,,Brown,,Blue,4/9/65,1965,"Prostejov, Czech Republic",Prostejov,,Czech Republic,Czech,"5'11.5""",71.5,5.96,5.12,34-25-35 ,34,25,35,6,9.5,Model Management,"Painting/Drawing, Piano, Writing, Video Games",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Paulina_Porizkova,http://www.fashionmodeldirectory.com/models/Paulina_Porizkova
Paulina Porizkova,1985,NA,TRUE,Czech,,Brown,,Blue,4/9/65,1965,"Prostejov, Czech Republic",Prostejov,,Czech Republic,Czech,"5'11.5""",71.5,5.96,5.12,34-25-35 ,34,25,35,6,9.5,Model Management,"Painting/Drawing, Piano, Writing, Video Games",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Paulina_Porizkova,http://www.fashionmodeldirectory.com/models/Paulina_Porizkova
Petra Nemcova,2002,NA,NA,Czech,,Brown,,Brown,6/24/79,1979,"Karvina, Czech Republic",Karvina,,Czech Republic,Czech,"5'10""",70,5.83,5.10,33-24-34 ,33,24,34,4,8.5,One Management,"Dancing, Scuba Diving",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Petra_N%C4%9Bmcov%C3%A1,http://www.fashionmodeldirectory.com/models/petra_nemcova/
Petra Nemcova,2003,NA,TRUE,Czech,,Brown,,Brown,6/24/79,1979,"Karvina, Czech Republic",Karvina,,Czech Republic,Czech,"5'10""",70,5.83,5.10,33-24-34 ,33,24,34,4,8.5,One Management,"Dancing, Scuba Diving",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Petra_N%C4%9Bmcov%C3%A1,http://www.fashionmodeldirectory.com/models/petra_nemcova/
Petra Nemcova,2004,TRUE,NA,Czech,,Brown,,Brown,6/24/79,1979,"Karvina, Czech Republic",Karvina,,Czech Republic,Czech,"5'10""",70,5.83,5.10,33-24-34 ,33,24,34,4,8.5,One Management,"Dancing, Scuba Diving",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Petra_N%C4%9Bmcov%C3%A1,http://www.fashionmodeldirectory.com/models/petra_nemcova/
Petra Nemcova,2001,NA,NA,Czech,,Brown,,Brown,6/24/79,1979,"Karvina, Czech Republic",Karvina,,Czech Republic,Czech,"5'10""",70,5.83,5.10,33-24-34 ,33,24,34,4,8.5,One Management,"Dancing, Scuba Diving",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Petra_N%C4%9Bmcov%C3%A1,http://www.fashionmodeldirectory.com/models/petra_nemcova/
Petra Nemcova,2005,NA,NA,Czech,,Brown,,Brown,6/24/79,1979,"Karvina, Czech Republic",Karvina,,Czech Republic,Czech,"5'10""",70,5.83,5.10,33-24-34 ,33,24,34,4,8.5,One Management,"Dancing, Scuba Diving",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Petra_N%C4%9Bmcov%C3%A1,http://www.fashionmodeldirectory.com/models/petra_nemcova/
Petra Nemcova,2006,NA,NA,Czech,,Brown,,Brown,6/24/79,1979,"Karvina, Czech Republic",Karvina,,Czech Republic,Czech,"5'10""",70,5.83,5.10,33-24-34 ,33,24,34,4,8.5,One Management,"Dancing, Scuba Diving",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Petra_N%C4%9Bmcov%C3%A1,http://www.fashionmodeldirectory.com/models/petra_nemcova/
Pixie Petersen,1972,NA,NA,American,,Blonde,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Pixie_Petersen&action=edit&redlink=1,
Quiana Grant,2008,TRUE,NA,American,,Black,,Black,6/15/82,1982,"Newport News, Virginia, United States of America",Newport News,Virginia,United States of America,African-American,"5'10.5""",70.5,5.87,5.11,33-24-33 ,33,24,33,4,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Quiana_Grant,http://www.fashionmodeldirectory.com/models/Quiana_Grant
Rachel Hunter,1990,NA,NA,New Zealander,,Blonde,,Blue,9/9/69,1969,"Auckland, New Zealand",Auckland,,New Zealand,New Zealand,"5'11""",71,5.92,5.11,36-25-36 ,36,25,36,8,9,Ford Models,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Rachel_Hunter,http://www.fashionmodeldirectory.com/models/Rachel_Hunter
Rachel Hunter,1991,NA,NA,New Zealander,,Blonde,,Blue,9/9/69,1969,"Auckland, New Zealand",Auckland,,New Zealand,New Zealand,"5'11""",71,5.92,5.11,36-25-36 ,36,25,36,8,9,Ford Models,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Rachel_Hunter,http://www.fashionmodeldirectory.com/models/Rachel_Hunter
