ModelName,Year,Bodypaint,CoverModel,ModelNationality,ModelHairFacet,ModelHairColor,ModelEyeFacet,ModelEyeColor,ModelDateOfBirth,ModelBirthYear,ModelBirthPlace,ModelBirthCity,ModelBirthStateProvence,ModelBirthCountry,ModelEthnicity,ModelHeight.US,Height.in,ModelHeight.numeric,ModelHeight.Label,ModelMeasurements.US,ModelBust.in,ModelWaste.in,ModelHips.in,ModelDressSize.US,ModelShoeSize.US,ModelAgency,ModelsHobbies,ModelCupSize,UnconfirmedCupSize,ModelImplants.,ModelNaturalCupSize,Wikipedia_URL,FMDURL
Daniela Pestova,2001,NA,NA,Czech,,Blonde,,Blue,10/14/70,1970,"Teplice, Czech Republic",Teplice,,Czech Republic,Czech,"5'11""",71,5.92,5.11,34-23-36 ,34,23,36,6,9.5,Next Model Management,Walking,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniela_Pe%C5%A1tov%C3%A1,http://www.fashionmodeldirectory.com/models/Daniela_Pestova
Daniela Pestova,2003,NA,NA,Czech,,Blonde,,Blue,10/14/70,1970,"Teplice, Czech Republic",Teplice,,Czech Republic,Czech,"5'11""",71,5.92,5.11,34-23-36 ,34,23,36,6,9.5,Next Model Management,Walking,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniela_Pe%C5%A1tov%C3%A1,http://www.fashionmodeldirectory.com/models/Daniela_Pestova
Daniela Pestova,1999,TRUE,NA,Czech,,Blonde,,Blue,10/14/70,1970,"Teplice, Czech Republic",Teplice,,Czech Republic,Czech,"5'11""",71,5.92,5.11,34-23-36 ,34,23,36,6,9.5,Next Model Management,Walking,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniela_Pe%C5%A1tov%C3%A1,http://www.fashionmodeldirectory.com/models/Daniela_Pestova
Daniela Pestova,2004,NA,NA,Czech,,Blonde,,Blue,10/14/70,1970,"Teplice, Czech Republic",Teplice,,Czech Republic,Czech,"5'11""",71,5.92,5.11,34-23-36 ,34,23,36,6,9.5,Next Model Management,Walking,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniela_Pe%C5%A1tov%C3%A1,http://www.fashionmodeldirectory.com/models/Daniela_Pestova
Daniela Pestova,2000,NA,TRUE,Czech,,Blonde,,Blue,10/14/70,1970,"Teplice, Czech Republic",Teplice,,Czech Republic,Czech,"5'11""",71,5.92,5.11,34-23-36 ,34,23,36,6,9.5,Next Model Management,Walking,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniela_Pe%C5%A1tov%C3%A1,http://www.fashionmodeldirectory.com/models/Daniela_Pestova
Daniela Pestova,2006,NA,TRUE,Czech,,Blonde,,Blue,10/14/70,1970,"Teplice, Czech Republic",Teplice,,Czech Republic,Czech,"5'11""",71,5.92,5.11,34-23-36 ,34,23,36,6,9.5,Next Model Management,Walking,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniela_Pe%C5%A1tov%C3%A1,http://www.fashionmodeldirectory.com/models/Daniela_Pestova
Daniela Pestova,2002,NA,NA,Czech,,Blonde,,Blue,10/14/70,1970,"Teplice, Czech Republic",Teplice,,Czech Republic,Czech,"5'11""",71,5.92,5.11,34-23-36 ,34,23,36,6,9.5,Next Model Management,Walking,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniela_Pe%C5%A1tov%C3%A1,http://www.fashionmodeldirectory.com/models/Daniela_Pestova
Daniella Sarahyba,2010,NA,NA,Brazilian,,Brown,Light,Brown,7/8/86,1986,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,"Lebanese, Spanish","5'10""",70,5.83,5.10,34-26-36 ,34,26,36,6,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniella_Sarahyba,http://www.fashionmodeldirectory.com/models/Daniella_Sarahyba
Daniella Sarahyba,2008,NA,NA,Brazilian,,Brown,Light,Brown,7/8/86,1986,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,"Lebanese, Spanish","5'10""",70,5.83,5.10,34-26-36 ,34,26,36,6,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniella_Sarahyba,http://www.fashionmodeldirectory.com/models/Daniella_Sarahyba
Daniella Sarahyba,2007,TRUE,NA,Brazilian,,Brown,Light,Brown,7/8/86,1986,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,"Lebanese, Spanish","5'10""",70,5.83,5.10,34-26-36 ,34,26,36,6,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniella_Sarahyba,http://www.fashionmodeldirectory.com/models/Daniella_Sarahyba
Daniella Sarahyba,2006,NA,NA,Brazilian,,Brown,Light,Brown,7/8/86,1986,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,"Lebanese, Spanish","5'10""",70,5.83,5.10,34-26-36 ,34,26,36,6,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniella_Sarahyba,http://www.fashionmodeldirectory.com/models/Daniella_Sarahyba
Daniella Sarahyba,2009,NA,NA,Brazilian,,Brown,Light,Brown,7/8/86,1986,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,"Lebanese, Spanish","5'10""",70,5.83,5.10,34-26-36 ,34,26,36,6,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniella_Sarahyba,http://www.fashionmodeldirectory.com/models/Daniella_Sarahyba
Daniella Sarahyba,2005,TRUE,NA,Brazilian,,Brown,Light,Brown,7/8/86,1986,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,"Lebanese, Spanish","5'10""",70,5.83,5.10,34-26-36 ,34,26,36,6,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Daniella_Sarahyba,http://www.fashionmodeldirectory.com/models/Daniella_Sarahyba
Dara Torres,1994,NA,NA,American,,Blonde,,Brown,4/15/67,1967,"Beverly Hills, California, United States of America",Beverly Hills,California,United States of America,American,"6'0""",72,6,6.00,,NA,NA,NA,NA,NA,Wilhelmina Models,,A,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Dara_Torres,
Dayle Haddon,1973,NA,TRUE,Canadian,,Brown,,Blue,5/26/49,1949,"Montreal, Quebec, Canada",Montreal,Quebec,Canada,Canadian,"5'7""",67,5.58,5.70,33-24-34 ,33,24,34,4,7,Storm Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Dayle_Haddon,http://www.fashionmodeldirectory.com/models/Dayle_Haddon
Dominique Piek,2010,NA,NA,South African,Dark,Brown,Light,Brown,7/13/85,1985,"Somerset West, South Africa",Somerset West,,South Africa,South African,"5'10""",70,5.83,5.10,34-24.5-35 ,34,24.5,35,6,8.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Dominique_Piek&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Dominique_Piek
Ehrinn Cummings,2002,NA,NA,Canadian,Dark,Blonde,,Blue,3/14/13,2013,"Knowlton, Quebec, Canada",Knowlton,Quebec,Canada,"Canadian, German","5'11.5""",71.5,5.96,5.12,34-25-34 ,34,25,34,6,7.5,Heffner Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Ehrinn_Cummings&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Ehrinn_Cummings
Elle Macpherson,1990,NA,NA,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,1991,NA,NA,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,1987,NA,TRUE,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,1994,NA,TRUE,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,1985,NA,NA,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,1986,NA,TRUE,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,1988,NA,TRUE,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,2006,NA,TRUE,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elle Macpherson,1989,NA,NA,Australian,Light,Brown,,Brown,3/29/63,1963,"Cronulla, New South Wales, Australia",Cronulla,New South Wales,Australia,Australian,"6'0""",72,6,6.00,36-25-35 ,36,25,35,6,9,New York Model Management,Watersports,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elle_Macpherson,http://www.fashionmodeldirectory.com/models/Elle_Macpherson
Elsa Benitez,2004,NA,NA,Mexican,,Brown,,Brown,12/8/77,1977,"Hermosillo, Sonora, Mexico",Hermosillo,Sonora,Mexico,Mexican,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,4,8,Next Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elsa_Ben%C3%ADtez,http://www.fashionmodeldirectory.com/models/Elsa_Benitez
Elsa Benitez,2006,NA,TRUE,Mexican,,Brown,,Brown,12/8/77,1977,"Hermosillo, Sonora, Mexico",Hermosillo,Sonora,Mexico,Mexican,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,4,8,Next Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elsa_Ben%C3%ADtez,http://www.fashionmodeldirectory.com/models/Elsa_Benitez
Elsa Benitez,2000,NA,NA,Mexican,,Brown,,Brown,12/8/77,1977,"Hermosillo, Sonora, Mexico",Hermosillo,Sonora,Mexico,Mexican,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,4,8,Next Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elsa_Ben%C3%ADtez,http://www.fashionmodeldirectory.com/models/Elsa_Benitez
Elsa Benitez,2001,NA,TRUE,Mexican,,Brown,,Brown,12/8/77,1977,"Hermosillo, Sonora, Mexico",Hermosillo,Sonora,Mexico,Mexican,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,4,8,Next Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elsa_Ben%C3%ADtez,http://www.fashionmodeldirectory.com/models/Elsa_Benitez
Elsa Benitez,2002,NA,NA,Mexican,,Brown,,Brown,12/8/77,1977,"Hermosillo, Sonora, Mexico",Hermosillo,Sonora,Mexico,Mexican,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,4,8,Next Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Elsa_Ben%C3%ADtez,http://www.fashionmodeldirectory.com/models/Elsa_Benitez
Emily DiDonato,2013,NA,NA,American,,Brown,,Blue,2/24/91,1991,"New York City, New York, United States of America",New York City,New York,United States of America,"Italian, Irish","5'10""",70,5.83,5.10,34-25-35 ,34,25,35,4,10,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Emily_DiDonato,http://www.fashionmodeldirectory.com/models/Emily_DiDonato
Erin Gray,1967,NA,NA,American,,Brown,,Green,1/7/50,1950,"Honolulu, Hawaii, United States of America",Honolulu,Hawaii,United States of America,American,"5'7.5""",67.5,5.62,5.75,36-28-35,36,28,35,NA,NA,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Erin_Gray,
Erin Gray,1969,NA,NA,American,,Brown,,Green,1/7/50,1950,"Honolulu, Hawaii, United States of America",Honolulu,Hawaii,United States of America,American,"5'7.5""",67.5,5.62,5.75,36-28-35,36,28,35,NA,NA,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Erin_Gray,
Estella Warren,2000,NA,NA,Canadian,,Blonde,,Blue,12/23/78,1978,"Peterborough, Ontario, Canada",Peterborough,Ontario,Canada,Canadian,"5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,7.5,Select Model Management,"Horseback Riding, Piano, Singing, Swimming",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Estella_Warren,http://www.fashionmodeldirectory.com/models/Estella_Warren
Estelle Lefebure,1989,NA,NA,French,,Blonde,,Blue,5/11/66,1966,"Rouen, France",Rouen,,France,French,"5'9.5""",69.5,5.79,5.95,36-25-36.5 ,36,25,36.5,6,8.5,Next Model Management,Car Racing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Estelle_Lef%C3%A9bure,http://www.fashionmodeldirectory.com/models/estelle_hallyday+%28lefebure%29/
Estelle Lefebure,1988,NA,NA,French,,Blonde,,Blue,5/11/66,1966,"Rouen, France",Rouen,,France,French,"5'9.5""",69.5,5.79,5.95,36-25-36.5 ,36,25,36.5,6,8.5,Next Model Management,Car Racing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Estelle_Lef%C3%A9bure,http://www.fashionmodeldirectory.com/models/estelle_hallyday+%28lefebure%29/
Estelle Lefebure,1993,NA,NA,French,,Blonde,,Blue,5/11/66,1966,"Rouen, France",Rouen,,France,French,"5'9.5""",69.5,5.79,5.95,36-25-36.5 ,36,25,36.5,6,8.5,Next Model Management,Car Racing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Estelle_Lef%C3%A9bure,http://www.fashionmodeldirectory.com/models/estelle_hallyday+%28lefebure%29/
Estelle Lefebure,1990,NA,NA,French,,Blonde,,Blue,5/11/66,1966,"Rouen, France",Rouen,,France,French,"5'9.5""",69.5,5.79,5.95,36-25-36.5 ,36,25,36.5,6,8.5,Next Model Management,Car Racing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Estelle_Lef%C3%A9bure,http://www.fashionmodeldirectory.com/models/estelle_hallyday+%28lefebure%29/
Esti Ginzburg,2010,NA,NA,Israeli,,Blonde,,Green,3/6/90,1990,"Tzahala, Israel",Tzahala,,Israel,Israeli,"5'8""",68,5.67,5.80,31-24.5-35.5 ,31,24.5,35.5,6,8,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Esti_Ginzburg,http://www.fashionmodeldirectory.com/models/Esti_Ginzburg
Esti Ginzburg,2011,NA,NA,Israeli,,Blonde,,Green,3/6/90,1990,"Tzahala, Israel",Tzahala,,Israel,Israeli,"5'8""",68,5.67,5.80,31-24.5-35.5 ,31,24.5,35.5,6,8,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Esti_Ginzburg,http://www.fashionmodeldirectory.com/models/Esti_Ginzburg
Esti Ginzburg,2009,NA,NA,Israeli,,Blonde,,Green,3/6/90,1990,"Tzahala, Israel",Tzahala,,Israel,Israeli,"5'8""",68,5.67,5.80,31-24.5-35.5 ,31,24.5,35.5,6,8,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Esti_Ginzburg,http://www.fashionmodeldirectory.com/models/Esti_Ginzburg
Eva Herzigova,1999,NA,NA,Czech,Light,Blonde,,Green,3/10/73,1973,"Litvinov, Czech Republic",Litvinov,,Czech Republic,Czech,"5'11""",71,5.92,5.11,35-25-35.5 ,35,25,35.5,6,9,One Management,"Cooking, Horseback Riding, Motorcycle Riding, Photography, Tennis, Pottery, Reading, Travelling",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Eva_Herzigov%C3%A1,http://www.fashionmodeldirectory.com/models/Eva_Herzigova
Eva Herzigova,1997,NA,NA,Czech,Light,Blonde,,Green,3/10/73,1973,"Litvinov, Czech Republic",Litvinov,,Czech Republic,Czech,"5'11""",71,5.92,5.11,35-25-35.5 ,35,25,35.5,6,9,One Management,"Cooking, Horseback Riding, Motorcycle Riding, Photography, Tennis, Pottery, Reading, Travelling",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Eva_Herzigov%C3%A1,http://www.fashionmodeldirectory.com/models/Eva_Herzigova
Eva Herzigova,1998,NA,NA,Czech,Light,Blonde,,Green,3/10/73,1973,"Litvinov, Czech Republic",Litvinov,,Czech Republic,Czech,"5'11""",71,5.92,5.11,35-25-35.5 ,35,25,35.5,6,9,One Management,"Cooking, Horseback Riding, Motorcycle Riding, Photography, Tennis, Pottery, Reading, Travelling",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Eva_Herzigov%C3%A1,http://www.fashionmodeldirectory.com/models/Eva_Herzigova
Fernanda Motta,2006,NA,NA,Brazilian,,Brown,,Blue,1/1/81,1981,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,Brazilian,"5'10""",70,5.83,5.10,34-25-35 ,34,25,35,4,8.5,Women Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Fernanda_Motta,http://www.fashionmodeldirectory.com/models/Fernanda_Motta
Fernanda Motta,2005,NA,NA,Brazilian,,Brown,,Blue,1/1/81,1981,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,Brazilian,"5'10""",70,5.83,5.10,34-25-35 ,34,25,35,4,8.5,Women Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Fernanda_Motta,http://www.fashionmodeldirectory.com/models/Fernanda_Motta
Fernanda Motta,2007,NA,NA,Brazilian,,Brown,,Blue,1/1/81,1981,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,Brazilian,"5'10""",70,5.83,5.10,34-25-35 ,34,25,35,4,8.5,Women Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Fernanda_Motta,http://www.fashionmodeldirectory.com/models/Fernanda_Motta
Fernanda Motta,2004,NA,NA,Brazilian,,Brown,,Blue,1/1/81,1981,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,Brazilian,"5'10""",70,5.83,5.10,34-25-35 ,34,25,35,4,8.5,Women Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Fernanda_Motta,http://www.fashionmodeldirectory.com/models/Fernanda_Motta
Fernanda Tavares,2007,NA,NA,Brazilian,,Brown,,Brown,9/22/80,1980,"Natal, Rio Grande do Norte, Brazil",Natal,Rio Grande do Norte,Brazil,"Brazilian, Portuguese","5'10""",70,5.83,5.10,35-24-36 ,35,24,36,6,9,One Management,"Running, Swimming, Jazz, Cycling, Movies, Concerts, Bowling",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Fernanda_Tavares,http://www.fashionmodeldirectory.com/models/Fernanda_Tavares
Fernanda Tavares,2001,TRUE,NA,Brazilian,,Brown,,Brown,9/22/80,1980,"Natal, Rio Grande do Norte, Brazil",Natal,Rio Grande do Norte,Brazil,"Brazilian, Portuguese","5'10""",70,5.83,5.10,35-24-36 ,35,24,36,6,9,One Management,"Running, Swimming, Jazz, Cycling, Movies, Concerts, Bowling",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Fernanda_Tavares,http://www.fashionmodeldirectory.com/models/Fernanda_Tavares
Fernanda Tavares,2003,NA,NA,Brazilian,,Brown,,Brown,9/22/80,1980,"Natal, Rio Grande do Norte, Brazil",Natal,Rio Grande do Norte,Brazil,"Brazilian, Portuguese","5'10""",70,5.83,5.10,35-24-36 ,35,24,36,6,9,One Management,"Running, Swimming, Jazz, Cycling, Movies, Concerts, Bowling",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Fernanda_Tavares,http://www.fashionmodeldirectory.com/models/Fernanda_Tavares
Frankie Rayder,2004,NA,NA,American,,Brown,,Green,1/26/75,1975,"River Falls, Wisconsin, United States of America",River Falls,Wisconsin,United States of America,American,"5'10""",70,5.83,5.10,35-24-35 ,35,24,35,4,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Frankie_Rayder,http://www.fashionmodeldirectory.com/models/Frankie_Rayder
Frankie Rayder,2005,NA,NA,American,,Brown,,Green,1/26/75,1975,"River Falls, Wisconsin, United States of America",River Falls,Wisconsin,United States of America,American,"5'10""",70,5.83,5.10,35-24-35 ,35,24,35,4,9.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Frankie_Rayder,http://www.fashionmodeldirectory.com/models/Frankie_Rayder
Gabrielle Reece,2000,NA,NA,American,,Blonde,,Grey,1/6/70,1970,"La Jolla, California, United States of America",La Jolla,California,United States of America,American,6'3'',75,6.25,6.30,36-24-35 ,36,24,35,8,11,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Gabrielle_Reece,
Gail O'Neill,1992,NA,NA,American,,Brown,,Brown,,1963,"Westchester County, New York, United States of America",Westchester County,New York,United States of America,African-American,"5'9""",69,5.75,5.90,34-24.5-35 ,34,24.5,35,8,9,Click Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Gail_O%27Neill,http://www.fashionmodeldirectory.com/models/Gail_O'Neill
Genevieve Morton,2010,NA,NA,South African,,Blonde,,Blue,7/9/86,1986,"Benoni, Gauteng, South Africa",Benoni,Gauteng,South Africa,South African,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,4,9,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Genevieve_Morton,http://www.fashionmodeldirectory.com/models/Genevieve_Morton
Genevieve Morton,2013,NA,NA,South African,,Blonde,,Blue,7/9/86,1986,"Benoni, Gauteng, South Africa",Benoni,Gauteng,South Africa,South African,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,4,9,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Genevieve_Morton,http://www.fashionmodeldirectory.com/models/Genevieve_Morton
Genevieve Morton,2012,NA,NA,South African,,Blonde,,Blue,7/9/86,1986,"Benoni, Gauteng, South Africa",Benoni,Gauteng,South Africa,South African,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,4,9,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Genevieve_Morton,http://www.fashionmodeldirectory.com/models/Genevieve_Morton
Genevieve Morton,2011,NA,NA,South African,,Blonde,,Blue,7/9/86,1986,"Benoni, Gauteng, South Africa",Benoni,Gauteng,South Africa,South African,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,4,9,IMG Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Genevieve_Morton,http://www.fashionmodeldirectory.com/models/Genevieve_Morton
Georgianna Robertson,1996,TRUE,NA,Jamaican,,Black,,Brown,3/23/72,1972,"Port Maria, Jamaica",Port Maria,,Jamaica,"Indian, Jamaican, Scottish","5'10.5""",70.5,5.87,5.11,34.5-24-34.5 ,34.5,24,34.5,4,9.5,Heffner Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Georgianna_Robertson,http://www.fashionmodeldirectory.com/models/Georgianna_Robertson
Hannah Davis,2013,NA,NA,American,Light,Brown,,Green,5/5/90,1990,"St Thomas, Virgin Islands",St Thomas,,Virgin Islands,"Virgin Islander, American","5'9.5""",69.5,5.79,5.95,34-26-36 ,34,26,36,6,9,IMG Models,"Tennis, Volleyball",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Hannah_Davis_(model),http://www.fashionmodeldirectory.com/models/Hannah_Davis
Heidi Klum,2000,NA,NA,German,,Brown,Light,Brown,6/1/73,1973,"Bergisch Gladbach, Nr. Cologne, Germany",Bergisch Gladbach,Nr. Cologne,Germany,German,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,9,IMG Models,"Cooking, Painting/Drawing, Skiing, Shopping",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Heidi_Klum,http://www.fashionmodeldirectory.com/models/Heidi_Klum
Heidi Klum,1998,NA,TRUE,German,,Brown,Light,Brown,6/1/73,1973,"Bergisch Gladbach, Nr. Cologne, Germany",Bergisch Gladbach,Nr. Cologne,Germany,German,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,9,IMG Models,"Cooking, Painting/Drawing, Skiing, Shopping",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Heidi_Klum,http://www.fashionmodeldirectory.com/models/Heidi_Klum
Heidi Klum,2001,TRUE,NA,German,,Brown,Light,Brown,6/1/73,1973,"Bergisch Gladbach, Nr. Cologne, Germany",Bergisch Gladbach,Nr. Cologne,Germany,German,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,9,IMG Models,"Cooking, Painting/Drawing, Skiing, Shopping",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Heidi_Klum,http://www.fashionmodeldirectory.com/models/Heidi_Klum
Heidi Klum,1999,TRUE,NA,German,,Brown,Light,Brown,6/1/73,1973,"Bergisch Gladbach, Nr. Cologne, Germany",Bergisch Gladbach,Nr. Cologne,Germany,German,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,9,IMG Models,"Cooking, Painting/Drawing, Skiing, Shopping",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Heidi_Klum,http://www.fashionmodeldirectory.com/models/Heidi_Klum
Heidi Klum,2002,NA,NA,German,,Brown,Light,Brown,6/1/73,1973,"Bergisch Gladbach, Nr. Cologne, Germany",Bergisch Gladbach,Nr. Cologne,Germany,German,"5'9.5""",69.5,5.79,5.95,34-24-34 ,34,24,34,4,9,IMG Models,"Cooking, Painting/Drawing, Skiing, Shopping",C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Heidi_Klum,http://www.fashionmodeldirectory.com/models/Heidi_Klum
