Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1998-1999,135726,University of Miami,Education,'13',Bachelor's degree,51,15,36,31,12,19,2,0,2,17,3,14,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,135726,University of Miami,Engineering,'14',Bachelor's degree,145,113,32,44,34,10,18,12,6,38,27,11,4,2,2,0,0,0,0,0,0,41,38,3
1998-1999,135726,University of Miami,English Language and Literature/Letters,'23',Bachelor's degree,55,9,46,26,5,21,8,1,7,18,2,16,3,1,2,0,0,0,0,0,0,0,0,0
1998-1999,135726,University of Miami,Foreign Languages and Literatures,'16',Bachelor's degree,8,3,5,3,1,2,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,135726,University of Miami,Health Professions and Related Sciences,'51',Bachelor's degree,195,53,142,69,17,52,26,1,25,75,26,49,17,6,11,1,0,1,0,0,0,7,3,4
1998-1999,135726,University of Miami,Law and Legal Studies,'22',Bachelor's degree,7,4,3,4,2,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,135726,University of Miami,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,34,13,21,16,5,11,9,5,4,7,3,4,1,0,1,0,0,0,0,0,0,1,0,1
1998-1999,135726,University of Miami,Mathematics,'27',Bachelor's degree,12,4,8,4,3,1,1,0,1,4,0,4,1,1,0,0,0,0,0,0,0,2,0,2
1998-1999,135726,University of Miami,Philosophy and Religion,'38',Bachelor's degree,8,5,3,2,0,2,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,135726,University of Miami,Physical Sciences,'40',Bachelor's degree,34,19,15,19,9,10,2,0,2,9,8,1,1,1,0,0,0,0,0,0,0,3,1,2
1998-1999,135726,University of Miami,Protective Services,'43',Bachelor's degree,27,6,21,14,4,10,5,0,5,7,2,5,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,135726,University of Miami,Psychology,'42',Bachelor's degree,107,20,87,42,7,35,7,2,5,47,8,39,8,3,5,0,0,0,0,0,0,3,0,3
1998-1999,135726,University of Miami,Public Administration and Services,'44',Bachelor's degree,7,1,6,3,0,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,135726,University of Miami,Social Sciences and History,'45',Bachelor's degree,113,36,77,60,21,39,14,3,11,32,10,22,3,0,3,0,0,0,0,0,0,4,2,2
1998-1999,135726,University of Miami,Visual and Performing Arts,'50',Bachelor's degree,194,113,81,124,81,43,8,2,6,45,19,26,7,3,4,2,1,1,0,0,0,8,7,1
1998-1999,139959,University of Georgia,Agricultural Business and Production,'01',Bachelor's degree,92,57,35,91,56,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,Agricultural Sciences,'02',Bachelor's degree,90,44,46,89,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,139959,University of Georgia,Architecture and Related Programs,'04',Bachelor's degree,85,56,29,83,55,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1998-1999,139959,University of Georgia,Biological Science/Life Sciences,'26',Bachelor's degree,318,147,171,249,127,122,30,6,24,3,1,2,32,12,20,1,1,0,0,0,0,3,0,3
1998-1999,139959,University of Georgia,Business Management and Administrative Services,'52',Bachelor's degree,1161,648,513,1008,579,429,70,24,46,11,5,6,40,22,18,0,0,0,0,0,0,32,18,14
1998-1999,139959,University of Georgia,Communications,'09',Bachelor's degree,279,75,204,248,71,177,17,1,16,4,1,3,4,0,4,0,0,0,0,0,0,6,2,4
1998-1999,139959,University of Georgia,Communications Technologies,'10',Bachelor's degree,74,39,35,64,31,33,5,5,0,0,0,0,3,2,1,0,0,0,0,0,0,2,1,1
1998-1999,139959,University of Georgia,Computer and Information Sciences,'11',Bachelor's degree,32,25,7,24,21,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,1
1998-1999,139959,University of Georgia,Conservation and Renewable Natural Resources,'03',Bachelor's degree,102,84,18,102,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,Education,'13',Bachelor's degree,648,166,482,593,156,437,41,6,35,3,2,1,9,2,7,0,0,0,0,0,0,2,0,2
1998-1999,139959,University of Georgia,Engineering,'14',Bachelor's degree,47,38,9,43,35,8,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,English Language and Literature/Letters,'23',Bachelor's degree,368,165,203,324,153,171,30,8,22,3,0,3,9,2,7,1,1,0,0,0,0,1,1,0
1998-1999,139959,University of Georgia,Foreign Languages and Literatures,'16',Bachelor's degree,88,37,51,79,33,46,3,1,2,3,2,1,1,1,0,0,0,0,0,0,0,2,0,2
1998-1999,139959,University of Georgia,Health Professions and Related Sciences,'51',Bachelor's degree,205,37,168,181,29,152,10,1,9,2,0,2,9,4,5,1,1,0,0,0,0,2,2,0
1998-1999,139959,University of Georgia,Home Economics- General,'19',Bachelor's degree,318,78,240,285,69,216,24,8,16,4,1,3,3,0,3,0,0,0,0,0,0,2,0,2
1998-1999,139959,University of Georgia,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,32,21,11,29,20,9,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,34,0,34,30,0,30,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,Mathematics,'27',Bachelor's degree,29,15,14,26,14,12,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1998-1999,139959,University of Georgia,Multi/Interdisciplinary Studies,'30',Bachelor's degree,25,6,19,22,3,19,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,Philosophy and Religion,'38',Bachelor's degree,37,26,11,35,24,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1998-1999,139959,University of Georgia,Physical Sciences,'40',Bachelor's degree,48,29,19,45,27,18,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1998-1999,139959,University of Georgia,Protective Services,'43',Bachelor's degree,61,27,34,52,23,29,4,0,4,3,3,0,1,1,0,0,0,0,0,0,0,1,0,1
1998-1999,139959,University of Georgia,Psychology,'42',Bachelor's degree,258,68,190,224,61,163,23,4,19,1,1,0,4,1,3,0,0,0,0,0,0,6,1,5
1998-1999,139959,University of Georgia,Public Administration and Services,'44',Bachelor's degree,83,4,79,63,4,59,17,0,17,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1998-1999,139959,University of Georgia,Social Sciences and History,'45',Bachelor's degree,512,319,193,458,295,163,26,11,15,7,4,3,10,4,6,1,0,1,0,0,0,10,5,5
1998-1999,139959,University of Georgia,Visual and Performing Arts,'50',Bachelor's degree,198,83,115,176,77,99,6,4,2,3,0,3,7,1,6,0,0,0,0,0,0,6,1,5
1998-1999,142115,Boise State University,Biological Science/Life Sciences,'26',Bachelor's degree,48,23,25,44,20,24,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0
1998-1999,142115,Boise State University,Business Management and Administrative Services,'52',Bachelor's degree,280,133,147,240,113,127,2,1,1,13,7,6,8,5,3,1,0,1,10,3,7,6,4,2
1998-1999,142115,Boise State University,Communications,'09',Bachelor's degree,28,12,16,23,8,15,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,1,1,0
1998-1999,142115,Boise State University,Computer and Information Sciences,'11',Bachelor's degree,51,36,15,44,30,14,0,0,0,0,0,0,5,4,1,0,0,0,1,1,0,1,1,0
1998-1999,142115,Boise State University,Construction Trades,'46',Bachelor's degree,20,19,1,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,142115,Boise State University,Education,'13',Bachelor's degree,201,50,151,174,42,132,1,1,0,10,1,9,2,2,0,3,0,3,10,3,7,1,1,0
1998-1999,142115,Boise State University,Engineering,'14',Bachelor's degree,27,23,4,24,20,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
1998-1999,142115,Boise State University,English Language and Literature/Letters,'23',Bachelor's degree,34,6,28,29,5,24,0,0,0,2,0,2,1,0,1,1,0,1,1,1,0,0,0,0
1998-1999,142115,Boise State University,Foreign Languages and Literatures,'16',Bachelor's degree,27,13,14,22,10,12,1,1,0,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0
1998-1999,142115,Boise State University,Health Professions and Related Sciences,'51',Bachelor's degree,150,33,117,130,26,104,0,0,0,3,1,2,4,1,3,1,1,0,8,1,7,4,3,1
1998-1999,142115,Boise State University,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,12,10,2,10,8,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,142115,Boise State University,Mathematics,'27',Bachelor's degree,8,6,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1998-1999,142115,Boise State University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,56,40,16,48,33,15,0,0,0,0,0,0,2,2,0,0,0,0,6,5,1,0,0,0
1998-1999,142115,Boise State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,37,20,17,28,16,12,1,1,0,3,1,2,2,0,2,0,0,0,2,1,1,1,1,0
1998-1999,142115,Boise State University,Philosophy and Religion,'38',Bachelor's degree,7,4,3,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0
1998-1999,142115,Boise State University,Physical Sciences,'40',Bachelor's degree,11,8,3,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1998-1999,142115,Boise State University,Protective Services,'43',Bachelor's degree,31,19,12,23,15,8,0,0,0,5,4,1,0,0,0,0,0,0,2,0,2,1,0,1
1998-1999,142115,Boise State University,Psychology,'42',Bachelor's degree,39,12,27,34,11,23,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,1
1998-1999,142115,Boise State University,Public Administration and Services,'44',Bachelor's degree,45,6,39,36,3,33,0,0,0,5,1,4,0,0,0,1,1,0,2,1,1,1,0,1
1998-1999,142115,Boise State University,Social Sciences and History,'45',Bachelor's degree,178,84,94,140,65,75,6,6,0,15,6,9,2,1,1,2,2,0,11,3,8,2,1,1
1998-1999,142115,Boise State University,Visual and Performing Arts,'50',Bachelor's degree,69,18,51,59,15,44,0,0,0,2,2,0,0,0,0,1,0,1,3,1,2,4,0,4
1998-1999,147767,Northwestern University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,14,6,8,12,4,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,147767,Northwestern University,Biological Science/Life Sciences,'26',Bachelor's degree,125,51,74,66,21,45,4,2,2,3,0,3,46,24,22,0,0,0,4,2,2,2,2,0
1998-1999,147767,Northwestern University,Business Management and Administrative Services,'52',Bachelor's degree,53,24,29,31,14,17,10,5,5,6,4,2,6,1,5,0,0,0,0,0,0,0,0,0
1998-1999,147767,Northwestern University,Communications,'09',Bachelor's degree,229,76,153,168,58,110,22,4,18,8,4,4,21,7,14,1,0,1,5,2,3,4,1,3
1998-1999,147767,Northwestern University,Computer and Information Sciences,'11',Bachelor's degree,43,37,6,25,22,3,3,2,1,0,0,0,10,8,2,1,1,0,2,2,0,2,2,0
1998-1999,147767,Northwestern University,Education,'13',Bachelor's degree,40,7,33,24,5,19,4,0,4,2,1,1,7,0,7,1,0,1,1,1,0,1,0,1
1998-1999,147767,Northwestern University,Engineering,'14',Bachelor's degree,329,228,101,164,123,41,15,9,6,23,13,10,93,58,35,0,0,0,6,3,3,28,22,6
1998-1999,147767,Northwestern University,English Language and Literature/Letters,'23',Bachelor's degree,221,79,142,166,59,107,14,9,5,7,2,5,24,4,20,0,0,0,7,4,3,3,1,2
1998-1999,147767,Northwestern University,Foreign Languages and Literatures,'16',Bachelor's degree,32,9,23,21,9,12,4,0,4,2,0,2,3,0,3,1,0,1,0,0,0,1,0,1
1998-1999,147767,Northwestern University,Health Professions and Related Sciences,'51',Bachelor's degree,44,10,34,28,6,22,4,1,3,1,0,1,9,3,6,0,0,0,2,0,2,0,0,0
1998-1999,147767,Northwestern University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,147767,Northwestern University,Mathematics,'27',Bachelor's degree,32,13,19,24,9,15,1,0,1,3,2,1,3,1,2,0,0,0,0,0,0,1,1,0
1998-1999,147767,Northwestern University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,25,13,12,17,7,10,0,0,0,0,0,0,5,5,0,0,0,0,2,1,1,1,0,1
1998-1999,147767,Northwestern University,Philosophy and Religion,'38',Bachelor's degree,31,17,14,23,13,10,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0
1998-1999,147767,Northwestern University,Physical Sciences,'40',Bachelor's degree,24,11,13,14,5,9,1,0,1,1,0,1,7,5,2,0,0,0,0,0,0,1,1,0
1998-1999,147767,Northwestern University,Psychology,'42',Bachelor's degree,146,37,109,91,18,73,15,5,10,8,2,6,27,10,17,0,0,0,4,2,2,1,0,1
1998-1999,147767,Northwestern University,Public Administration and Services,'44',Bachelor's degree,17,1,16,12,0,12,2,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
1998-1999,147767,Northwestern University,Social Sciences and History,'45',Bachelor's degree,446,240,206,277,147,130,25,10,15,13,6,7,92,51,41,2,1,1,15,9,6,22,16,6
1998-1999,147767,Northwestern University,Visual and Performing Arts,'50',Bachelor's degree,186,65,121,161,61,100,4,0,4,4,2,2,10,0,10,1,1,0,6,1,5,0,0,0
1998-1999,152080,University of Notre Dame,Architecture and Related Programs,'04',Bachelor's degree,24,15,9,17,10,7,2,2,0,2,1,1,0,0,0,1,1,0,0,0,0,2,1,1
1998-1999,152080,University of Notre Dame,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,44,14,30,43,14,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Biological Science/Life Sciences,'26',Bachelor's degree,92,40,52,80,32,48,0,0,0,4,2,2,7,5,2,0,0,0,0,0,0,1,1,0
1998-1999,152080,University of Notre Dame,Business Management and Administrative Services,'52',Bachelor's degree,621,394,227,521,328,193,22,15,7,43,27,16,27,18,9,0,0,0,0,0,0,8,6,2
1998-1999,152080,University of Notre Dame,Computer and Information Sciences,'11',Bachelor's degree,34,29,5,32,27,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Engineering,'14',Bachelor's degree,182,127,55,144,102,42,7,5,2,13,9,4,6,5,1,0,0,0,0,0,0,12,6,6
1998-1999,152080,University of Notre Dame,English Language and Literature/Letters,'23',Bachelor's degree,107,41,66,94,35,59,4,1,3,7,4,3,1,1,0,1,0,1,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Foreign Languages and Literatures,'16',Bachelor's degree,22,9,13,20,8,12,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Health Professions and Related Sciences,'51',Bachelor's degree,154,85,69,132,75,57,4,1,3,6,5,1,10,3,7,0,0,0,0,0,0,2,1,1
1998-1999,152080,University of Notre Dame,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,28,14,14,26,14,12,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Mathematics,'27',Bachelor's degree,42,18,24,38,15,23,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,1,0
1998-1999,152080,University of Notre Dame,Philosophy and Religion,'38',Bachelor's degree,18,12,6,17,12,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Physical Sciences,'40',Bachelor's degree,25,17,8,23,15,8,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Psychology,'42',Bachelor's degree,123,37,86,107,34,73,5,1,4,9,2,7,2,0,2,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Social Sciences and History,'45',Bachelor's degree,323,165,158,271,139,132,18,8,10,24,10,14,3,3,0,1,1,0,0,0,0,6,4,2
1998-1999,152080,University of Notre Dame,Theological Studies and Religious Vocations,'39',Bachelor's degree,13,9,4,11,7,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,152080,University of Notre Dame,Visual and Performing Arts,'50',Bachelor's degree,68,32,36,50,24,26,3,2,1,9,3,6,3,0,3,0,0,0,0,0,0,3,3,0
1998-1999,155399,Kansas State University,Agricultural Business and Production,'01',Bachelor's degree,147,107,40,144,105,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1998-1999,155399,Kansas State University,Agricultural Sciences,'02',Bachelor's degree,267,155,112,257,152,105,1,0,1,7,2,5,0,0,0,0,0,0,0,0,0,2,1,1
1998-1999,155399,Kansas State University,Architecture and Related Programs,'04',Bachelor's degree,87,57,30,84,56,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
1998-1999,155399,Kansas State University,Biological Science/Life Sciences,'26',Bachelor's degree,201,93,108,185,88,97,3,0,3,5,1,4,3,2,1,1,0,1,1,0,1,3,2,1
1998-1999,155399,Kansas State University,Business Management and Administrative Services,'52',Bachelor's degree,541,285,256,491,264,227,11,2,9,8,5,3,15,7,8,2,2,0,1,0,1,13,5,8
1998-1999,155399,Kansas State University,Communications,'09',Bachelor's degree,140,60,80,129,57,72,6,2,4,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0
1998-1999,155399,Kansas State University,Computer and Information Sciences,'11',Bachelor's degree,37,35,2,33,32,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
1998-1999,155399,Kansas State University,Education,'13',Bachelor's degree,377,105,272,363,101,262,2,1,1,7,1,6,3,1,2,0,0,0,2,1,1,0,0,0
1998-1999,155399,Kansas State University,Engineering,'14',Bachelor's degree,299,254,45,275,238,37,4,3,1,7,4,3,4,3,1,2,1,1,0,0,0,7,5,2
1998-1999,155399,Kansas State University,Engineering-Related Technologies,'15',Bachelor's degree,79,75,4,74,71,3,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,155399,Kansas State University,English Language and Literature/Letters,'23',Bachelor's degree,24,11,13,23,11,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,155399,Kansas State University,Foreign Languages and Literatures,'16',Bachelor's degree,34,12,22,27,10,17,0,0,0,3,1,2,2,0,2,1,1,0,1,0,1,0,0,0
1998-1999,155399,Kansas State University,Health Professions and Related Sciences,'51',Bachelor's degree,96,21,75,94,21,73,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1998-1999,155399,Kansas State University,Home Economics- General,'19',Bachelor's degree,175,7,168,166,7,159,3,0,3,0,0,0,4,0,4,1,0,1,0,0,0,1,0,1
1998-1999,155399,Kansas State University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,155399,Kansas State University,Mathematics,'27',Bachelor's degree,32,22,10,29,20,9,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1998-1999,155399,Kansas State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,88,49,39,83,47,36,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
1998-1999,155399,Kansas State University,Philosophy and Religion,'38',Bachelor's degree,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,155399,Kansas State University,Physical Sciences,'40',Bachelor's degree,36,28,8,32,25,7,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1998-1999,155399,Kansas State University,Psychology,'42',Bachelor's degree,71,26,45,65,25,40,2,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
1998-1999,155399,Kansas State University,Public Administration and Services,'44',Bachelor's degree,35,1,34,28,1,27,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1998-1999,155399,Kansas State University,Social Sciences and History,'45',Bachelor's degree,292,172,120,251,148,103,24,14,10,12,8,4,2,1,1,1,1,0,1,0,1,1,0,1
1998-1999,155399,Kansas State University,Transporation and Material Moving Workers,'49',Bachelor's degree,11,11,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1998-1999,155399,Kansas State University,Visual and Performing Arts,'50',Bachelor's degree,102,38,64,88,31,57,3,3,0,2,1,1,4,1,3,1,1,0,1,1,0,3,0,3
1998-1999,157289,University of Louisville,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,10,3,7,0,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Biological Science/Life Sciences,'26',Bachelor's degree,98,54,44,84,47,37,7,2,5,0,0,0,5,3,2,1,1,0,0,0,0,1,1,0
1998-1999,157289,University of Louisville,Business Management and Administrative Services,'52',Bachelor's degree,302,148,154,252,130,122,28,5,23,4,3,1,6,3,3,1,1,0,0,0,0,11,6,5
1998-1999,157289,University of Louisville,Communications,'09',Bachelor's degree,85,30,55,66,21,45,15,7,8,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Computer and Information Sciences,'11',Bachelor's degree,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Education,'13',Bachelor's degree,50,26,24,36,18,18,12,7,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Engineering,'14',Bachelor's degree,209,176,33,172,148,24,12,10,2,0,0,0,17,12,5,0,0,0,0,0,0,8,6,2
1998-1999,157289,University of Louisville,English Language and Literature/Letters,'23',Bachelor's degree,86,28,58,77,28,49,8,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Foreign Languages and Literatures,'16',Bachelor's degree,18,4,14,12,4,8,1,0,1,3,0,3,1,0,1,0,0,0,0,0,0,1,0,1
1998-1999,157289,University of Louisville,Health Professions and Related Sciences,'51',Bachelor's degree,145,24,121,127,22,105,9,1,8,3,1,2,6,0,6,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,66,18,48,53,17,36,8,0,8,2,0,2,2,0,2,0,0,0,0,0,0,1,1,0
1998-1999,157289,University of Louisville,Mathematics,'27',Bachelor's degree,23,13,10,20,12,8,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,81,48,33,71,41,30,7,5,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Philosophy and Religion,'38',Bachelor's degree,9,8,1,8,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Physical Sciences,'40',Bachelor's degree,26,14,12,21,11,10,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1
1998-1999,157289,University of Louisville,Protective Services,'43',Bachelor's degree,74,39,35,59,34,25,13,4,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Psychology,'42',Bachelor's degree,152,35,117,130,30,100,19,5,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,157289,University of Louisville,Social Sciences and History,'45',Bachelor's degree,219,103,116,180,81,99,34,17,17,1,1,0,1,1,0,1,1,0,0,0,0,2,2,0
1998-1999,157289,University of Louisville,Visual and Performing Arts,'50',Bachelor's degree,77,28,49,69,25,44,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Agricultural Business and Production,'01',Bachelor's degree,28,21,7,18,11,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,8,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Agricultural Sciences,'02',Bachelor's degree,91,49,42,77,40,37,3,2,1,4,3,1,1,1,0,0,0,0,1,0,1,5,3,2
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Architecture and Related Programs,'04',Bachelor's degree,106,54,52,80,39,41,3,2,1,8,4,4,5,3,2,0,0,0,2,2,0,8,4,4
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Biological Science/Life Sciences,'26',Bachelor's degree,279,140,139,209,114,95,19,3,16,8,6,2,32,14,18,0,0,0,9,3,6,2,0,2
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Business Management and Administrative Services,'52',Bachelor's degree,666,362,304,512,294,218,41,15,26,21,11,10,38,15,23,2,2,0,7,2,5,45,23,22
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Communications,'09',Bachelor's degree,168,56,112,141,47,94,15,5,10,1,0,1,3,1,2,2,0,2,2,1,1,4,2,2
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Computer and Information Sciences,'11',Bachelor's degree,37,30,7,25,20,5,2,1,1,0,0,0,3,2,1,0,0,0,0,0,0,7,7,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Conservation and Renewable Natural Resources,'03',Bachelor's degree,75,56,19,67,49,18,2,1,1,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Education,'13',Bachelor's degree,370,89,281,311,70,241,37,16,21,8,1,7,8,2,6,1,0,1,3,0,3,2,0,2
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Engineering,'14',Bachelor's degree,344,270,74,244,195,49,26,18,8,5,3,2,17,11,6,1,1,0,3,3,0,48,39,9
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Engineering-Related Technologies,'15',Bachelor's degree,37,31,6,33,27,6,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,English Language and Literature/Letters,'23',Bachelor's degree,146,42,104,122,38,84,13,1,12,0,0,0,3,1,2,1,0,1,6,2,4,1,0,1
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Foreign Languages and Literatures,'16',Bachelor's degree,27,11,16,22,9,13,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1,2
1998-1999,159391,Louisiana State University and Agricultural & Mechanical College,Health Professions and Related Sciences,'51',Bachelor's degree,64,3,61,58,2,56,2,0,2,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0
