"","PlayerName","PlayerTrueName","League","TeamName3","Season","Position","Comment","StartDate","EndDate","Source","Season.Type"
"508","Hayes","Hayes, Chuck","NBA","SAC","2011-2012",4.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"510","A. Johnson","Johnson, Amir","NBA","TOR","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"514","Green","Green, Gerald","NBA","NJN","2011-2012",2.49,"20120228NJNDAL","2012-02-27","2012-07-01","Basketball Value","Regular Season"
"516","Turiaf","Turiaf, Ronny","NBA","MIA","2011-2012",4.49,"20120323MIADET","2012-03-21","2012-07-01","Basketball Value","Regular Season"
"516","Turiaf","Turiaf, Ronny","NBA","WAS","2011-2012",4.49,"SeasonStart","2011-12-01","2012-03-21","Basketball Value","Regular Season"
"518","Boozer","Boozer, Carlos","NBA","CHI","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"532","Bynum","Bynum, Will","NBA","DET","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"537","Stoudemire","Stoudemire, Amare","NBA","NYK","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"541","Green","Green, Willie","NBA","ATL","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"550","Jones","Jones, Solomon","NBA","NOH","2011-2012",4.5,"20120215NOHMIL","2012-02-15","2012-07-01","Basketball Value","Regular Season"
"550","Jones","Jones, Solomon","NBA","LAC","2011-2012",4.5,"20120104HOULAC","2012-01-03","2012-07-01","Basketball Value","Regular Season"
"551","She. Williams","Williams, Shelden","NBA","NJN","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"553","Rondo","Rondo, Rajon","NBA","BOS","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"557","Hollins","Hollins, Ryan","NBA","BOS","2011-2012",5,"20120323BOSPHI","2012-03-23","2012-07-01","Basketball Value","Regular Season"
"557","Hollins","Hollins, Ryan","NBA","CLE","2011-2012",5,"SeasonStart","2011-12-01","2012-03-20","Basketball Value","Regular Season"
"558","Sefolosha","Sefolosha, Thabo","NBA","OKC","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"559","Thomas","Thomas, Tyrus","NBA","CHA","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"560","Brown","Brown, Shannon","NBA","PHX","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"561","Gibson","Gibson, Daniel","NBA","CLE","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"563","Barea","Barea, Jose","NBA","MIN","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"569","Novak","Novak, Steve","NBA","NYK","2011-2012",3.03,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"573","Sha. Williams","Williams, Shawne","NBA","NJN","2011-2012",3.52,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"575","Farmar","Farmar, Jordan","NBA","NJN","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"577","Gay","Gay, Rudy","NBA","MEM","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"579","Lowry","Lowry, Kyle","NBA","HOU","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"588","Foye","Foye, Randy","NBA","LAC","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"589","C. Smith","Smith, Craig","NBA","POR","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"597","Balkman","Balkman, Renaldo","NBA","NYK","2011-2012",4.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"599","Redick","Redick, J.J.","NBA","ORL","2011-2012",1.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"607","Aldridge","Aldridge, LaMarcus","NBA","POR","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"612","Bargnani","Bargnani, Andrea","NBA","TOR","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"614","Parker","Parker, Anthony","NBA","CLE","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"617","Brewer","Brewer, Ronnie","NBA","CHI","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"622","Mason Jr.","Mason, Roger","NBA","WAS","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"622","Mason","Mason, Roger","NBA","WAS","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"629","Millsap","Millsap, Paul","NBA","UTA","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"640","Kleiza","Kleiza, Linas","NBA","TOR","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"643","Azubuike","Azubuike, Kelenna","NBA","DAL","2011-2012",2.01,"20120421DALCHI","2012-04-09","2012-07-01","Basketball Value","Regular Season"
"653","Amundson","Amundson, Louis","NBA","IND","2011-2012",4.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"660","Mahinmi","Mahinmi, Ian","NBA","DAL","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"661","Oden","Oden, Greg","NBA","POR","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"662","McRoberts","McRoberts, Josh","NBA","LAL","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"667","Landry","Landry, Carl","NBA","NOH","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"669","Fesenko","Fesenko, Kyrylo","NBA","IND","2011-2012",5.01,"20120413CLEIND","2012-04-13","2012-07-01","Basketball Value","Regular Season"
"671","Wright","Wright, Brandan","NBA","DAL","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"673","Belinelli","Belinelli, Marco","NBA","NOH","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"674","Scola","Scola, Luis","NBA","HOU","2011-2012",4.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"675","Davis","Davis, Glen","NBA","ORL","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"678","Williams","Williams, Sean","NBA","BOS","2011-2012",4.5,"20120420BOSATL","2012-04-20","2012-07-01","Basketball Value","Regular Season"
"678","Williams","Williams, Sean","NBA","DAL","2011-2012",4.5,"SeasonStart","2011-12-01","2012-04-20","Basketball Value","Regular Season"
"679","Chandler","Chandler, Wilson","NBA","DEN","2011-2012",3.49,"20120319DALDEN","2012-03-18","2012-07-01","Basketball Value","Regular Season"
"681","Young","Young, Thaddeus","NBA","PHI","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"682","Moon","Moon, Jamario","NBA","CHA","2011-2012",3,"20120415BOSCHA","2012-04-14","2012-07-01","Basketball Value","Regular Season"
"685","Gray","Gray, Aaron","NBA","TOR","2011-2012",5.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"686","Noah","Noah, Joakim","NBA","CHI","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"689","Afflalo","Afflalo, Arron","NBA","DEN","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"691","Stuckey","Stuckey, Rodney","NBA","DET","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"693","Yi","Jianlian, Yi","NBA","DAL","2011-2012",4.01,"20120110DALDET","2012-01-09","2012-07-01","Basketball Value","Regular Season"
"694","Sessions","Sessions, Ramon","NBA","LAL","2011-2012",1.01,"20120320LALHOU","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"694","Sessions","Sessions, Ramon","NBA","CLE","2011-2012",1.01,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"695","Horford","Horford, Al","NBA","ATL","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"699","Dudley","Dudley, Jared","NBA","PHX","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"700","Anthony","Anthony, Joel","NBA","MIA","2011-2012",4.97,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"701","Cook","Cook, Daequan","NBA","OKC","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"702","Gortat","Gortat, Marcin","NBA","PHX","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"703","McGuire","McGuire, Dominic","NBA","GSW","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"705","Young","Young, Nick","NBA","LAC","2011-2012",2.01,"20120318DETLAC","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"705","Young","Young, Nick","NBA","WAS","2011-2012",2.01,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"707","Conley","Conley, Mike","NBA","MEM","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"712","Brewer","Brewer, Corey","NBA","DEN","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"714","Durant","Durant, Kevin","NBA","OKC","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"719","Hawes","Hawes, Spencer","NBA","PHI","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"721","Watkins","Watkins, Darryl","NBA","NOH","2011-2012",5,"20120418NOHMEM","2012-04-18","2012-07-01","Basketball Value","Regular Season"
"722","Smith","Smith, Jason","NBA","NOH","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"726","Watson","Watson, C.J.","NBA","CHI","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"731","Ahearn","Ahearn, Blake","NBA","UTA","2011-2012",1.04,"20120414UTAMEM","2012-04-10","2012-07-01","Basketball Value","Regular Season"
"734","Fernandez","Fernandez, Rudy","NBA","DEN","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"735","Bayless","Bayless, Jerryd","NBA","TOR","2011-2012",1.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"736","Batum","Batum, Nicolas","NBA","POR","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"739","Greene","Greene, Donte","NBA","SAC","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"741","Thompson","Thompson, Jason","NBA","SAC","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"746","Randolph","Randolph, Anthony","NBA","MIN","2011-2012",4.48,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"748","Koufos","Koufos, Kosta","NBA","DEN","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"752","Walker","Walker, Bill","NBA","NYK","2011-2012",2.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"754","Augustin","Augustin, D.J.","NBA","CHA","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"755","Rose","Rose, Derrick","NBA","CHI","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"756","Hickson","Hickson, J.J.","NBA","POR","2011-2012",4.02,"20120327OKCPOR","2012-03-19","2012-07-01","Basketball Value","Regular Season"
"756","Hickson","Hickson, J.J.","NBA","SAC","2011-2012",4.02,"SeasonStart","2011-12-01","2012-03-19","Basketball Value","Regular Season"
"762","Hibbert","Hibbert, Roy","NBA","IND","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"763","Rush","Rush, Brandon","NBA","GSW","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"764","Gordon","Gordon, Eric","NBA","NOH","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"765","Jordan","Jordan, DeAndre","NBA","LAC","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"768","Arthur","Arthur, Darrell","NBA","MEM","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"769","Gasol","Gasol, Marc","NBA","MEM","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"770","Haddadi","Haddadi, Hamed","NBA","MEM","2011-2012",4.99,"20120121SACMEM","2012-01-21","2012-07-01","Basketball Value","Regular Season"
"771","Mayo","Mayo, O.J.","NBA","MEM","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"772","Beasley","Beasley, Michael","NBA","MIN","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"773","Chalmers","Chalmers, Mario","NBA","MIA","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"777","Mbah a Moute","Mbah a Moute, Luc","NBA","MIL","2011-2012",4.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"778","Love","Love, Kevin","NBA","MIN","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"779","Anderson","Anderson, Ryan","NBA","ORL","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"781","Lopez","Lopez, Brook","NBA","NJN","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"784","Gallinari","Gallinari, Danilo","NBA","DEN","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"786","Westbrook","Westbrook, Russell","NBA","OKC","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"787","White","White, D.J.","NBA","CHA","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"788","Lee","Lee, Courtney","NBA","HOU","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"789","Speights","Speights, Marreese","NBA","MEM","2011-2012",4.51,"20120106MEMUTA","2012-01-06","2012-07-01","Basketball Value","Regular Season"
"789","Speights","Speights, Marreese","NBA","PHI","2011-2012",4.51,"SeasonStart","2011-12-01","2012-01-06","Basketball Value","Regular Season"
"790","Dragic","Dragic, Goran","NBA","HOU","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"791","Lopez","Lopez, Robin","NBA","PHX","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"793","Hill","Hill, George","NBA","IND","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"794","Tolliver","Tolliver, Anthony","NBA","MIN","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"798","McGee","McGee, JaVale","NBA","DEN","2011-2012",4.99,"20120321DETDEN","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"798","McGee","McGee, JaVale","NBA","WAS","2011-2012",4.99,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"800","Morrow","Morrow, Anthony","NBA","NJN","2011-2012",2.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"801","Martin","Martin, Cartier","NBA","WAS","2011-2012",3.5,"20120329WASIND","2012-03-29","2012-07-01","Basketball Value","Regular Season"
"803","T. Johnson","Johnson, Trey","NBA","NOH","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"806","Teague","Teague, Jeff","NBA","ATL","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"807","Hudson","Hudson, Lester","NBA","MEM","2011-2012",1.51,"20120421PORMEM","2012-04-20","2012-07-01","Basketball Value","Regular Season"
"807","Hudson","Hudson, Lester","NBA","CLE","2011-2012",1.51,"20120330MILCLE","2012-03-30","2012-04-20","Basketball Value","Regular Season"
"808","Brown","Brown, Derrick","NBA","CHA","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"809","Henderson","Henderson, Gerald","NBA","CHA","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"810","Byars","Byars, Derrick","NBA","SAS","2011-2012",3,"20120425SASPHX","2012-04-25","2012-07-01","Basketball Value","Regular Season"
"811","Gibson","Gibson, Taj","NBA","CHI","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"812","J. Johnson","Johnson, James","NBA","TOR","2011-2012",3.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"813","Green","Green, Danny","NBA","SAS","2011-2012",2.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"814","Beaubois","Beaubois, Rodrigue","NBA","DAL","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"816","Lawson","Lawson, Ty","NBA","DEN","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"818","Daye","Daye, Austin","NBA","DET","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"819","Jerebko","Jerebko, Jonas","NBA","DET","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"820","Summers","Summers, DaJuan","NBA","NOH","2011-2012",3.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"821","Curry","Curry, Stephen","NBA","GSW","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"823","Budinger","Budinger, Chase","NBA","HOU","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"825","Hansbrough","Hansbrough, Tyler","NBA","IND","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"826","Price","Price, A.J.","NBA","IND","2011-2012",0.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"827","Griffin","Griffin, Blake","NBA","LAC","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"831","Carroll","Carroll, DeMarre","NBA","UTA","2011-2012",3.51,"20120229HOUUTA","2012-02-08","2012-07-01","Basketball Value","Regular Season"
"831","Carroll","Carroll, DeMarre","NBA","DEN","2011-2012",3.51,"SeasonStart","2011-12-01","2012-02-08","Basketball Value","Regular Season"
"833","Thabeet","Thabeet, Hasheem","NBA","HOU","2011-2012",5,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"833","Thabeet","Thabeet, Hasheem","NBA","POR","2011-2012",5,"20120320MILPOR","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"834","Young","Young, Sam","NBA","MEM","2011-2012",2.49,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"834","S. Young","Young, Sam","NBA","PHI","2011-2012",2.49,"20120316MIAPHI","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"835","Ilyasova","Ilyasova, Ersan","NBA","MIL","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"836","Jennings","Jennings, Brandon","NBA","MIL","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"837","Meeks","Meeks, Jodie","NBA","PHI","2011-2012",1.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"838","Ellington","Ellington, Wayne","NBA","MIN","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"839","Flynn","Flynn, Jonny","NBA","POR","2011-2012",0.99,"20120320MILPOR","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"839","Flynn","Flynn, Jonny","NBA","HOU","2011-2012",0.99,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"840","Williams","Williams, Terrence","NBA","HOU","2011-2012",2.5,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"840","Williams","Williams, Terrence","NBA","SAC","2011-2012",2.5,"20120326SACHOU","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"841","Collison","Collison, Darren","NBA","IND","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"842","Thornton","Thornton, Marcus","NBA","SAC","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"843","Douglas","Douglas, Toney","NBA","NYK","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"844","Hill","Hill, Jordan","NBA","LAL","2011-2012",4.5,"20120320LALHOU","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"844","Hill","Hill, Jordan","NBA","HOU","2011-2012",4.5,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"846","Harden","Harden, James","NBA","OKC","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"847","Ibaka","Ibaka, Serge","NBA","OKC","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"848","Mullens","Mullens, Byron","NBA","CHA","2011-2012",5.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"849","Holiday","Holiday, Jrue","NBA","PHI","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"850","Clark","Clark, Earl","NBA","ORL","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"852","Cunningham","Cunningham, Dante","NBA","MEM","2011-2012",3.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"853","Mills","Mills, Patrick","NBA","SAS","2011-2012",0.99,"20120328SASSAC","2012-03-27","2012-07-01","Basketball Value","Regular Season"
"854","Pendergraph","Pendergraph, Jeff","NBA","IND","2011-2012",4.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"855","Brockman","Brockman, Jon","NBA","MIL","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"856","Casspi","Casspi, Omri","NBA","CLE","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"857","Evans","Evans, Tyreke","NBA","SAC","2011-2012",1.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"858","Blair","Blair, DeJuan","NBA","SAS","2011-2012",4.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"860","DeRozan","Derozan, DeMar","NBA","TOR","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"861","Matthews","Matthews, Wes","NBA","POR","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"862","Maynor","Maynor, Eric","NBA","OKC","2011-2012",0.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"865","Gaines","Gaines, Sundiata","NBA","NJN","2011-2012",0.97,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"869","Williams","Williams, Reggie","NBA","CHA","2011-2012",2.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"872","Gee","Gee, Alonzo","NBA","CLE","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"874","Crawford","Crawford, Jordan","NBA","WAS","2011-2012",1.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"876","Bradley","Bradley, Avery","NBA","BOS","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"877","Erden","Erden, Semih","NBA","CLE","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"878","Harangody","Harangody, Luke","NBA","CLE","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"880","Asik","Asik, Omer","NBA","CHI","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"881","Eyenga","Eyenga, Christian","NBA","CLE","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"882","Harris","Harris, Manny","NBA","CLE","2011-2012",1.98,"20120228BOSCLE","2012-02-21","2012-07-01","Basketball Value","Regular Season"
"883","Samuels","Samuels, Samardo","NBA","CLE","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"884","Jones","Jones, Dominique","NBA","DAL","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"885","Forbes","Forbes, Gary","NBA","TOR","2011-2012",3.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"886","Monroe","Monroe, Greg","NBA","DET","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"888","Adrien","Adrien, Jeff","NBA","HOU","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"889","Lin","Lin, Jeremy","NBA","NYK","2011-2012",0.99,"20111228GSWNYK","2011-12-27","2012-07-01","Basketball Value","Regular Season"
"890","Udoh","Udoh, Ekpe","NBA","MIL","2011-2012",4.51,"20120320MILPOR","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"890","Udoh","Udoh, Ekpe","NBA","GSW","2011-2012",4.51,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"891","Patterson","Patterson, Patrick","NBA","HOU","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"892","Smith","Smith, Ishmael","NBA","ORL","2011-2012",1.01,"20120203CLEORL","2012-02-02","2012-07-01","Basketball Value","Regular Season"
"892","Smith","Smith, Ishmael","NBA","GSW","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"893","Henry","Henry, Xavier","NBA","NOH","2011-2012",2.01,"20120125NOHOKC","2012-01-04","2012-07-01","Basketball Value","Regular Season"
"893","Henry","Henry, Xavier","NBA","MEM","2011-2012",2.01,"SeasonStart","2011-12-01","2012-01-04","Basketball Value","Regular Season"
"894","Vasquez","Vasquez, Greivis","NBA","NOH","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"895","Hayward","Hayward, Lazar","NBA","OKC","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"896","Johnson","Johnson, Wesley","NBA","MIN","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
