Number,Player,PlayerBio_URL,Position,Height,Weight,Year,Eligibility,Hometown,City,State,High_School,Prior_College,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
67,Adam White,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205653214&Q_SEASON=2012,OL,6/1/00,260,FR,RS,"Baton Rouge, La. ",Baton Rouge,LA,Catholic High School,,,,,Louisiana State University,2012-2013
68,Josh Dworaczyk,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=785336&Q_SEASON=2012,OG,6/6/13,300,SR,4L,"New Iberia, La. ",New Iberia,LA,Catholic-New Iberia High School,,,,,Louisiana State University,2012-2013
70,La'el Collins,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205087832&Q_SEASON=2012,OG,6/5/13,321,SO,SQ,"Baton Rouge, La. ",Baton Rouge,LA,Redemptorist High School,,,,,Louisiana State University,2012-2013
71,Jonah Austin,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205087827&Q_SEASON=2012,OT,6/6/13,329,FR,RS,"New Orleans, La. ",New Orleans,LA,St. Augustine High School,,,,,Louisiana State University,2012-2013
72,Alex Hurst,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382570&Q_SEASON=2012,OT,6/6/13,331,SR,3L,"Bartlett, Tenn. ",Bartlett,TENN,Arlington High School,,,,,Louisiana State University,2012-2013
73,Chris Davenport,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3659751&Q_SEASON=2012,OT,6/4/13,330,JR,SQ,"Mansfield, La. ",Mansfield,LA,Mansfield High School,,,,,Louisiana State University,2012-2013
74,Josh Williford,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660132&Q_SEASON=2012,OG,6/7/13,332,JR,2L,"Dothan, Ala. ",Dothan,ALA,Houston Academy,,,,,Louisiana State University,2012-2013
75,Evan Washington,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879623&Q_SEASON=2012,OL,6/6/13,324,SO,SQ,"DeSoto, Texas ",DeSoto,TEXAS,DeSoto High School,,,,,Louisiana State University,2012-2013
76,Chris Faulk,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660016&Q_SEASON=2012,OT,6/6/13,323,JR,2L,"Slidell, La. ",Slidell,LA,Northshore High School,,,,,Louisiana State University,2012-2013
77,Josh Downs,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660180&Q_SEASON=2012,DT,6/1/13,287,SR,3L,"Bastrop, La. ",Bastrop,LA,Bastrop High School,,,,,Louisiana State University,2012-2013
78,Vadal Alexander,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205372025&Q_SEASON=2012,OT,6/6/13,350,FR,HS,"Buford, Ga. ",Buford,GA,Buford High School,,,,,Louisiana State University,2012-2013
80,Jarvis Landry,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205087909&Q_SEASON=2012,WR,6/1/13,195,SO,1L,"Convent, La. ",Convent,LA,Lutcher High School,,,,,Louisiana State University,2012-2013
81,Armand Williams,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204880058&Q_SEASON=2012,WR,6/3/13,200,SO,SQ,"Slidell, La. ",Slidell,LA,Slidell High School,,,,,Louisiana State University,2012-2013
82,James Wright,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879606&Q_SEASON=2012,WR,6/2/13,203,JR,2L,"Belle Chasse, La. ",Belle Chasse,LA,Belle Chasse High School,,,,,Louisiana State University,2012-2013
83,Travin Dural,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205371930&Q_SEASON=2012,WR,6/2/13,180,FR,HS,"Breaux Bridge, La. ",Breaux Bridge,LA,Breaux Bridge High School,,,,,Louisiana State University,2012-2013
84,Nic Jacobs,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879590&Q_SEASON=2012,TE,6/5/13,265,SO,1L,"Many, La. ",Many,LA,Many High School,,,,,Louisiana State University,2012-2013
85,Dillon Gordon,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205371932&Q_SEASON=2012,TE,6/5/13,280,FR,HS,"River Ridge, La. ",River Ridge,LA,John Curtis High School,,,,,Louisiana State University,2012-2013
86,Kadron Boone,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879974&Q_SEASON=2012,WR,6/1/00,207,JR,2L,"Ocala, Fla. ",Ocala,FLA,Trinity Catholic High School,,,,,Louisiana State University,2012-2013
87,Chancey Aghayere,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382537&Q_SEASON=2012,DE,6/4/13,265,SR,4L,"Garland, Texas ",Garland,TEXAS,Garland High School,,,,,Louisiana State University,2012-2013
87,Jordan Johnson,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498487&Q_SEASON=2012,WR,5/8/13,184,JR,RS,"Friendswood, Texas ",Friendswood,TEXAS,Friendswood HS,Baton Rouge Community College,,,,Louisiana State University,2012-2013
88,Chase Clement,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382558&Q_SEASON=2012,TE,6/5/13,265,SR,4L,"Thibodaux, La. ",Thibodaux,LA,E.D. White High School,,,,,Louisiana State University,2012-2013
89,Lavar Edwards,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=1382561&Q_SEASON=2012,DE,6/5/13,258,SR,4L,"Gretna, La. ",Gretna,LA,Desire Street Academy,,,,,Louisiana State University,2012-2013
89,Jeffrey Lang,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498552&Q_SEASON=2012,WR,5/11/13,188,SO,SQ,"Benton, La. ",Benton,LA,Benton High School,,,,,Louisiana State University,2012-2013
90,Anthony Johnson,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205084471&Q_SEASON=2012,DT,6/3/13,304,SO,1L,"New Orleans, La. ",New Orleans,LA,O.P. Walker High School,,,,,Louisiana State University,2012-2013
91,A'Trey-U Jones,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205498624&Q_SEASON=2012,DL,6/1/00,282,JR,RS,"Tickfaw, La. ",Tickfaw,LA,Hammond High School,,,,,Louisiana State University,2012-2013
93,Cleveland Davis,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204973449&Q_SEASON=2012,DL,6/1/00,282,JR,SQ,"Baton Rouge, La. ",Baton Rouge,LA,McKinley High School,,,,,Louisiana State University,2012-2013
94,Danielle Hunter,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205371934&Q_SEASON=2012,DL,6/5/13,235,FR,HS,"Katy, Texas ",Katy,TEXAS,Morton Ranch High School,,,,,Louisiana State University,2012-2013
95,Quentin Thomas,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205087917&Q_SEASON=2012,DT,6/3/13,294,FR,RS,"Breaux Bridge, La. ",Breaux Bridge,LA,Breaux Bridge High School,,,,,Louisiana State University,2012-2013
96,Mickey Johnson,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=205087908&Q_SEASON=2012,DT,6/1/00,306,FR,RS,"Covington, La. ",Covington,LA,St. Paul's High School,,,,,Louisiana State University,2012-2013
98,Jordan Allen,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=204879416&Q_SEASON=2012,DE,6/6/13,253,SO,SQ,"West Monroe, La. ",West Monroe,LA,West Monroe High School,,,,,Louisiana State University,2012-2013
99,Sam Montgomery,http://www.lsusports.net/ViewArticle.dbml?SPSID=27812&SPID=2164&DB_LANG=C&DB_OEM_ID=5200&ATCLID=3660187&Q_SEASON=2012,DE,6/5/13,260,JR,3L,"Greenwood, S.C. ",Greenwood,SC,Greenwood High School,,,,,Louisiana State University,2012-2013
