Year,unitid,Institution_Name,Cohort_Data,Sport,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,idxtable_gr1999_hd.idx_grs:vl-unitid of parent institution reporting graduation rates
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,20,20,0,6,6,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,38,17,21,35,14,21,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,11,7,4,7,6,1,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,13,13,0,6,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports combined,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross country and/or track,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,42,17,25,36,12,24,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,4,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,11,11,0,9,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,3,4,4,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,21,21,0,9,9,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,40,16,24,34,11,23,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,4,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,9,9,0,7,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,7,3,4,4,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,18,18,0,8,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,19,10,9,16,8,8,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,12,3,9,5,1,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,18,18,0,8,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,9,5,4,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,6,1,5,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports combined,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross country and/or track,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,22,12,10,15,9,6,0,0,0,3,1,2,0,0,0,1,0,1,1,1,0,2,1,1,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,8,3,5,4,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,10,4,6,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,17,17,0,9,9,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,14,8,6,12,7,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,8,2,6,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,7,7,0,5,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,209551,University of Oregon,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports combined,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,23,11,12,19,9,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,8,2,6,3,1,2,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,21,21,0,6,6,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,16,7,9,13,5,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,6,0,6,2,0,2,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,218663,University of South Carolina-Columbia,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,11,11,0,3,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,18,7,11,16,7,9,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,4,4,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,8,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,4,1,3,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,10,10,0,3,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,11,4,7,9,4,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,8,8,0,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports combined,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,123961,University of Southern California,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross country and/or track,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,13,3,10,10,3,7,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,6,2,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,11,11,0,9,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,5,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports combined,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,230728,Utah State University,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports combined,17,9,8,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,2,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross country and/or track,6,0,6,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,21,21,0,4,4,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports combined,14,6,8,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,4,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross country and/or track,4,0,4,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1998-1999,221999,Vanderbilt University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,15,15,0,1,1,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
