RSCI,Player,HS,PS,AS,RC,Total,Ht,Height_Inches,Pos,College,City.State,State,City,Country,Class,Ranking_Date,fname,Pre,Chg,DT,RB,SN,HP,FB,HH,FS,VB,JG,SS,Avg,X5yr,Dev,VC,HM,RH,SI,SC,MP,RU,IR,FC
88,Barry Elder,98,73,NA,NA,74,6'5,77,SG,Georgia Tech,"Madison, GA",GA,Madison,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,-4,88,NA,88,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,Anthony Morrow,NA,NA,NA,NA,74,6'6,78,SG,,"Charlotte, NC",NC,Charlotte,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
83,Cheyenne Moore,45,83,NA,NA,74,6'5,77,PG,,"Colora, MD",MD,Colora,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Shawn Taggart,NA,80,NA,48,74,6'11,83,C,Iowa State,"Richmond, VA",VA,Richmond,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Henry Dugat,96,NA,NA,83,74,6'0,72,PG,Baylor,"Dayton, TX",TX,Dayton,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,-29,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
78,Kenneth Cooper,NA,NA,NA,72,74,6'10,82,PF,Oklahoma State,"Monroe, LA",LA,Monroe,United States,2005,6/1/2005,rcsi05_Final.csv,NA,new,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
99,Desean Butler,NA,NA,NA,NA,74,6'7,79,SF,West Virginia,"Bloomfield, NJ",NJ,Bloomfield,United States,2006,5/1/2006,rcsi06_Final.csv,NA,new,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
94,Jon Leuer,NA,97,NA,72,74,6'10,82,PF,,"Long Lake, MN",MN,Long Lake,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,new,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,85,NA,NA,NA,NA,NA,NA
84,Antonio Hargrove,36,NA,NA,NA,73,6'4,76,SG-SF,Virginia Commonwealth University,"Durham, NC",NC,Durham,United States,2000,7/29/2000,rcsi00_Final.csv,93,9,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Wes Wilkinson,53,84,NA,NA,73,6'8,80,SF,Nebraska,"Grand Island, NE",NE,Grand Island,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,-1,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Elliott Poole,81,NA,54,NA,73,6'6,78,PF,,"Chicago, IL",IL,Chicago,United States,2002,12/1/2001,rcsi02_Fall.csv,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Sean Mallon,85,NA,71,NA,73,6'7,79,PF,Gonzaga,"Spokane, WA",WA,Spokane,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,-6,NA,NA,NA,NA,NA,NA,NA,86,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Justin Benson,NA,NA,NA,46,73,6'8,80,PF,New Mexico,"Houston, TX",TX,Houston,United States,2003,11/16/2002,rcsi03_Fall.csv,NA,-4,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,David Pendergraft,47,NA,NA,NA,73,6'6,78,SF,Gonzaga,"Brewster, WV",WV,Brewster,United States,2004,7/1/2004,rcsi04_Final.csv,NA, ,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
96,Richard Delk,56,NA,NA,73,73,6'4,76,SG,Mississippi State,"Jackson, TN",TN,Jackson,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Lawrence Hill,70,82,NA,97,73,6'8,80,PF,Stanford,"Glendale, AZ",AZ,Glendale,United States,2005,6/1/2005,rcsi05_Final.csv,NA,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
99,Jason Clark,47,NA,NA,NA,73,6'2,74,SG,Georgetown,"Arlington, VA",VA,Arlington,United States,2008,6/1/2007,rcsi08_Summer.csv,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Russell Byrd ,NA,NA,NA,NA,73,6'7 ,79,SF,Michigan State,"Fort Wayne, IN",IN,Fort Wayne,United States,2010,6/1/2010,rcsi10_Final.csv,NA,-3,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,54,NA,87,NA,61,NA,NA,NA,NA,NA
85,Jabarie Hinds ,NA,NA,NA,93,73,5'11 ,71,PG,West Virginia,"Mount Vernon, NY",NY,Mount Vernon,United States,2011,5/1/2011,rcsi11_Final.csv,NA,new ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,64,86,NA,NA,NA,51,NA,NA,NA,NA
91,Marquis Rankin ,NA,74,NA,NA,73,5'11 ,71,PG,Virginia Tech,"Chatham, VA",VA,Chatham,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,52,NA,88,85,NA,NA,NA,NA,NA,NA
94,Marcus Hunt ,NA,93,NA,NA,73,6'6 ,78,SF,Georgia Tech,"College Park, GA",GA,College Park,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,61,91,NA,NA,NA,NA,88,NA,NA,NA
97,Delco Rowley,NA,NA,76,NA,72,6'7,79,PF,Michigan State,"Indianapolis, IN",IN,Indianapolis,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,-10,87,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Robert Kurz,94,81,NA,81,72,6'8,80,SF,Notre Dame,"Lower Gwynedd, PA",PA,Lower Gwynedd,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,*,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
80,Levance Fields,81,NA,NA,88,72,5'10,70,PG,Pittsburgh,"Brooklyn, NY",NY,Brooklyn,United States,2005,6/1/2005,rcsi05_Final.csv,NA,new,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,88,NA,NA,NA,NA,NA,NA,NA
80,Adrian Thomas,82,68,NA,NA,72,6'7,79,PF,University of Miami,"Pembroke Pines, FL",FL,Pembroke Pines,United States,2005,6/1/2005,rcsi05_Final.csv,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
94,Kevin Lisch,NA,NA,NA,NA,72,6'0,72,PG,Saint Louis,"Belleville, IL",IL,Belleville,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
95,Omondi Amoke,66,NA,NA,NA,72,6'6,78,SF,California,"Oxnard, CA",CA,Oxnard,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,-6,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA
95,Kodi Augustus,NA,71,NA,NA,72,6'8,80,SF-PF,Mississippi State,"Missouri City, TX",TX,Missouri City,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA
100,Nick Williams,70,NA,NA,NA,72,6'4,76,SG,Marquette,"Mobile, AL",AL,Mobile,United States,2008,6/1/2007,rcsi08_Summer.csv,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA
86,Robert Brown ,NA,NA,NA,82,72,6'4 ,76,SG,Virginia Tech,"Chatham, VA",VA,Chatham,United States,2011,5/1/2011,rcsi11_Final.csv,NA,4,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,57,81,NA,93,NA,97,NA,NA,NA,NA
86,Derrick Gordon ,NA,NA,NA,NA,72,6'2 ,74,SG,Western Kentucky,"Elizabeth, NJ",NJ,Elizabeth,United States,2011,5/1/2011,rcsi11_Final.csv,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,64,80,NA,50,NA,NA,NA,NA,NA,NA
86,David Gardner ,NA,NA,NA,64,72,6'6 ,78,SF,Mississippi State,"Okolona, MS",MS,Okolona,United States,2011,5/1/2011,rcsi11_Final.csv,NA,new ,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,64,88,NA,NA,NA,84,NA,NA,NA,NA
86,Tyrus Boswell,NA,29,NA,NA,72,6'8,80,PF,Mississippi St.,"Winchendon, MA",MA,Winchendon,United States,1998,6/1/1998,rcsi98_Final.csv,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Demetrius Smith,34,NA,29,NA,71,6'3,75,PG-SG,,"Hogansville, Ga",GA,Hogansville,United States,2000,9/12/1999,rcsi00_Summer.csv,NA,-12,NA,NA,NA,25,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Eric Hicks,NA,98,64,NA,71,6'6,78,SF-PF,Cincinnati,"Greensboro, NC",NC,Greensboro,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,new,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Gavin Grant,51,NA,NA,NA,71,6'4,76,SG,,"Bronx, NY",NY,Bronx,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
76,Josh Heytvelt,NA,NA,NA,94,71,6'8,80,PF,Gonzaga,"Clarkston, WV",WV,Clarkston,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
95,Joe Darger,NA,NA,NA,NA,71,6'7,79,SF,,"Riverton, UT",UT,Riverton,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
100,Adrion Graves,76,85,NA,NA,71,6'4,76,SG,Xavier,"Cincinnati, OH",OH,Cincinnati,United States,2006,5/1/2006,rcsi06_Final.csv,NA,-21,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,82,NA,NA,NA,NA,NA,NA
97,Rakim Sanders,71,70,NA,NA,71,6'6,78,SG,Boston College,"Barrington, RI",RI,Barrington,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,-35,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Sidiki Johnson ,NA,NA,NA,84,71,6'8 ,80,PF,Arizona,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2011,5/1/2011,rcsi11_Final.csv,NA,-26,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,64,72,NA,NA,NA,85,NA,NA,NA,NA
92,Terry Whisnant ,NA,79,NA,NA,71,6'3 ,75,SG,Florida State,"Cherryville, NC",NC,Cherryville,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,52,NA,NA,66,87,NA,NA,NA,NA,NA
85,Scott Merritt,96,84,66,NA,70,6'9,81,PF-C,Marquette,"Wauwatosa, WI",WI,Wauwatosa,United States,2000,7/29/2000,rcsi00_Final.csv,63,-22,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Michael Bell,NA,NA,46,NA,70,6'10,82,PF-SF,North Carolina State,"Raleigh, NC",NC,Raleigh,United States,2000,9/12/1999,rcsi00_Summer.csv,NA,1,NA,NA,26,30,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Marquis Kately,NA,91,60,NA,70,6'5,77,SF,California,"San Francisco, CA",CA,San Francisco,United States,2002,12/1/2001,rcsi02_Fall.csv,NA, ,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Greg Brown,NA,68,NA,NA,70,6'1,73,SG,,"Milwaukee, WI",WI,Milwaukee,United States,2002,8/25/2002,rcsi02_Final.csv,NA,-9,92,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Robert Dozier,NA,87,NA,71,70,6'8,80,SF,Memphis,"Lithonia, GA",GA,Lithonia,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Charles Rhodes,90,NA,NA,61,70,6'8,80,PF,Mississippi State,"Jackson, MS",MS,Jackson,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
96,Jevon Shepherd,31,NA,NA,NA,70,6'6,78,SF,Michigan,"Scarborough, ON",ON,Scarborough,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Ray Hall,NA,60,NA,NA,70,6'11,83,C,,"Denver, CO",CO,Denver,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
96,DaJuan Summers,100,NA,NA,71,70,6'8,80,PF,Georgetown,"Pomfret, MD",MD,Pomfret,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Trevor Mbakwe,89,66,NA,NA,70,6'8,80,PF,Marquette,"Mendota Heights, MN",MN,Mendota Heights,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA
95,Charles Mitchell ,NA,87,NA,77,70,6'7 ,79,PF,,"Marietta, GA",GA,Marietta,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,61,72,NA,NA,NA,98,NA,NA,NA,NA
81,Jamario Moon,NA,51,NA,NA,70,6'7,79,SF,,"Rockford, AL",AL,Rockford,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA
81,Richard Wright,87,77,72,NA,70,6'6,78,PF,Villanova,"East Chicago, IN",IN,East Chicago,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA
86,Brandon Crump,57,NA,80,NA,69,6'11,83,C,University of Tennessee,"Houston, TX",TX,Houston,United States,2000,7/29/2000,rcsi00_Final.csv,82,-4,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Marcus White,82,NA,NA,NA,69,6'8,80,PF,DePaul,"Chicago, IL",IL,Chicago,United States,2002,8/25/2002,rcsi02_Final.csv,NA,-13,85,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Vincent Grier,NA,96,78,NA,69,6'4,76,SG,Charlotte,"Raleigh, NC",NC,Raleigh,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,new,72,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Elliott Poole,81,NA,52,NA,69,6'6,78,PF,,"Chicago, IL",IL,Chicago,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Sam Young,NA,39,NA,NA,69,6'6,78,SF,Pittsburgh,"Chatham, VA",VA,Chatham,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,new,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Harvey Hale,73,NA,NA,NA,69,6'4,76,SG,Wake Forest,"Albuquerque, NM",NM,Albuquerque,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
81,Denis Clemente,96,72,NA,NA,69,6'1,73,PG,University of Miami,"Miami, FL",FL,Miami,United States,2005,6/1/2005,rcsi05_Final.csv,NA,new,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,J.R. Inman,NA,97,NA,85,69,6'8,80,SF,Rutgers,"Montvale, NJ",NJ,Montvale,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,85,NA,NA,NA,NA,NA,NA,NA
98,Gary Flowers,NA,NA,NA,32,69,6'8,80,SF,Texas A&M,"Dallas, TX",TX,Dallas,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Anthony Stover ,NA,NA,NA,68,69,6'10 ,82,C,,"La Canada, CA",CA,La Canada,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,43,NA,NA,NA,88,NA,NA,NA,NA,NA
87,Chris Jefferies,90,NA,57,NA,69,6'7,79,SF,Arkansas,"Fresno, CA",CA,Fresno,United States,1998,6/1/1998,rcsi98_Final.csv,NA,-2,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Demetrius Hunter,86,NA,66,NA,69,6'1,73,PG,Georgetown,"Las Vegas, NV",NV,Las Vegas,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA
91,Field Williams,80,87,68,NA,68,6'3,75,SG,Cincinnati,"Houston, TX",TX,Houston,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Chris Daniels,55,NA,79,NA,68,6'6,78,SF,Georgia,"Albany, GA",GA,Albany,United States,2000,7/29/2000,rcsi00_Final.csv,77,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Terry Licorish,34,NA,NA,NA,68,6'9,81,PF,,"Durham, NC",NC,Durham,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Michael Fey,NA,97,NA,NA,68,6'10,82,C,"University of California, Los Angeles","Olympia, WA",WA,Olympia,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,-1,79,NA,80,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Rashid Al-Kaleem,93,86,74,NA,68,6'4,76,SG,Florida,"Charlestown, MA",MA,Charlestown,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,new,100,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Gavin Grant,59,91,NA,NA,68,6'4,76,SG-SF,,"Bronx, NY",NY,Bronx,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,85,NA,NA,NA,NA,NA,NA,NA
92,Taylor Harrison,76,NA,NA,NA,68,6'9,81,C,California,"San Clemente, CA",CA,San Clemente,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,58,NA,NA,NA,NA,NA,NA
92,Leon Freeman,NA,89,NA,NA,68,6'4,76,SG,,"Belleville, MI",MI,Belleville,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,-16,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,92,NA,NA,NA,NA,NA,NA
99,Maurice Miller,83,78,NA,90,68,6'2,74,PG,,"Memphis, TN",TN,Memphis,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,new,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,5.7,NA,97,100,NA,NA,NA,NA,NA,NA
98,Stephan Van Treese ,NA,67,NA,NA,68,6'9 ,81,PF,Louisville,"Indianapolis, IN",IN,Indianapolis,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,61,NA,NA,67,NA,NA,NA,NA,NA,NA
90,Rodney Cooper ,NA,NA,NA,49,68,6'5 ,77,SF,Alabama,"Phenix City, AL",AL,Phenix City,United States,2011,5/1/2011,rcsi11_Final.csv,NA,new ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,64,NA,NA,85,NA,NA,NA,NA,NA,NA
92,Ronnie Johnson ,NA,90,NA,94,68,5'10 ,70,PG,Purdue,"Indianapolis, IN",IN,Indianapolis,United States,2012,5/1/2012,rcsi12_Final.csv,NA,-4,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,33,88,NA,NA,NA,84,90,NA,NA,NA
92,Mike Tobey ,NA,NA,NA,76,68,6'11 ,83,C,Virginia,"Ramsey, NJ",NJ,Ramsey,United States,2012,5/1/2012,rcsi12_Final.csv,NA,5,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,60,93,NA,NA,NA,87,NA,NA,NA,NA
88,Marqus Ledoux,51,95,NA,NA,68,6'7,79,PF,LSU,"Baton Rouge, LA",LA,Baton Rouge,United States,1998,6/1/1998,rcsi98_Final.csv,NA,-1,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,David Graves,NA,NA,51,NA,68,6'6,78,SF,Notre Dame,"Lexington, KY",KY,Lexington,United States,1998,6/1/1998,rcsi98_Final.csv,NA,-2,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Marquis Daniels,90,80,NA,NA,68,6'7,79,SF,,"Durham, NC",NC,Durham,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
97,Barry Elder,NA,78,91,NA,67,6'5,77,SG,Georgia Tech,"Madison, GA",GA,Madison,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-9,97,NA,88,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Nick Young,NA,99,NA,NA,67,6'5,77,SF,University of Southern California,"Cleveland, CA",CA,Cleveland,United States,2004,7/1/2004,rcsi04_Final.csv,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
89,Lorenzo Wade,NA,63,NA,87,67,6'5,77,SF-SG,Louisville,"Las Vegas, NV",NV,Las Vegas,United States,2004,7/1/2004,rcsi04_Final.csv,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,86,NA,NA,NA,NA,NA,NA,NA,NA
93,Brian Laing,68,67,NA,NA,67,6'5,77,SG,Seaton Hall,"Bronx, NY",NY,Bronx,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Jackie Butler,NA,34,NA,NA,67,6'10,82,C,University of Tennessee,"Laurinburg, NC",NC,Laurinburg,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,John Garcia,NA,96,NA,NA,67,6'9,81,C,Seaton Hall,"Bayshore, NY",NY,Bayshore,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,new,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,83,NA,NA,NA,NA,NA,NA,NA
99,David Huertas,68,NA,NA,NA,67,6'4,76,SG,Florida,"Jacksonville, FL",FL,Jacksonville,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,-41,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
98,Dior Lowhorn,NA,78,NA,88,67,6'6,78,SF,,"Berkeley, CA",CA,Berkeley,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
