Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,idxtable_flags2004.idx_gr:vl-id number of parent institution - graduation rates
2003-2004,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,39,9,30,32,8,24,0,0,0,0,0,0,2,0,2,0,0,0,3,1,2,2,0,2,-2
2003-2004,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),27,9,18,21,8,13,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,2,1,1,-2
2003-2004,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,17,6,11,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,-2
2003-2004,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,2,3,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2003-2004,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,7,5,7,5,2,0,0,0,0,0,0,1,1,0,0,0,0,4,1,3,0,0,0,-2
2003-2004,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209551,University of Oregon,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,14,0,6,6,0,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,209551,University of Oregon,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,5,5,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),35,17,18,27,12,15,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,4,3,1,-2
2003-2004,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,20,5,15,17,4,13,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,9,8,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-2
2003-2004,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,10,3,9,7,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2003-2004,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,10,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),30,11,19,23,9,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,-2
2003-2004,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,24,8,16,17,6,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,-2
2003-2004,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,7,7,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,4,10,2,1,1,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,4,4,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,14,0,1,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,221999,Vanderbilt University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,8,12,17,6,11,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,-2
2003-2004,221999,Vanderbilt University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,16,5,11,14,4,10,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,221999,Vanderbilt University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,221999,Vanderbilt University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,221999,Vanderbilt University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2
2003-2004,221999,Vanderbilt University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2003-2004,221999,Vanderbilt University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,0,9,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,-2
2003-2004,221999,Vanderbilt University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,0,7,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-2
2003-2004,221999,Vanderbilt University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),24,24,0,15,15,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,221999,Vanderbilt University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,18,0,12,12,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,14,9,18,10,8,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,-2
2003-2004,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,19,11,8,15,8,7,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,-2
2003-2004,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,4,3,3,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,3,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,14,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,10,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),31,9,22,21,6,15,4,1,3,0,0,0,2,1,1,0,0,0,0,0,0,4,1,3,-2
2003-2004,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,24,4,20,16,3,13,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,-2
2003-2004,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,5,8,10,4,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2003-2004,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,4,6,8,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,14,0,8,8,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,7,7,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228778,The University of Texas at Austin,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),47,16,31,42,15,27,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,-2
2003-2004,228778,The University of Texas at Austin,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,32,12,20,28,11,17,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-2
2003-2004,228778,The University of Texas at Austin,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228778,The University of Texas at Austin,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228778,The University of Texas at Austin,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,1,5,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228778,The University of Texas at Austin,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,0,5,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228778,The University of Texas at Austin,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,8,6,10,6,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2003-2004,228778,The University of Texas at Austin,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,4,4,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228778,The University of Texas at Austin,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,2,2,0,15,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,228778,The University of Texas at Austin,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,230728,Utah State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,2,15,17,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,230728,Utah State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,13,2,11,13,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,230728,Utah State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,230728,Utah State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,230728,Utah State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,1,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,230728,Utah State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,230728,Utah State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,1,1,0,3,3,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,-2
2003-2004,230728,Utah State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,-2
2003-2004,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),50,19,31,39,15,24,2,1,1,4,0,4,4,2,2,0,0,0,0,0,0,1,1,0,-2
2003-2004,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,43,17,26,34,13,21,1,1,0,4,0,4,3,2,1,0,0,0,0,0,0,1,1,0,-2
2003-2004,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,2,6,3,1,2,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,-2
2003-2004,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,3,1,2,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,-2
2003-2004,243744,Stanford University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,4,5,5,2,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,-2
2003-2004,243744,Stanford University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,3,4,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2
2003-2004,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,11,11,0,10,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2003-2004,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,22,22,0,11,11,0,10,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
